path	bytes	sha256	first_commit	first_date	last_commit	last_date	current_control	current_frontier	founding_source	frozen_manifest	historical_or_pre_july	active_regrade	hits_broad_phi_depth	hits_pointwise_or_physical_phi	hits_independent_phi_variation	hits_endpoint_difference	hits_selection_or_ownership	hits_presentation_or_factorization	hits_stationary_killing	hits_supplied_conditional	hits_placeholder_or_arbitrary
simple_metric_timelive_AP_exact_derive_results.md	5404	3b03f743798c4cf9e1640240a2297967ebdc91dbf55b579f4ab4bdb823e4518f	4fceef79efd1fd631c32f00f8599df99f783dda2	2026-07-09T20:49:05-04:00	4fceef79efd1fd631c32f00f8599df99f783dda2	2026-07-09T20:49:05-04:00	NO	YES	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
simple_metric_timelive_AP_intermediate_results.md	4438	9a65c20b0f4917596d53a847b591d34532079d5263bd5f363423aa02730e86b2	072e3d50b87808b5cb99f2d9660a0d735f918669	2026-07-09T15:33:08-04:00	072e3d50b87808b5cb99f2d9660a0d735f918669	2026-07-09T15:33:08-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
simple_metric_timelive_AP_results.md	5485	e2054053dea49fa522adef302a8a4096b5ab230852538c009433cb2ce57058c3	072e3d50b87808b5cb99f2d9660a0d735f918669	2026-07-09T15:33:08-04:00	072e3d50b87808b5cb99f2d9660a0d735f918669	2026-07-09T15:33:08-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
simple_metric_timelive_residual_appearance_MAP.md	7371	e13436e012d1a3555736e7fa41e64122de941e83fec424bf7e405482914e3a8f	d81b6b1c8385eb717c5add3b2da40e1b2a98f6b8	2026-07-09T20:43:42-04:00	4fceef79efd1fd631c32f00f8599df99f783dda2	2026-07-09T20:49:05-04:00	NO	YES	NO	NO	NO	YES	6	0	0	0	0	0	0	0	0
simple_metric_xmax_POSTULATE.md	3802	35bb2a2d6d01cb48287e218902d087cf954e4c9eeda3142f865731742e8e681d	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	NO	NO	NO	NO	NO	YES	8	0	0	0	0	0	0	0	0
smoke_composite_E2a.py	6987	fbff60504b505fcace97c58b60192aa736c63279e112045a4b6783ad4d4205b6	17678d66afb2335a8355233097d21b56181094d3	2026-07-03T22:51:23-04:00	17678d66afb2335a8355233097d21b56181094d3	2026-07-03T22:51:23-04:00	NO	NO	NO	NO	NO	YES	9	0	0	0	0	0	0	0	0
sne_native_background_n2.py	10434	5e96a98bc84961fded84ef04eb6a603fa370d45970f786098089729dd39e6c01	2239a142d209e2f29c114a76b8b86bc3ba130aa2	2026-07-08T13:48:12-04:00	2239a142d209e2f29c114a76b8b86bc3ba130aa2	2026-07-08T13:48:12-04:00	NO	NO	NO	NO	NO	YES	31	0	0	0	0	0	0	0	0
sne_test_derived_law.py	4639	0ac392945475d0c9184b80c397d29a906dd33a232d0affdfe9e1ec003503920a	2239a142d209e2f29c114a76b8b86bc3ba130aa2	2026-07-08T13:48:12-04:00	2239a142d209e2f29c114a76b8b86bc3ba130aa2	2026-07-08T13:48:12-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	0	0	0	0	0
sne_test_derived_n.py	4056	617f587ea93d346c50332db2666828017d54364df818ffa08da269a0a414fee0	2239a142d209e2f29c114a76b8b86bc3ba130aa2	2026-07-08T13:48:12-04:00	2239a142d209e2f29c114a76b8b86bc3ba130aa2	2026-07-08T13:48:12-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
solution_space_map.md	10178	1873da9afe8c19b28f18320532554c7116dd35858eb0de29b45095d49a046503	7d6ea0af01dbe293e036ab8e0fd7395ab9c7056e	2026-06-13T17:42:15-04:00	7d6ea0af01dbe293e036ab8e0fd7395ab9c7056e	2026-06-13T17:42:15-04:00	NO	NO	NO	NO	YES	NO	5	0	0	0	0	0	0	0	0
solver_action.py	9026	732cb69deedaf972fe0a78153014b2ce1805da0b244479576f889ba357ee5939	c112996ad789643c0cd8448feea06f4903e8211e	2026-06-23T19:45:42-04:00	636a44b1f8318e39853bca2cf429c649009105d3	2026-06-23T20:01:13-04:00	NO	NO	NO	NO	YES	NO	11	0	0	0	0	0	0	0	0
solver_build_MAP.md	5090	ff1c00230bd67ad0229162747ab41dba4721561514a7e7bcc684f96ad05c2c6b	6f0e96bd890a2fb85d16d4d7a310a3df271a3ce9	2026-07-01T12:38:33-04:00	6f0e96bd890a2fb85d16d4d7a310a3df271a3ce9	2026-07-01T12:38:33-04:00	NO	NO	NO	NO	NO	YES	31	0	0	0	0	0	0	0	0
sourced_second_jet_results.md	12632	5c0d726697ef2a551e6f4a769b6b932c0430809072d33656d0c4598a5d30fe8d	2254f58917a988089c61c89603e75ce1e8bda61d	2026-06-11T01:53:56-04:00	2254f58917a988089c61c89603e75ce1e8bda61d	2026-06-11T01:53:56-04:00	NO	NO	NO	NO	YES	NO	11	0	0	0	1	0	0	0	0
spectral_radial_soliton.py	11065	df3958149e1df55927f83786a64fc9fdcbf31a9786a4cc50d74a1864b2863c07	867f074fc0629d1dbaf32e7d3b4e2623b4317a07	2026-06-16T08:50:58-04:00	9084f677b77f5041b6a2016e12a82d9354abab47	2026-06-16T09:46:38-04:00	NO	NO	NO	NO	YES	NO	6	0	0	0	0	1	0	0	0
stability_filter_miniMAP.md	4603	efd0d2e6df5f1edc2bc25e3a877afbbf1f962df81cb9cd4cd09ae2aaacd0e5bc	28280101c7f78fe3df1406cf075e094c7fa54dbc	2026-07-03T11:36:18-04:00	28280101c7f78fe3df1406cf075e094c7fa54dbc	2026-07-03T11:36:18-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	0	0	0	0	0
stability_operator_results.md	5110	eb0c9776ab46bb9aaabb4fa4709374b85550dec43689f9da6319b6d476c1a922	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	NO	NO	NO	NO	NO	YES	10	0	0	0	0	0	0	0	0
stage1_edge_scan.py	5949	6e876d5a3a09845937e009ba7fdf4c6814d84830ae8f96573e42b7e78c1976c6	231f5c809b8eeb31b22e2f96d11330ebf15be8a4	2026-07-08T10:14:11-04:00	231f5c809b8eeb31b22e2f96d11330ebf15be8a4	2026-07-08T10:14:11-04:00	NO	NO	NO	NO	NO	YES	22	0	0	0	0	0	0	0	0
stageD_bv_reshoot.py	6230	7c503c0c91dfd1fa7494cdafdd2124be81e53d4f8238bc77ca70ed218a87f038	de090cdf613d68b3420ba0a631dfc071b27515a6	2026-07-03T20:31:51-04:00	de090cdf613d68b3420ba0a631dfc071b27515a6	2026-07-03T20:31:51-04:00	NO	NO	NO	NO	NO	YES	10	0	0	0	0	0	0	0	0
stageD_refine_pass2.json	106360	ccb112f2a7044246ddea24f0386ad3e0c9d32e47b4b64a6572d289dc643a02c1	6cb6e306c0549f14f775ac956ffde7cc119267c9	2026-07-03T19:31:14-04:00	6cb6e306c0549f14f775ac956ffde7cc119267c9	2026-07-03T19:31:14-04:00	NO	NO	NO	NO	NO	YES	20	0	0	0	0	0	0	0	0
stageD_sweep_results_raw.json	25562	ca0074b1acee2aaaf0f0fe10ec3f0778d30b870b8cf4ead2e66cab8c4cb363e0	6cb6e306c0549f14f775ac956ffde7cc119267c9	2026-07-03T19:31:14-04:00	6cb6e306c0549f14f775ac956ffde7cc119267c9	2026-07-03T19:31:14-04:00	NO	NO	NO	NO	NO	YES	21	0	0	0	0	0	0	0	0
stageD_sweep_results_raw.md	10015	5a8fa139e067d9da97f16717481271daa2e360caf25a86501f4177a4f038ac05	6cb6e306c0549f14f775ac956ffde7cc119267c9	2026-07-03T19:31:14-04:00	6cb6e306c0549f14f775ac956ffde7cc119267c9	2026-07-03T19:31:14-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
sweep_E2b_A1Z1.py	17609	e665f2e683c21b3e42f3de4911f48b2d597a18376a2c9c6f1fe478f6874c5fb0	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	24	0	0	0	0	0	0	0	0
sweep_E2b_A1Z1_anatomy.py	2932	0faa364259848d1da4f06c9400591fae884b48c1dda9178a7a38933077f746ac	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
sweep_E2b_A1Z1_gridcheck.py	1486	3d5ef7bac9cca0823ceac766d4fb863cfe7de5df42751b549763c7c99d974f47	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
sweep_E2b_A1Z1_phase2.py	5954	922285c7816537e37cca625adf4f58d1eafe1081b49e7d13de6b269ec232079c	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
sweep_E2b_A1Z8.py	16932	5d587ff04be595c8116bbb35fea2ebc37180be5311080d370c67c3be378e61d4	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	24	0	0	0	0	0	0	0	0
sweep_E2b_A1Z8_anatomy.py	2932	8cf36cbd060b65257a33adc3a8d8cf0b385a44ab2c52ea44f60c67f6097441ec	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
sweep_E2b_A1Z8_gridcheck.py	1399	36f8c8da75caea49c9d2ecb6a3b808f76d8a81f9c51be5264387108ab66c3133	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
sweep_E2b_A1Z8_phase2.py	5954	61fc34d53bdccc282c7a75bc2582cbc66ed66bbfec13c8ec57c25f2afca955fd	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	0	0
sweep_E2b_A3Z1.py	21989	12dc8d98cebd511d19d20cc7be1d7c19a29ece415ee893d3ffbb68f5d3b87cb3	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	22	0	0	0	0	0	0	0	0
sweep_E2b_A3Z1_anatomy.py	3232	0df210f692b57fa4ba6d43bdebcec1ecfa20b2919e0126631f439407b1049c25	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
sweep_E2b_A3Z1_extfloor.py	4046	b9334cd2d9e5b7c115b64e8f2c5049b813d4ed8bdb9741f87d0177c88d0a97ce	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
sweep_E2b_A3Z1_gridcheck.py	1667	e261003874060c785890241951dfd0505aa2ab149f54e75ca250a0539964c2a1	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
sweep_E2b_A3Z1_phase2.py	6016	09b885363b908e9bfa429aa43b07a505c81de20f2333a56e89f4c54135d90d49	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	0	0	0	0	0
sweep_E2b_A3Z8.py	20029	09c0ba4107c1e5fc6c407a8504a8b6b3430b4bcdc0a2dea3e4c7a8cee05e2666	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	26	0	0	0	0	0	0	0	0
sweep_E2b_A3Z8_anatomy.py	3129	a5dca45f504ad9175a50be1909fe0fe1cb35d79cc55d19777b16e59fe88062b6	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
sweep_E2b_A3Z8_extfloor.py	3126	16bdd230873709bb35bfe392abf7c1bda50012ba1541e7a564c4e2d53605faee	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
sweep_E2b_A3Z8_gridcheck.py	1568	84b32bca7e6d04dae171fc7b23f41abfba8c28c7ba59279e00b4066fea4efd5d	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
sweep_E2b_A3Z8_phase2.py	5722	55a888b3b06d9c2081c929d225efc000eaca3451d8441db6296a8a54abcb871a	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	01b663fed85d563db1b2944242815f726366fe22	2026-07-04T00:52:43-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	0	0	0	0	0
switch_criterion_derivation.py	4133	dcc22d7c35d2701639fc9bbcb0653d166a4233b2dde74cdbd82df241ec8492c7	1ba8a772fef0a0c7d88fafa5df672fb4f37327c2	2026-07-01T11:11:17-04:00	1ba8a772fef0a0c7d88fafa5df672fb4f37327c2	2026-07-01T11:11:17-04:00	NO	NO	NO	NO	NO	YES	28	1	1	0	0	0	0	1	0
tests/test_branch_operator.py	7373	9307d624c88bf0763b8a6eb4f34c3bf572f7f32aefbf7e7a63828f5378434c8f	9cd80efe72b0ffbde82266f573e249d177b3511e	2026-06-23T20:40:57-04:00	0d1b0fcba623a13b2e051742250cc9053fe34b2e	2026-06-30T08:41:00-04:00	NO	YES	NO	NO	YES	YES	35	0	0	0	0	1	0	0	0
tests/test_n5d_offround.py	5446	380e6992c84242b08ccc6491e7861458635cc75fd2bcdb60481bca4b118c32e1	84287b64620b63649e71f6acc6ec2998409eccc5	2026-07-06T13:21:03-04:00	6a0ac1574b66092aebf57241fdc648ca68650fcf	2026-07-06T19:15:45-04:00	NO	YES	NO	NO	NO	YES	26	0	0	0	0	0	0	1	0
tests/test_n5d_roundlimit.py	3729	7fd2822fc67b4512ab35cfcc560f1055462928a309a90f8df00162001e417815	84287b64620b63649e71f6acc6ec2998409eccc5	2026-07-06T13:21:03-04:00	6a0ac1574b66092aebf57241fdc648ca68650fcf	2026-07-06T19:15:45-04:00	NO	YES	NO	NO	NO	YES	4	0	0	0	0	0	0	0	0
tests/test_n5d_signgate.py	2636	47d94754d43d39b0e149ad148366ca5866d9ea0c2cf8cba2c7e6044a85b03303	84287b64620b63649e71f6acc6ec2998409eccc5	2026-07-06T13:21:03-04:00	84287b64620b63649e71f6acc6ec2998409eccc5	2026-07-06T13:21:03-04:00	NO	YES	NO	NO	NO	YES	7	0	1	0	0	0	0	0	0
tests/test_n5d_stage2.py	10961	50df8ae6e36957b92ccbaa50cc2032be727e234ad41ea1cfe5bba98f9dc3ef47	6a0ac1574b66092aebf57241fdc648ca68650fcf	2026-07-06T19:15:45-04:00	6a0ac1574b66092aebf57241fdc648ca68650fcf	2026-07-06T19:15:45-04:00	NO	YES	NO	NO	NO	YES	19	0	0	0	0	0	0	1	0
tests/test_operator_from_action.py	9873	224be147ba10d8a1bf165190dc30ed5a2c38dc72266e30dc68565906b15ef96a	c112996ad789643c0cd8448feea06f4903e8211e	2026-06-23T19:45:42-04:00	e7d29cda83f355b471124428c9927bf8f1c22ad0	2026-06-25T13:11:46-04:00	NO	YES	NO	NO	YES	YES	3	0	0	0	0	0	0	0	0
tests/test_solution_space_gate.py	15052	e6f066cb9272b0ba44aba38e12b63574bc898a341f329d6b05e433d73f81a080	ada3e6e9455645c207bbbcfef25880364e92d988	2026-06-25T11:41:54-04:00	7877242d5ff8dc208e0a67085f275451d7de6524	2026-06-30T12:22:16-04:00	NO	YES	NO	NO	YES	YES	2	0	0	0	0	0	0	0	0
tests/test_solver_integrity.py	15945	c3760a7ee25f95802190b8df2117e0caabed522c3f2eb3a375eec0ad53f3a113	4ef7add2262804b62c70ab6041039cdd5a806c63	2026-06-23T19:00:33-04:00	80d8e37c8ae11eecade6d0ecd2cd2f30a9686455	2026-06-30T14:18:36-04:00	NO	YES	NO	NO	YES	YES	8	0	0	0	0	0	0	0	0
threadB_WORKSTATION_DISPATCH.md	3517	d9d3e40afbaf33586c0d85d47e65997ea59c53ee33f9ed4749e33d3ef92ad443	61aab6736008ec73fc9142e6b4f36861cc103583	2026-07-09T18:47:30-04:00	61aab6736008ec73fc9142e6b4f36861cc103583	2026-07-09T18:47:30-04:00	NO	YES	NO	NO	NO	YES	4	0	0	0	0	0	0	0	0
threadB_coupled_cell_flatness_Lselector_CHARTER.md	3910	b12269cc56c2d7a71f844453f0e075191842dd82eeffef366eb45af846a5de60	564ac41c15bb39b778d5b3181eefaf9e903bb275	2026-07-09T18:46:21-04:00	564ac41c15bb39b778d5b3181eefaf9e903bb275	2026-07-09T18:46:21-04:00	NO	YES	NO	NO	NO	YES	14	0	0	0	0	0	0	0	0
threadB_coupled_cell_flatness_Lselector_results.md	12103	46bae6dbc0b947b7c67e721046b33530992be0c9343106fd2dc581771cb2ff99	3c827f6ae658fa3f9b49bf54511cafa804d74b04	2026-07-09T19:49:00-04:00	6cd20b89265a77b101fe7817e770a4471bb61272	2026-07-09T20:53:01-04:00	NO	NO	NO	NO	NO	YES	34	0	0	0	0	0	0	0	0
threadB_f2d_drain_solver_first_MAP.md	5511	f122a836f6de7cc90a67c8ab36d262673b654d0b88b8f28183e3eef53e443c80	6cd20b89265a77b101fe7817e770a4471bb61272	2026-07-09T20:53:01-04:00	a6d11e733545bf3faf5d868ee45c9eebee968f48	2026-07-10T06:58:45-04:00	NO	YES	NO	NO	NO	YES	4	0	0	0	0	0	0	0	0
threadB_f2d_mirror_vs_wall_results.md	18771	f15fa2b6d57206c4e19a011fb9eb96eaaa4d033476affe185d2590107abe41ff	14579941697a431775d90dac27f347057ea2be97	2026-07-10T00:59:43-04:00	5b107d0787dd05589c6ce85e5a53b73cf73a9f8c	2026-07-10T06:54:00-04:00	NO	YES	NO	NO	NO	YES	71	0	0	0	0	0	0	0	0
threadB_f2d_nonround_topological_audit_results.md	11259	9701de4066d2c1204017298f70a0ff93c5540201404b9563bb238e0c7919ae7f	452e1f75c226ba7a6f9c615c9596ddc79db09add	2026-07-09T21:04:05-04:00	452e1f75c226ba7a6f9c615c9596ddc79db09add	2026-07-09T21:04:05-04:00	NO	YES	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
threadB_timelive_linear_nogo_and_finite_amp_MAP.md	7887	a1d54b9bfe373f8feb7f39996e61a1d28fbe4eca6630846ea3337af7cc868735	861bc44f10101586650955ae8178658b057c4e16	2026-07-10T14:16:45-04:00	861bc44f10101586650955ae8178658b057c4e16	2026-07-10T14:16:45-04:00	NO	YES	NO	NO	NO	YES	18	0	0	0	0	0	0	1	0
tier_d_round3_results.md	2809	7c7f59c410df95ee33396429484135b191a62e38487b12f0a28e482051778434	6a76f765dc798cad86e72b4d23e8744031f1d1b3	2026-06-11T00:06:22-04:00	6a76f765dc798cad86e72b4d23e8744031f1d1b3	2026-06-11T00:06:22-04:00	NO	NO	NO	NO	YES	NO	1	0	0	0	0	0	0	1	0
transverse_reciprocal_realization_selector_2026-07-19/AUDIT_REPORT.md	19493	567994f42ecf608b4d5015d46cb6746067f24d29219a1c5ac9c460c8fd156745	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	NO	NO	NO	NO	NO	YES	32	1	0	0	1	1	0	1	0
transverse_reciprocal_realization_selector_2026-07-19/CANDIDATE_FAMILY.tsv	3028	b553d475ca99a182b2e09a4c79bf479f24a9f9e92f2be738ce251a7a84eb1ce3	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	1	0	0	0	0
transverse_reciprocal_realization_selector_2026-07-19/DERIVATION_RESULT.json	7915	fac08f193a32491ff5a4df89805aec3c28b9e89da68b5dd2b6c49f81df1cee1e	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	NO	NO	NO	NO	NO	YES	14	0	0	0	0	0	0	0	0
transverse_reciprocal_realization_selector_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	4643	a7b2a6b72f742b8ca4d3116441343503e5983ad53b0e4231a2d4a7483f540610	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
transverse_reciprocal_realization_selector_2026-07-19/PREREGISTRATION.md	11911	94a2193d148ec3219666d9368dde30676d8ea3f442628bf2f9cfc60311e671ea	5becdc107317802cff8aec44948969a317356204	2026-07-19T15:11:49-04:00	5becdc107317802cff8aec44948969a317356204	2026-07-19T15:11:49-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	0	0	0	0	0
transverse_reciprocal_realization_selector_2026-07-19/SOURCE_INVENTORY.tsv	3377	150a94fd6b953b27b7b6b6951f30659c4747b3f5f6b73dd0dca4a30c75b56111	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
transverse_reciprocal_realization_selector_2026-07-19/STATUS_LEDGER.tsv	7318	e3460c54543dbaac2dfb4d6b33e4f23318a8abe00a25645c285214e04138cada	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	NO	NO	NO	NO	NO	YES	9	1	0	0	0	1	0	1	0
transverse_reciprocal_realization_selector_2026-07-19/build_source_inventory.py	3145	e46476b733e11c75e79b79691b686dda1b0eeb02e7b0777f11fcabd2d5366f3b	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
transverse_reciprocal_realization_selector_2026-07-19/derive_transverse_reciprocal_selector.py	17159	8dc4350cb6eaad84c57d1e457ec44ca3a044aedc7b9fd8094a7a94c63d7dfd0b	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	NO	NO	NO	NO	NO	YES	34	0	0	0	0	0	0	0	0
transverse_reciprocal_realization_selector_2026-07-19/verify_transverse_reciprocal_selector.py	21480	c4aeba68a4913de1bb7fe1c6d540bb457389f313be5d6ee7f47f195daf199551	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
twin_ladder_involution_results.md	6119	f59bf5d18e4f29c3be20b830a90bf9b91c97becf83f5a58e7fcbde7bba30f768	48b50d402960f92aaa345daee26ae7dd14dca0c0	2026-07-03T11:27:21-04:00	48b50d402960f92aaa345daee26ae7dd14dca0c0	2026-07-03T11:27:21-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	0	0	0	0	0
u_plat_m1_18x8x8.json	785	e8c854090eb519dd1f1d20b9927e6a867cc814c45b1e2a3d91c8918121adf1d1	419bfa078a20b8ef84de197eb3afdaefbf6a9af9	2026-06-17T02:00:07-04:00	419bfa078a20b8ef84de197eb3afdaefbf6a9af9	2026-06-17T02:00:07-04:00	NO	NO	NO	NO	YES	NO	1	0	0	0	0	0	0	0	0
u_plat_m2_18x8x8.json	777	ba396691bdba8d7cc18c515802f92d9b230553b96d44fe1373c2006fa173d032	419bfa078a20b8ef84de197eb3afdaefbf6a9af9	2026-06-17T02:00:07-04:00	419bfa078a20b8ef84de197eb3afdaefbf6a9af9	2026-06-17T02:00:07-04:00	NO	NO	NO	NO	YES	NO	1	0	0	0	0	0	0	0	0
u_plat_m3_18x8x8.json	777	84c95651c77fca01b595c4e32cf0bc806e07f71ac3735081b73b62a7c0fbc935	419bfa078a20b8ef84de197eb3afdaefbf6a9af9	2026-06-17T02:00:07-04:00	419bfa078a20b8ef84de197eb3afdaefbf6a9af9	2026-06-17T02:00:07-04:00	NO	NO	NO	NO	YES	NO	1	0	0	0	0	0	0	0	0
udt_alpha_plane_selector_theorem_2026-07-28/AUDIT_REPORT.md	6732	50968038d3b0b2a2083f89f81db55b9cd9afc0d24c3ec104f76c4b6f6311967f	6cd9a15f8ae432ae53b21de0c7f8b9bdb3b1eb17	2026-07-28T16:32:22-04:00	6cd9a15f8ae432ae53b21de0c7f8b9bdb3b1eb17	2026-07-28T16:32:22-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_alpha_plane_selector_theorem_2026-07-28/EXACT_DERIVATION.md	18994	dda67dd64934a8fdb134c18e41fcf40f3527ac34619dfdc13a64898163a96d60	6cd9a15f8ae432ae53b21de0c7f8b9bdb3b1eb17	2026-07-28T16:32:22-04:00	6cd9a15f8ae432ae53b21de0c7f8b9bdb3b1eb17	2026-07-28T16:32:22-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	0	0	0	0	0
udt_alpha_plane_selector_theorem_2026-07-28/PREREGISTRATION.md	6433	8738678f2d13ab035138105fe12e14eda5afaf8d61984f4eb44f3bfc8dbc3248	6ca029789bc0700faf1888e6a431466f38fb2438	2026-07-28T16:08:45-04:00	6ca029789bc0700faf1888e6a431466f38fb2438	2026-07-28T16:08:45-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
