path	source_sha256	first_date	current_frontier	founding_source	old_rule	old_disposition	adjudicated_family	corrected_disposition	reason
legacy/root_oneoffs_2026-07-01/native_phi_sign_mirror_bridge_audit.py	1d554a88637a8e7595c3cb546248d4dc1e6a0f131d314c0f6b12e6b79d12dbac	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_positional_dilation_distance_readings.py	e38a148f2ee9f6a7bcfe0cf0b1a99bb823f97aa1a6177e4c822d890722deec64	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_post_p_phi0_orchestra_map.py	fbc9458db0abfa8928d64e21b3d4e2faed1c1a1d9975096f3eec33dcbe3c50bb	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_q_flow_enforcement_route_scan.py	635df2d9a37d130deab4070628925010cfc0a8c643a7650cb45c98e3915c1444	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_q_selector_routes_after_projection.py	75e2b7574395d8ce645c445be4cbd366073a587dc0bfe056bec5898de1cb3bba	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_rank_one_constraint_kernel.py	7dbcd52114a75de3482557424998195b198c5808aac9f5705417e5eed68b770d	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_revised_phi0_edge_variables.py	1c61a7f1e9f294e39518864e2f3f19e6334341034b93113c2c60e6e752de272c	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_rho_dynamics_gr_balance_test.py	3910759d10d390ce882f68708bf56b5f7ea19ebe06fc95c1b0bc69544d2daf52	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_s_phi0_jet_status.py	e7e81510b66dd7e90fdf9b5a433d78ed7da09f136e347e0a291864a3c6bfb94b	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_stabilizer_verif_task234.py	e5116559340bfd2aac4047c0ef7508e45756ad8d759d527d5ed9083b0a124488	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_transfer_branch_decision_table.py	6d4470d9fda830a23fa3d416ca3ca91a395a3bb2e0c7686f2a7a633248e19c80	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_transfer_multiplicity_audit.py	bacb63c0039694764cc6cc5f3d3923898441c2d8046162d51f119959146e5f9f	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_two_boundary_independence_audit.py	90d28502a84431d66c2817ea72ed0ef637bab2ed758529a5048e275211a239da	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_two_postulate_working_model.py	a439fcb7b7a41a97636cd191ada1544c8964734ab5634484ff43f011f32e1b83	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_two_side_shape_schur_pattern.py	28f9ee1d359d9a0d98eb97cf91ee8564a22058c4368b7d4e74086574931ccb52	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_typed_branch_graph_current.py	795e00374ac16279eb4a9b073db5e26606453ca1d77cb717da318c7c94db72be	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_typed_depth_active_lane_gate.py	ca613578eb85c4de3c4a813972c109d8bc2e250f6dcc6f0601dbe0b0b5f31ef4	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_typed_depth_status_exact.py	766e8a32e768df3fda03bb1f1654ddf8bd1d0a848588a7bdff649fa8dfa35897	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/native_weld_status_derivation.py	643ee5fef879e400900cd0bf2cbb07f3887e1c9ea60d4cde815c0236579b89df	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/offdiagIII_derive.py	576a644b4b357f68b9c9d08ba13d397e07ec0dd757bc38f78472e652da170cc3	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/offdiagII_operator.py	470e3b8d0a4466cc9fd2f96a643c7055af2cf842b3b4b53b46983c60534637cd	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/offdiag_gateB_selfconsistent.py	29172a1cb6f6b020aa7dfde89469c94bdb87a3285f1ca41895b62e30a303309d	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/p3fix_aphi_ruler.py	345d5268006fb54011490fdc7a8d9fe9eb1d55b889540beb5385a9540ac22ca0	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/p5a_prime_gateBC_fast.py	8335aaeca14bac9274575307dc2fb5af62a7e25ec5ae93734e28c8d2255ecb7c	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/p5b_loosethread.py	f6988f8edfb020f1c4c475c049edaf12d1b75f700ca951295bdcd4f8e1a24859	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/p5c_dense.py	3e7554fa9b4b7e472344207ee86f250f7e77242761316afd8fefed9cb15ddb0a	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/p5c_runner.py	9283b72fab5fa96fbad0c925d09c202de1a0b9ec41ad8b55ff8d4f1380d4a3d2	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/phase1_geon_reduce.py	0a82de9c5479fc8af665141bb06d046060bb5eb8f0f78adc570ec167a45136d5	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/phase3b_grid_converge.py	6ea4617fd5b068d278dc39ca059966212976c5a4e2cd2d476c5cb3c28295a90d	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/running_rate_bianchi_absorb.py	78257a495f8091633488ca3a431bc134f79e0f68d7a94f2b21feb62aff911976	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/running_rate_philaw.py	07f3c4e1b9fc17c81a3d26c43ce21eab079351f5657f5d6e919e4c3852deecca	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/spectral_catalog_search.py	cfb4e16646c035361532642edf93173510d4fdfd559adef2df501a27f617562f	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/sweep_branch_map.py	6f0537cac81f0c0bd966b3d8060bccfce348bbc96d7f02c08f3b9e4c32f8b43c	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/sweep_radial_backbone.py	3c558dad7e13143e47fbcf87a7dd08cda25e3aaf9c0e3d3d39ce19f7640654ff	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/twoD_angular_attack.py	bf4a39318023baf7953666d36689a063569a9c54e0fcd0db29412ea8deb2b2a8	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/udta_kinematic_derivation.py	14c94406d6a430ede8604acd907d50864e86ba0a0780be2e3dcf63903270bb76	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/udta_symmetric_resolution.py	fa92beeadf0bfc2ecde606eed47b2062f3df191843d9199f2d1de772acd722d7	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/udtfe_field_equations.py	ee3e819616ab50c328b41a6f61fcff02e3d629b0eeed6f0751094ddfef6845f8	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/udtfe_verify_axisC.py	596df11ee37ca0683cba1eeae47343e5187686396a6f96af13915cb589df7ed1	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/udtfe_verify_axisC2.py	37c12ccd10901595da6bc5e18976f61400830dddf8c86f08144809a70341b96c	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/udtfe_verify_blind.py	46f7e0d38fe931d0350d423ee5ae75e49bbb3bad334d3f43fddbefb23e59ccb7	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/verif_n3_angular_sympy.py	19cb4100e7557c1626fef4f6eeb51e7cf2de4deafb35d46822fdafed3bb23fd6	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/verif_n3_gpu_3d.py	ca4e7169bd57d834073af2cf232f8da8fd7baa370452cb0d470452e0ca991e19	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/verif_numeric.py	0e617bb4592e5ea569d8ede58f11f96da57e33bec54da34ad8e1aa5db17a4f51	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/verify_p1_scaling_analytic.py	ee3e0ed08517f6c85757515515a59eb3b24dc9cbf3c681ce4886f00ff359a4e6	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/verify_relrederiv_independent.py	e578e8ded9261cda772e23d8f510d7d12b446a1769c7c47ff02a758593d63785	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/verify_relrederiv_reciprocity_deep.py	3852c2e08bee6eda658849f19ecbb2eaac1b4b0b3038ecf6c2b37198cedb99ed	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/verify_stageB_indep.py	47cffb62235c2d3299b1c31702dd13b7e6cab7a993c03010b5069efe22692dd2	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/verify_udta_determinacy.py	1f1b269f29310c1a5b90204a8407eb63884676a70e9b756d039598609f5ffd40	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/verify_udta_lightcone.py	bbf63763e708910ad328f892fc0e1a305d6d63408fa71e1d026392b6c71bbb45	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/verify_udtfe_kretsch.py	b3353e4aa9250bc436d2ccab2759c73c3423be22095ef36ec0571dbc2e6a3e75	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/vrf_lepton_deepphi_mpmath.py	18711988a6cfc235851fd5a8005a03f75e11610d127b294173a87a085d3e0a02	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/w2_arm1_line1_transport_loop.py	cdf90015c66889a812e991d1c0ae7265e1a31ab5896f9a7cc07d66a3fe9b0649	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/w2_arm1_line2_tie_depth.py	d6d83d2f7fd5673a0021d2e46ed902d142f5c62653c5e0c2a94cc8c87581643d	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/w2_arm1_line4_secondjet_census.py	6cd28176976a54c77000b222da2e6e0e8c972870c2dfabb4f09c00bb875a4809	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/w2_arm1_verifier_l1_l2.py	42382975cebe34af1bf1f827f2fb46f8a5cc786d10e085a4364c1e23731335da	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/w6_flux_verifier_geodesic.py	10c3fe991cb4cd29b2f467f82fbccd4ed0bd2e9608bea34696f9d3f7a6e8d61c	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/w7_b_pt_spectrum.py	a4ab9552ab770b08066ebe3a5e3a3a575bf8b2ef0bd8742ffa9b07b7420d2f0a	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/w7_c_kappa_wwave.py	fe9c434480eba839f2a3d4d56db0aa6e47bdcbd5fea5a26ad8c8ebdfedf32dec	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/w7_verifier_boxsep.py	1c33d58b93a8f20d3c7ddb161b8337b3883a164b1172178536abb94ae8c59148	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/w_alg_statics_fold.py	0faf89186f9d3f9f31068868f65e50888e86661847498b137282a1bb11858c5b	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/w_stiffness_routeC_sector_audit.py	936f9b5acf2b77146469acd9fb0f943ccebd9b1a31a185a0e3e2bd2af038691c	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/w_whole_gm_derive.py	c74f3abdce82b3c07a6297c940e2cce597332dba04d90151af58e4f0b2376670	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
legacy/root_oneoffs_2026-07-01/w_whole_gm_hostile.py	8e8e2838204722dc4becc834f3c5435407a32100830c5035498e3e9f65c7d9e8	2026-07-01T12:38:21-04:00	NO	NO	F18_EARLY_POSTJULY_FIELD_SOLVER	HISTORICAL_SUPERSEDED_NO_ACTION	LEGACY_ROOT_ONEOFF	HISTORICAL_SUPERSEDED_NO_ACTION	Archived root one-off; no current control cites it as affirmative authority.
