path	source_sha256	first_date	current_control	current_frontier	frozen_manifest	historical_or_pre_july	focused_hit_count	dependency_flags	family_id	disposition	dependency_type	family_ruling	reuse_gate	manual_review_status
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/AUDIT_REPORT.md	83fa497f31e24817be11eabe6aa4a0d4fc8b308a6f857c7cf2267fdef3b72400	2026-07-23T22:07:21-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/DEPENDENCY_MATRIX.tsv	6499c5385f4a920346c43dd7e9d083e29c18bc860af2f624614b6c27a3dcd3ac	2026-07-23T22:07:21-04:00	NO	NO	NO	NO	1	supplied_conditional	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/DERIVATION_RESULT.json	fc62260f9a5730e6fb5b77dc9149427a3300efb92606c4c521dc5a6f680bb876	2026-07-23T22:07:21-04:00	NO	NO	NO	NO	2	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/NEXT_STEP.md	8aa0b4c1b770c8bf0bf336bdb385a215f85d3b28989a50aa69b7bc425f4205f7	2026-07-23T22:07:21-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/PREMISE_LEDGER.tsv	690784e892ea1594138cfa5aa6fe12382abe58f5283e5b4f4676fd1575c4c48a	2026-07-23T21:59:21-04:00	NO	NO	NO	NO	3	selection_or_ownership;presentation_or_factorization;supplied_conditional	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/PREREGISTRATION.md	0a8ac5814b0716268ca382d10a07cdcdff09f26ec426445709d26d636d6026be	2026-07-23T21:59:21-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/REPOSITORY_GATES.json	4859baa73826b16ea76f54c311580f241b3163dbd037d1fdb1759fc85b1c295d	2026-07-23T22:07:21-04:00	NO	NO	NO	NO	3	selection_or_ownership;stationary_killing	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/SOURCE_AUTHORITY.tsv	dbd5118142c9cc5f806dc0384105adffc3a5c9ccb9654b80555627902d0672fc	2026-07-23T22:07:21-04:00	NO	NO	NO	NO	5	selection_or_ownership;supplied_conditional	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/SOURCE_MANIFEST.tsv	fe775698119a08381f6ab7d31007041fdf713b099becaf22a45658bccdff91c0	2026-07-23T21:59:21-04:00	NO	NO	NO	NO	2	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/STATUS_LEDGER.tsv	b9fbd3b4e8a507d6148b9df094efe432b685d7b1912f3c34a9445ff61045a7c7	2026-07-23T22:07:21-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/derive_hopf_transport_bootstrap_dependencies.py	d6cb0de3f2c52fa07e7f3d13b83b3aae37f3141bace58756b8a512f8af2bd397	2026-07-23T22:07:21-04:00	NO	NO	NO	NO	2	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/verify_repository_gates.py	81bcedd8ba5086b117c35b7b9b9d8e2c2dc8adad5f6b686878773cd4573bb796	2026-07-23T22:07:21-04:00	NO	NO	NO	NO	2	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_independent_amplitude_metric_atlas_2026-07-21/ADVERSARIAL_REVIEW_REQUEST.md	5bcebd6e1688ab1e3eecfd10064dcd8891653ef422704d6241fd631ed613a0e0	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	2	selection_or_ownership;supplied_conditional	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_independent_amplitude_metric_atlas_2026-07-21/ANTI_IMPOSITION_AUDIT.tsv	ea63bd83355628b5ecf819a6e3380c1d680c18aa8e973609109e1f52de761665	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_independent_amplitude_metric_atlas_2026-07-21/ATLAS_RESULT.json	aeb010952921efd56fce96c9a028f1da81744586503d158d83730474d28f807e	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	1	independent_phi_variation	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_independent_amplitude_metric_atlas_2026-07-21/ATLAS_TRANSCRIPT.txt	ddc80808224242249e694c0cb7ce1d886241c1c9cc7aa675d18788cb3adc8745	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	1	independent_phi_variation	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_independent_amplitude_metric_atlas_2026-07-21/AUDIT_REPORT.md	fe8cdac60a2e94cafa84cbc100a7b9db1a6d221fff611ec1370304171608b38e	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	3	pointwise_or_physical_phi;independent_phi_variation;supplied_conditional	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_independent_amplitude_metric_atlas_2026-07-21/CONFIGURATION_OBSERVATIONS.tsv	2477a696be96b281bf5c98a3273c6ce08d627d70515ebefec2e4972aa20d2416	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_independent_amplitude_metric_atlas_2026-07-21/FRESH_ADVERSARIAL_REVIEW.md	9870969f2fef24b3e2d894ca12c8aa8a863893589e9483c124055530b80741af	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	1	independent_phi_variation	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_independent_amplitude_metric_atlas_2026-07-21/LAY_REPORT.md	c386d0d0ce64a7a4637f9e8c96f368ed8cdb0f9627133ebf31045af2e653f760	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	1	independent_phi_variation	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_independent_amplitude_metric_atlas_2026-07-21/NEXT_DECISION.md	5ea4ae06168325d56bec4e889f9bf707b9581bd30fb86366b1bc27d18ad72f88	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_independent_amplitude_metric_atlas_2026-07-21/PARAMETER_DEPENDENCY.tsv	9fc26ec09e767a84bf2520d2d17124932407273630ee9793e78bc289374d4a57	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_independent_amplitude_metric_atlas_2026-07-21/PREREGISTRATION.md	75e9b15d97b21ee4f7104b071340fd52e50044285c4dcf3415167ad54115b8d0	2026-07-21T15:36:33-04:00	NO	NO	NO	NO	4	independent_phi_variation;selection_or_ownership	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_independent_amplitude_metric_atlas_2026-07-21/SECTOR_ACTIVITY.tsv	45ded1591df153dd059cb8bf11d9999192dc809b061d4f3f879dc2c01484f018	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_independent_amplitude_metric_atlas_2026-07-21/TEN_CRITERION_SCOPE.tsv	2364ed017d02c216e60234df8f8768c9ca3e6d5c34bc07b007b6a0f66d2057d9	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_independent_amplitude_metric_atlas_2026-07-21/build_independent_amplitude_atlas.py	5da35073d84c03beb84958e5458facd7b2d49959bdc1fa091bbf0ff9221f3877	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	2	independent_phi_variation;supplied_conditional	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_independent_amplitude_metric_atlas_2026-07-21/verify_independent_amplitude_atlas.py	34a43e827cdd6ef9d94b352a218521b651bf1a88f5e6ce2e957a3961bbe1df8e	2026-07-21T15:57:50-04:00	NO	NO	NO	NO	2	independent_phi_variation;selection_or_ownership	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_instrument_motif_atlas_2026-07-21/AUDIT_REPORT.md	057e2a2a71c342523c7a27c6ed4ffd80b69eae7840ea360ca3d59340539f7306	2026-07-21T23:26:54-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_instrument_motif_atlas_2026-07-21/BUILDING_BLOCK_LEDGER.tsv	c0b5329ff351218f0a215d6231e691a7c1b0892df0818d473a6604192346012d	2026-07-21T23:26:54-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_instrument_motif_atlas_2026-07-21/COMPLETENESS_MAP.md	f190d3d7ded183ccd954289583b87dafffc9de18d0a3dc1126c2bf99b480405c	2026-07-21T23:26:54-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_instrument_motif_atlas_2026-07-21/INTERACTION_RULE_LEDGER.tsv	01ce312f670214ceb9ea258955b6e39bb01c0026200102e4f7c3687dc3bec870	2026-07-21T23:26:54-04:00	NO	NO	NO	NO	2	selection_or_ownership;supplied_conditional	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_instrument_motif_atlas_2026-07-21/LAY_REPORT.md	56b70f5d866a85b70e4e726d60aae975ce72a04de0d6d7ffdf1751010de688c2	2026-07-21T23:26:54-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_instrument_motif_atlas_2026-07-21/PREREGISTRATION.md	52645cee5b259750834514eccfd2d34946b2b4fedc5e6286ac9f707f3cc9bd35	2026-07-21T21:18:01-04:00	NO	NO	NO	NO	1	supplied_conditional	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_instrument_motif_atlas_2026-07-21/VERIFIER_IMPLEMENTATION_CORRECTION.md	eed5a2206ff1b80ad2248c0b1eeaf54c66304d69a2a482b3a6d2421fab1f86c3	2026-07-21T22:31:18-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_instrument_motif_atlas_2026-07-21/build_motif_atlas.py	e3edd2e21dd397147528b0b590e288da1d24f47f666ab29726c443c701dc205a	2026-07-21T21:25:50-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_instrument_motif_atlas_2026-07-21/verify_motif_atlas.py	9d064cf1154c6721fb45017bd05273493e7873d966b192e51bfb30cc6137627f	2026-07-21T22:29:10-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_instrument_motif_atlas_2026-07-21/verify_motif_margins.py	246b38259f59879c5bce80b960d8a614054881a1483618a7415618a6ff67c5cd	2026-07-21T22:33:59-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/ADVERSARIAL_REVIEW.md	754b8bb0ff83227808fb51dcdccaffb4c7621ebaeb13daa8f92aaa320462b91a	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/AUDIT_REPORT.md	67cc72d71fa5b5b09824ae2a3d2397730e78983cbd7d1060f9afa2e9185cb24b	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/CAUSAL_SOLDER_ATLAS.tsv	fbdd1a83d0dcd269d5d34ec486f94d6cdb293f911efd832dbc8bc99610e0b792	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/COMPLETION_SOLDER_ATLAS.tsv	c1fe05b20a85cfe63c280a9222f1b4b382717e2509b7ada8727f6ad995fb59bc	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	19	presentation_or_factorization;supplied_conditional	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/DERIVATION_RESULT.json	661330b7d40415c44eee07cac87b26c4f2dc579b0f60f605694f775e5468ef2c	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/EXACT_DERIVATION.md	d4498881da7413b2c9ea400f58d3f515e4b27bd021cf214193c982c661fed694	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	1	supplied_conditional	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/FALSIFICATION_CONTRACT.tsv	2baf3ccd87f58960608e48d9abbaaf9067a3a962f4da82361a45fb875d0f9b4b	2026-07-24T17:00:13-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/FOUR_GATES.md	244d3cdde9df3db2efea604a3859b041548288fc49d47f64dd889ea7a072bcd3	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	1	presentation_or_factorization	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/INDEPENDENT_STDOUT.txt	d6c816dede3c7371193f01e3d97c18ec57c42624d0f46ad07a23d35d3afe1571	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/INDEPENDENT_VERIFICATION.json	d6c816dede3c7371193f01e3d97c18ec57c42624d0f46ad07a23d35d3afe1571	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/LAY_REPORT.md	347ebd5054a6d8722270f18d6e3ca9413da58b5ab6703e76155222980a902708	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/PREMISE_LEDGER.tsv	814a5890a10530973ade6bb0c18938aaef6fd22805b4354766d6f54112894358	2026-07-24T17:00:13-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/PREREGISTRATION.md	d3b2faa639eb69c9656db8008265ed839a79c759e270882322c7f6e524769b1b	2026-07-24T17:00:13-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/PRODUCTION_STDOUT.txt	661330b7d40415c44eee07cac87b26c4f2dc579b0f60f605694f775e5468ef2c	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/SOLDER_TYPE_LEDGER.tsv	452d291c0542f54814cae9b6f723be738e743de91d9f06488ba7ae06c4aa80d7	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	1	presentation_or_factorization	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
