current_path	relationship	primary_owner	artifact_type	physics_status_source	frozen_manifest_status	migration_readiness
simple_metric_session_self_audit_2026-07-09.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:279	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_skeleton_reach_closure.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:UDT_NATURE_LEAN_FRAME.md;simple_metric_skeleton_reach_closure_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_skeleton_reach_closure_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_skeleton_reach_closure_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:321	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_sne_validator_reconstruct_MAP.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:236	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_solution_space_MAP.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_solution_space_MAP.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_solution_space_ZOOM.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:301	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_sourced_profile_observe.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:SIMPLE_METRIC_MACRO.md;simple_metric_root_upstream_MAP.md;simple_metric_sourced_profile_observe_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_sourced_profile_observe_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_sourced_profile_observe_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_sourced_profile_observe_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:247	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_sphere_ceiling.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_sphere_ceiling_build_results.md;simple_metric_sphere_ceiling_select_results.md	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
simple_metric_sphere_ceiling_build.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:simple_metric_sphere_ceiling_build_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_sphere_ceiling_build_out.json	PRIMARY	MACRO	JSON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_sphere_ceiling_build_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_sphere_ceiling_build_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_sphere_ceiling_select_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_sphere_ceiling_select_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_third_path_derive.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:202	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_timelive_AP_exact_derive_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:387;INDEX.md:96;MEMORY.md:58	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_timelive_AP_intermediate_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_timelive_AP_intermediate_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_timelive_AP_intermediate_results.md	PRIMARY	MACRO	MARKDOWN	SELF_STATUS_BANNER:simple_metric_timelive_AP_intermediate_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_timelive_AP_out.json	PRIMARY	MACRO	JSON	DEPENDENCY_STATUS_SOURCE:simple_metric_timelive_AP_results.md	R0_FROZEN_EVIDENCE	IMMUTABLE_PATH
simple_metric_timelive_AP_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:378	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_timelive_residual_appearance_MAP.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:380;INDEX.md:95	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
simple_metric_xmax_POSTULATE.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:216	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
sne_native_background_n2.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:luminosity_distance_n2_optics_results.md;macro_clean_core_first_observe_CONTRACT.md;macro_clean_core_first_observe_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
sne_test_derived_n.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:luminosity_distance_n2_optics_results.md;simple_metric_sne_validator_reconstruct_MAP.md;udt_canonical_geometry.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
threadB_WORKSTATION_DISPATCH.md	PRIMARY	MACRO	MARKDOWN	INDEX.md:76	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
threadB_WORKSTATION_DISPATCH_mirror_vs_wall.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:426;INDEX.md:79	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
threadB_coupled_cell_flatness_Lselector_CHARTER.md	PRIMARY	MACRO	MARKDOWN	INDEX.md:75;CANON.md:508	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
threadB_coupled_cell_flatness_Lselector_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:415;MEMORY.md:53	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
threadB_f2d_drain_solver_first_MAP.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:420;INDEX.md:77;MEMORY.md:60	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
threadB_f2d_mirror_vs_wall_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:422;INDEX.md:80;MEMORY.md:61	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
threadB_f2d_nonround_topological_audit_results.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:421;INDEX.md:78	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
threadB_timelive_linear_nogo_and_finite_amp_MAP.md	PRIMARY	MACRO	MARKDOWN	LIVE.md:430;HANDOFF.md:101;INDEX.md:81;MEMORY.md:69	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
udt_canonical_geometry.md	SECONDARY_CONSUMER	FOUNDATIONS	MARKDOWN	NEGATIVES_REGISTRY.md:45	REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
udt_phi_blindness_relaxation_results.md	SECONDARY_CONSUMER	LEGACY_FROZEN	MARKDOWN	CANON.md:499,508,512;NEGATIVES_REGISTRY.md:39	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	IMMUTABLE_PATH
verify_TAB_transverse_stress.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:native_field_equations_constrained_two_player_results.md;round_matter_reduction_results.md;threadB_coupled_cell_flatness_Lselector_CHARTER.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
verify_alpha_coeff_ANCHORED.py	SECONDARY_CONSUMER	CROSS_LANE_SHARED	PYTHON	LIVE.md:416;NEGATIVES_REGISTRY.md:3	NOT_FROZEN_OR_MANIFEST	RETAIN_ROOT
verify_alpha_source_coeff.py	PRIMARY	MACRO	PYTHON	DEPENDENCY_STATUS_SOURCE:udt_phi_blindness_relaxation_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
verify_center_escape.py	PRIMARY	MACRO	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	MOVE_READY
verify_center_nogo.py	PRIMARY	MACRO	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	MOVE_READY
verify_eos_dS_window.py	PRIMARY	MACRO	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	MOVE_READY
verify_lorentz_light_clue.py	PRIMARY	MACRO	PYTHON	LIVE.md:261	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
verify_luminosity_distance_n2.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:lorentz_light_clue_results.md;luminosity_distance_n2_optics_results.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
verify_native_fieldeq.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:grok/quarantine_free_DA/macro_native_FE_from_metric_CLEAN.md;native_field_equations_constrained_two_player_results.md;simple_metric_near_miss_explore_results.md;simple_metric_operator_inspiration_SEARCH.md	NOT_FROZEN_OR_MANIFEST	POINTER_MIGRATION_REQUIRED
verify_wrl_canon.py	PRIMARY	MACRO	PYTHON	INDEX.md+DEPENDENCY_FAMILY_EVIDENCE	NOT_FROZEN_OR_MANIFEST	MOVE_READY
whole_metric_3d_matter.py	SECONDARY_CONSUMER	LEGACY_FROZEN	PYTHON	DEPENDENCY_STATUS_SOURCE:HANDOFF_ARCHIVE.md;P1_PURITY_HARNESS_MAP.md;STATE.md;archive/EVERYTHING_ON_SOLVER_BUILD_MAP.md;archive/EVERYTHING_ON_SOLVER_P2_MAP.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/POST_POSTULATE_PROGRAM.md;archive/SOLVER_COMPLETENESS_MAP.md	NOT_FROZEN_OR_MANIFEST	IMPORT_MIGRATION_REQUIRED
