target	source	line	column	source_immutability	operational_scope	reference_role	corrected_scanner	literal_git_grep	agreement
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1809	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	9893	88	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	9893	127	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	10375	95	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	10375	134	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	10649	95	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	10649	134	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11086	94	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11086	133	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11150	93	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11150	132	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11226	101	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11226	140	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	176	379	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	177	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	513	557	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	522	493	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	43	44	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	43	83	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1190	45	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1190	84	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1791	65	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1791	104	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1792	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	9860	88	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	9860	127	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	10346	95	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	10346	134	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	10623	95	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	10623	134	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	11060	94	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	11060	133	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	11124	93	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	11124	132	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	11200	101	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	11200	140	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	12029	71	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	12029	110	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	13429	77	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	13429	116	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14745	77	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14745	116	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	172	379	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
angular_lagrangian_verifier_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	173	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	NEGATIVES_REGISTRY.md	2126	35	MUTABLE_NAVIGATION_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md	107	56	SOFT_EVIDENCE_PATH_ONLY_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	branch_operator_contamination_ledger.md	69	8	SOFT_EVIDENCE_PATH_ONLY_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1101	58	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1101	104	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1892	86	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1892	132	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2693	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2694	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2717	74	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2717	120	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	119	6177	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	182	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	183	625	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/INBOUND_REFERENCES.tsv	291	167	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	298	103	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1076	58	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1076	104	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1872	86	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1872	132	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	2682	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	2683	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	2705	74	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	2705	120	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	12353	73	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	12353	119	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	13353	77	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	13353	123	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14708	77	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	14708	123	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	117	6226	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	177	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
branchP_solver_floor_xcontinuation_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	178	581	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md	106	140	SOFT_EVIDENCE_PATH_ONLY_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md	154	2	SOFT_EVIDENCE_PATH_ONLY_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt	9806	11	HARD_FROZEN_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt	4499	4	HARD_FROZEN_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt	3473	4	HARD_FROZEN_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	pre_native_era_census.md	90	4	SOFT_EVIDENCE_PATH_ONLY_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1891	86	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1891	123	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	3955	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	3956	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	3957	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	3958	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	9941	88	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	9941	125	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	10417	95	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	10417	132	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	10690	95	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	10690	132	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11842	59	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11842	96	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	9	1521	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	11	343	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	119	6279	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	345	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	410	382	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1871	86	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	1871	123	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	3935	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	3936	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	3937	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	3938	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	9908	88	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	9908	125	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	10388	95	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	10388	132	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	10664	95	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	10664	132	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	11814	59	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	11814	96	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	12424	73	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	12424	110	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	13206	75	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	13206	112	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	9	1612	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	11	344	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	117	6328	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	340	1	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
cognitive_corral_triggers_results.md	reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	402	382	HISTORICAL_SNAPSHOT_SOURCE	NO	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
dimension_ladder_null_audit.md	CLAUDE.md	268	25	MUTABLE_NAVIGATION_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
dimension_ladder_null_audit.md	STATE.md	1492	1	MUTABLE_NAVIGATION_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
dimension_ladder_null_audit.md	STATE.md	1875	22	MUTABLE_NAVIGATION_SOURCE	YES	ROOT_BASENAME_REFERENCE	MATCH	MATCH	YES
