stratum_id	shell	coordinate_time	phi_gradient	angular_shape	shift_value_rank	angular_first_rank	shift_first_rank	collective_Hessian_rank	constructive_attempts	classification	status_replicate_0	status_replicate_1	flat_attempts	pair_screen_zero_attempts	tidal_repeated_attempts	tidal_repeated_nonzero_attempts	curvature_operator_ranks
P02S04875	0.3	COORDINATE_STATIC	NULL	SHEARED	0	3	3	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04876	0.3	COORDINATE_STATIC	NULL	SHEARED	0	3	4	0	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04877	0.3	COORDINATE_STATIC	NULL	SHEARED	0	3	4	1	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04878	0.3	COORDINATE_STATIC	NULL	SHEARED	0	3	4	4	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04879	0.3	COORDINATE_STATIC	NULL	SHEARED	0	3	4	8	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04880	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	0	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04881	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	0	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04882	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	0	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04883	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	0	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04884	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	1	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04885	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	1	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04886	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	1	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04887	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	1	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04888	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	2	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04889	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	2	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04890	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	2	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04891	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	2	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04892	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	3	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04893	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	3	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04894	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	3	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04895	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	3	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04896	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	4	0	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04897	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	4	1	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04898	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	4	4	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04899	0.3	COORDINATE_STATIC	NULL	SHEARED	1	0	4	8	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04900	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	0	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04901	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	0	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04902	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	0	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04903	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	0	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04904	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	1	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04905	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	1	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04906	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	1	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04907	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	1	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04908	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	2	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04909	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	2	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04910	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	2	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04911	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	2	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04912	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	3	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04913	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	3	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04914	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	3	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04915	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	3	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04916	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	4	0	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04917	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	4	1	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04918	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	4	4	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04919	0.3	COORDINATE_STATIC	NULL	SHEARED	1	1	4	8	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04920	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	0	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04921	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	0	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04922	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	0	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04923	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	0	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04924	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	1	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04925	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	1	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04926	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	1	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04927	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	1	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04928	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	2	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04929	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	2	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04930	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	2	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04931	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	2	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04932	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	3	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04933	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	3	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04934	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	3	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04935	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	3	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04936	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	4	0	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04937	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	4	1	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04938	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	4	4	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04939	0.3	COORDINATE_STATIC	NULL	SHEARED	1	2	4	8	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04940	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	0	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04941	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	0	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04942	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	0	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04943	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	0	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04944	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	1	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04945	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	1	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04946	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	1	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04947	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	1	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04948	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	2	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04949	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	2	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04950	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	2	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04951	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	2	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04952	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	3	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04953	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	3	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04954	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	3	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04955	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	3	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04956	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	4	0	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04957	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	4	1	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04958	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	4	4	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04959	0.3	COORDINATE_STATIC	NULL	SHEARED	1	3	4	8	0	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	STRUCTURALLY_INCOMPATIBLE_SHIFT_RANK	0	0	0	0	
P02S04960	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	0	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04961	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	0	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04962	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	0	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04963	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	0	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04964	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	1	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04965	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	1	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04966	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	1	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04967	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	1	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04968	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	2	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04969	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	2	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04970	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	2	4	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04971	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	2	8	0	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	STRUCTURALLY_INCOMPATIBLE_HESSIAN_RANK	0	0	0	0	
P02S04972	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	3	0	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
P02S04973	0.3	COORDINATE_STATIC	NULL	SHEARED	2	0	3	1	0	NO_CAUSAL_WITNESS_BOTH	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	NO_CAUSAL_WITNESS_AT_SAMPLED_VALUE	0	0	0	0	
