path	artifact_class	primary_alias_occurrences	alias_occurrences	ownership_term_occurrences	explicit_nonowner_occurrences	disposition	blob	sha256
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/COLD_REVIEW_DISPATCH.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	b4199be4f0218462814eb40afbbc75bbe3797081	e4f5171490565a6dffa3a3dbe541028c4dd71d7f56f00c0eeb759a445a7376cd
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/DERIVATION_RESULT.json	MACHINE_EVIDENCE_OR_IMPLEMENTATION	3	3	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	d97b38c70273f01207f20aac165f401de66d1a6b	5c2f5402bbb36c2badbdf1852c795a2860ffb800e7d8100f5a7e89ade61c7926
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/EXACT_DERIVATION.md	RESEARCH_OR_EVIDENCE_PROSE	10	10	1	3	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	2e7068d783bbf7ee0856668d1f1a65603bda4621	0cc77c203e28f7a24618c58d6edd6f4469eaac5fe05ec5b3aa9ea256e77844b4
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/EXTERNAL_REVIEW.md	RESEARCH_OR_EVIDENCE_PROSE	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	f99780f9faeca15120885abf20ce67b5c4e4a011	1c0a312002bb09b199112edf8b0734512e0cb8d08aba6ab66154a19ff9aebc12
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/EXTERNAL_REVIEW_RAW.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	a4ae88b1237f0c2e396628e974c57c7bd9f3fbe2	1b7f621a5b1996427f50de12b2cd236112894842094b2b4baf50f8ae3280b6e0
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/FALSIFICATION_CONTRACT.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	db75df72b9832b25b353517cbd9e64e15857e0a6	e4b2d4225ddf22cf9ac5e94b77e5a436c9f502001c8bd34e8575cda2f3d43452
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/FINAL_VERIFICATION.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	2a14b16e71cf18bd00017f770b57a164662f49e9	4e9e8363d5f781651ba7ed9c9bab4d634385a49076f863fe67e137af5d05f8c3
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/INDEPENDENT_VERIFICATION_RESULT.json	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	d78383cb4ae25fdd7a68c66706274653ab4abb4a	7092006cbfeb809e6e15276b20760d0bf6e710bad34e2cb012a950f22800cc76
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/LAY_REPORT.md	RESEARCH_OR_EVIDENCE_PROSE	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	243aef6eb11beb9dcab8547f21ac108277e1a3f4	1a4fe2e0035e5e01dba6f1a46cdb4a90d0bd729446d98435bc95c06b233b59da
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/MAGNITUDE_OWNER_ATLAS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	11	11	4	1	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	29234cada6a34e09cd7f59f5fba504a98e6bbbde	09beed81dedc8a474d19aecf2894582efe5638309e1d71637095bc928eb31af7
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/NEXT_STEP.md	RESEARCH_OR_EVIDENCE_PROSE	3	3	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	db6b51af32da04b063a8054a5ddec46ce0c0d10a	1ab1512acaec0c320e1a7faf9c6141d75c94c9326e4de2d4d3d602a6aa6dcc38
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/PREMISE_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	0c62ddef2abb4ea72fd3e99d7c802374abf817b9	bd08e476522b37761431c10a2d27560ad0c9e161326af171e23e71d70cf710fc
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/PREREGISTRATION.md	RESEARCH_OR_EVIDENCE_PROSE	2	2	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	cc5d7967ccaa8ebad16acc4d1f6ce27c707afef8	8360c76ab40638a5f3a99eedf64e34fab8dab21caa6c75288de3d8b76e760689
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/SOURCE_MANIFEST.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	c77959e3fa96f57c6053065dff33ecc62376d852	ebb96da73ffa2a3fbeb081ad1c90a874ef5b2b93a6f4080553c46ddbce3ced3c
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/SOURCE_SCOPE.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	5c0df0d61f3e83bdf213ae887e04719701a8045c	0e4961355112beab70b668d4069915e470b0fb1e6d4966931670ee2e05beb4a3
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/STATUS_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	4d1a047e66035f9b0d524add906b8bcfc02a97c4	1acb12db663921822592f8cd245626e9ee7acc0487cd2ef28d653aaa38f2bf39
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/derive_magnitude_ownership.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	10	10	1	1	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	107195197a727f7bdf32daace45fb4b157c30737	695be050c7ee63b0a780da6857b2d2d6a36252c43710a558aaec8e109c93a27c
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/run_catch_proofs.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	8	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	d961436f124536f540be43f8e5f0f68ce466a529	f63513a88e08059a35df379c76bea964bb15c91a15c1991a0c515a41cd08a298
udt_nonisometric_calibration_magnitude_owner_audit_2026-08-10/verify_magnitude_ownership_independent.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	5	5	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	4e979d4690e2646d695224f441013ac359d0bddf	c707922202b7bd09fd33e85a38628343277ce952b919932b04f7ea49278784d6
udt_pre_p06_boundary_selector_audit_2026-07-21/ADVERSARIAL_REVIEW_REQUEST.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	0	1	REFERENCE_ONLY_NO_OWNERSHIP_TERM	f83e3c7380942c9299cfd03d251f9227d5930245	0c5ed6568266c0a8e3536acd30ee898c9b793e5ea67ed65d528a22f27947b6cd
udt_pre_p06_boundary_selector_audit_2026-07-21/LANE_POLARIZATION_MATRIX.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	1c604f1caa27923cafe71da906f36ccc98a82802	1630ff24c1dd06aee9c60f52a5bd9524bb1c09906d005be4360d17562c5be74c
udt_pre_p06_boundary_selector_audit_2026-07-21/derive_boundary_selector.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	4	2	15	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	d961f4271414d4ee3d5e9154eef78e8c3f3118eb	88b4cf539ae76e1a9f6dde4e3b98093a00fb60062383b06e7793b044b59258bf
udt_pre_p06_boundary_selector_audit_2026-07-21/verify_boundary_selector.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	4	4	8	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	7d96001e66c9c1b8bda1be650845ffba88ebf361	3975f178487db5a5f1dee7d0a1f8f90ae75d3e918769ef21bc587f68d0090487
udt_projector_deformation_neighborhood_audit_2026-08-01/EXACT_DERIVATION.md	RESEARCH_OR_EVIDENCE_PROSE	1	3	4	2	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	ee3746adfbf4ebb74c237828a725c4d2369083bd	eeb44f09cf3e55cdded1f6b23c5bc9101cbf12cf435fae24c0dde779865b4d2a
udt_projector_deformation_neighborhood_audit_2026-08-01/GENERAL_RESPONSE_ALGEBRA.json	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	2	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	5fad9e87c218ce9e51d1084d8aa3b04631408e00	c8702c852f26509f675f60a4ad40d446b4a4593c19898a53afcf1e451f789c6d
udt_projector_deformation_neighborhood_audit_2026-08-01/LOCAL_RESPONSE_FORMULAS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	eb1ba49bb59847c1ca622201fb1d527374b8fc63	b21f6bc68bedfd7d0b8d2c392c748628f4eb6f1bdb5da2bbe1875910d4a1cca8
udt_projector_deformation_neighborhood_audit_2026-08-01/PREREGISTRATION.md	RESEARCH_OR_EVIDENCE_PROSE	1	3	2	1	MENTIONS_EQUATION_OR_SELECTION_BUT_EXPLICITLY_OPEN_NEGATIVE_OR_OTHER_SCOPE	c1865451f4dd105e06ec28b2c77b6524d6c19831	0d9941a04fc61c887f6f32c42512764580b349d53561837af34319dafcbd9715
udt_projector_deformation_neighborhood_audit_2026-08-01/derive_deformation_neighborhood.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	7	0	0	REFERENCE_ONLY_NO_OWNERSHIP_TERM	2da8ead1e9d9c93422e6e25a74f58715a31b0e58	636ebf6a733ce4d462b5f904b60450adc9f005e6635693859f9d6674dd28391c
udt_projector_deformation_neighborhood_audit_2026-08-01/verify_audit.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	1	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	efcaf96f567ce0ed4a2b4d0c52749bb71e0e1431	0c38583cf282f94ecf99f234a3b3f3a1b1b24c187ccbf02a47130c3138b2490a
udt_projector_deformation_neighborhood_review_2026-08-01/EXTERNAL_REVIEW_TRANSCRIPT.txt	HISTORICAL_OR_REVIEW_RECORD	6	113	37	30	HISTORICAL_OR_REVIEW_REFERENCE_NOT_CURRENT_OWNER	d5323bd63f2abb7862f0f7942d74fabf8bb14a6e	b6735c697092a987fb1e8f839a090583bb062a837f00c149d79b8d7c18a1fe4f
udt_r09_certificate_adjudication_2026-07-28/DERIVATION_RESULT.json	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	2	1	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	0d1354dbcb2105640384f63f090ab501fd19de58	57dd8d15cf8834c7e9235e445275e4218f16fde70b5c148398e34a8886fb47cd
udt_r09_certificate_adjudication_2026-07-28/DERIVATION_STDOUT.txt	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	2	1	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	0d1354dbcb2105640384f63f090ab501fd19de58	57dd8d15cf8834c7e9235e445275e4218f16fde70b5c148398e34a8886fb47cd
udt_r09_certificate_adjudication_2026-07-28/EXACT_DERIVATION.md	RESEARCH_OR_EVIDENCE_PROSE	1	4	1	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	70164dfba9564a9b6dca2fe21fc346cb9d936f84	86de8604b0fdfb89072153f18842f59910adbd015271d98fb62e6be24b300991
udt_r09_certificate_adjudication_2026-07-28/derive_r09_adjudication.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	2	2	0	TERM_HIT_REQUIRES_CONTEXT__NOT_CURRENT_R17_AUTHORITY	eec5dc83bc2f634d72bd6b81d6160ac59188301f	35ccd15188a8a3b36dbb6b8784c66bf620864db96d26aeaaf5a228733ceef2aa
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/AUDIT_REPORT.md	RESEARCH_OR_EVIDENCE_PROSE	4	8	1	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	46bc41a58eb48cebb7cb4154b5efbd89bfc2ad2e	7259611af38f9b4f374d22390f1b5580044d211d2b117701fb007affc64f8944
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/CANDIDATE_ARENA.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	8	0	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	94506d86e25617ca26fa4c121941a0a9894c527b	d826fae010ae73302c14a350a4a989f786505014ef826ea52ed15203b543fc6b
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/DERIVATION_RESULT.json	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	4	0	2	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	dcad675baaf8d0c450f054cdd7a43602e8f50847	7997a50583a164a2a0deecccd4f5a4d594fe60c8cd19142f40a9378a35f34494
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/EXACT_DERIVATION.md	RESEARCH_OR_EVIDENCE_PROSE	7	13	1	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	a83304a2e34f1b11603677ad78163f0b10932b77	c041ccf8a718d44728abe2f617767b8553e3d2795aa9988945d93035ff0b7ec2
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/EXTERNAL_REVIEW_DISPATCH.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	1	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	65929a2b48fedd506698942d41c566e25a0343f5	04d6ffb972924ecc496f77cfea531231377fcf2a25812c8f61096873027cf88f
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/FALSIFICATION_CONTRACT.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	3	1	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	ef9a1a5d7c1985b98fd6f47901f8efb716caceeb	d1194034c7426ce45a66aabded7fe411e0048b9e4b0eabff3fd7c4eda56e0de4
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/FINAL_VERIFICATION.md	RESEARCH_OR_EVIDENCE_PROSE	4	8	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	78383d4cd115292f024b6f93e1231a530bd2a706	a8d7d22d7e654a9ffe0e0c0dc491f3f55c6ab8ad2f9bd31fc05c704f9e54630c
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/LAY_REPORT.md	RESEARCH_OR_EVIDENCE_PROSE	2	2	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	fc9ce8df0b03425fa386f3e66f1e3dbbb9827600	a5e5e62ad6c6945dd0e55385a64b98358fe889fa40a5a000026bd02fd81307db
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/NEXT_STEP.md	RESEARCH_OR_EVIDENCE_PROSE	1	1	0	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	31a5dbe3756764cdd3366c74e2a4ee99778beedb	24ab20cd6a7bc1c9e73f1c73c0cc72953b1ef05bb58ab2991ba2c7a9faccda5e
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/PREMISE_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	4	10	0	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	8e9a403635d4f58fb0d2fab59c074d4abb3d4512	9e9d059979339450a5dc04183024fb3be10242bd7a4a001c4984c003c357b35a
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/PREREGISTRATION.md	RESEARCH_OR_EVIDENCE_PROSE	6	14	4	3	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	e106a980df22d62be34b467d8ea4845b6396e6a2	3582fa1a7b7948e371eabf4b941fb5b7573f146fa4ea3b584aa3511125f63410
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/SOURCE_MANIFEST.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	3	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	2d5edacb681bf911be17745987db74f410835f0a	1c1e36a489660df906b57d5cf12dea26fc35681b271054c768a43586bae870a9
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/SOURCE_SCOPE.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	3	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	5a82d6580f90123c94a9eba52bd976075c67f2f0	fadb5ffccae836ad1b5d36f9ca9aa8b52d752e4891c78bdf2379d3163cd4a758
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/STATUS_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	4	12	1	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	dae08b33cf33c9d3c2f17f40e428d59cc5fd1611	39b981a2160a2eca5d3b974ea5c74322da6a00af3d2004f74dc0f0df533409fc
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/derive_integrability.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	3	5	0	2	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	2fe25b9f709dff3a7b7b4c5964eb6e1d000edf20	f8c5b63ce6d638e5712818d5cce4febcf5fc8128f9d15afc1cba47d225b3c66c
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/freeze_sources.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	d21b4607528faab121942fc6fa0d106dfe9959bf	f81d336e2a3ef78b5a23a572e7cef1e138efa8bfb2f8391a6499fdcce4fdfbdf
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/verify_repository_gates.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	e9375f0db56c130a20001dbef88b1fc90c7fd5d6	46da957e6eef2d81e9c292e0de21cfae32f06b75297d647ad78f99d912a6f439
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/AUDIT_REPORT.md	RESEARCH_OR_EVIDENCE_PROSE	5	9	1	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	90d7aef15ad61a56647e5289c69c3f8692627b3f	4b0997a2cc124bdd223b9806e66a920510417169fa94176351a70e0e00400e6d
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/CATCH_PROOFS.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	11	1	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	409294fcbc09f425ddad8b3d1ce5d92af4b887e3	4cd2f2f3c874560195f4458c7a05f4fc93181ab3b392a71cb739a5f487e87377
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/COLD_REVIEW_DISPATCH.md	RESEARCH_OR_EVIDENCE_PROSE	8	10	0	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	aaf1441353b46e53fc78c68ec44b060ed10e48d0	8699a95135d7279948cda5a3917c1f85c68c61bace24512abccbe3a3d461ca34
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/DERIVATION_RESULT.json	MACHINE_EVIDENCE_OR_IMPLEMENTATION	2	4	0	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	575d1236047487f0bdc7bc8852f6e617cef5e04a	5062368e0dbaf0982b4135c5f50439cf45ba36ab85be63476420963ae97a0a0e
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/ENVIRONMENT.md	RESEARCH_OR_EVIDENCE_PROSE	2	4	0	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	4c80ce7992b8579a99883ec749da3c7a920c9c96	3160d3fe590156d7a0e43e6e908dde108994dbd8768f3961a6e9380df772db69
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/EXACT_DERIVATION.md	RESEARCH_OR_EVIDENCE_PROSE	14	18	2	5	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	ff51b1a7e8b91fa6a87c0c67f7751cb977b95f12	fd140c5452faa49021f748e8a27384ba07dabb83dda0c4166ffb3f931cbf9d80
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/EXTERNAL_REVIEW.md	RESEARCH_OR_EVIDENCE_PROSE	3	5	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	19c824a529c27674a9335d131b7ecda15dfd3b04	27a1b9ce7ea49f1f6fa635af0da02cb496e30168c9a3656fc9372ddc3c8d0b2b
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/EXTERNAL_REVIEW_CORRECTED_RAW.md	RESEARCH_OR_EVIDENCE_PROSE	3	7	2	6	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	d9b0ff8482bc3f63f3c40eb71ad83df495e4198a	f9f87dd0c2b5c5833006d7548ab1c6f603b3419c12eae3572d33d9f222ef69f9
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/FALSIFICATION_CONTRACT.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	3	7	2	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	fa700026ae6dc556d6f14b2571490a9db10bbabb	a7953a50a8c8a62e1becb121df5f2ade624dd91faae8ff57812c8b860b6ff053
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/FINAL_VERIFICATION.md	RESEARCH_OR_EVIDENCE_PROSE	2	4	0	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	1ada79e1166563b6ba72ba65572a43bcc0a78f1d	25288cced57db02a3b2991abec399141491f1dc8cfb1e11a8d8084503f5bdac6
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/LAY_REPORT.md	RESEARCH_OR_EVIDENCE_PROSE	4	4	1	3	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	dbbe7ae84a19ffa172f2b4e7e1bf0895a4744522	5843111b2e6d6cc46730b0fe0c7fbfd94b36e602e26e3c2e6d3d6a35bf3dad2c
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/NEXT_STEP.md	RESEARCH_OR_EVIDENCE_PROSE	3	3	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	562735a38cb60378b9545c51c2007db8e62188ec	7502d8d495e03d94d8ee49e5e00b5814d425c933ae0053845accf5fa058643af
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/PREMISE_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	6	6	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	83439a4a4fa22f7bbef98a9d2a21df1b1e11b281	a91bd849af0e1b9fb0059cc217839aa5d171583ece9d917618426e174e273b1e
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/PREREGISTRATION.md	RESEARCH_OR_EVIDENCE_PROSE	13	19	2	3	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	60778d6a950bc483cbc850c919023450325784c1	a3b11ceaf8fb509da2f953709be06e8d2258454e0069dda8d73e0cc07d9c84fa
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/SOURCE_MANIFEST.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	5	5	0	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	2db5fb5d51c1f3ac4b125245c633601551041959	171c330aec5c6725ee677470cba46bc98567b774e71896f700285c32b32279a1
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/STATUS_LEDGER.tsv	MACHINE_EVIDENCE_OR_IMPLEMENTATION	4	6	0	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	552e0f7db0b190a85d386f0d372d10c9aa0a75be	43f0295e876e31f3048b7873d8e633ad6e23db4f9c9d0ba6ea532d5cc839950c
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/build_package_manifest.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	65dcbcdf118b67a8da7f83218467033f7a6a7a0f	7cc3c8e65411ec63127437912d97db57d99b395e9561d31c742423b2f44ca6aa
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/derive_r17_selector.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	3	5	0	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	01c5df707cb4d65b4d1ed1653d607afaa0b5eb88	8d637d561799255397216df0fef0418e12e3ee3b46726cdd429ea3156334f23d
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/run_catch_proofs.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	4	16	1	1	PRIMARY_R17_EVIDENCE_EXPLICITLY_OFFSHELL_OR_NONSELECTING	343f5f602d52b9f758c9808667bd0bc39beca13e	cfe1c013a7e729dfffae636bbcecf662010c3ee27fcc7367b416861f1d6fb48c
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/verify_r17_selector_independent.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	bd316f3512206e4352e4c1849bdb5edfb6b079f6	d1bfb34f5c4bb925275b605d278b928bbcd83f0a2592c60cbf2d63f1375cfe2e
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/verify_repository_gates.py	MACHINE_EVIDENCE_OR_IMPLEMENTATION	1	1	0	0	PRIMARY_R17_IMPLEMENTATION_OR_RECORD_NO_EQUATION_OWNER_CLAIM	b06877a9a1e9b8e528be88bd24978c773a745043	b2da5bf3d18e9f0a92c6dfcdc7c554b1d4aa376abb53cab8cf29a9295dc7cb88
