path	first_commit_date	first_commit	last_commit_date_at_base	last_commit_at_base	last_commit_subject_at_base	git_blob_oid_at_base	sha256_at_base	size_bytes_at_base	selection_reason	r0_classification	current_frontier_target	forensic_occurrences	operational_occurrences	operational_root_references	hard_frozen_root_sources	runtime_or_unknown_root_sources	editable_root_sources	prohibited_dependency_edges	prohibited_dependency_categories	unresolved_dynamic_touches	destination	destination_collision_at_base	supersession_excerpt	classification	family	rationale	affirmative_evidence	move_authorized
native_dilation_weight_derivation_results.md	2026-06-21	611cd7c9be5e93eefedc22bdf0565f28fffb3eb6	2026-07-06	b108d492c324750b4e3fd7084ea543b4cd54a786	Live macro-spine provenance pass (3 classifiers + adversarial): no quarantine, N5d unaffected.	ef37ed2d74aaab915b5f8daf4464ffae59a79032	07a03015b74f072d1710316e4554e513a4bffc587326885a0efffc03775bb5d9	25852	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	212	38	38	F8_metric_choices_results.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt	branch_operator.py;r2_final_cas.py;r2_prereg_s_cas.py	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;J_of_s_light_deflection_confrontation_MAP.md;MATTER_SECTOR_MAP_new_foundation.md;P5e_proper_results.md;STEP2_timelive_matter_MAP.md;archive/EVERYTHING_ON_SOLVER_P5e_REMAP_derived_operator.md;archive/M10_M11_object_identity_closure_results.md;archive/M12_winding_bc_closure_results.md;archive/P5c_regrade_derived_operator_results.md;archive/branch_G_characterization_results.md;archive/branch_P_characterization_results.md;archive/pre_2026-07-01/F1F3_closure_results.md;archive/pre_2026-07-01/P1P5_reaudit_vs_derived_operator_results.md;archive/pre_2026-07-01/STEP2_timelive_matter_results.md;archive/pre_2026-07-01/b1prime_round_gate_derived_operator_results.md;archive/pre_2026-07-01/static_soliton_rerun_derived_operator_results.md;archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md;d1_angular_constants_native_rederivation.md;macro_spine_provenance_2026-07-06.md;matter_amplitude_native_MAP_2026-06-29.md;matter_regrade_derived_operator_results.md;microphysics_reentry_omega_reframe_MAP.md;r1_route_fork_native_derivation.md;r2_prereg_s_dependence.md;scale_symmetry_bootstrap_analysis_results.md	0	-	0	archive/pre_2026-07-01/native_dilation_weight_derivation_results.md	NO	"> theory"", γ=(X−4)/(X−8), and the Cassini/PPN γ→1 at X=−2e5) are SUPERSEDED — that scalar-tensor frame + the"	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
native_stabilizer_results.md	2026-06-14	5cd97cd97b38058c651cffd1d4f922479f34e361	2026-07-06	a77d633023824250f8d97e865f774b5b49a2d7b5	Pre-native-era provenance census + organization (date-based, 2 adversarial passes).	fb8ae127b132dc85fdcfa2efc25dd53683cb5b76	c818b7de35cea070cfb963089f4df2b1dc0c1b858735766759587eeba4d99389	18876	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	203	49	49	CANON.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_stabilizer_verifier_results.md	legacy/root_oneoffs_2026-07-01/fourth_component_adversary.py;legacy/root_oneoffs_2026-07-01/fourth_component_sourced_check.py;legacy/root_oneoffs_2026-07-01/hopf_spinor.py;legacy/root_oneoffs_2026-07-01/matter_ansatz_derive.py;legacy/root_oneoffs_2026-07-01/monodromy_depth_probe.py;legacy/root_oneoffs_2026-07-01/n3_direction_iso_inertia.py;legacy/root_oneoffs_2026-07-01/n3_split_characterize.py;legacy/root_oneoffs_2026-07-01/native_catalog_phase1_topology.py;legacy/root_oneoffs_2026-07-01/native_catalog_phase2_derrick.py;legacy/root_oneoffs_2026-07-01/native_matter_step_audit.py;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;whole_metric_3d_matter.py	NEGATIVES_REGISTRY.md;STATE.md;archive/B1_nativeness_verifier_results.md;archive/M12_winding_bc_closure_results.md;archive/RECON_B_microphysics.md;archive/fermion_forcing_results.md;archive/fourth_component_sourced_results.md;archive/hopf_spinor_results.md;archive/lepton_soliton_spectrum_results.md;archive/monodromy_depth_results.md;archive/n3_direction_distribution_results.md;archive/native_catalog_pi2_results.md;archive/s2_s3_identity_results.md;archive/theta_bc_provenance_results.md;archive/whole_metric_solve_3D_results.md;regrade_S2_defect_2026-07-04.md	0	-	0	archive/pre_2026-07-01/native_stabilizer_results.md	NO	> **CONDITIONS-CHANGED (2026-07-06 pre-native-era census) — NOT current native-micro canon; premise-scoped.**	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
native_stabilizer_verifier_results.md	2026-06-14	5cd97cd97b38058c651cffd1d4f922479f34e361	2026-07-06	a77d633023824250f8d97e865f774b5b49a2d7b5	Pre-native-era provenance census + organization (date-based, 2 adversarial passes).	557e372a98b74d20d6676c4bb0f5fb28c5804c08	74d3e388d4cbf008ba725a32f45246ca199703330c67672235de0c7dd8712d87	12458	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	19	1	1	native_stabilizer_results.md	-	-	0	-	0	archive/pre_2026-07-01/native_stabilizer_verifier_results.md	NO	> **CONDITIONS-CHANGED (2026-07-06 pre-native-era census) — NOT current native-micro canon; premise-scoped.**	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
negative_phi_native_geometry.md	2026-06-10	691e04a3fbbacdaaf04e16a78e49645a22677054	2026-06-10	691e04a3fbbacdaaf04e16a78e49645a22677054	Initial UDT mass emergence research snapshot	d51d83cb67569750484988b42523812b61ec4e34	5d42d320946d611be360eb0910aa16802211577a0438661b9eb1c2b18a30e4b3	617340	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	ACTIVE	NO	120	24	24	p_domain_closure_attempt_results.md	d1_rederive_q13.py;legacy/root_oneoffs_2026-07-01/native_scalar_spectrum.py;legacy/root_oneoffs_2026-07-01/native_source_share_boundary_identity_audit.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line1_transport_loop.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line2_tie_depth.py;legacy/root_oneoffs_2026-07-01/w_stiffness_routeA_enlarged_class.py	CLAUDE.md;STATE.md;archive/B1_nativeness_verifier_results.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/RECON_B_microphysics.md;archive/UDT_REBUILD.md;d1_charge_channel_projection_MAP.md;legacy_hadron_survivor_filter.md;matter_amplitude_native_MAP_2026-06-29.md;negative_phi_native_geometry.md;particle_spectrum_native_geometry.md	1	STARTUP	0	archive/pre_2026-07-01/negative_phi_native_geometry.md	NO	-	ACTIVE_CROSS_ERA	R0_ACTIVE_CROSS_ERA	Base inventory and current repository navigation retain this pre-cutoff record as active cross-era evidence.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
nonstationary_opener_results.md	2026-06-11	548114def647487ad4df99195b44120b08277914	2026-07-06	a77d633023824250f8d97e865f774b5b49a2d7b5	Pre-native-era provenance census + organization (date-based, 2 adversarial passes).	3e50022e489a3c87b23a56757d6471e1f69d41df	1347caa34e9cb868246e77dd5e565f37eb3017a0674bd98717ceb46b2d8f8836	7264	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	ARCHIVE_CANDIDATE	NO	271	16	16	ns_scan_results.md;w_stiffness_results.md	legacy/root_oneoffs_2026-07-01/ns_scan_core.py;legacy/root_oneoffs_2026-07-01/ns_scan_evolve.py;legacy/root_oneoffs_2026-07-01/ns_scan_fork.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line1_transport_loop.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line3_square_origin.py;legacy/root_oneoffs_2026-07-01/w_stiffness_routeC_sector_audit.py	NEGATIVES_REGISTRY.md;STATE.md;archive/w_stiffness_push_declaration.md;rescued_workspaces/2026-06-11/README.md;solution_space_map.md	0	-	0	archive/pre_2026-07-01/nonstationary_opener_results.md	NO	> Superseded frame; the 2026-07-01 native constrained-two-player operator (EH-empty, φ-blind matter, geometric 𝒦) is	BLOCKED	SUPERSEDED_BUT_PATH_BLOCKED	Conditions changed, while formal frozen result and retained legacy runtime sources require the root path.	nonstationary_opener_results.md:1-5	NO
ns_scan_results.md	2026-06-13	7d6ea0af01dbe293e036ab8e0fd7395ab9c7056e	2026-06-13	7d6ea0af01dbe293e036ab8e0fd7395ab9c7056e	CANON C-2026-06-13-1: nonstationary diagonal sector PROPAGATES in T (sign-error overturn of #22, blind-verified)	20237ee6eb6c9a25201a6e23395a1ce79ee92207	a2e2936ce97bdb95055fdc22d02e3aa5eb55dbc2a9d9545040eb4f5b28e1784a	11368	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	82	12	12	CANON.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt	native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt	solution_space_map.md	0	-	0	archive/pre_2026-07-01/ns_scan_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
ns_scan_verifier_results.md	2026-06-13	7d6ea0af01dbe293e036ab8e0fd7395ab9c7056e	2026-06-13	7d6ea0af01dbe293e036ab8e0fd7395ab9c7056e	CANON C-2026-06-13-1: nonstationary diagonal sector PROPAGATES in T (sign-error overturn of #22, blind-verified)	2f1135c0c6fc3b6e16bf005c822568a84009bf02	1f99632fddc37fc79ba38d8e2676f9ebb7d1136b1e91f9f9661542b141b8d329	5870	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	55	13	13	CANON.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt	native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt	NEGATIVES_REGISTRY.md;solution_space_map.md	0	-	0	archive/pre_2026-07-01/ns_scan_verifier_results.md	NO	## CONDITIONS-CHANGED flags (for the registry, pending Charles)	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
open_domain_discreteness_results.md	2026-06-10	4a4bdfde33c2fb1a81c79b0040f15914471036f6	2026-06-10	4a4bdfde33c2fb1a81c79b0040f15914471036f6	Prove open-domain threshold theorem; close resonance branch; map discreteness to four branches	b0695c88cccd6c3a9a5ba137965465b1029f8b86	61ca660f1c724e903f08ad439c699995de86dc170961b10edbdd321277bda508	9227	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	30	8	8	-	-	NEGATIVES_REGISTRY.md;STATE.md;archive/branch_iii_hunt_results.md;archive/solution_space_baseline.md;grok/quarantine_free_DA/macro_sector_fork_resolution.md	0	-	0	archive/pre_2026-07-01/open_domain_discreteness_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
p1_VERIFIER.md	2026-06-19	99048bea3128f30ec132a4ebf18975cb772a23c5	2026-07-06	a77d633023824250f8d97e865f774b5b49a2d7b5	Pre-native-era provenance census + organization (date-based, 2 adversarial passes).	34ec6a9280d6165d86a75c2e04ec031f7b71bbed	297c0d8fd02e79f031d3bef3bc8ac1622bb0b97e05ac2b622d5394beae6d5245	279	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	ARCHIVE_CANDIDATE	NO	169	4	3	p2_matter_fullmetric_results.md	-	STATE.md;archive/EVERYTHING_ON_SOLVER_P2_MAP.md	0	-	0	archive/pre_2026-07-01/p1_VERIFIER.md	NO	> SUPERSEDED pre-native coupled-solver doc; the 2026-07-01 native operator retired its frame. This stub is a	HISTORICAL_SNAPSHOT	PRE_NATIVE_REDIRECT_STUBS	Root file is an intentional redirect stub to the archived original and remains named by formal frozen evidence.	p1_VERIFIER.md:1-3	NO
p1_purity_harness_results.md	2026-06-23	4ef7add2262804b62c70ab6041039cdd5a806c63	2026-06-23	4ef7add2262804b62c70ab6041039cdd5a806c63	P1 purity harness: machine-enforced solver integrity (SOLVER_INTEGRITY_UPGRADES_SPEC P1)	c28473d1b5688d6bb1ac072fb699917ea6da23ad	a1682e6622930c5064acef7af65b8b726c8fc5dc5afccc6bd7a37cf20d104e0a	6420	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	28	2	2	-	-	HANDOFF_ARCHIVE.md;P1_PURITY_HARNESS_MAP.md	0	-	0	archive/pre_2026-07-01/p1_purity_harness_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
p2_VERIFIER.md	2026-06-20	cb3bd69daef1fd83ab0e2fb39fe3f08058ecd45a	2026-07-06	a77d633023824250f8d97e865f774b5b49a2d7b5	Pre-native-era provenance census + organization (date-based, 2 adversarial passes).	d76578c341694fa58cb01dcfcf2e13b78caaf8c1	5b15a86c676cd7e18181bfbcfd0944bf846e5100c131b0dab623ac3ecd1c5256	8777	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	MOVE_CANDIDATE	NO	25	3	3	p3_aphi_coupling_results.md	-	STATE.md;archive/p5a_prime_VERIFIER.md	0	-	0	archive/pre_2026-07-01/p2_VERIFIER.md	NO	> (2026-07-06). Verifies DATA-BLIND machinery, banked no native-micro physics. Superseded frame; the 2026-07-01 native	BLOCKED	SUPERSEDED_BUT_PATH_BLOCKED	Explicitly conditions-changed, but a formal frozen P3 result requires the root path.	p2_VERIFIER.md:1-5;p3_aphi_coupling_results.md	NO
p2_matter_fullmetric_results.md	2026-06-20	20401bf26aafc8fcbc85946b39e37c980454e4ed	2026-07-06	bd1e07421a7f30fe04d2ebeda92f4cf7e01e5d1d	Second-pass sweep: catch the missed everything-on P-series (frame B).	fff7c214a9ea9b502dca2d6cca48b17e470a9f73	0e561abee1148c8b1eb6790864a3d3579c9f577162830812cadee52430c0dd6c	18825	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	60	3	3	p3_aphi_coupling_results.md	-	STATE.md;branch_operator_contamination_ledger.md	0	-	0	archive/pre_2026-07-01/p2_matter_fullmetric_results.md	NO	> banked. Low risk, but the frame is superseded (2026-07-01 native operator). See branch_operator_contamination_ledger.md.	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
p2_operator_from_action_results.md	2026-06-23	c112996ad789643c0cd8448feea06f4903e8211e	2026-06-23	c112996ad789643c0cd8448feea06f4903e8211e	P2 operator-from-the-action (GR-baseline): single source-of-truth action + equality suite	5562ec96ba93f249a2c26187da8639ebc27a26c6	6405129efc37d4f1843e4d5d148797ca217d784826f35471437519f619235ae9	5963	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	24	2	2	-	-	HANDOFF_ARCHIVE.md	0	-	0	archive/pre_2026-07-01/p2_operator_from_action_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
p3_VERIFIER.md	2026-06-20	1108e4d606f2e14299a9c174a607127245ba07a8	2026-07-06	ead4c1f238b39d78c6aec3d04ed846d657e9c883	Org second pass: add missing branchP in-file banner (#66); tidy p3_VERIFIER banner placement.	24f50f441d5312a5c0d65c91c8cd939b2c2d138d	6a8614a4861a4f8acd805c96cd99aea58b9d2ad1f97e3059c9d9f1f411e7afb4	8245	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	MOVE_CANDIDATE	NO	35	5	5	p3_aphi_FIX_results.md	legacy/root_oneoffs_2026-07-01/p3fix_aphi_ruler.py	STATE.md	0	-	0	archive/pre_2026-07-01/p3_VERIFIER.md	NO	> (2026-07-06). Verifies DATA-BLIND machinery, banked no native-micro physics. Superseded frame; the 2026-07-01 native	BLOCKED	SUPERSEDED_BUT_PATH_BLOCKED	Explicitly conditions-changed, but a formal frozen result and retained Python source require the root path.	p3_VERIFIER.md:1-5;p3_aphi_FIX_results.md	NO
p3_aphi_FIX_results.md	2026-06-20	0ce4dbe23bd5a53079171fbca118830cf74b6312	2026-07-06	bd1e07421a7f30fe04d2ebeda92f4cf7e01e5d1d	Second-pass sweep: catch the missed everything-on P-series (frame B).	d3db5b323008f89e9f99768a7097da2678be7fb2	456debd7a51efbead5b23c0acdfdb3298df5db1bd15eda6d753a226a1639b3b6	10727	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	28	2	2	-	-	STATE.md;branch_operator_contamination_ledger.md	0	-	0	archive/pre_2026-07-01/p3_aphi_FIX_results.md	NO	> **CONDITIONS-CHANGED (2026-07-06 second-pass sweep) — NOT a native-micro UDT result; mine for history.**	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
p3_aphi_coupling_results.md	2026-06-20	af7785e92ed1e9cacd870c6bc5065fab56a75176	2026-07-06	bd1e07421a7f30fe04d2ebeda92f4cf7e01e5d1d	Second-pass sweep: catch the missed everything-on P-series (frame B).	aef45945e5f6d7875714ebb2e77223bda9d712d3	15025ccb8055ce20de6fc5b29cdc6a2ee99562e1380dff9880ee835f3a580a98	16470	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	43	3	3	-	-	STATE.md;branch_operator_contamination_ledger.md;p3_VERIFIER.md	0	-	0	archive/pre_2026-07-01/p3_aphi_coupling_results.md	NO	> **CONDITIONS-CHANGED (2026-07-06 second-pass supersession sweep) — NOT a native-micro UDT result; mine for history.**	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
p3_discipline_skills_results.md	2026-06-23	9837ecfc30aba355693042df797ec91683ffeba9	2026-06-23	9837ecfc30aba355693042df797ec91683ffeba9	P3 disciplines-as-skills: 4 auto-loading SKILL.md + CLAUDE.md pointer	dc1d1c5124f9b24f92ffe89f595666d9aca5eeae	8d20526d864fca72627d330b633579fe79ad965dadae67f8d2308e7865659907	3217	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	21	1	1	-	-	HANDOFF_ARCHIVE.md	0	-	0	archive/pre_2026-07-01/p3_discipline_skills_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
p4_VERIFIER.md	2026-06-20	7bde73dc6eaf5019e44ca64680cdcfae1baa0747	2026-07-06	a77d633023824250f8d97e865f774b5b49a2d7b5	Pre-native-era provenance census + organization (date-based, 2 adversarial passes).	ce83fc8b16bfd972c37046c45e2f132c5bf3859f	d79cf4a1f3ead7c0a8ee704179ca6191fab9fbd968374c44f4f907d4169985fb	9696	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	MOVE_CANDIDATE	NO	23	1	1	-	-	STATE.md	0	-	0	archive/pre_2026-07-01/p4_VERIFIER.md	NO	> (2026-07-06). Verifies DATA-BLIND machinery, banked no native-micro physics. Superseded frame; the 2026-07-01 native	ARCHIVE_ELIGIBLE	PRE_NATIVE_P2_P4_VERIFIER_FAMILY	File banner and census identify this frame-B verifier as CONDITIONS-CHANGED/superseded; its one operational pointer is mutable navigation.	p4_VERIFIER.md:1-5;pre_native_era_census.md:48-49	YES
p4_cross_model_verify_results.md	2026-06-23	636a44b1f8318e39853bca2cf429c649009105d3	2026-06-23	636a44b1f8318e39853bca2cf429c649009105d3	P4 cross-model verify: protocol + first use refines the e^{2phi} matter-weight call	dc84cf1d582efa60f625cbd46c589327c2fa76bb	d4f5cbeb6e79df2e83242e39e46da995dfcceb613b74c8d74244dfa19cf651ca	3680	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	49	2	2	-	-	HANDOFF_ARCHIVE.md	0	-	0	archive/pre_2026-07-01/p4_cross_model_verify_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
p4_time_live_results.md	2026-06-20	26d22eeb60e8ac6fee89c603fdee19421d93160c	2026-07-06	bd1e07421a7f30fe04d2ebeda92f4cf7e01e5d1d	Second-pass sweep: catch the missed everything-on P-series (frame B).	5096fb74607f93789e13d31043f7101c3ba83f3a	f96c72a2b27d393b8d55ba84f64251951c2f42312c3e0ccc2522efe25988dfb4	17148	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	34	4	4	-	-	STATE.md;branch_operator_contamination_ledger.md;i_flow_hbar_clock_MAP.md;p4_VERIFIER.md	0	-	0	archive/pre_2026-07-01/p4_time_live_results.md	NO	> **CONDITIONS-CHANGED (2026-07-06 second-pass sweep, LOW RISK) — NOT a native-micro UDT result.**	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
p5_live_state_shrink_results.md	2026-06-23	ad5b76097509690c438d2cec7e04b9494bd9be53	2026-06-23	ad5b76097509690c438d2cec7e04b9494bd9be53	P5 shrink the live state: LIVE.md (the short only-current entry point)	e7826daaa3cfe3dc904422ddde61394ffa3020f8	53097c8d7f45bba9dfe4ffa414a85955f7e7469de63a95acbcea39f9c2ccf0f9	2616	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	31	1	1	-	-	HANDOFF_ARCHIVE.md	0	-	0	archive/pre_2026-07-01/p5_live_state_shrink_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
p5_solver_survey_results.md	2026-06-20	7d39c96571667a92f59aab0e60895079ef37b212	2026-06-20	7d39c96571667a92f59aab0e60895079ef37b212	P5-step-1: GR-corpus survey-and-select (ranked method recommendation)	1671d61b335e3ef70496dd065f1f522ed3be17ca	1a106f1da72409d4e5261b965c2888a4f9d63c52c38fc08a4855b5421d8c448b	19489	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	16	2	2	-	-	STATE.md;archive/p5a_jfnk_precond_results.md	0	-	0	archive/pre_2026-07-01/p5_solver_survey_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
p_domain_closure_attempt_results.md	2026-06-10	58c7d240097f57b4a00c2c66d104e7d7b35b6fcc	2026-06-10	58c7d240097f57b4a00c2c66d104e7d7b35b6fcc	Record P_domain closure attempt: failed to close, three premises remain open	c5cae3cb50d9353b1b3cea079571a4e2dd9ba15a	82b595d6ba312691ce27865f1c7758c1f4b6431c24fb1ddf32055ec311832e8c	5712	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	FROZEN_EVIDENCE	NO	26	4	4	-	-	NEGATIVES_REGISTRY.md;STATE.md	0	-	0	archive/pre_2026-07-01/p_domain_closure_attempt_results.md	NO	-	HARD_FROZEN	FORMAL_FROZEN_EVIDENCE	Formally frozen evidence at the fixed base; neither bytes nor path move in R1B.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
particle_spectrum_native_geometry.md	2026-06-10	1eddd224fa84f7cb6d3c6e8f06d2db65442d38e7	2026-06-10	845a0cd8dbb538dcf8b927ac70421dcc893a6948	Add quotient channel unit bridge	6fac74b6cd2cfd1adeb39c0de00642586bfb2239	3c49c3f6e8965c4ec81e3d7ebc36f43399bcf3551c7ba8ccc1adce20ea94128b	63115	TRACKED_ROOT_MARKDOWN_FIRST_COMMITTED_BEFORE_2026-07-01	ACTIVE	NO	71	13	13	sector_weight_spectral_probe_results.md	legacy/root_oneoffs_2026-07-01/native_sector_weight_spectral_probe.py;legacy/root_oneoffs_2026-07-01/null_test_dimension_ladder.py	CLAUDE.md;STATE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/RECON_B_microphysics.md;d1_charge_channel_projection_MAP.md;dimension_ladder_null_audit.md;legacy_hadron_survivor_filter.md	1	STARTUP	0	archive/pre_2026-07-01/particle_spectrum_native_geometry.md	NO	-	ACTIVE_CROSS_ERA	R0_ACTIVE_CROSS_ERA	Base inventory and current repository navigation retain this pre-cutoff record as active cross-era evidence.	reorganization_r1b/base_forensic_census/ROOT_FILE_INVENTORY.tsv	NO
