interaction_id	carrier_id	design_kind	direction_id	radius	halton_index	bank	point_id	target_mask	target_integer	ensemble_order	target_ensembles	subsets_used	subset_count	physical_interaction_claimed	slot_twojet_l2	slot_twojet_max_abs	slot_twojet_active	slot_twojet_status	metric_twojet_l2	metric_twojet_max_abs	metric_twojet_active	metric_twojet_status	riemann_l2	riemann_max_abs	riemann_active	riemann_status	weyl_l2	weyl_max_abs	weyl_active	weyl_status	ricci_l2	ricci_max_abs	ricci_active	ricci_status	scalar_l2	scalar_max_abs	scalar_active	scalar_status	shear_l2	shear_max_abs	shear_active	shear_status	twist_l2	twist_max_abs	twist_active	twist_status	phi_twojet_l2	phi_twojet_max_abs	phi_twojet_active	phi_twojet_status
R13_1_T5_B2_P2	R13_1	RADIAL	D13	0.25	-	B2	P2	M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M1;M4;M5	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.962615573354719e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	0.010522155666847423	0.003031255989592734	YES	NUMERIC_CLASSIFIED	0.008044261694869775	0.0017564207258387709	YES	NUMERIC_CLASSIFIED	0.00410868654873264	0.002087050345430972	YES	NUMERIC_CLASSIFIED	0.00039491446851743633	0.00039491446851743633	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R13_1_T6_B2_P2	R13_1	RADIAL	D13	0.25	-	B2	P2	M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M2;M4;M6	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.03154567229414804	0.007026649806364686	YES	NUMERIC_CLASSIFIED	0.024903418619858387	0.004710410355638697	YES	NUMERIC_CLASSIFIED	0.018373890695960217	0.003096151824452383	YES	NUMERIC_CLASSIFIED	0.010608291435342816	0.005440437168614131	YES	NUMERIC_CLASSIFIED	0.0028852346180942845	0.0028852346180942845	YES	NUMERIC_CLASSIFIED	0.0009082677164364441	0.0005492132468823156	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R13_1_T7_B2_P2	R13_1	RADIAL	D13	0.25	-	B2	P2	M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M1;M2;M3;M4;M5;M6;M7	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	2.1457344368072987e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	0.0003583785789589215	7.305706570989376e-05	YES	NUMERIC_CLASSIFIED	0.00029664477148527626	4.984741008767085e-05	YES	NUMERIC_CLASSIFIED	0.000310931041732119	0.0001360366406464794	YES	NUMERIC_CLASSIFIED	8.413403968735023e-05	8.413403968735023e-05	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R13_1_T8_B2_P2	R13_1	RADIAL	D13	0.25	-	B2	P2	M8	8	1	PHI_FIELD	M0;M8	2	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.06708648538465495	0.03869047619047619	YES	NUMERIC_CLASSIFIED
R13_1_T9_B2_P2	R13_1	RADIAL	D13	0.25	-	B2	P2	M9	9	2	BASE_BLOCK;PHI_FIELD	M0;M1;M8;M9	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R13_1_TA_B2_P2	R13_1	RADIAL	D13	0.25	-	B2	P2	MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	M0;M2;M8;MA	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R13_1_TB_B2_P2	R13_1	RADIAL	D13	0.25	-	B2	P2	MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	M0;M1;M2;M3;M8;M9;MA;MB	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	8.845554969961382e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	6.746491033406846e-18	1.734723475976807e-18	NO	NUMERIC_CLASSIFIED	3.878959614448864e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R13_1_TC_B2_P2	R13_1	RADIAL	D13	0.25	-	B2	P2	MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M4;M8;MC	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R13_1_TD_B2_P2	R13_1	RADIAL	D13	0.25	-	B2	P2	MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M1;M4;M5;M8;M9;MC;MD	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.962615573354719e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	1.011508913927959e-17	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	9.301418398315407e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	4.9065389333867974e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	6.938893903907228e-18	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R13_1_TE_B2_P2	R13_1	RADIAL	D13	0.25	-	B2	P2	ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M2;M4;M6;M8;MA;MC;ME	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.5163333901910868e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	1.6078392880908138e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	1.5375806445106496e-17	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	3.903127820947816e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R13_1_TF_B2_P2	R13_1	RADIAL	D13	0.25	-	B2	P2	MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M1;M2;M3;M4;M5;M6;M7;M8;M9;MA;MB;MC;MD;ME;MF	16	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	2.0671615960319066e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	1.4484551485453798e-17	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	1.3345819721418127e-17	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	1.011508913927959e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_T1_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	M1	1	1	BASE_BLOCK	M0;M1	2	NO	0.2175770731143424	0.07114985359029316	YES	NUMERIC_CLASSIFIED	0.2326354708758615	0.07114985359029316	YES	NUMERIC_CLASSIFIED	0.12484955462379377	0.030556658121202136	YES	NUMERIC_CLASSIFIED	0.09835072941439968	0.019969328821610757	YES	NUMERIC_CLASSIFIED	0.05677745520330311	0.050172007816079014	YES	NUMERIC_CLASSIFIED	0.048272772545831386	0.048272772545831386	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_T2_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	M2	2	1	ANGULAR_SCREEN_BLOCK	M0;M2	2	NO	0.2586578356629198	0.1131701717003973	YES	NUMERIC_CLASSIFIED	0.27405679152432666	0.1131701717003973	YES	NUMERIC_CLASSIFIED	0.1476519295978175	0.027942186190158116	YES	NUMERIC_CLASSIFIED	0.1070174425682744	0.017077102840839506	YES	NUMERIC_CLASSIFIED	0.06901876144522709	0.0370059295784986	YES	NUMERIC_CLASSIFIED	0.06997501161586606	0.06997501161586606	YES	NUMERIC_CLASSIFIED	0.02594645434391858	0.021221842710434584	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_T3_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	M0;M1;M2;M3	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.01152541418612143	0.0021159671266430674	YES	NUMERIC_CLASSIFIED	0.006242563170005919	0.001130992040142751	YES	NUMERIC_CLASSIFIED	0.0055112817325941475	0.00320383438788039	YES	NUMERIC_CLASSIFIED	0.0022024130507174444	0.0022024130507174444	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_T4_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	M4	4	1	SHIFT_CONNECTION_BLOCK	M0;M4	2	NO	0.1413247288030081	0.04064649470899471	YES	NUMERIC_CLASSIFIED	0.23069431822125613	0.047627339471120585	YES	NUMERIC_CLASSIFIED	0.11305580259536038	0.028097332341473227	YES	NUMERIC_CLASSIFIED	0.10821881138081496	0.029257368887721274	YES	NUMERIC_CLASSIFIED	0.03316411859568127	0.018508584511237436	YES	NUMERIC_CLASSIFIED	0.014770752547295846	0.014770752547295846	YES	NUMERIC_CLASSIFIED	0.04634700790322614	0.044604143898582325	YES	NUMERIC_CLASSIFIED	0.040217704892502086	0.03330608180680262	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_T5_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M1;M4;M5	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.012031308022618712	0.003051381104542703	YES	NUMERIC_CLASSIFIED	0.0053106838653221595	0.0012544107711146748	YES	NUMERIC_CLASSIFIED	0.008183345472908905	0.0043320400395309554	YES	NUMERIC_CLASSIFIED	0.003919031155207184	0.003919031155207184	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_T6_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M2;M4;M6	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0329104617621888	0.007026649806364686	YES	NUMERIC_CLASSIFIED	0.02126832482273162	0.0032919317591439956	YES	NUMERIC_CLASSIFIED	0.013584915585901096	0.0022865070102375176	YES	NUMERIC_CLASSIFIED	0.010853732217100858	0.00519159575534088	YES	NUMERIC_CLASSIFIED	0.007717106664751547	0.007717106664751547	YES	NUMERIC_CLASSIFIED	0.0009070154077956735	0.0005097511339636918	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_T7_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M1;M2;M3;M4;M5;M6;M7	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.9160647057153807e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	0.0002446956019067939	4.2736438180524666e-05	YES	NUMERIC_CLASSIFIED	0.00038226798338693546	6.718113902003282e-05	YES	NUMERIC_CLASSIFIED	0.0002910758186486471	0.00010730325626883558	YES	NUMERIC_CLASSIFIED	5.731528188737678e-06	5.731528188737678e-06	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_T8_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	M8	8	1	PHI_FIELD	M0;M8	2	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.06708648538465495	0.03869047619047619	YES	NUMERIC_CLASSIFIED
R14_1_T9_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	M9	9	2	BASE_BLOCK;PHI_FIELD	M0;M1;M8;M9	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_TA_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	MA	10	2	ANGULAR_SCREEN_BLOCK;PHI_FIELD	M0;M2;M8;MA	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_TB_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	MB	11	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;PHI_FIELD	M0;M1;M2;M3;M8;M9;MA;MB	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.4195804803998216e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	9.013887592422956e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	5.204170427930421e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_TC_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	MC	12	2	SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M4;M8;MC	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_TD_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	MD	13	3	BASE_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M1;M4;M5;M8;M9;MC;MD	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	8.619236797534256e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	7.126103841197012e-18	1.734723475976807e-18	NO	NUMERIC_CLASSIFIED	6.938893903907228e-18	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_TE_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	ME	14	3	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M2;M4;M6;M8;MA;MC;ME	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.451130793575495e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	8.228515941976643e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	1.0224319665318863e-17	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	2.2948234554500807e-18	1.734723475976807e-18	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	8.673617379884035e-19	8.673617379884035e-19	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R14_1_TF_B2_P2	R14_1	RADIAL	D14	0.25	-	B2	P2	MF	15	4	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK;PHI_FIELD	M0;M1;M2;M3;M4;M5;M6;M7;M8;M9;MA;MB;MC;MD;ME;MF	16	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.6087163711389116e-17	1.3877787807814457e-17	NO	NUMERIC_CLASSIFIED	1.5023145987371595e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	1.3796233010686098e-17	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	4.2932215667134474e-18	3.469446951953614e-18	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R15_1_T1_B2_P2	R15_1	RADIAL	D15	0.25	-	B2	P2	M1	1	1	BASE_BLOCK	M0;M1	2	NO	0.20474097999105279	0.06816665395480632	YES	NUMERIC_CLASSIFIED	0.21594955885989878	0.06816665395480632	YES	NUMERIC_CLASSIFIED	0.13732713834933122	0.028063627477893156	YES	NUMERIC_CLASSIFIED	0.08508076327212008	0.019154127521998715	YES	NUMERIC_CLASSIFIED	0.08154056749480126	0.048116478407106755	YES	NUMERIC_CLASSIFIED	0.04564238961574181	0.04564238961574181	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R15_1_T2_B2_P2	R15_1	RADIAL	D15	0.25	-	B2	P2	M2	2	1	ANGULAR_SCREEN_BLOCK	M0;M2	2	NO	0.26104864637424247	0.1131701717003973	YES	NUMERIC_CLASSIFIED	0.2766858011808984	0.1131701717003973	YES	NUMERIC_CLASSIFIED	0.1280272125934754	0.02765428590423597	YES	NUMERIC_CLASSIFIED	0.08759657354273553	0.013842647427307297	YES	NUMERIC_CLASSIFIED	0.059237376373953654	0.031579475346104134	YES	NUMERIC_CLASSIFIED	0.003310059652002883	0.003310059652002883	YES	NUMERIC_CLASSIFIED	0.08458189169614135	0.05957634384653592	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R15_1_T3_B2_P2	R15_1	RADIAL	D15	0.25	-	B2	P2	M3	3	2	BASE_BLOCK;ANGULAR_SCREEN_BLOCK	M0;M1;M2;M3	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.010378901288727782	0.0021862175704931777	YES	NUMERIC_CLASSIFIED	0.010411460084560752	0.0022175546274129064	YES	NUMERIC_CLASSIFIED	0.002570873765795829	0.0012011554397264278	YES	NUMERIC_CLASSIFIED	0.0007757467825501713	0.0007757467825501713	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R15_1_T4_B2_P2	R15_1	RADIAL	D15	0.25	-	B2	P2	M4	4	1	SHIFT_CONNECTION_BLOCK	M0;M4	2	NO	0.1413247288030081	0.04064649470899471	YES	NUMERIC_CLASSIFIED	0.24281763616029234	0.04730016404543907	YES	NUMERIC_CLASSIFIED	0.12482709726852148	0.021117494729788876	YES	NUMERIC_CLASSIFIED	0.10226608397694746	0.018797720591844737	YES	NUMERIC_CLASSIFIED	0.04205453445458483	0.017418996056331904	YES	NUMERIC_CLASSIFIED	0.016062146897901967	0.016062146897901967	YES	NUMERIC_CLASSIFIED	0.060058534675834024	0.044604143898582325	YES	NUMERIC_CLASSIFIED	0.034446445921277234	0.025366232760090063	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R15_1_T5_B2_P2	R15_1	RADIAL	D15	0.25	-	B2	P2	M5	5	2	BASE_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M1;M4;M5	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.009694143247634006	0.002173135307169312	YES	NUMERIC_CLASSIFIED	0.007677968524205477	0.0018519726427495596	YES	NUMERIC_CLASSIFIED	0.006452063619425248	0.0027124318582785484	YES	NUMERIC_CLASSIFIED	0.00010252014797004078	0.00010252014797004078	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R15_1_T6_B2_P2	R15_1	RADIAL	D15	0.25	-	B2	P2	M6	6	2	ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M2;M4;M6	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.033662787993787927	0.007365817935970794	YES	NUMERIC_CLASSIFIED	0.023457261008961148	0.0036277619268325276	YES	NUMERIC_CLASSIFIED	0.017616406681028308	0.0034965414586447113	YES	NUMERIC_CLASSIFIED	0.008379811379916998	0.003795974554632233	YES	NUMERIC_CLASSIFIED	0.004398546938830046	0.004398546938830046	YES	NUMERIC_CLASSIFIED	0.0009378187469851728	0.0006181044936455563	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R15_1_T7_B2_P2	R15_1	RADIAL	D15	0.25	-	B2	P2	M7	7	3	BASE_BLOCK;ANGULAR_SCREEN_BLOCK;SHIFT_CONNECTION_BLOCK	M0;M1;M2;M3;M4;M5;M6;M7	8	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	1.3714193236627738e-17	6.938893903907228e-18	NO	NUMERIC_CLASSIFIED	0.00024971689702520187	8.439825196957787e-05	YES	NUMERIC_CLASSIFIED	0.00035457795661263076	5.860107870107184e-05	YES	NUMERIC_CLASSIFIED	0.00010712527668043525	5.89643847640391e-05	YES	NUMERIC_CLASSIFIED	0.00010147801666456069	0.00010147801666456069	YES	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
R15_1_T8_B2_P2	R15_1	RADIAL	D15	0.25	-	B2	P2	M8	8	1	PHI_FIELD	M0;M8	2	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.06708648538465495	0.03869047619047619	YES	NUMERIC_CLASSIFIED
R15_1_T9_B2_P2	R15_1	RADIAL	D15	0.25	-	B2	P2	M9	9	2	BASE_BLOCK;PHI_FIELD	M0;M1;M8;M9	4	NO	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED	0.0	0.0	NO	NUMERIC_CLASSIFIED
