candidate_path	line	evidence_type	raw_target	resolved_target	status	load_bearing	detail
hopfion_static_mass_hessian_256driver.py	59	RUNTIME_FILE_PATH	{'phaseB_256_clean': {'virial': E2 / E4, 'gradnorm': gnorm, 'lam_phys': lam_phys, 'res_phys': res_phys, 'eig_converged': converged, 'in_core': lf(v), 'localized': localized, 'verdict': verdict, 'note': 'fixed-boundary, generalized norm (M=h^3 I), production 256 minimizer as-is (gradnorm 0.13 residual). Multi-resolution re-relaxation BLOCKED: naive arrested-Newton collapses coarse hopfion (Derrick) without production rescale machinery.'}}	{'phaseB_256_clean': {'virial': E2 / E4, 'gradnorm': gnorm, 'lam_phys': lam_phys, 'res_phys': res_phys, 'eig_converged': converged, 'in_core': lf(v), 'localized': localized, 'verdict': verdict, 'note': 'fixed-boundary, generalized norm (M=h^3 I), production 256 minimizer as-is (gradnorm 0.13 residual). Multi-resolution re-relaxation BLOCKED: naive arrested-Newton collapses coarse hopfion (Derrick) without production rescale machinery.'}}	DYNAMIC	YES	json.dump
hopfion_static_mass_hessian_256driver.py	62	RUNTIME_FILE_PATH	hopfion_static_mass_hessian_out.json	hopfion_static_mass_hessian_out.json	RESOLVED_TRACKED	YES	open
hopfion_static_mass_hessian_256driver.py	62	TEXT_REFERENCE	hopfion_static_mass_hessian_out.json	hopfion_static_mass_hessian_out.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
long_relax_256.py	0	REQUIRED_COMPANION	hopfion_arc_scripts_2026-07-05/fs_hopfion.py	hopfion_arc_scripts_2026-07-05/fs_hopfion.py	NOT_REGISTERED_ROOT_PATH	YES	root-CWD module/input/checkpoint/output family is incomplete
long_relax_256.py	19	RUNTIME_FILE_PATH	START	START	DYNAMIC	YES	np.load
long_relax_256.py	34	RUNTIME_FILE_PATH	LOG	LOG	DYNAMIC	YES	open
long_relax_256.py	35	RUNTIME_FILE_PATH	LOG	LOG	DYNAMIC	YES	open
long_relax_256.py	87	RUNTIME_FILE_PATH	long_relax_256_ckpt.npz	long_relax_256_ckpt.npz	MISSING_OR_GENERATED	YES	np.savez
long_relax_256.py	90	RUNTIME_FILE_PATH	long_relax_256_final.npz	long_relax_256_final.npz	MISSING_OR_GENERATED	YES	np.savez
long_relax_256.py	93	RUNTIME_FILE_PATH	{'final_gradnorm': gn, 'Q': Qof(n), 'lowest_lam_phys': lam, 'in_core': incore, 'iters': it, 'start_gradnorm': 0.1197}	{'final_gradnorm': gn, 'Q': Qof(n), 'lowest_lam_phys': lam, 'in_core': incore, 'iters': it, 'start_gradnorm': 0.1197}	DYNAMIC	YES	json.dump
long_relax_256.py	94	RUNTIME_FILE_PATH	long_relax_256_out.json	long_relax_256_out.json	MISSING_OR_GENERATED	YES	open
noNull_evidence_checker.py	0	REQUIRED_COMPANION	noNull_evidence_checker_output.txt	noNull_evidence_checker_output.txt	R0_FROZEN_EVIDENCE	YES	six absent inputs feed immutable evidence and output records
noNull_evidence_checker.py	0	REQUIRED_COMPANION	noNull_stability_evidence.json	noNull_stability_evidence.json	R0_FROZEN_EVIDENCE	YES	six absent inputs feed immutable evidence and output records
noNull_evidence_checker.py	3	TEXT_REFERENCE	noNull_hess_h2fit_log.txt	noNull_hess_h2fit_log.txt	RESOLVED_TRACKED	NO_INFORMATIONAL	-
noNull_evidence_checker.py	4	TEXT_REFERENCE	noNull_stability_evidence.json	noNull_stability_evidence.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
noNull_evidence_checker.py	5	TEXT_REFERENCE	noNull_evidence_checker_output.txt	noNull_evidence_checker_output.txt	RESOLVED_TRACKED	NO_INFORMATIONAL	-
noNull_evidence_checker.py	33	RUNTIME_FILE_PATH	f0	f0	DYNAMIC	YES	np.load
noNull_evidence_checker.py	33	RUNTIME_FILE_PATH	f1	f1	DYNAMIC	YES	np.load
noNull_evidence_checker.py	49	RUNTIME_FILE_PATH	noNull_hess_h2fit_log.txt	noNull_hess_h2fit_log.txt	RESOLVED_TRACKED	YES	open
noNull_evidence_checker.py	84	RUNTIME_FILE_PATH	noNull_stability_evidence.json	noNull_stability_evidence.json	RESOLVED_TRACKED	YES	open
noNull_evidence_checker.py	84	RUNTIME_FILE_PATH	open('noNull_stability_evidence.json')	open('noNull_stability_evidence.json')	DYNAMIC	YES	json.load
noNull_evidence_checker.py	106	TEXT_REFERENCE	noNull_evidence_seal.py	noNull_evidence_seal.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
noNull_evidence_checker.py	111	RUNTIME_FILE_PATH	noNull_evidence_checker_output.txt	noNull_evidence_checker_output.txt	RESOLVED_TRACKED	YES	open
r2_prereg_s_dependence_LEAD.md	4	TEXT_REFERENCE	r2_prereg_s_cas.py	r2_prereg_s_cas.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
simple_metric_dotted_line.py	0	REQUIRED_COMPANION	simple_metric_dotted_line_out.json	simple_metric_dotted_line_out.json	R0_FROZEN_EVIDENCE	YES	__file__-relative write would strand or overwrite an immutable result
simple_metric_dotted_line.py	10	RUNTIME_FILE_PATH	__file__	__file__	DYNAMIC	YES	Path
simple_metric_dotted_line.py	33	RUNTIME_FILE_PATH	json.dumps(out, indent=2)	json.dumps(out, indent=2)	DYNAMIC	YES	write_text
simple_metric_dotted_line.py	33	TEXT_REFERENCE	simple_metric_dotted_line_out.json	simple_metric_dotted_line_out.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
simple_metric_promising_candidates_zoom.py	0	REQUIRED_COMPANION	simple_metric_promising_candidates_zoom_out.json	simple_metric_promising_candidates_zoom_out.json	R0_FROZEN_EVIDENCE	YES	__file__-relative write would strand or overwrite an immutable result
simple_metric_promising_candidates_zoom.py	11	RUNTIME_FILE_PATH	__file__	__file__	DYNAMIC	YES	Path
simple_metric_promising_candidates_zoom.py	62	RUNTIME_FILE_PATH	json.dumps(out, indent=2)	json.dumps(out, indent=2)	DYNAMIC	YES	write_text
simple_metric_promising_candidates_zoom.py	62	TEXT_REFERENCE	simple_metric_promising_candidates_zoom_out.json	simple_metric_promising_candidates_zoom_out.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
simple_metric_relational_rooms_continue.py	0	REQUIRED_COMPANION	simple_metric_relational_rooms_continue_out.json	simple_metric_relational_rooms_continue_out.json	R0_FROZEN_EVIDENCE	YES	__file__-relative write would strand or overwrite an immutable result
simple_metric_relational_rooms_continue.py	10	RUNTIME_FILE_PATH	__file__	__file__	DYNAMIC	YES	Path
simple_metric_relational_rooms_continue.py	46	RUNTIME_FILE_PATH	json.dumps(out, indent=2)	json.dumps(out, indent=2)	DYNAMIC	YES	write_text
simple_metric_relational_rooms_continue.py	46	TEXT_REFERENCE	simple_metric_relational_rooms_continue_out.json	simple_metric_relational_rooms_continue_out.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
solver_build_MAP.md	4	TEXT_REFERENCE	discreteness_preregistration.md	discreteness_preregistration.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	0	REQUIRED_COMPANION	cascade_stageD_sweep_refine.py	cascade_stageD_sweep_refine.py	NOT_FROZEN_OR_MANIFEST	YES	raw result is coupled to retained producer scripts and generated JSON records
stageD_sweep_results_raw.md	0	REQUIRED_COMPANION	cascade_stageD_sweep_scan.py	cascade_stageD_sweep_scan.py	NOT_FROZEN_OR_MANIFEST	YES	raw result is coupled to retained producer scripts and generated JSON records
stageD_sweep_results_raw.md	0	REQUIRED_COMPANION	stageD_sweep_results_raw.json	stageD_sweep_results_raw.json	R0_FROZEN_EVIDENCE	YES	raw result is coupled to retained producer scripts and generated JSON records
stageD_sweep_results_raw.md	9	TEXT_REFERENCE	cell_solver_universe_T3.py	cell_solver_universe_T3.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	10	TEXT_REFERENCE	cascade_bv6_lib.py	cascade_bv6_lib.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	12	TEXT_REFERENCE	cascade_stageD_sweep_refine.py	cascade_stageD_sweep_refine.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	12	TEXT_REFERENCE	cascade_stageD_sweep_scan.py	cascade_stageD_sweep_scan.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	13	TEXT_REFERENCE	stageD_refine_pass2.json	stageD_refine_pass2.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	13	TEXT_REFERENCE	stageD_scan_pass1.json	stageD_scan_pass1.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	13	TEXT_REFERENCE	stageD_sweep_results_raw.json	stageD_sweep_results_raw.json	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	26	TEXT_REFERENCE	cascade_stageB_common.py	cascade_stageB_common.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	66	TEXT_REFERENCE	cascade_bv9_reshoot.py	cascade_bv9_reshoot.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	129	TEXT_REFERENCE	cascade_stageD_prereg.md	cascade_stageD_prereg.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	129	TEXT_REFERENCE	ladder_theta0_accumulation_results.md	ladder_theta0_accumulation_results.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	130	TEXT_REFERENCE	ladder_lemmaD_sealing_amplitude_results.md	ladder_lemmaD_sealing_amplitude_results.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
stageD_sweep_results_raw.md	130	TEXT_REFERENCE	ladder_theorems_AB_C_results.md	ladder_theorems_AB_C_results.md	RESOLVED_TRACKED	NO_INFORMATIONAL	-
verify_universe_bv2_a_reduction.py	3	TEXT_REFERENCE	cell_solver_round.py	cell_solver_round.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
verify_universe_bv4_q1_validate.py	6	PYTHON_IMPORT	bv4_shoot	verify_universe_bv4_shoot.py	CANDIDATE_ALIAS	YES	AST import closure
verify_universe_bv4_q2_powers.py	5	PYTHON_IMPORT	bv4_shoot	verify_universe_bv4_shoot.py	CANDIDATE_ALIAS	YES	AST import closure
verify_universe_bv4_q3_bisect.py	7	PYTHON_IMPORT	bv4_shoot	verify_universe_bv4_shoot.py	CANDIDATE_ALIAS	YES	AST import closure
verify_universe_bv4_q3_scan.py	5	PYTHON_IMPORT	bv4_shoot	verify_universe_bv4_shoot.py	CANDIDATE_ALIAS	YES	AST import closure
verify_universe_bv4_q4_q5.py	7	PYTHON_IMPORT	bv4_shoot	verify_universe_bv4_shoot.py	CANDIDATE_ALIAS	YES	AST import closure
verify_universe_bv4_shoot.py	17	TEXT_REFERENCE	cell_solver_universe_T3.py	cell_solver_universe_T3.py	RESOLVED_TRACKED	NO_INFORMATIONAL	-
