key	tensor	eigenvalue_error	spectral_block_projector_defect	candidate_2plane_projector_defect	production_structure	independent_structure	discrete_diagnostics_agree	pass
G85|G75_AM_S21_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	k_weyl	1.0169360394784594e-08	1.1979479552096647e-07	8.2119571760507343e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S21_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_riem	9.4458100580174786e-07	5.6096225717865714e-07	3.9609675833763178e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_ric	1.7729498466890668e-07	2.2389916995137199e-07	1.5868262090303039e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S21_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_weyl	2.9220585162637036e-07	1.7701370157512918e-07	1.2337789594344973e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_riem	2.8338798896410111e-07	3.2254452885378951e-07	2.3921420148704429e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_ric	1.8876021956604205e-07	6.0784102194031199e-07	4.30960415445562e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_weyl	1.4035676515478102e-07	2.7086393919201869e-07	2.036540140447135e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A04_LAPSE_LIFT_TIMELIVE|C0	k_riem	1.2127666794425895e-08	2.0388846907460487e-07	1.4342692931229751e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A04_LAPSE_LIFT_TIMELIVE|C0	k_ric	6.6397564330369918e-09	2.1392884566727813e-08	1.508722073326174e-08	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A04_LAPSE_LIFT_TIMELIVE|C0	k_weyl	3.7611559396480421e-09	3.1299299001432466e-05	2.2130259537351361e-05	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_riem	1.1784484145460628e-08	7.7706848060844163e-08	5.6153097637965921e-08	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_ric	1.0334347586016257e-08	1.5346223161906625e-07	1.0850922690458306e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_weyl	8.0215753128429212e-09	6.1804256573000019e-07	4.6182448430527242e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_riem	1.7363896088334885e-08	2.2668560795308817e-07	1.6192548949144133e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_ric	1.1581813622084727e-08	3.9503269060246899e-07	2.8126425038938425e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_weyl	6.4808524744691676e-09	7.5245120772748423e-07	5.5338564462696424e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	k_riem	3.0506413034592228e-08	8.4367385475902401e-08	6.0121540973634938e-08	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	k_ric	4.8707749611409668e-08	1.0328650217395813e-07	7.3132601195980533e-08	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	k_weyl	6.597954294029762e-09	1.6042414110767323e-07	1.1361612919251921e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_riem	3.284549327658981e-08	5.1629790055140219e-07	3.8043484610707002e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_ric	4.9612285696332137e-08	2.081760321637634e-07	1.4816100706410308e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_weyl	7.0117931183499849e-09	8.0942259959300285e-07	5.5742486827597218e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_riem	2.6434140425191099e-08	3.2744759661477185e-07	2.4347995348831306e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_ric	4.8109287692499336e-08	2.1514248486155511e-07	1.5155545759045153e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_weyl	6.9873141318038678e-09	4.4971951435884092e-07	3.2559260757692761e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S21_E50:A04_LAPSE_LIFT_TIMELIVE|C0	k_riem	1.6715112308163249e-08	2.0475144572326609e-08	9.1920631351731448e-09	REAL_REPEATED_DIAGONALIZABLE	DEFECTIVE	FALSE	FALSE
G85|G75_AM_S21_E50:A04_LAPSE_LIFT_TIMELIVE|C0	k_ric	3.0904770340067778e-08	5.0924147369645486e-08	3.5286834065108845e-08	REAL_REPEATED_DIAGONALIZABLE	DEFECTIVE	FALSE	FALSE
G85|G75_AM_S21_E50:A04_LAPSE_LIFT_TIMELIVE|C0	k_weyl	3.1325569031098732e-09	8.7820869774507886e-08	6.2098732567159973e-08	REAL_REPEATED_DIAGONALIZABLE	DEFECTIVE	FALSE	FALSE
G85|G75_AM_S21_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_riem	1.784344479116573e-08	6.276409309637996e-08	3.2139862710911574e-08	REAL_REPEATED_DIAGONALIZABLE	DEFECTIVE	FALSE	FALSE
G85|G75_AM_S21_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_ric	3.2728601662146417e-08	7.6769653182134759e-08	5.370714332160523e-08	REAL_REPEATED_DIAGONALIZABLE	DEFECTIVE	FALSE	FALSE
G85|G75_AM_S21_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_weyl	5.0628891148929434e-09	3.13544028836677e-07	5.3520327043889449e-08	REAL_REPEATED_DIAGONALIZABLE	DEFECTIVE	FALSE	FALSE
G85|G75_AM_S21_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_riem	1.5459570040787796e-08	1.0896010819127711e-07	6.1966125861235788e-08	REAL_REPEATED_DIAGONALIZABLE	DEFECTIVE	FALSE	FALSE
G85|G75_AM_S21_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_ric	2.9023534714456289e-08	1.1975244856164792e-07	8.0277973354222502e-08	REAL_REPEATED_DIAGONALIZABLE	DEFECTIVE	FALSE	FALSE
G85|G75_AM_S21_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_weyl	5.0598367891396823e-09	4.4722235196947861e-07	4.6222245968544618e-08	REAL_REPEATED_DIAGONALIZABLE	DEFECTIVE	FALSE	FALSE
G85|G75_AM_S22_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	k_riem	1.5818907839193486e-07	5.6679329111869147e-08	5.1518600767919201e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	k_ric	9.2802497242416848e-08	4.9800434128213144e-07	3.4661963097692976e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	k_weyl	3.5633264477974436e-08	4.9802179458668499e-07	2.7900532052236265e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_riem	2.2185033976551694e-07	2.6549530564499024e-07	1.9787090508225933e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_ric	6.330818391742099e-08	2.9743625303274893e-06	1.1605801795751172e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_weyl	7.3627239555174029e-08	2.9994499810141043e-07	1.9010271605823375e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_riem	1.2820942330016294e-07	9.3453499512516707e-08	2.3935395465948989e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_ric	8.1211872782205319e-08	1.0777862267796694e-07	5.7502157170630487e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_weyl	2.4352986266462651e-08	4.0417015976216357e-07	2.3242414262051463e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A04_LAPSE_LIFT_TIMELIVE|C0	k_riem	6.6495207423633573e-08	1.3117492624362656e-07	9.0218516683818102e-08	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S22_E05:A04_LAPSE_LIFT_TIMELIVE|C0	k_ric	4.1990135951630592e-08	1.6907288352208463e-07	1.2292323403665053e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A04_LAPSE_LIFT_TIMELIVE|C0	k_weyl	5.6401909045988852e-09	2.5395889133682999e-07	1.7419567901126216e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_riem	8.2088594421936278e-08	1.7161302990691396e-07	1.0994708880387605e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S22_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_ric	4.9140267383007696e-08	2.7715598236675167e-07	4.1608527001282478e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_weyl	2.0910861139866732e-08	2.2401895504679951e-07	1.5710102188169271e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_riem	6.2372571607571814e-08	7.1332502685524827e-07	5.0245039522456506e-07	FOUR_REAL_SIMPLE_LINES	FOUR_REAL_SIMPLE_LINES	TRUE	TRUE
G85|G75_AM_S22_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_ric	3.9057814177345662e-08	3.2347851756299935e-07	4.9119093618530263e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_weyl	6.4774589060567767e-09	8.8279038272103678e-07	2.4478976486266806e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	k_riem	5.8012890075120893e-08	1.6452063379712676e-07	1.1874923362152125e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	k_ric	3.1694675439730702e-08	2.6673486305993223e-08	5.5405517774894774e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	k_weyl	1.6951669234988032e-10	7.5641377530880414e-08	1.6138918531725651e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_riem	5.8022093268883523e-08	1.4550366082971979e-07	1.0575571008454623e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_ric	3.1698942096203275e-08	2.62320185047579e-08	5.4007896529375655e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_weyl	1.6921633538835579e-10	7.5800461408474831e-08	1.6142196691737135e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_riem	5.8006607683847022e-08	1.8382878015182806e-07	1.3204656918998019e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_ric	3.1693805302435152e-08	2.7137776866881331e-08	5.7075166586982884e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_weyl	1.7122046142015179e-10	7.5496540838908052e-08	1.6153431443253821e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A04_LAPSE_LIFT_TIMELIVE|C0	k_riem	5.8028259530829018e-08	5.1861102509028628e-08	3.1774794346118208e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A04_LAPSE_LIFT_TIMELIVE|C0	k_ric	3.1728265320607463e-08	2.6334590935675381e-08	4.5239416793183987e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A04_LAPSE_LIFT_TIMELIVE|C0	k_weyl	1.8691806435988667e-10	7.7805219549697411e-08	1.5989746613922927e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_riem	5.7925352098253668e-08	5.1878506324379948e-08	3.1785114491712095e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_ric	3.1696989574725443e-08	2.6280265728427165e-08	4.5108455800002413e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_weyl	1.8390681338908976e-10	7.7601064182616282e-08	1.6014101241679338e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_riem	5.7905844286221253e-08	5.1875633645205523e-08	3.1789994784445888e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_ric	3.1694068314269686e-08	2.6108082388785295e-08	4.5281595890663677e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_weyl	1.902362364858412e-10	7.7663065924931189e-08	1.5989172368019044e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	k_riem	1.2142844924012408e-07	5.0598225833180008e-07	4.0544968007587448e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	k_ric	5.5847509186635058e-08	1.0884363391444824e-07	6.3445752273886156e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	k_weyl	1.2663500862514221e-08	3.8350107688193626e-07	1.5395988769221036e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_riem	1.2268354798727898e-07	5.5441545614660001e-07	4.1648397439581606e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_ric	5.669555465381837e-08	9.035176222223267e-08	6.474532067412762e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_weyl	1.2627243722862502e-08	3.6155361131376078e-07	1.5425049497216074e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_riem	1.2007106914291299e-07	4.1581797693324279e-07	3.6044546835521576e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_ric	5.4908140867393485e-08	1.4506835691174077e-07	6.2715026527837585e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_weyl	1.2707306880355151e-08	4.0942677073918968e-07	1.5404633118196945e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A04_LAPSE_LIFT_TIMELIVE|C0	k_riem	1.1588744053270261e-07	2.2763037156358272e-07	1.548735567771943e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A04_LAPSE_LIFT_TIMELIVE|C0	k_ric	5.2875295530885325e-08	1.2217611906167949e-07	3.5898850128588278e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A04_LAPSE_LIFT_TIMELIVE|C0	k_weyl	9.2457367387166478e-09	7.3998684041866014e-07	1.3922218812227659e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_riem	1.2011130423594807e-07	3.2827256492378202e-07	2.2767897303121011e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_ric	5.4141763988768687e-08	1.1857013757988392e-07	3.8463787866888532e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_weyl	9.5551851847508473e-09	6.0851145662455532e-07	1.4466990051130987e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_riem	1.1692188101042333e-07	1.4052581979295606e-07	9.1421778721039428e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_ric	5.2920896290165054e-08	1.3621596950158702e-07	3.2013527164892357e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_weyl	8.9397760409670735e-09	1.0268659853275972e-06	1.3398241837852467e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	k_riem	5.7914742140896536e-08	2.2522587775931648e-07	1.6162973179991388e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	k_ric	3.1786926771304458e-08	2.606150164987529e-08	4.3436128722936794e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	k_weyl	2.7000117896677778e-10	7.6413730799809377e-08	1.674523703457985e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_riem	5.7953761872786558e-08	2.0401231970486811e-07	1.4709979180495155e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_ric	3.1794026980613843e-08	2.4212067478014855e-08	3.8714694387149514e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	k_weyl	2.7578074719702972e-10	7.6665328708474283e-08	1.6708075264956145e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_riem	5.7855418594821018e-08	2.488458870224007e-07	1.7796296809046823e-07	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_ric	3.1765615915446688e-08	2.7917277727713855e-08	4.901340394794404e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	k_weyl	2.6382754010970122e-10	7.617191844243818e-08	1.6725187483504163e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A04_LAPSE_LIFT_TIMELIVE|C0	k_riem	5.7998106539614014e-08	5.4869923739277862e-08	3.4093533946053376e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A04_LAPSE_LIFT_TIMELIVE|C0	k_ric	3.1887169543720617e-08	2.5396317528557952e-08	1.2905263488814247e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A04_LAPSE_LIFT_TIMELIVE|C0	k_weyl	4.7911737728265069e-10	8.2671594641898651e-08	1.6179397953263184e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_riem	5.7598708608219695e-08	5.3980114889478299e-08	3.3382968339165311e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_ric	3.1775496886488064e-08	2.5108168358875786e-08	1.3407629604446751e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	k_weyl	6.5357666501064671e-10	8.1721811140434779e-08	1.6222695711174713e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_riem	5.7546595100266273e-08	5.5722605459164959e-08	3.4811433663118168e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_ric	3.1786020912583091e-08	2.439050811820426e-08	1.2767227512254778e-09	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S22_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	k_weyl	7.2988972071169611e-10	8.2112883404585103e-08	1.6185401546363384e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
G85|G75_AM_S23_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	k_riem	1.034874380356765e-07	7.8377608685541758e-08	5.7693188558592288e-08	SPECTRALLY_UNRESOLVED	SPECTRALLY_UNRESOLVED	TRUE	TRUE
