path	blob	sha256	size_bytes	first_commit_date	discovery_reason	adjudication
udt_complete_lift_mu_closure_audit_2026-07-20/DERIVATION_RESULT.json	ce637a403111c35af0f696a4d164212085014e3f	1fe13a8ffb79b179d71190c580e075e7b97735982d8be6c0fac07e5616bbdca4	10061	2026-07-20	CONTENT_CONJUNCTION_SEED	UNADJUDICATED
udt_complete_lift_mu_closure_audit_2026-07-20/GLOBAL_SELECTOR_TYPE.tsv	154181e8b87684d4a677dad259775717c97c0ad8	975a4d249561ab680b41fafee53cd1bde7dc3e58dd8ab85716cfd9904b70b853	1889	2026-07-20	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_complete_connector_assembly_audit_2026-07-22/CANDIDATE_ROW_LEDGER.tsv	UNADJUDICATED
udt_complete_lift_mu_closure_audit_2026-07-20/LAY_DECISION_TREE.md	d941729ed947024efe235888be65151647064090	513d4f95a9c5c5bf24a1e3ecd286a073729c95f9ec37202597481366071e5aa4	1705	2026-07-20	CONTENT_CONJUNCTION_SEED	UNADJUDICATED
udt_complete_lift_mu_closure_audit_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	c42287a21792d5c9e16cf1fe0dc3667c1c555fd1	0c416607482fda716a5d3605648948462516e25cbc7d4ea5dd63cbfa989facd0	1192	2026-07-20	CONTENT_CONJUNCTION_SEED	UNADJUDICATED
udt_complete_lift_mu_closure_audit_2026-07-20/PREREGISTRATION.md	786d361707bc9878f8f47e3ccc8e55312f2db2b5	3bbe5edd3194c5eb7f80ee22e1887e2bbdfcbe905fc636b58ea67d9f1d660cc1	6963	2026-07-20	CONTENT_CONJUNCTION_SEED	UNADJUDICATED
udt_complete_lift_mu_closure_audit_2026-07-20/REPOSITORY_GATES.json	b8d914353cac17e75c514796fd391e8c2282a276	ee9be264ed126bfe64186afba35dd2247d3ccca239b316ebfc338d57f5c4ce9e	15278	2026-07-20	CONTENT_CONJUNCTION_SEED	UNADJUDICATED
udt_complete_lift_mu_closure_audit_2026-07-20/SOURCE_LINEAGE.tsv	23571ceee8e40e40d6bb432759a01fa60a4505eb	d71d4621e8ae0492ddc49a38608fbb98f2e8553886697e953f8394801f053ea5	3324	2026-07-20	CONTENT_CONJUNCTION_SEED	UNADJUDICATED
udt_complete_lift_mu_closure_audit_2026-07-20/STATUS_LEDGER.tsv	07b02bfa314a122e0fd9893feea9d37c7928b957	c829f280b2f62a004a5a5c25f55faa72300a663375320dc6f097798ef33777c4	2546	2026-07-20	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_involutive_exchange_branch_availability_audit_2026-07-24/FAMILY_EVIDENCE.tsv	UNADJUDICATED
udt_complete_lift_mu_closure_audit_2026-07-20/VERIFICATION_RESULT.json	1c63a2d6aafb3c925fe26841ebc646102cbfcd30	30e0c6b93dffdbb3b6f5469a438f5fad6cc380c711f36c7761ebd6127fb3c67b	5430	2026-07-20	CONTENT_CONJUNCTION_SEED	UNADJUDICATED
udt_complete_lift_mu_closure_audit_2026-07-20/WITNESS_CENSUS.tsv	5011947434aaca9af689f6004a03a216befd81bc	61d1a9df98dc32639fe6c8cde9863dbf5d023d39a89a0778f6dab05931a9134e	763	2026-07-20	TRANSITIVE_FROM:udt_complete_connector_assembly_audit_2026-07-22/CANDIDATE_ROW_LEDGER.tsv;TRANSITIVE_FROM:udt_complete_connector_assembly_audit_2026-07-22/IDENTITY_EQUIVALENCE_MAP.tsv;TRANSITIVE_FROM:udt_complete_connector_assembly_audit_2026-07-22/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_complete_connector_assembly_audit_2026-07-22/build_complete_connector_audit.py	UNADJUDICATED
udt_complete_lift_mu_closure_audit_2026-07-20/derive_complete_lift_mu.py	ab2fc667aa27d9fc37c360fdd2cf7726f7993114	3960ce20980dc887eb3adb39e8d0c441e33c5bedd734328722ebd59ccb917d58	13925	2026-07-20	CONTENT_CONJUNCTION_SEED	UNADJUDICATED
udt_complete_lift_mu_closure_audit_2026-07-20/verify_complete_lift_mu.py	26430b832a08cd427e62f3d56418ff56c0dfb71a	be44a62fec2a731ccdd7da57765be8336c9ec9dc9ed8876a7d2207fcefe05c76	20703	2026-07-20	CONTENT_CONJUNCTION_SEED	UNADJUDICATED
udt_complete_lift_mu_closure_audit_2026-07-20/verify_repository_gates.py	f4c213d8b53b0de4092693ad13c56f98ed052a24	5a14ab10ede0a48c2a7c452e4a63b49dce64523b70a183fd0c60defa689ad5ea	7666	2026-07-20	CONTENT_CONJUNCTION_SEED	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/ADVERSARIAL_REVIEW_REQUEST.md	37509dc2a4c9c3d1c636fdedf4c7c144e160f576	6ecdc2053c1d0a48f1d257cb1d66e4997f3086ea06c0aa20a053699732a9a02b	2395	2026-07-23	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	43bc88afd8cabc055422d958490eadc2a18cad42	923e6e4e7d9b6478f8b281f7d48f4fd46cd194c292a01540c46509ee6fc89776	11332	2026-07-23	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_angular_generator_branch_census_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/LOAD_BEARING_SOURCE_LEDGER.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/build_source_census.py;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_finite_cell_cartan_transport_atlas_2026-07-23/DERIVATION_RESULT.json;TRANSITIVE_FROM:udt_finite_cell_cartan_transport_atlas_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_finite_cell_cartan_transport_atlas_2026-07-23/SOURCE_UNIVERSE.tsv;TRANSITIVE_FROM:udt_finite_cell_cartan_transport_atlas_2026-07-23/derive_finite_cell_cartan_transport.py;TRANSITIVE_FROM:udt_finite_cell_reciprocal_survival_density_audit_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_finite_cell_reciprocal_survival_density_audit_2026-07-23/derive_finite_cell_survival.py;TRANSITIVE_FROM:udt_foundational_semantic_regression_correction_2026-07-26/ACTIVE_SEMANTIC_ADJUDICATION.tsv;TRANSITIVE_FROM:udt_foundational_semantic_regression_correction_2026-07-26/ACTIVE_SEMANTIC_CANDIDATES.tsv;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/ACTIVE_RESULT_CANDIDATES.tsv;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/ACTIVE_RESULT_IMPACT_LEDGER.tsv;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_frame_bivector_equivariance_audit_2026-07-23/DERIVATION_RESULT.json;TRANSITIVE_FROM:udt_frame_bivector_equivariance_audit_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_frame_bivector_equivariance_audit_2026-07-23/SOURCE_UNIVERSE.tsv;TRANSITIVE_FROM:udt_frame_bivector_equivariance_audit_2026-07-23/derive_frame_bivector_equivariance.py;TRANSITIVE_FROM:udt_global_reciprocal_persistence_selector_audit_2026-07-23/FRESH_ADVERSARIAL_REVIEW.md;TRANSITIVE_FROM:udt_global_reciprocal_persistence_selector_audit_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_global_reciprocal_persistence_selector_audit_2026-07-23/derive_global_persistence_selector.py;TRANSITIVE_FROM:udt_intrinsic_clock_transverse_solder_audit_2026-07-24/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_invariant_xmax_asymptotic_boundary_audit_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_involutive_exchange_branch_availability_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv;TRANSITIVE_FROM:udt_metric_orchestra_rehearsal_2026-07-25/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_metric_orchestra_rehearsal_2026-07-25/SOURCE_SCOPE.tsv;TRANSITIVE_FROM:udt_metric_pure_frame_rederivation_2026-07-23/DERIVATION_RESULT.json;TRANSITIVE_FROM:udt_metric_pure_frame_rederivation_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_metric_pure_frame_rederivation_2026-07-23/SOURCE_UNIVERSE.tsv;TRANSITIVE_FROM:udt_metric_pure_frame_rederivation_2026-07-23/derive_metric_pure_frames.py;TRANSITIVE_FROM:udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/SOURCE_SCOPE.tsv;TRANSITIVE_FROM:udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_reciprocal_angular_intertwiner_audit_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_reciprocal_angular_intertwiner_audit_2026-07-23/derive_reciprocal_angular_intertwiner.py;TRANSITIVE_FROM:udt_reciprocal_pair_global_module_audit_2026-07-24/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:udt_reciprocal_pair_global_module_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_reciprocal_seam_descent_audit_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_reciprocal_seam_descent_audit_2026-07-23/derive_reciprocal_seam_descent.py;TRANSITIVE_FROM:udt_two_observer_separation_selector_audit_2026-07-24/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:udt_two_observer_separation_selector_audit_2026-07-24/SOURCE_MANIFEST.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/BUNDLE_DEPENDENCY_MATRIX.tsv	dc17356e13bf77b2c8dca070ef1a4927f32a6ed8	218bd29f0ff2ba02799bdbdb3900fd299ea58b54d02e8c2a88e2b4a5104e38bc	2161	2026-07-23	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_global_functional_dof_constraint_rank_audit_2026-07-26/INDEPENDENT_VERIFICATION_RESULT.json;TRANSITIVE_FROM:udt_global_functional_dof_constraint_rank_audit_2026-07-26/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_global_functional_dof_constraint_rank_audit_2026-07-26/SOURCE_SCOPE.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv;TRANSITIVE_FROM:udt_reciprocal_angular_intertwiner_audit_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_reciprocal_angular_intertwiner_audit_2026-07-23/derive_reciprocal_angular_intertwiner.py;TRANSITIVE_FROM:udt_reciprocal_pair_global_module_audit_2026-07-24/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:udt_reciprocal_pair_global_module_audit_2026-07-24/SOURCE_MANIFEST.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/CATCH_PROOFS.tsv	cb9736052becb260b6c5d3d9da05820a526c1250	a8eb446eb546e2a0206060a5c3d110b8c0ce598437e045465d3771307bcfe1b5	1252	2026-07-23	TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/COMMANDS.md	2da69060bcc4a50e5432707859fa0df459db60d5	f08d9be03bbb2fc69724787ffff76a0e1a75cf2355ac3f709e65839a18ecd41d	739	2026-07-23	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/DERIVATION_STDERR.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-07-23	TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/DERIVATION_STDOUT.txt	d9cc2d3adfcdc7c5acbaf7982c034e464401935a	375d8118151003802ffd85e1db902959b246b498940314f6b05b7ca67ea32189	4728	2026-07-23	TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/DOMAIN_TRANSITION_LEDGER.tsv	da3024625800fc18021d51a6cee59b96997a5f7f	0f92b9f61b7cfe9991e668d965d792c5e261760634d1a93fe3c93c9591521fb8	2092	2026-07-23	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_finite_cell_cartan_transport_atlas_2026-07-23/DERIVATION_RESULT.json;TRANSITIVE_FROM:udt_finite_cell_cartan_transport_atlas_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_finite_cell_cartan_transport_atlas_2026-07-23/SOURCE_UNIVERSE.tsv;TRANSITIVE_FROM:udt_finite_cell_cartan_transport_atlas_2026-07-23/derive_finite_cell_cartan_transport.py;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_frame_bivector_equivariance_audit_2026-07-23/DERIVATION_RESULT.json;TRANSITIVE_FROM:udt_frame_bivector_equivariance_audit_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_frame_bivector_equivariance_audit_2026-07-23/SOURCE_UNIVERSE.tsv;TRANSITIVE_FROM:udt_frame_bivector_equivariance_audit_2026-07-23/derive_frame_bivector_equivariance.py;TRANSITIVE_FROM:udt_intrinsic_clock_transverse_solder_audit_2026-07-24/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/FRESH_ADVERSARIAL_REVIEW.md	0d16628f3275277975314b3a51d08c7189d943f8	ae4d70b09c436271479eb3f9bc9e5b189d52911abae7323dacade3c08a7816d9	4558	2026-07-23	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/FRESH_ADVERSARIAL_TRANSCRIPT.txt	a1b30a219c1b00cc7d95a8e2645c1d43339687f1	a495049ed014bb7ade07709dbbaa27ee1b8844eb4e26a12829275e6a9b5f79f7	480195	2026-07-23	TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv;TRANSITIVE_FROM:udt_xmax_observer_separation_audit_2026-07-24/CANDIDATE_UNIVERSE.tsv;TRANSITIVE_FROM:udt_xmax_observer_separation_audit_2026-07-24/PATH_DISPOSITION.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/FULL_TEST_RESULT.json	9e0a8fd571da6f70f4f91b7f6571c54407c76e74	27231fab3484d8439230ab67c8648b8a4588cc1f2394f23b2c510ff99c4ea18e	205	2026-07-23	TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/FULL_TEST_STDERR.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-07-23	TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/FULL_TEST_STDOUT.txt	d9ae037848f3ee7a9e49632384d812e0c8311523	abfd1c627899884d2db5332e8a38ae076e706cdfbfca587cfb5c9845843383b3	1390	2026-07-23	TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/INDEPENDENT_STDERR.txt	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-07-23	TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/INDEPENDENT_STDOUT.txt	99c278063b2aa93409cceed3e2f89047c527ebb0	f096da53406c5f3c1e0ad9f204ada8c8e938780dad8881bb8fa886f2209ac3df	2974	2026-07-23	TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/INDEPENDENT_VERIFICATION.json	99c278063b2aa93409cceed3e2f89047c527ebb0	f096da53406c5f3c1e0ad9f204ada8c8e938780dad8881bb8fa886f2209ac3df	2974	2026-07-23	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/INTRINSIC_OBJECT_CENSUS.tsv	f97c03c303c42c951b44d9d8b61e35c6947e933c	83c56a85f481f24928109e855afe87fa85a0d41db440e0a5c96f086ec45acb50	8217	2026-07-23	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_frame_bivector_equivariance_audit_2026-07-23/DERIVATION_RESULT.json;TRANSITIVE_FROM:udt_frame_bivector_equivariance_audit_2026-07-23/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_frame_bivector_equivariance_audit_2026-07-23/SOURCE_UNIVERSE.tsv;TRANSITIVE_FROM:udt_frame_bivector_equivariance_audit_2026-07-23/derive_frame_bivector_equivariance.py;TRANSITIVE_FROM:udt_intrinsic_clock_transverse_solder_audit_2026-07-24/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv;TRANSITIVE_FROM:udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/SOURCE_LINEAGE.tsv;TRANSITIVE_FROM:udt_two_observer_separation_selector_audit_2026-07-24/SOURCE_ADJUDICATION.tsv;TRANSITIVE_FROM:udt_two_observer_separation_selector_audit_2026-07-24/SOURCE_MANIFEST.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/LAY_REPORT.md	d2d44c86f7da67f873443aa87ba149f47610a77e	f04857d624f992e82e48a2da16cd1f1b432101418cf0c2635d24c360bc6754c8	2547	2026-07-23	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_foundational_semantic_regression_correction_2026-07-26/ACTIVE_SEMANTIC_ADJUDICATION.tsv;TRANSITIVE_FROM:udt_foundational_semantic_regression_correction_2026-07-26/ACTIVE_SEMANTIC_CANDIDATES.tsv;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/ACTIVE_RESULT_CANDIDATES.tsv;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/ACTIVE_RESULT_IMPACT_LEDGER.tsv;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/POST_CORRECTION_ADVERSARIAL_REVIEW.md	bf401c473b96537d971e565af8d422a9d3a1cd07	9c9b8a7912a3a81e784fd1eb9e1f0f973a8854e00340bf012de95c9ae28f7040	2786	2026-07-23	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/POST_CORRECTION_ADVERSARIAL_REVIEW_REQUEST.md	86feb1f45cbdde8f067108b2c784e60b3bd8bf14	88637977d2fe5b1313668e27e27825d9b69a3ad399a93ca6eaf76c3333690183	2552	2026-07-23	CONTENT_CONJUNCTION_SEED;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv	UNADJUDICATED
udt_complete_metric_intrinsic_object_audit_2026-07-23/POST_CORRECTION_ADVERSARIAL_TRANSCRIPT.txt	e22921337a7e15e1b8f4753edc3c7479e5f17725	645ecbfb9c19ba6d6fddb1ba866d93c187325a8ad3535ef9d47091545b198c91	489787	2026-07-23	TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_CENSUS.tsv;TRANSITIVE_FROM:udt_common_scale_neutrality_provenance_audit_2026-07-24/SOURCE_MANIFEST.tsv;TRANSITIVE_FROM:udt_complete_metric_intrinsic_object_audit_2026-07-23/REPOSITORY_GATES.json;TRANSITIVE_FROM:udt_founded_phi_complete_coframe_extension_audit_2026-07-25/FORENSIC_PHI_CENSUS.tsv;TRANSITIVE_FROM:udt_joint_selector_provenance_audit_2026-07-28/DISCOVERY_FILE_HITS.tsv;TRANSITIVE_FROM:udt_xmax_observer_separation_audit_2026-07-24/CANDIDATE_UNIVERSE.tsv;TRANSITIVE_FROM:udt_xmax_observer_separation_audit_2026-07-24/PATH_DISPOSITION.tsv	UNADJUDICATED
