target	source	line	column	categories	kinds	statuses	source_frozen	source_r0_classification	reference_role	rewrite_required	new_target	line_excerpt
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	401	89	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	HANDOFF_ARCHIVE.md\t409\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	1099	58	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	NEGATIVES_REGISTRY.md\t2099\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	1099	93	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	NEGATIVES_REGISTRY.md\t2099\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	1188	44	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	STATE.md\t460\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	1188	79	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	STATE.md\t460\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2521	89	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	archive/pre_native_coupled/coupled_timelive_VERIFIER.md\t6\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2521	124	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	archive/pre_native_coupled/coupled_timelive_VERIFIER.md\t6\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2522	28	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	archive/pre_native_coupled/coupled_timelive_solve_CONTRACT.md\t10\tTEXT_REFERENCE\tTEXT_REFERENCE\ttimelive_nonround_native_solve_results.md\ttimelive_nonround_native_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2523	28	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	archive/pre_native_coupled/coupled_timelive_solve_CONTRACT.md\t156\tTEXT_REFERENCE\tTEXT_REFERENCE\tNEGATIVES_REGISTRY.md\tNEGATIVES_REGISTRY.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2524	28	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	archive/pre_native_coupled/coupled_timelive_solve_CONTRACT.md\t157\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2525	94	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	archive/pre_native_coupled/coupled_timelive_solve_results.md\t9\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	2525	129	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	archive/pre_native_coupled/coupled_timelive_solve_results.md\t9\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	3991	1	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	coupled_timelive_solve_CONTRACT.md\t1\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	3991	68	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	coupled_timelive_solve_CONTRACT.md\t1\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	3991	103	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	coupled_timelive_solve_CONTRACT.md\t1\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	3992	1	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	coupled_timelive_solve_CONTRACT.md\t3\tTEXT_REFERENCE\tTEXT_REFERENCE\tpre_native_era_census.md\tpre_native_era_census.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	5121	84	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	legacy/root_oneoffs_2026-07-01/coupled_tl_gates.py\t7\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	5121	119	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	legacy/root_oneoffs_2026-07-01/coupled_tl_gates.py\t7\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	5127	88	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	legacy/root_oneoffs_2026-07-01/coupled_tl_s2_derive.py\t5\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	5127	123	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	legacy/root_oneoffs_2026-07-01/coupled_tl_s2_derive.py\t5\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	5130	87	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	legacy/root_oneoffs_2026-07-01/coupled_tl_stage1a.py\t11\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/DEPENDENCY_MAP.tsv	5130	122	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	legacy/root_oneoffs_2026-07-01/coupled_tl_stage1a.py\t11\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_CONTRACT.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	123	738	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	NEGATIVES_REGISTRY.md\t100644\tdfd155d1d9e5a6d23365508a83d67a3df7a99d98\tfbcdd7b65a9751e4dde1201bc82991d2432d2d304cec0d29a6c62c1ff01aed23\t163967\t255a2abe5c5fa3703de6c83a363f75bd72ee3ca5\t2026-07-10\tAdd alpha-coeff correction banners to 5 pre-grok docs (sign-critical landmine)\t25\tCLAUDE.md;H4_N5_whole_cell_criticality_MAP.md;H4_N5a_whole_cell_criticality_rederivation_results.md;H4_N5b_flux_budget_closure_results.md;HANDOFF.md;HANDOFF_ARCHIVE.md;INDEX.md;STATE.md;archive/B1_nativeness_verifier_results
coupled_timelive_solve_CONTRACT.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	354	1	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	coupled_timelive_solve_CONTRACT.md\t100644\tfbf3f4e8a896db0da840750b58746d45f98e145a\t3859303844c9b08ecca3a1e4cb2aecf769d5f3142b706b4c5d1916e1db67343f\t299\ta77d633023824250f8d97e865f774b5b49a2d7b5\t2026-07-06\tPre-native-era provenance census + organization (date-based, 2 adversarial passes).\t9\tHANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;STATE.md;archive/pre_native_coupled/coupled_timelive_VERIFIER.md;archive/pre_native_coupled/coupled_timelive_solve_results.md;coupled_timelive_solve_CONTRACT.md;legacy/r
coupled_timelive_solve_CONTRACT.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	354	458	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	coupled_timelive_solve_CONTRACT.md\t100644\tfbf3f4e8a896db0da840750b58746d45f98e145a\t3859303844c9b08ecca3a1e4cb2aecf769d5f3142b706b4c5d1916e1db67343f\t299\ta77d633023824250f8d97e865f774b5b49a2d7b5\t2026-07-06\tPre-native-era provenance census + organization (date-based, 2 adversarial passes).\t9\tHANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;STATE.md;archive/pre_native_coupled/coupled_timelive_VERIFIER.md;archive/pre_native_coupled/coupled_timelive_solve_results.md;coupled_timelive_solve_CONTRACT.md;legacy/r
coupled_timelive_solve_CONTRACT.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	355	476	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	coupled_timelive_solve_results.md\t100644\t199e3ab42ab32082e28b9a44b6b7cd4fbcfdd68a\t34cf544afba51a799d833436b97c9a73eb215bbfc3bea7a8ae7e7a5380c3babf\t298\ta77d633023824250f8d97e865f774b5b49a2d7b5\t2026-07-06\tPre-native-era provenance census + organization (date-based, 2 adversarial passes).\t9\tHANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;STEP2_timelive_matter_MAP.md;STEP2_timelive_matter_results.md;archive/pre_native_coupled/coupled_timelive_VERIFIER.md;archive/pre_native_coupled/coupled_timelive_solve_CO
coupled_timelive_solve_CONTRACT.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	756	1010	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	pre_native_era_census.md\t100644\td93cbf2c7802b0ab717eaffbc88070ef0f810569\tde9eaa2b4804c61465f837c771fd639357da8074891505d33d973033803ab2ec\t10132\tb108d492c324750b4e3fd7084ea543b4cd54a786\t2026-07-06\tLive macro-spine provenance pass (3 classifiers + adversarial): no quarantine, N5d unaffected.\t56\tCLAUDE.md;D1_FIX_DESIGN.md;EXTERNAL_AUDIT_2026-06-30.md;HANDOFF_ARCHIVE.md;INDEX.md;NEGATIVES_REGISTRY.md;PROVENANCE_AUDIT_2026-06-30.md;SOLVER_AUDIT_2026-06-29.md;UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2
coupled_timelive_solve_CONTRACT.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	1036	429	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_CONTRACT.md	timelive_nonround_native_solve_results.md\t100644\t51a75228390093281e021193bb671a4ccd72969c\t004f987642c86b4cfd0e4dcf9dd2866a6b36575324af44138d1682e7d3a3cdd9\t306\ta77d633023824250f8d97e865f774b5b49a2d7b5\t2026-07-06\tPre-native-era provenance census + organization (date-based, 2 adversarial passes).\t10\tNEGATIVES_REGISTRY.md;STATE.md;STEP2_timelive_matter_MAP.md;archive/depth_selector_breather_results.md;archive/pre_native_coupled/coupled_timelive_solve_CONTRACT.md;archive/pre_native_coupled/timelive_n
coupled_timelive_solve_results.md	HANDOFF_ARCHIVE.md	409	45	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	ACTIVE	NON_FROZEN_LIVE_POINTER	YES	archive/pre_2026-07-01/coupled_timelive_solve_results.md	Docs: coupled_timelive_solve_CONTRACT.md, coupled_timelive_solve_results.md, coupled_timelive_VERIFIER.md.
coupled_timelive_solve_results.md	NEGATIVES_REGISTRY.md	2098	54	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	CONTROL	NON_FROZEN_LIVE_POINTER	YES	archive/pre_2026-07-01/coupled_timelive_solve_results.md	#44 confirmed even with the back-reaction). Docs: coupled_timelive_solve_results.md (+CONTRACT
coupled_timelive_solve_results.md	STEP2_timelive_matter_MAP.md	28	2	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	MOVE_CANDIDATE	NON_FROZEN_LIVE_POINTER	YES	archive/pre_2026-07-01/coupled_timelive_solve_results.md	`coupled_timelive_solve_results.md` + `timelive_nonround_native_solve_results.md` (#65, the OLD-operator precedent).
coupled_timelive_solve_results.md	STEP2_timelive_matter_results.md	25	2	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	ARCHIVE_CANDIDATE	SAME_BATCH_COLOCATED_REFERENCE	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	`coupled_timelive_solve_results.md` (#65, the OLD-operator time-live precedent — its box-control machinery reused),
coupled_timelive_solve_results.md	archive/pre_native_coupled/coupled_timelive_VERIFIER.md	5	14	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	NON_ROOT	NON_FROZEN_LIVE_POINTER	YES	archive/pre_2026-07-01/coupled_timelive_solve_results.md	**Target:** `coupled_timelive_solve_results.md` (SCOPED NEGATIVE verdict) under the
coupled_timelive_solve_results.md	archive/pre_native_coupled/coupled_timelive_solve_CONTRACT.md	157	16	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	NON_ROOT	NON_FROZEN_LIVE_POINTER	YES	archive/pre_2026-07-01/coupled_timelive_solve_results.md	- Result doc: `coupled_timelive_solve_results.md` (append-only).
coupled_timelive_solve_results.md	branch_operator_contamination_ledger.md	73	9	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	ARCHIVE_CANDIDATE	NON_FROZEN_LIVE_POINTER	YES	archive/pre_2026-07-01/coupled_timelive_solve_results.md	| 10 | `coupled_timelive_solve_results.md` | EH-era (a=−1, G=8πT) | catalog negative | YES — #65 (no blocking authority) + 07-04 | in-file SUPERSEDED stamp |
coupled_timelive_solve_results.md	coupled_timelive_solve_results.md	1	52	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	ARCHIVE_CANDIDATE	SELF_PROVENANCE_REFERENCE	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	> **MOVED 2026-07-06 → `archive/pre_native_coupled/coupled_timelive_solve_results.md` (pre-native-era census).**
coupled_timelive_solve_results.md	regrade_S2_defect_2026-07-04.md	113	29	TEXT_REFERENCE	TEXT_REFERENCE	RESOLVED_TRACKED	NO	MOVE_CANDIDATE	NON_FROZEN_LIVE_POINTER	YES	archive/pre_2026-07-01/coupled_timelive_solve_results.md	time-live coupled solve (`coupled_timelive_solve_results.md`) rode the CONDITIONS-CHANGED box-control frame
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	402	54	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	HANDOFF_ARCHIVE.md\t409\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	402	88	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	HANDOFF_ARCHIVE.md\t409\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1097	58	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	NEGATIVES_REGISTRY.md\t2098\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1097	92	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	NEGATIVES_REGISTRY.md\t2098\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1234	63	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	STEP2_timelive_matter_MAP.md\t28\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1234	97	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	STEP2_timelive_matter_MAP.md\t28\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1238	67	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	STEP2_timelive_matter_results.md\t25\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1238	101	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	STEP2_timelive_matter_results.md\t25\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2520	89	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	archive/pre_native_coupled/coupled_timelive_VERIFIER.md\t5\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2520	123	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	archive/pre_native_coupled/coupled_timelive_VERIFIER.md\t5\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2524	97	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	archive/pre_native_coupled/coupled_timelive_solve_CONTRACT.md\t157\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2524	131	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	archive/pre_native_coupled/coupled_timelive_solve_CONTRACT.md\t157\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2525	28	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	archive/pre_native_coupled/coupled_timelive_solve_results.md\t9\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_CONTRACT.md\tcoupled_timelive_solve_CONTRACT.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2721	74	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	branch_operator_contamination_ledger.md\t73\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
coupled_timelive_solve_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2721	108	TEXT_SCAN	EXACT_TEXT	RESOLVED_EXACT	NO	NON_ROOT	R0_HISTORICAL_SNAPSHOT	NO	archive/pre_2026-07-01/coupled_timelive_solve_results.md	branch_operator_contamination_ledger.md\t73\tTEXT_REFERENCE\tTEXT_REFERENCE\tcoupled_timelive_solve_results.md\tcoupled_timelive_solve_results.md\tRESOLVED_TRACKED\t-
