branch_id	stable_identity	family_id	family	existence_gate	nonisometry_gate	typing_gate	composition_gate	gauge_descent_gate	branch_ownership_gate	terminal_compatibility_gate	disposition	reason	evidence
R19	W03_ULTRASTATIC_S3	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R19	W03_ULTRASTATIC_S3	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R20	W04_MULTIPLE_KILLING_CONTROL	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	CONDITIONAL_AFTER_COMPLETE_QUERY	PASS_ON_SUPPLIED_NONISOMETRIC_JACOBIAN	FAIL_PHYSICAL_QUERY_OR_PAIR_SURFACE_UNOWNED	OPEN_MIDDLE_PAIR_FUNCTOR	PASS_ON_SUPPLIED_REGULAR_PAIR	FAIL_QUERY_NOT_BRANCH_OWNED	PASS_ON_SUPPLIED_NORMALIZED_PAIR	BLOCKED_MISSING_PHYSICAL_QUERY	A supplied lawful pair Jacobian can generate the magnitude, but no current branch selects the physical query, surface, or middle carry.	udt_calibrated_pair_map_owner_atlas_2026-08-09/AUDIT_REPORT.md
R20	W04_MULTIPLE_KILLING_CONTROL	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	PASS_MULTIPLE_KILLING_LINES	POSSIBLE_PER_CHOICE	FAIL_NO_UNIQUE_CLOCK_LINE	PASS_PER_CHOICE	PASS_PER_CHOICE	FAIL_BRANCH_SELECTS_NONE	CHOICE_DEPENDENT	BLOCKED_NONUNIQUE_INTRINSIC_CLOCK	Enhanced symmetry supplies several clock candidates and no metric-owned selection.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md::R20
R20	W04_MULTIPLE_KILLING_CONTROL	F03_PATH_GLOBAL_COMPLETION	path_global_completion	CONDITIONAL_AFTER_QUERY_OR_CHOICE	FAIL_OWNED_TRANSPORT_IS_ISOMETRIC_OR_UNSUPPLIED	FAIL_QUERY_PATH_OR_STATE_UNOWNED	CONDITIONAL	CONDITIONAL	FAIL	OPEN	BLOCKED_MISSING_PHYSICAL_QUERY	Any path/global magnitude needs an unowned path, line, lift, or calibration state; metric-compatible transport itself is isometric.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/TRANSITION_OWNERSHIP_ATLAS.tsv::R20;udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv
R20	W04_MULTIPLE_KILLING_CONTROL	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R20	W04_MULTIPLE_KILLING_CONTROL	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R21	W05_CAUSAL_SLICE_BOUNDARY	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is NO_COMPLETE_REGULAR_BRANCH; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is NO_COMPLETE_REGULAR_BRANCH; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	F03_PATH_GLOBAL_COMPLETION	path_global_completion	FAIL_NO_COMPLETE_TYPED_BRANCH	UNTESTABLE	FAIL	UNTESTABLE	UNTESTABLE	FAIL_CURRENT_EVIDENCE_INSUFFICIENT	OPEN	INSUFFICIENT_TYPED_EVIDENCE	Parent branch status is NO_COMPLETE_REGULAR_BRANCH; a schema or incomplete branch cannot own the audited magnitude.	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv::R21
R21	W05_CAUSAL_SLICE_BOUNDARY	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R21	W05_CAUSAL_SLICE_BOUNDARY	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	CONDITIONAL_AFTER_COMPLETE_QUERY	PASS_ON_SUPPLIED_NONISOMETRIC_JACOBIAN	FAIL_PHYSICAL_QUERY_OR_PAIR_SURFACE_UNOWNED	OPEN_MIDDLE_PAIR_FUNCTOR	PASS_ON_SUPPLIED_REGULAR_PAIR	FAIL_QUERY_NOT_BRANCH_OWNED	PASS_ON_SUPPLIED_NORMALIZED_PAIR	BLOCKED_MISSING_PHYSICAL_QUERY	A supplied lawful pair Jacobian can generate the magnitude, but no current branch selects the physical query, surface, or middle carry.	udt_calibrated_pair_map_owner_atlas_2026-08-09/AUDIT_REPORT.md
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	CONDITIONAL_SUPPLIED_CLOCK_PRESENTATION	POSSIBLE	FAIL_PRESENTATION_NOT_METRIC_SELECTED	PASS_AFTER_CHOICE	CONDITIONAL	FAIL_UNOWNED_PRESENTATION	CLOCK_ONLY	BLOCKED_MISSING_PHYSICAL_QUERY	W06 has a supplied nonconstant clock presentation, not a metric-selected calibration owner.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md::R22
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	F03_PATH_GLOBAL_COMPLETION	path_global_completion	CONDITIONAL_AFTER_QUERY_OR_CHOICE	FAIL_OWNED_TRANSPORT_IS_ISOMETRIC_OR_UNSUPPLIED	FAIL_QUERY_PATH_OR_STATE_UNOWNED	CONDITIONAL	CONDITIONAL	FAIL	OPEN	BLOCKED_MISSING_PHYSICAL_QUERY	Any path/global magnitude needs an unowned path, line, lift, or calibration state; metric-compatible transport itself is isometric.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/TRANSITION_OWNERSHIP_ATLAS.tsv::R22;udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R22	W06_TWIST_FREE_NONCONSTANT_CLOCK	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	CONDITIONAL_AFTER_COMPLETE_QUERY	PASS_ON_SUPPLIED_NONISOMETRIC_JACOBIAN	FAIL_PHYSICAL_QUERY_OR_PAIR_SURFACE_UNOWNED	OPEN_MIDDLE_PAIR_FUNCTOR	PASS_ON_SUPPLIED_REGULAR_PAIR	FAIL_QUERY_NOT_BRANCH_OWNED	PASS_ON_SUPPLIED_NORMALIZED_PAIR	BLOCKED_MISSING_PHYSICAL_QUERY	A supplied lawful pair Jacobian can generate the magnitude, but no current branch selects the physical query, surface, or middle carry.	udt_calibrated_pair_map_owner_atlas_2026-08-09/AUDIT_REPORT.md
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_OWNED_NONZERO_UNIQUE_CLOCK_SCALE	FAIL_OR_OPEN	OPEN_OR_PROJECTOR_ONLY	OPEN	OPEN	FAIL	OPEN	NO_OWNED_NONZERO_CLOCK_SCALE	The branch owns no unique nonzero stationary clock calibration magnitude.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md::R23
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	F03_PATH_GLOBAL_COMPLETION	path_global_completion	PASS_OWNED_PATH_OR_SET_TRANSPORT	FAIL_ISOMETRIC_OR_PROJECTOR_ONLY	PASS_GEOMETRIC_TRANSPORT_ONLY	PASS_PATH_OR_SET_EQUIVARIANT	PASS_WITH_PATH_LABELS_RETAINED	PASS_TRANSPORT_NOT_MAGNITUDE	ZERO_OR_NOT_TYPED	TRANSPORT_OR_READOUT_ONLY	Owned path/holonomy or projector transport composes but generates no reciprocal density magnitude.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/TRANSITION_OWNERSHIP_ATLAS.tsv::R23;udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R23	GENERAL_SCREEN_S3_REGULAR_FAMILY	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	F01_PAIR_SURFACE_JACOBIAN	pair_surface_jacobian	CONDITIONAL_AFTER_COMPLETE_QUERY	PASS_ON_SUPPLIED_NONISOMETRIC_JACOBIAN	FAIL_PHYSICAL_QUERY_OR_PAIR_SURFACE_UNOWNED	OPEN_MIDDLE_PAIR_FUNCTOR	PASS_ON_SUPPLIED_REGULAR_PAIR	FAIL_QUERY_NOT_BRANCH_OWNED	PASS_ON_SUPPLIED_NORMALIZED_PAIR	BLOCKED_MISSING_PHYSICAL_QUERY	A supplied lawful pair Jacobian can generate the magnitude, but no current branch selects the physical query, surface, or middle carry.	udt_calibrated_pair_map_owner_atlas_2026-08-09/AUDIT_REPORT.md
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	F02_ENDPOINT_STATIONARY_CLOCK	endpoint_stationary_clock	FAIL_NO_OWNED_NONZERO_UNIQUE_CLOCK_SCALE	FAIL_OR_OPEN	OPEN_OR_PROJECTOR_ONLY	OPEN	OPEN	FAIL	OPEN	NO_OWNED_NONZERO_CLOCK_SCALE	The branch owns no unique nonzero stationary clock calibration magnitude.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/EXACT_DERIVATION.md::R24
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	F03_PATH_GLOBAL_COMPLETION	path_global_completion	PASS_OWNED_PATH_OR_SET_TRANSPORT	FAIL_ISOMETRIC_OR_PROJECTOR_ONLY	PASS_GEOMETRIC_TRANSPORT_ONLY	PASS_PATH_OR_SET_EQUIVARIANT	PASS_WITH_PATH_LABELS_RETAINED	PASS_TRANSPORT_NOT_MAGNITUDE	ZERO_OR_NOT_TYPED	TRANSPORT_OR_READOUT_ONLY	Owned path/holonomy or projector transport composes but generates no reciprocal density magnitude.	udt_branch_nonisometric_calibration_transition_audit_2026-08-10/TRANSITION_OWNERSHIP_ATLAS.tsv::R24;udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	F04_NATIVE_DYNAMICAL_BOOTSTRAP	native_dynamical_bootstrap	FAIL_NO_FROZEN_NATIVE_LAW	OPEN	OPEN_VARIATION_AND_STATE_OWNER	OPEN	OPEN	FAIL_NOT_IN_CURRENT_KINEMATIC_FOUNDATION	OPEN	BLOCKED_MISSING_DYNAMIC_LAW	No frozen native dynamics or bootstrap return supplies a calibration-line magnitude; none is invented.	CURRENT_SCIENTIFIC_PREMISES.tsv::G44
R24	TORIC_DUAL_SYSTOLE_SET_VALUED_FAMILY	F05_NO_CURRENT_KINEMATIC_OWNER	no_current_kinematic_owner	SUPPORTED_BY_COMPLETE_F01_F04_CENSUS	NO_COMPLETE_NONZERO_OWNER	NO_COMPLETE_PHYSICAL_PAIR_OWNER	UNOWNED_OR_ZERO	SUPPLIED_READOUT_DESCENT_ONLY	NO_COMPLETE_OWNER_IN_CURRENT_RECORD	OPEN	SUPPORTED_NO_COMPLETE_PHYSICAL_OWNER	No family in the current frozen kinematic record owns a complete physical non-isometric magnitude on this identity.	udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/AUDIT_REPORT.md
