family	all_matching_sources	primary_claim_sources	adjudication_status	effective_owner	routing_basis
udt_premise_reset_audit_2026-07-19	2	0	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G01-G08;udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv;udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_reciprocal_angular_intertwiner_audit_2026-07-23	3	1	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G09-G13-G15;null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv;angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_reciprocal_c_metric_meaning_audit_2026-07-22	6	2	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G01-G08;udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv;udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_reciprocal_pair_global_module_audit_2026-07-24	6	1	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G01-G08;udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv;udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_reciprocal_plane_projector_audit_2026-07-21	11	2	HISTORICAL_FAMILY_WITH_NAMED_LATER_OWNER	udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	Preserve the historical package; use the named later owner for current effective status and screen-scope regrade.
udt_reciprocal_seam_descent_audit_2026-07-23	2	1	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv;udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv;udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_reciprocal_subbundle_ownership_audit_2026-07-22	4	1	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G01-G08;udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv;udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_reciprocal_transport_holonomy_atlas_2026-07-26	3	1	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv;udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv;udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_reciprocal_transport_naturality_selector_audit_2026-07-23	4	2	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	udt_joint_selector_provenance_audit_2026-07-28/STATUS_LEDGER.tsv;udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv;udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_reciprocity_regime_angular_center_audit_2026-07-22	6	0	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G01-G08;udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv;udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_reduced_holonomy_condition_audit_2026-07-27	5	2	HISTORICAL_FAMILY_WITH_NAMED_LATER_OWNER	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	Preserve the historical package; use the named later owner for current effective status and screen-scope regrade.
udt_relational_metric_fixed_point_typing_audit_2026-07-26	13	3	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G12-G16;udt_global_local_relational_closure_audit_2026-07-25/STATUS_LEDGER.tsv;udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_relative_angular_area_shape_selector_audit_2026-07-23	5	1	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	udt_general_screen_complete_cell_atlas_2026-07-28/STATUS_LEDGER.tsv;udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_scientific_consolidation_checkpoint_2026-07-23	3	0	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G12-G16;udt_global_local_relational_closure_audit_2026-07-25/STATUS_LEDGER.tsv;udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_structural_ensemble_metric_atlas_2026-07-21	4	1	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	udt_general_screen_complete_cell_atlas_2026-07-28/STATUS_LEDGER.tsv;udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_three_reciprocity_delta_k_audit_2026-07-23	8	1	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G01-G08;udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv;udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_time_live_characteristic_flux_audit_2026-07-21	4	1	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_timelive_spherical_areal_polarization_audit_2026-07-22	1	0	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27	5	2	HISTORICAL_FAMILY_WITH_NAMED_LATER_OWNER	udt_general_screen_complete_cell_atlas_2026-07-28/STATUS_LEDGER.tsv:S07-S09	Preserve the historical package; use the named later owner for current effective status and screen-scope regrade.
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27	6	3	CURRENT_COMPARISON_FAMILY_EXPLICIT_ROW_REVIEW	udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	Every row of the named status ledger has an explicit dependency decision in this audit.
udt_twisted_s3_killing_algebra_audit_2026-07-27	5	2	HISTORICAL_FAMILY_WITH_NAMED_LATER_OWNER	udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/STATUS_LEDGER.tsv	Preserve the historical package; use the named later owner for current effective status and screen-scope regrade.
udt_two_frame_regime_metric_limit_audit_2026-07-22	7	2	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G01-G08;udt_native_global_coframe_definition_audit_2026-07-28/STATUS_LEDGER.tsv;udt_metric_natural_joint_selector_nogo_2026-07-28/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_two_observer_separation_selector_audit_2026-07-24	4	0	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G06-G14;udt_xmax_observer_separation_audit_2026-07-24/STATUS_LEDGER.tsv;udt_common_scale_neutrality_provenance_audit_2026-07-24/STATUS_LEDGER.tsv:S22	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_wrl_xmax_lightcone_frame_audit_2026-07-23	1	0	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G06-G14;udt_xmax_observer_separation_audit_2026-07-24/STATUS_LEDGER.tsv;udt_common_scale_neutrality_provenance_audit_2026-07-24/STATUS_LEDGER.tsv:S22	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
udt_xmax_dilation_asymptote_correction_2026-07-23	3	1	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G06-G14;udt_xmax_observer_separation_audit_2026-07-24/STATUS_LEDGER.tsv;udt_common_scale_neutrality_provenance_audit_2026-07-24/STATUS_LEDGER.tsv:S22	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
verifier_evidence_2026-07-14	1	0	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	LIVE.md;CURRENT_SCIENTIFIC_PREMISES.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
w_alg_verifier_scripts	1	0	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	LIVE.md;CURRENT_SCIENTIFIC_PREMISES.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
xmax_accelerating_finite_cell_cartan_2026-07-19	7	3	HISTORICAL_FAMILY_WITH_NAMED_LATER_OWNER	udt_xmax_observer_separation_audit_2026-07-24/STATUS_LEDGER.tsv	Preserve the historical package; use the named later owner for current effective status and screen-scope regrade.
xmax_full_frame_realization_2026-07-19	4	2	HISTORICAL_FAMILY_WITH_NAMED_LATER_OWNER	udt_xmax_observer_separation_audit_2026-07-24/STATUS_LEDGER.tsv	Preserve the historical package; use the named later owner for current effective status and screen-scope regrade.
