source_path	source_blob	claim_identity	claim	original_status	dependency_class	regrade_class	effective_status	correction_or_reason	rerun_priority
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S06	Q01_Q02_spatial_holonomy	DERIVED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED	Homogeneous-control spatial holonomy and the open endpoint, completion, signed-depth, and downstream-physics gates do not require a complete-lambda assumption.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S07	Q01_Q02_parallel_endpoint_X	DERIVED	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED	The X_lambda bundle algebra remains exact as the isotropic-screen comparison subbundle; it is not the full metric screen response.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S08	endpoint_only_requirement	OPEN	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN	Homogeneous-control spatial holonomy and the open endpoint, completion, signed-depth, and downstream-physics gates do not require a complete-lambda assumption.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S09	Q01_metric_naturality	DERIVED	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED	The X_lambda bundle algebra remains exact as the isotropic-screen comparison subbundle; it is not the full metric screen response.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S10	Q02_metric_naturality	DERIVED	D1_EQUAL_WEIGHT_OR_LAMBDA_ONLY	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED	The X_lambda bundle algebra remains exact as the isotropic-screen comparison subbundle; it is not the full metric screen response.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S11	other_completion_descent	OPEN	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN	Homogeneous-control spatial holonomy and the open endpoint, completion, signed-depth, and downstream-physics gates do not require a complete-lambda assumption.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S12	physical_signed_depth	OPEN	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN	Homogeneous-control spatial holonomy and the open endpoint, completion, signed-depth, and downstream-physics gates do not require a complete-lambda assumption.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S13	variation_domain	OPEN	D4_PARALLEL_PAIR_SCREEN	SURVIVES_AND_NONUNIQUENESS_IS_STRONGER	OPEN	The prior refusal to impose parallelism is reinforced by the twisted-S3 all-P obstruction.	NONE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	S14	action_carrier_source_density_dynamics	OPEN	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN	Homogeneous-control spatial holonomy and the open endpoint, completion, signed-depth, and downstream-physics gates do not require a complete-lambda assumption.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S01	owner_bootstrap_narrow_density_window	OWNER_STATED_WORKING	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OWNER_STATED_WORKING	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S02	after_solution_bootstrap_local_EOM	NOT_PRESENT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	NOT_PRESENT	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S03	rho_tot_first_variation	DERIVED_EXACT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_EXACT	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S04	volume_only_screen_response	TRACE_ONLY_CANNOT_SELECT_LINE	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_AND_NONUNIQUENESS_IS_STRONGER	TRACE_ONLY_CANNOT_SELECT_LINE	Volume sees only trace and therefore cannot distinguish either newly explicit trace-free shear mode.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S05	native_mass_functional_and_variation	OPEN_ABSENT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN_ABSENT	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S06	screen_tidal_discriminant	DERIVED_EXACT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_EXACT	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S07	simple_screen_spectrum	DERIVED_SELECTION_DOMAIN	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_SELECTION_DOMAIN	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S08	clock_curvature_invariant	DERIVED_EXACT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_EXACT	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S09	intrinsic_clock_matched_projector	DERIVED_CONDITIONAL_ON_SIMPLE_MATCH	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_CONDITIONAL_ON_SIMPLE_MATCH	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S10	separate_screen_line_input	NO_LONGER_NEEDED_IF_SIMPLE_MATCH_HOLDS	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	NO_LONGER_NEEDED_IF_SIMPLE_MATCH_HOLDS	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S11	tidal_invariance_of_matched_line	AUTOMATIC_GIVEN_MATCH	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	AUTOMATIC_GIVEN_MATCH	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S12	parallel_line_condition	DERIVED_EXACT	D4_PARALLEL_PAIR_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED_EXACT	The local criterion remains exact, but an all-direction parallel pair/screen split is impossible on the registered twisted S3 block family.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S13	global_projector_descent	OPEN_REQUIRES_BRANCH_HOLONOMY	D4_PARALLEL_PAIR_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	OPEN_REQUIRES_BRANCH_HOLONOMY	The local criterion remains exact, but an all-direction parallel pair/screen split is impossible on the registered twisted S3 block family.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S14	pointwise_generator_similarity	DERIVED_CONDITIONAL	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_CONDITIONAL	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S15	full_path_connection_equivalence	OPEN	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S16	complete_matter_bootstrap_effect_on_curvature	MATHEMATICALLY_POSSIBLE	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	MATHEMATICALLY_POSSIBLE	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S17	current_bootstrap_effect_on_curvature	NOT_DERIVED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	NOT_DERIVED	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S18	B19_negative	EXACT_BRANCH_SCOPED_NOT_UNIVERSAL	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	EXACT_BRANCH_SCOPED_NOT_UNIVERSAL	The negative remains exact only in its stated round/local control and is not a full-screen theorem.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S19	WRL_negative	EXACT_LOCAL_SCOPED_NOT_UNIVERSAL	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	EXACT_LOCAL_SCOPED_NOT_UNIVERSAL	The negative remains exact only in its stated round/local control and is not a full-screen theorem.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S20	registered_equation_family_census	COMPLETE_FOR_28_FAMILIES	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	COMPLETE_FOR_28_FAMILIES	The frozen censuses still have zero complete witnesses; the new screen family was not in those freezes and supplies no bootstrap or solder selector.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S21	registered_completion_census	COMPLETE_FOR_12_FAMILIES	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	COMPLETE_FOR_12_FAMILIES	The frozen censuses still have zero complete witnesses; the new screen family was not in those freezes and supplies no bootstrap or solder selector.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S22	complete_simultaneous_bootstrap_architecture	OPEN_NOT_REGISTERED	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	OPEN_NOT_REGISTERED	The frozen censuses still have zero complete witnesses; the new screen family was not in those freezes and supplies no bootstrap or solder selector.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S23	physical_density_window	OPEN_NO_SCAN_DEFINED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN_NO_SCAN_DEFINED	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S24	intrinsic_irreducible_solder	OPEN_BOOTSTRAP_COULD_ADDRESS	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	OPEN_BOOTSTRAP_COULD_ADDRESS	The frozen censuses still have zero complete witnesses; the new screen family was not in those freezes and supplies no bootstrap or solder selector.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S25	action_source_carrier_boundary_mass_scale	OPEN_UNCHANGED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN_UNCHANGED	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	2a052fec6615b064a399fc71fbed504b62710cfb	S26	audit_grade	VERIFIED_WITH_CAVEATS	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	VERIFIED_WITH_CAVEATS	Bootstrap semantics, exact density variation, absent mass functional, generic two-screen spectral algebra, conditional matched projector, connection openness, and retained physics boundaries remain independent or explicitly conditional.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	oriented normal-screen area Hodge duality	oriented normal-screen area Hodge duality	DERIVED_GIVEN_TYPED_2PLUS2_SPLIT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_GIVEN_TYPED_2PLUS2_SPLIT	Typed Hodge/Jacobi algebra, the exact scalar criterion, local WRL identity, reducible path cocycle, and retained physics boundary do not rely on screen completeness.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	Hodge area duality is clock-Jacobi solder	Hodge area duality is clock-Jacobi solder	FALSE_TYPE	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	FALSE_TYPE	Typed Hodge/Jacobi algebra, the exact scalar criterion, local WRL identity, reducible path cocycle, and retained physics boundary do not rely on screen completeness.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	screen-gauge-equivariant linear clock-to-phase map	screen-gauge-equivariant linear clock-to-phase map	OBSTRUCTED_WITHOUT_SCREEN_REDUCTION	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_AND_NONUNIQUENESS_IS_STRONGER	OBSTRUCTED_WITHOUT_SCREEN_REDUCTION	A larger screen configuration space does not create a gauge-equivariant selected phase vector.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	parallel tidal-invariant screen line criterion	parallel tidal-invariant screen line criterion	DERIVED_IFF	D4_PARALLEL_PAIR_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED_IFF	The iff algebra survives locally; its all-direction realization fails on the twisted S3 general-screen block family.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	scalar Jacobi-reciprocal generator criterion	scalar Jacobi-reciprocal generator criterion	UNIQUE_CONDITION_CHARACTERIZED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	UNIQUE_CONDITION_CHARACTERIZED	Typed Hodge/Jacobi algebra, the exact scalar criterion, local WRL identity, reducible path cocycle, and retained physics boundary do not rely on screen completeness.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	WRL clock-transverse scalar profile relation	WRL clock-transverse scalar profile relation	DERIVED_LOCAL	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_LOCAL	Typed Hodge/Jacobi algebra, the exact scalar criterion, local WRL identity, reducible path cocycle, and retained physics boundary do not rely on screen completeness.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	WRL pointwise natural-frame clock-transverse generator solder	WRL pointwise natural-frame clock-transverse generator solder	NO_POINTWISE_SIMILARITY_IN_EXACT_LOCAL_RADIAL_CONTROL	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	NO_POINTWISE_SIMILARITY_IN_EXACT_LOCAL_RADIAL_CONTROL	The no-similarity result is retained only for the exact local radial control.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	dphi 3plus3 clock-to-Jacobi solder	dphi 3plus3 clock-to-Jacobi solder	OPEN_NOT_DERIVED	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	OPEN_NOT_DERIVED	The general screen supplies response modes and a connection, but not a selected irreducible solder, physical section or all-observer realization.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	prior matched reciprocal-angular intertwiner	prior matched reciprocal-angular intertwiner	CONDITIONAL_RETAINED	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	CONDITIONAL_RETAINED	The general screen supplies response modes and a connection, but not a selected irreducible solder, physical section or all-observer realization.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	intrinsic irreducible clock-transverse solder	intrinsic irreducible clock-transverse solder	OPEN_NO_REGISTERED_WITNESS	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	OPEN_NO_REGISTERED_WITNESS	The general screen supplies response modes and a connection, but not a selected irreducible solder, physical section or all-observer realization.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	direct-sum common-path cocycle	direct-sum common-path cocycle	DERIVED_REMAINS_STRONGEST_CURRENT_ASSEMBLY	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_REMAINS_STRONGEST_CURRENT_ASSEMBLY	Typed Hodge/Jacobi algebra, the exact scalar criterion, local WRL identity, reducible path cocycle, and retained physics boundary do not rely on screen completeness.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	complete nontrivial all-observer realization	complete nontrivial all-observer realization	OPEN	D6_MULTIPLE	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	OPEN	The general screen supplies response modes and a connection, but not a selected irreducible solder, physical section or all-observer realization.	NONE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	46798c3a7aa361f15409284d1448a12c0285e63e	action source carrier density bootstrap physical Xmax	action source carrier density bootstrap physical Xmax	OPEN_EXCLUDED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	OPEN_EXCLUDED	Typed Hodge/Jacobi algebra, the exact scalar criterion, local WRL identity, reducible path cocycle, and retained physics boundary do not rely on screen completeness.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N01	reciprocal determinant-one pair	DERIVED_CONDITIONAL	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DERIVED_CONDITIONAL	Founded pair, celestial-fiber typing, frame-covariance obstructions, scoped wall probe, co-presence compatibility, and open action remain independent of the diagonal screen being exhaustive.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N02	transverse/angular metric block	OPEN	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	GENERAL_BLOCK_SCREEN_CONFIGURATION_EXISTS__PHYSICAL_TRANSVERSE_SELECTION_OPEN	A general positive block-screen configuration now exists on one complete S3 control; physical slot selection, off-blocks, boundary and dynamics remain open.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N03	celestial null-direction sphere	CONDITIONAL_DERIVED_FIBER	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	CONDITIONAL_DERIVED_FIBER	Founded pair, celestial-fiber typing, frame-covariance obstructions, scoped wall probe, co-presence compatibility, and open action remain independent of the diagonal screen being exhaustive.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N04	existing internal S2 field equals null-direction section	DIRECT_UNFRAMED_IDENTITY_BLOCKED	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	DIRECT_UNFRAMED_IDENTITY_BLOCKED	Founded pair, celestial-fiber typing, frame-covariance obstructions, scoped wall probe, co-presence compatibility, and open action remain independent of the diagonal screen being exhaustive.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N05	component Hopf number of an unframed tangent section	NOT_FRAME_INVARIANT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	NOT_FRAME_INVARIANT	Founded pair, celestial-fiber typing, frame-covariance obstructions, scoped wall probe, co-presence compatibility, and open action remain independent of the diagonal screen being exhaustive.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N06	ordinary-derivative L2+L4 under local frame rotations	NOT_LOCALLY_FRAME_COVARIANT	D0_NONE	UNAFFECTED_LOGICALLY_INDEPENDENT	NOT_LOCALLY_FRAME_COVARIANT	Founded pair, celestial-fiber typing, frame-covariance obstructions, scoped wall probe, co-presence compatibility, and open action remain independent of the diagonal screen being exhaustive.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N07	CSN-normalized positive diagonal two-block	GENERIC_RECIPROCAL_NORMAL_FORM	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	GENERIC_RECIPROCAL_NORMAL_FORM	The reciprocal/Hopf statements remain exact or conditional inside their diagonal toric/round witnesses and are not unique over a general GL2 screen.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N08	round S3 Hopf torus orbit block	EXACT_ALGEBRAIC_MATCH	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	EXACT_ALGEBRAIC_MATCH	The reciprocal/Hopf statements remain exact or conditional inside their diagonal toric/round witnesses and are not unique over a general GL2 screen.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N09	phi reversal	DERIVED_WITHIN_MATCH	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DERIVED_WITHIN_MATCH	The reciprocal/Hopf statements remain exact or conditional inside their diagonal toric/round witnesses and are not unique over a general GL2 screen.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N10	round-S3 common scale and radial coefficient	CONDITIONAL_COMPLETION	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	CONDITIONAL_COMPLETION	The reciprocal/Hopf statements remain exact or conditional inside their diagonal toric/round witnesses and are not unique over a general GL2 screen.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N11	diagonal U1 Hopf connection	CONDITIONAL_CSN_INVARIANT_CONNECTION	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	CONDITIONAL_CSN_INVARIANT_CONNECTION	The reciprocal/Hopf statements remain exact or conditional inside their diagonal toric/round witnesses and are not unique over a general GL2 screen.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N12	unit Hopf charge	CONDITIONAL_UNIT_CLASS	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	CONDITIONAL_UNIT_CLASS	The reciprocal/Hopf statements remain exact or conditional inside their diagonal toric/round witnesses and are not unique over a general GL2 screen.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N13	diagonal versus anti-diagonal circle	DISCRETE_ORIENTATION_DEGENERACY	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	DISCRETE_ORIENTATION_DEGENERACY	The reciprocal/Hopf statements remain exact or conditional inside their diagonal toric/round witnesses and are not unique over a general GL2 screen.	NONE
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ca0de641261df9251d6e37c3f2f2dda179ae10f8	N14	compact torus-orbit closure	UNDERDETERMINED	D2_FIXED_DIAGONAL_ROUND_SCREEN	SURVIVES_WITH_EXPLICIT_SCOPE_CORRECTION	UNDERDETERMINED	The reciprocal/Hopf statements remain exact or conditional inside their diagonal toric/round witnesses and are not unique over a general GL2 screen.	NONE
