path	family	role	dependency_hits	git_blob	sha256	bytes
udt_finite_cell_cartan_transport_atlas_2026-07-23/DERIVATION_RESULT.json	udt_finite_cell_cartan_transport_atlas_2026-07-23	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	7a35d7166bc50f4dc6eb752543bf15a03a7e076c	69192bfaa19754cb586b4d22e3f1c33abc3ab7ea16e844a71a58f89fe8f1df0b	15537
udt_finite_cell_cartan_transport_atlas_2026-07-23/PREREGISTRATION.md	udt_finite_cell_cartan_transport_atlas_2026-07-23	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN	a5050e89bc904ff16c883e242a0bd2b534dd0380	04290f16295c7647e36ffcab267c74d5e9c4027527869ee2b24e7197bfef5006	6587
udt_finite_cell_completion_atlas_2026-07-21/ADVERSARIAL_REVIEW_REQUEST.md	udt_finite_cell_completion_atlas_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	62ced6425f7bc7c965c5634971bebdf1fd48a9bc	dace9ddcf265eced3f86811c20241fbdd023a402ec163c2d8fbc865957d06501	1288
udt_finite_cell_completion_atlas_2026-07-21/ANGULAR_MIXED_ATLAS.tsv	udt_finite_cell_completion_atlas_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	e6a505b43aedfc3c92b7b42c68c62dca76199a1e	74743fba5ff30f5b880f0b2a7df2f183c55a6317342f028df668cef9e7dd60cf	1186
udt_finite_cell_completion_atlas_2026-07-21/ANTI_IMPOSITION_AUDIT.tsv	udt_finite_cell_completion_atlas_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	c7afcc230c2eb349893d4c3d4400c53fdbef9929	07e3fc7feb5d62a1b06952f2622e042150bee027bec86e5aa5884b243a88e4c4	821
udt_finite_cell_completion_atlas_2026-07-21/AUDIT_REPORT.md	udt_finite_cell_completion_atlas_2026-07-21	PRIMARY_CLAIM_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	33617f36c890812e5df6195eb504b571f125de95	354047b6cac9406c75b700912e2a3aab402f7dd1c32a73adc229ee2054a1502e	7446
udt_finite_cell_completion_atlas_2026-07-21/COMPLETION_AXIS_SCHEMA.tsv	udt_finite_cell_completion_atlas_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	ee6e7c1012e82c8a1d16cbe8e44faf807e7e0dd7	aa11b70387b999be7ef7c3b48866e128ea6e4d256b945db45970ce715cbf154a	1426
udt_finite_cell_completion_atlas_2026-07-21/LAY_REPORT.md	udt_finite_cell_completion_atlas_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	93ee2cb87c7b94113916f9c9118201556076b9f8	c411a57c530b3a2b3497924d5da154396d1efed459148bf674676cc922369e93	1672
udt_finite_cell_completion_atlas_2026-07-21/PREREGISTRATION.md	udt_finite_cell_completion_atlas_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR;ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	891dd99eb87384684fec760657dd52dcf8059c24	5e6c3aee0234c4cb391a4139c4bfcbef191b32ccfbb736b7b02cc3548e0192ad	9100
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/AUDIT_REPORT.md	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;PARALLEL_PAIR_SCREEN;TRANSVERSE_RESPONSE	8d8f621768463a74714435fcb705abf6072d5827	277855752d21e51cd5caf0abcc566ec747b46614394d4e0d8ca7d88a47dae2f3	5493
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/BRANCH_OUTCOMES.tsv	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	PARALLEL_PAIR_SCREEN	40e01c191b03d66e1099caf5d55d551726e8feaf	a3ba0f5fe1cefa42517d5766c0f8f2a16e186afc3144b01776d9447d91013a2c	3187
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/CATCH_PROOFS.tsv	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;PARALLEL_PAIR_SCREEN	e99619584c62a8df8b527837e6125976eb180af8	50a93baec581d0af442ddd78649a18b85f12c59f307a7e84202549711b2fcc64	1956
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/EXACT_DERIVATION.md	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;PARALLEL_PAIR_SCREEN;BLOCK_SCREEN	9f6e9b3b1227e71c707d6ff5606aec83efcce943	ee019298dda60e8d98da6a4e439be397c0b77ed796ed5f3070501445956922a4	8535
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/FALSIFICATION_CONTRACT.tsv	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;PARALLEL_PAIR_SCREEN	a0853201e9bc0023676fcab0456a832a6fc0597b	f55c8d8019d3392056a9fe67af66eb0ed225356be80d172b81039e3c215e8f88	2397
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/LAYER_OUTCOMES.tsv	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;PARALLEL_PAIR_SCREEN	1a1b6d5b4335ef0105f707ebf7d25a8cd3dd3ae7	cd21410503fe1ee5f0e35284cb9e2e04bec11723bb280e71bbfd5ce93ebba6bc	1488
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/LAY_REPORT.md	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	PARALLEL_PAIR_SCREEN;TRANSVERSE_RESPONSE	07a943c19ab99b2df0da84e906f7555e6fb422a1	2cd2cabe05e7f04b1954917fa0ec790076791b1b5599bb0190a6f7e0cad3d5fb	1578
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/NEXT_STEP.md	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	186b74cfe0663e3e4b1b03ded36dad7fdf017b31	b6f2e21b933ac53f8ee3c2d4e06ac8d1bcc61b7306bd4a6db712627264bad44a	1248
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/PREMISE_LEDGER.tsv	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	b7dd3ad942da806800c28680207b063fe7e69bf1	94eab5a8b024fd58349a5ee27073c9e0ab584337d3bcc98f2c6e3a6922162620	2077
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/PREREGISTRATION.md	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;PARALLEL_PAIR_SCREEN	10c6ccc6be1cac079389d48a0ab67cea517d0b3d	67fbb310b98c268699ffb4c5d1e07a49720abeaa7c46aeffa7e07b99faa20183	4191
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/PREREGISTRATION_CORRECTION.md	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	4a5a231b3fa5efab56214fe379ed12f247b280c0	fbe50fcc516a08a288254f1298e66dcc682ce9fb66369737903fe549c667da21	752
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/SOURCE_SCOPE.tsv	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	f73a98a9c96b7820ffc67ec55caaa834279e9582	8a0f344ec2aee2bbee9dfc9f7eae6fa8742eaf9e8fd98116b344a75ad113865b	2370
udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/STATUS_LEDGER.tsv	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27	PRIMARY_CLAIM_SOURCE	PARALLEL_PAIR_SCREEN	8fb6166d7490dff7dde642810f810ae1c7fdbf04	154f7bd2290951f80f4b6dec9da1754a613fb2977bc1e3dedb57e52f0ece3579	1494
udt_finite_cell_reciprocal_survival_density_audit_2026-07-23/FRESH_ADVERSARIAL_TRANSCRIPT.txt	udt_finite_cell_reciprocal_survival_density_audit_2026-07-23	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR;PARALLEL_PAIR_SCREEN;ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	a450e75e784ae6f0552b30eb8881b507ad0a3a77	332098a7cc559f8a307bb7151d2ae280fa1f7517ac0b7d44700a558f6f4b774f	430974
udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/ADVERSARIAL_REVIEW.md	udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	ef93274e17b164a683720af44268c34e882babee	443d508a05935d8e20cd71d59e6f5d7432970cca25cadb8a5d000423c21151b2	1852
udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24/STATUS_LEDGER.tsv	udt_finite_cell_transnormal_asymptote_branch_audit_2026-07-24	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	f909acfbdb77b1ad8f4217e738e3dd9f54ee4b09	fb75f435a49e21f953439039afc14cdcea86ffad9fd31fe003c6d9021a259962	1121
udt_finite_reciprocal_quotient_lift_audit_2026-07-27/AUDIT_REPORT.md	udt_finite_reciprocal_quotient_lift_audit_2026-07-27	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;TRANSVERSE_RESPONSE	c2235751a7eaee891e680512e6f74d323fca72c7	9414214d032f9ab7f1a7e12096f4a1a6c0db91a021062288d4bc4a1829efdf59	5464
udt_finite_reciprocal_quotient_lift_audit_2026-07-27/CATCH_PROOFS.tsv	udt_finite_reciprocal_quotient_lift_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	3e5fd9bdbf3f9833a40445ce6c3e4a64c58857b1	daa30e59f0f3e3f355124f8695cf5ef825e18f9eda6406487887a4c7293e193b	1686
udt_finite_reciprocal_quotient_lift_audit_2026-07-27/EXACT_DERIVATION.md	udt_finite_reciprocal_quotient_lift_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;TRANSVERSE_RESPONSE	dfe7ebeedc50eff2931fb14728454e591c55667e	c656c0731ba22c9a04413d91e6cd8da1b2a92def5c831f7dc65695ae4077deab	7675
udt_finite_reciprocal_quotient_lift_audit_2026-07-27/LAY_REPORT.md	udt_finite_reciprocal_quotient_lift_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	28400712816b7004fe78847b4892abd83f73b518	81fe1c73519a78dc1218caf4597a15b08ae055e46f03ec210062bfa5a8f3c82d	1720
udt_finite_reciprocal_quotient_lift_audit_2026-07-27/PREREGISTRATION.md	udt_finite_reciprocal_quotient_lift_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	85a9c695713e0522793132c78db29df87ab6ad70	7056ffc6bc5f553ae093a3da3586026a234d6ec19010ee1cfaa15fa526a3dfc0	4063
udt_foundational_semantic_regression_correction_2026-07-26/ACTIVE_SEMANTIC_ADJUDICATION.tsv	udt_foundational_semantic_regression_correction_2026-07-26	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	07424cf32555cb4ca2236c0900a0616de9ec3b21	9c3e823a855c17b7ab5a0147a0a19f94ea6bea57be33387451e7772264169d19	223736
udt_founded_constraint_atlas_p03_2026-07-21/AUDIT_REPORT.md	udt_founded_constraint_atlas_p03_2026-07-21	PRIMARY_CLAIM_SOURCE	SHEAR;TRANSVERSE_RESPONSE	83d542f21f037188b9b9fc5e84fbd0037a9a5294	be295b9a45c64900c0d35e3430524584078fa020982da2d0fc6ef644b5f714bf	9027
udt_founded_constraint_atlas_p03_2026-07-21/CONSTRAINT_EFFECT_LEDGER.tsv	udt_founded_constraint_atlas_p03_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	f7ee1714218a5fa1077bd069151853696ee4f011	1350f0c07c23b9873abed30f3ff6c261a334f290e20e32c9c4699ea20187a0fc	4376
udt_founded_constraint_atlas_p03_2026-07-21/COUNTERMODEL_LEDGER.tsv	udt_founded_constraint_atlas_p03_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	abe102409b0a7a4d145adbaa4dfb0f6c78574680	4434521186e08acce7cf4de9a931b698986e8a1d8710768a75a2b56540ff68f1	2108
udt_founded_constraint_atlas_p03_2026-07-21/FORMULAE_AND_SCOPE.md	udt_founded_constraint_atlas_p03_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	5ab557d62142669bdfe7beddf56315998479f2d1	692fa01c301a43c1b3ee063c48edc82f63cd8aa3c8472b3e6886ca45b58c5bd6	3366
udt_founded_constraint_atlas_p03_2026-07-21/FOUNDATION_INPUT_REGISTRY.tsv	udt_founded_constraint_atlas_p03_2026-07-21	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	0a7b0fcb89a67a09002f9a7e7facde23be79f763	6515fbccf60e782f12a3deed51fc5b6627fea089e423bb822cb22c3a47cb5e17	11222
udt_founded_constraint_atlas_p03_2026-07-21/LAY_REPORT.md	udt_founded_constraint_atlas_p03_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	2e08931949344e88b81fa3305dbe9fe0d895033f	acfdca4ca4c65be1dfe67929aa445cc7685c32abfcf772a2d590292dbd0c8816	2230
udt_founded_constraint_atlas_p03_2026-07-21/P02_INTERPRETIVE_CORRECTION.md	udt_founded_constraint_atlas_p03_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	fee2121387fae1b79136cb6c985b86e6f30b6a5c	1b5b389a2f10f5d02b69d53746dc4c21030d6d68b8ed6353f3a525039952a7cf	2145
udt_founded_constraint_atlas_p03_2026-07-21/PREREGISTRATION.md	udt_founded_constraint_atlas_p03_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	9b3170cfa4b3b9dd11a8e5f4a30f562440159fb8	de751ca07d0b6f03f0bbbef544fae76a66b450cbfb1eaed56a4b5118deff671f	8640
udt_founded_constraint_atlas_p03_2026-07-21/REALIZATION_BRANCHES.tsv	udt_founded_constraint_atlas_p03_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	af49b0d7df29ee018648d3adea7b4eef82bf5d99	c9780f258cb665b9b5002f63086113f9b667db04c38e181b8cf68ba672e08887	2197
udt_founded_constraint_atlas_p03_2026-07-21/STATUS_LEDGER.tsv	udt_founded_constraint_atlas_p03_2026-07-21	PRIMARY_CLAIM_SOURCE	SHEAR;TRANSVERSE_RESPONSE	84d4c4bb1b1fb75e40d07b8259fa551587ad9151	079a9295848c0ae5342353497edaf3b6a4afde417b6b589fe895d94ed0e09e9c	3465
udt_founded_constraint_atlas_p03_2026-07-21/SURVIVING_STRATA.tsv	udt_founded_constraint_atlas_p03_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	9455da6065d1b1025ea0d7e87b58c25c5cba14f1	9749876abab06da1a307ba334e9db10345de91397878c769721607a9bdc8e84a	26715
udt_founded_constraint_atlas_p03_2026-07-21/UNCONSTRAINED_DIMENSIONS.tsv	udt_founded_constraint_atlas_p03_2026-07-21	SUPPORTING_FORENSIC_SOURCE	SHEAR	ba48e361eb78e549809c2006fb03cedbc79b4464	c9457fcb88d5bf3490b6bfdd5c8ee8a0d54d1317f359c79f2a66598c9da855b3	1813
udt_founded_pair_first_jet_one_form_atlas_2026-07-26/AUDIT_REPORT.md	udt_founded_pair_first_jet_one_form_atlas_2026-07-26	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	59718f16e5f2996ee7579a0983e718eec8925817	6c3462a1f469e01753f9fe8b456598182716527048816cbf875db0e6ce905c98	4306
udt_founded_pair_global_alignment_audit_2026-07-26/AUDIT_REPORT.md	udt_founded_pair_global_alignment_audit_2026-07-26	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	1606a05bc28e183bb830f9b0720ac24a50613839	bd3792bea6746c41a9edb7fd3d6ab8cb839c5cec69db4f15369a6c5c01fe4757	5342
udt_founded_pair_global_alignment_audit_2026-07-26/EXACT_DERIVATION.md	udt_founded_pair_global_alignment_audit_2026-07-26	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	2f6b3df3d6d115bd22f388c5213048a86eb4598b	a543982f3c0c7b9159d54104099a7e59679de90d12823729cfd15ad2eba09a2f	5671
udt_founded_pair_global_alignment_audit_2026-07-26/EXTENSION_CLASSIFICATION.tsv	udt_founded_pair_global_alignment_audit_2026-07-26	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	4f485f4817bdc2b06ea509a608445f2ff4665c8a	cfdf0923bb086eeb624391314d6243d839c1e96bb7618cef772f8f36f8c7a7b8	2831
udt_founded_pair_global_alignment_audit_2026-07-26/LAY_REPORT.md	udt_founded_pair_global_alignment_audit_2026-07-26	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;TRANSVERSE_RESPONSE	804afd0ca293dfba27664f29fa2e0dca971ece17	4f5611792ab228c0870ff7ea6baaec57fcc06f7df5861d72297b19fa654b8c53	1643
udt_founded_pair_global_alignment_audit_2026-07-26/PREREGISTRATION.md	udt_founded_pair_global_alignment_audit_2026-07-26	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	bcf22ff30e3c4b143b3f049ccaff2d3dcf123559	4f789d84714aaec01807a0f885f963d5175a0c8dd364cb4e4082caf952d27dd2	6459
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/ACTIVE_RESULT_IMPACT_LEDGER.tsv	udt_founded_phi_complete_coframe_extension_audit_2026-07-25	SUPPORTING_FORENSIC_SOURCE	SHEAR;TRANSVERSE_RESPONSE	df6704c6415027f27ae2140405dd9259d3df59c1	91426ba18a13e5ceb27c844c5e56092eb274862ecc82626789cc0cad9e14693d	172918
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	udt_founded_phi_complete_coframe_extension_audit_2026-07-25	PRIMARY_CLAIM_SOURCE	SHEAR	3f134a87767bfeefbe98a8464ba115dfed788239	3c7fed27fae474c8718ffe8f09dad858c12b0aba068494e2a8248fe19f642783	5790
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	udt_founded_phi_complete_coframe_extension_audit_2026-07-25	SUPPORTING_FORENSIC_SOURCE	ROUND_OR_DIAGONAL_SCREEN	aa7d624aa1282e46d6296f890661cf50bfde5c9f	7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08	2002
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/PREREGISTRATION.md	udt_founded_phi_complete_coframe_extension_audit_2026-07-25	SUPPORTING_FORENSIC_SOURCE	SHEAR	fb2f1375b20101e935b081296f2f368993a7e3d3	6802b41bc7df95b1163ad54a776139df0e9dbafc6922f71280561e8bba7551ce	6208
udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	udt_founding_observer_comparison_semantics_audit_2026-07-27	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	e8f39081b60f02879693b89c66d27af9160e4547	f5b048e1e3055e91933293037f9f3755068d4400ac01bd61ae19e008ebf9a730	5219
udt_founding_observer_comparison_semantics_audit_2026-07-27/EXACT_ADJUDICATION.md	udt_founding_observer_comparison_semantics_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;PARALLEL_PAIR_SCREEN	713f5fad6bb11a39720b34f1d71a23569076b25b	0995eaa36f5281c0dcd1662b6050950476e1ca992f59e18840ec9dc9aca0da60	4938
udt_founding_observer_comparison_semantics_audit_2026-07-27/NEXT_STEP.md	udt_founding_observer_comparison_semantics_audit_2026-07-27	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	6a20031e8fdf20d617cda38d9afcd6bbbb833b2b	7f5bb0f3890215fd5c259d4c4ac191261f3ee50d77b1794409bdde90acc31acd	1115
udt_founding_observer_comparison_semantics_audit_2026-07-27/PREMISE_LEDGER.tsv	udt_founding_observer_comparison_semantics_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	d4e19a8a265ed886e9d0229d5952aeca0ccebc96	ace24ba79b5995da79841ab6f4dbabba7ef003e7e6d2232c80b2f463c08b64b1	1665
udt_founding_observer_comparison_semantics_audit_2026-07-27/PREREGISTRATION.md	udt_founding_observer_comparison_semantics_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;PARALLEL_PAIR_SCREEN	2c3954daaabd3f0ecf49dd5adca8659c7a00ddb0	47ff5eadd56abf4c96f53ae9af463eac0e48ba9f10667c74256b1fbdc0b7f33d	5508
udt_founding_observer_comparison_semantics_audit_2026-07-27/REQUIREMENT_UNIVERSE.tsv	udt_founding_observer_comparison_semantics_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	PARALLEL_PAIR_SCREEN	ca65fe287da77f38148041d769650a75a0ecb896	21f90d162c6ff837b922c3051ddd926eea10d15e6abfe966f1dd210cd3d49f9a	1373
udt_founding_observer_comparison_semantics_audit_2026-07-27/STATUS_LEDGER.tsv	udt_founding_observer_comparison_semantics_audit_2026-07-27	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	3d41a9c710832b6b6009e0973c3545dbbdfc6155	a2fa970ddfc080a411d635dfb20cce58e83c1fbe3a60bd571f2bbeda5f7ce4aa	1507
udt_founding_reciprocity_object_audit_2026-07-27/AUDIT_REPORT.md	udt_founding_reciprocity_object_audit_2026-07-27	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	c77d47beee18489fcd9fe7b5ef2d1c31f8eeedbd	718878082fd4dc545df29ac626389f957514a6463cbc61ad9a5eff58dd786bb4	4340
udt_founding_reciprocity_object_audit_2026-07-27/DOWNSTREAM_REGRADE.tsv	udt_founding_reciprocity_object_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	081f076cfbe7e2cd9def9f783901d2a951a4150e	c68ffb80e9a31a9aa4348f28dfc79e6d27769a2bea075d09aafe402e78aec39b	1522
udt_founding_reciprocity_object_audit_2026-07-27/EXACT_DERIVATION.md	udt_founding_reciprocity_object_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	d2fbefcae7fc9f0a4447ab563150050028f5737f	1a80fc5de65c5739d6be523d9d41a32194d9be2dfbcb7eda048fbf12431f4d99	5769
udt_founding_reciprocity_object_audit_2026-07-27/NEXT_STEP.md	udt_founding_reciprocity_object_audit_2026-07-27	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	34ea3f5d6df2270ab92cf608c36c91b946f8b2e5	a926c7edc1d593f31e2d575214fe125601afefe26517a986db5978b595496de3	921
udt_founding_reciprocity_object_audit_2026-07-27/OBJECT_CLASSIFICATION.tsv	udt_founding_reciprocity_object_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	572420a1e46daa697ae3c33a8d60346bfc77b376	e651ce1452d7e82642908104cb6866445022e0cbca883accf6aeffd1f16f6488	2222
udt_founding_reciprocity_object_audit_2026-07-27/PREREGISTRATION.md	udt_founding_reciprocity_object_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	6fcabc5874358c316f3f30dc50213f9f5614bb3f	a0b5e61b8671468e0700cacb0495bac4e27c37551bed04f753a6c1fc3be5e43b	5509
udt_founding_reciprocity_object_audit_2026-07-27/SOURCE_PROPOSITIONS.tsv	udt_founding_reciprocity_object_audit_2026-07-27	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	889dc0a44f42b425dff80480fae780eb207dba25	47c44be4a4a9a5fc3c4a984633f15d0ad91c5a66ffc3bd632f186d84a99a9f29	4664
udt_frame_bivector_equivariance_audit_2026-07-23/AUDIT_REPORT.md	udt_frame_bivector_equivariance_audit_2026-07-23	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	18c18258032fae7d3e12cd4fc716fe609d90405f	030812cf6903a41bac26005326e1104c5dfeb54c5995194de1474bb33b4afa28	9009
udt_frame_bivector_equivariance_audit_2026-07-23/CONNECTION_DISTINCTION_LEDGER.tsv	udt_frame_bivector_equivariance_audit_2026-07-23	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;ROUND_OR_DIAGONAL_SCREEN	86d991b690206954a2b771357adae1d617f8441a	b1cce7c0da38a7e7e5b28a547a0558c515f86b008fec0a7b51f8bd37efd0e3fb	1270
udt_frame_bivector_equivariance_audit_2026-07-23/DERIVATION_RESULT.json	udt_frame_bivector_equivariance_audit_2026-07-23	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	848b15ebd5ce5c963bc80abd297b6d93ae129e4e	ead7e6249f36e42adceadc8581d4c1175a7ec28d434c7015c4b2d9a7ee9903e0	20339
udt_frame_bivector_equivariance_audit_2026-07-23/PREREGISTRATION.md	udt_frame_bivector_equivariance_audit_2026-07-23	SUPPORTING_FORENSIC_SOURCE	TRANSVERSE_RESPONSE	fa716e939e905af8110e5c8fb21a41fae109f406	8b98f6cae9c177423caad6ff1cb303f4bbf15de1b71adeaae8b71043deb54413	5989
udt_frame_bivector_equivariance_audit_2026-07-23/STATUS_LEDGER.tsv	udt_frame_bivector_equivariance_audit_2026-07-23	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	dc395ec80a18b31be1ac44d10e14773abf421ade	8af8af11ddd676a545a1ab5b97917191d95104c1e0cc37a6457dc7e79492ec3b	3290
udt_free_global_seal_transversality_audit_2026-07-21/AUDIT_REPORT.md	udt_free_global_seal_transversality_audit_2026-07-21	PRIMARY_CLAIM_SOURCE	EQUAL_WEIGHT_OR_LAMBDA;SHEAR	31ea788da7aa9bec5865c471656ba7e596fa3b99	51c756fff55876b65d342dd075b6f215c20ad9af4b1767ccb20efdae1a9cc5a1	10302
udt_free_global_seal_transversality_audit_2026-07-21/NEXT_DECISION.md	udt_free_global_seal_transversality_audit_2026-07-21	SUPPORTING_FORENSIC_SOURCE	EQUAL_WEIGHT_OR_LAMBDA	03d504f5af3899e261e35b397f50a7dc91b24cc1	874b4396d3db9b0b00080f02222e6233e7197e394cc5d503c0ca63d1e891edad	1511
