target	source	line	column	source_frozen	corrected_scanner	literal_git_grep	agreement
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	375	104	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1056	57	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1056	108	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1828	64	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1828	115	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2468	86	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2468	137	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2727	74	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2727	125	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8970	1	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8971	1	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	12029	66	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	12029	117	NO	MATCH	MATCH	YES
matter_object_identity_native_vs_import_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	535	1	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	F1F3_closure_results.md	26	17	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	F2_closure_results.md	15	28	YES	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	151	26	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	HANDOFF_ARCHIVE.md	602	40	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	P1P5_reaudit_vs_derived_operator_results.md	21	43	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	P1P5_reaudit_vs_derived_operator_results.md	42	351	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	STEP2_timelive_matter_MAP.md	24	2	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	STEP2_timelive_matter_results.md	26	51	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	archive/M10_M11_object_identity_closure_results.md	15	74	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	archive/M10_M11_object_identity_closure_results.md	147	61	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	archive/P5c_regrade_derived_operator_results.md	18	2	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	archive/native_s2_twist_freed_derived_operator_results.md	12	29	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	archive/pre_native_coupled/SOLVER_AUDIT_2026-06-29.md	33	367	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	branch_operator.py	60	9	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	branch_operator_contamination_ledger.md	75	9	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	d1_angular_constants_native_rederivation.md	17	2	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	d1_angular_constants_native_rederivation.md	130	4	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	d1_angular_constants_native_rederivation.md	318	27	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	p4_cross_model_verify_results.md	34	19	YES	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	159	58	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	159	101	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	164	56	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	164	99	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	222	70	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	222	113	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	414	54	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	414	97	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1109	78	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1109	121	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1230	63	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1230	106	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1239	67	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1239	110	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2135	85	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2135	128	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2154	82	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2154	125	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2471	92	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2471	135	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2514	88	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2514	131	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2700	53	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2700	96	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2723	74	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2723	117	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	4003	78	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	4003	121	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8972	1	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8973	1	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8974	1	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8975	1	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8976	1	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11815	67	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11815	110	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	13884	83	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	13884	126	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	14215	64	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	14215	107	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	98	766	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	120	701	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	176	744	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	536	1	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	628	1133	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	774	590	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	static_soliton_rerun_derived_operator_results.md	21	2	NO	MATCH	MATCH	YES
matter_regrade_derived_operator_results.md	tests/test_branch_operator.py	12	13	NO	MATCH	MATCH	YES
noNull_hess_256_bs8_run_log.txt	reorganization_r0/DEPENDENCY_MAP.tsv	11578	1	NO	MATCH	MATCH	YES
noNull_hess_256_bs8_run_log.txt	reorganization_r0/ROOT_FILE_INVENTORY.tsv	663	2457	NO	MATCH	MATCH	YES
noNull_hess_256_bs8_run_log.txt	reorganization_r0/ROOT_FILE_INVENTORY.tsv	667	1	NO	MATCH	MATCH	YES
noNull_hess_bw2_N128_out.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	668	1	NO	MATCH	MATCH	YES
noNull_hess_bw2_N192_out.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	669	1	NO	MATCH	MATCH	YES
noNull_hess_refine_192_log.txt	reorganization_r0/DEPENDENCY_MAP.tsv	11590	1	NO	MATCH	MATCH	YES
noNull_hess_refine_192_log.txt	reorganization_r0/ROOT_FILE_INVENTORY.tsv	672	426	NO	MATCH	MATCH	YES
noNull_hess_refine_192_log.txt	reorganization_r0/ROOT_FILE_INVENTORY.tsv	673	1	NO	MATCH	MATCH	YES
noNull_nk_converged_out.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	677	1	NO	MATCH	MATCH	YES
noNull_relax_lbfgs_out.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	685	1	NO	MATCH	MATCH	YES
noNull_relax_lbfgs_traj.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	686	1	NO	MATCH	MATCH	YES
noNull_resolve_U1deflated_out.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	690	1	NO	MATCH	MATCH	YES
noNull_resolve_undeflated_out.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	692	1	NO	MATCH	MATCH	YES
noNull_schur_inertia_N128.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	696	1	NO	MATCH	MATCH	YES
noNull_schur_inertia_N192.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	697	1	NO	MATCH	MATCH	YES
noNull_schur_inertia_N256.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	698	1	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	NEGATIVES_REGISTRY.md	453	14	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	STATE.md	1460	31	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	STATE.md	1465	15	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	archive/w_stiffness_push_declaration.md	62	41	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	archive/w_stiffness_push_declaration.md	85	2	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	legacy/root_oneoffs_2026-07-01/ns_scan_core.py	13	22	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	legacy/root_oneoffs_2026-07-01/ns_scan_evolve.py	21	44	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	legacy/root_oneoffs_2026-07-01/ns_scan_fork.py	10	31	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	legacy/root_oneoffs_2026-07-01/w2_arm1_line1_transport_loop.py	167	18	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	legacy/root_oneoffs_2026-07-01/w2_arm1_line3_square_origin.py	14	13	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	legacy/root_oneoffs_2026-07-01/w_stiffness_routeC_sector_audit.py	32	37	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	ns_scan_results.md	18	1	YES	MATCH	MATCH	YES
nonstationary_opener_results.md	ns_scan_results.md	100	40	YES	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1071	57	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1071	89	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1208	45	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1208	77	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2612	74	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2612	106	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	6648	81	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	6648	113	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	6655	83	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	6655	115	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	6662	81	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	6662	113	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	7810	98	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	7810	130	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	7815	96	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	7815	128	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8413	100	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8413	132	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11753	1	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11754	1	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11755	53	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11755	85	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	12043	73	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	12043	105	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	13717	56	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	13717	88	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	14850	58	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	14850	90	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	714	1	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	742	623	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	756	2656	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	rescued_workspaces/2026-06-11/README.md	6	5	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	solution_space_map.md	26	26	NO	MATCH	MATCH	YES
nonstationary_opener_results.md	w_stiffness_results.md	266	25	YES	MATCH	MATCH	YES
origin_prompts_screenshot_2025-08-12.png	PROVENANCE.md	83	1	NO	MATCH	MATCH	YES
origin_prompts_screenshot_2025-08-12.png	reorganization_r0/DEPENDENCY_MAP.tsv	1126	48	NO	MATCH	MATCH	YES
origin_prompts_screenshot_2025-08-12.png	reorganization_r0/DEPENDENCY_MAP.tsv	1126	89	NO	MATCH	MATCH	YES
origin_prompts_screenshot_2025-08-12.png	reorganization_r0/ROOT_FILE_INVENTORY.tsv	721	1	NO	MATCH	MATCH	YES
p1_VERIFIER.md	STATE.md	184	97	NO	MATCH	MATCH	YES
p1_VERIFIER.md	archive/EVERYTHING_ON_SOLVER_P2_MAP.md	6	2	NO	MATCH	MATCH	YES
p1_VERIFIER.md	p1_VERIFIER.md	1	52	NO	MATCH	MATCH	YES
p1_VERIFIER.md	p2_matter_fullmetric_results.md	18	22	YES	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	1835	72	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	1835	87	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	2526	28	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	2527	28	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	11770	1	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	11770	48	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	11770	63	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	11771	1	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	11797	66	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/DEPENDENCY_MAP.tsv	11797	81	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	724	1	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	724	310	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	725	321	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	727	695	NO	MATCH	MATCH	YES
p1_VERIFIER.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	756	2688	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	STATE.md	184	67	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	archive/pre_native_coupled/p1_VERIFIER.md	9	10	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	branch_operator_contamination_ledger.md	78	9	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1174	44	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1174	73	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2526	75	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2526	104	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2726	74	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	2726	103	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11772	1	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	11773	1	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	9	2183	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	725	1	NO	MATCH	MATCH	YES
p1_offdiag_wiring_results.md	reorganization_r0/ROOT_FILE_INVENTORY.tsv	727	818	NO	MATCH	MATCH	YES
phase3b_descend_m2_out.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	746	1	NO	MATCH	MATCH	YES
phase3b_descend_m3_out.json	reorganization_r0/ROOT_FILE_INVENTORY.tsv	747	1	NO	MATCH	MATCH	YES
provenance_origin_prompts_2025-08-12.png	PROVENANCE.md	9	28	NO	MATCH	MATCH	YES
provenance_origin_prompts_2025-08-12.png	reorganization_r0/DEPENDENCY_MAP.tsv	1125	47	NO	MATCH	MATCH	YES
provenance_origin_prompts_2025-08-12.png	reorganization_r0/DEPENDENCY_MAP.tsv	1125	88	NO	MATCH	MATCH	YES
provenance_origin_prompts_2025-08-12.png	reorganization_r0/ROOT_FILE_INVENTORY.tsv	757	1	NO	MATCH	MATCH	YES
radial_Bfree_depth.out	legacy/root_oneoffs_2026-07-01/radial_Bfree_depth.py	110	12	NO	MATCH	MATCH	YES
radial_Bfree_depth.out	legacy/root_oneoffs_2026-07-01/radial_Bfree_depth.py	112	14	NO	MATCH	MATCH	YES
radial_Bfree_depth.out	reorganization_r0/DEPENDENCY_MAP.tsv	7420	83	NO	MATCH	MATCH	YES
radial_Bfree_depth.out	reorganization_r0/DEPENDENCY_MAP.tsv	7420	106	NO	MATCH	MATCH	YES
radial_Bfree_depth.out	reorganization_r0/DEPENDENCY_MAP.tsv	7421	88	NO	MATCH	MATCH	YES
radial_Bfree_depth.out	reorganization_r0/DEPENDENCY_MAP.tsv	7421	111	NO	MATCH	MATCH	YES
radial_Bfree_depth.out	reorganization_r0/ROOT_FILE_INVENTORY.tsv	768	1	NO	MATCH	MATCH	YES
radial_Bfree_diag.out	legacy/root_oneoffs_2026-07-01/radial_Bfree_diag.py	40	12	NO	MATCH	MATCH	YES
radial_Bfree_diag.out	legacy/root_oneoffs_2026-07-01/radial_Bfree_diag.py	42	14	NO	MATCH	MATCH	YES
radial_Bfree_diag.out	reorganization_r0/DEPENDENCY_MAP.tsv	7426	81	NO	MATCH	MATCH	YES
radial_Bfree_diag.out	reorganization_r0/DEPENDENCY_MAP.tsv	7426	103	NO	MATCH	MATCH	YES
radial_Bfree_diag.out	reorganization_r0/DEPENDENCY_MAP.tsv	7427	86	NO	MATCH	MATCH	YES
radial_Bfree_diag.out	reorganization_r0/DEPENDENCY_MAP.tsv	7427	108	NO	MATCH	MATCH	YES
radial_Bfree_diag.out	reorganization_r0/ROOT_FILE_INVENTORY.tsv	769	1	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	F2_matter_action_forcedness_results.md	15	2	YES	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	F5_critical_universe_closure_results.md	19	43	YES	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	F7_scale_bridge_native_results.md	13	48	YES	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	121	5	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	HANDOFF_ARCHIVE.md	593	55	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	MATTER_SECTOR_MAP_new_foundation.md	7	2	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	P1P5_reaudit_vs_derived_operator_results.md	25	5	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	STEP2_timelive_matter_MAP.md	27	2	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	matter_regrade_derived_operator_results.md	18	59	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	169	73	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	169	118	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	178	74	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	178	119	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	205	68	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	205	113	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	221	70	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	221	115	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	411	54	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	411	99	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	980	69	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	980	114	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1113	78	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1113	123	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1233	63	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	1233	108	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8973	77	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	8973	122	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	13109	1	NO	MATCH	MATCH	YES
scale_symmetry_bootstrap_analysis_results.md	reorganization_r0/DEPENDENCY_MAP.tsv	13110	1	NO	MATCH	MATCH	YES
