candidate_id	path	git_blob	sha256	size_bytes	phi_line_count	concept_line_count	source_status	selection_basis	primary_ruling	affected	disputed_claim_or_scope	mathematical_result_effect	future_correction_action	ruling_evidence
AR0109	udt_clock_anchor_scale_threading_audit_2026-07-22/STATUS_LEDGER.tsv	08abf27ed683ed29ef95290a88e6c8bc7d0c82a0	fb84cc06743aaedc51916ef241f6948dc255a1a57615ef7f77a6de5c0e6fe030	2737	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0110	udt_clock_angular_solder_regularity_audit_2026-07-24/AUDIT_REPORT.md	ef028b28507b98ebf8a624f62825c872ce23deda	d37a1ce3c609f6b715404b59fe460e8bb9d490a57d8184595a1d6d89917e110b	4446	0	3	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0111	udt_clock_angular_solder_regularity_audit_2026-07-24/EXACT_DERIVATION.md	1905e57b843424feb28eb5683d49248d1b167fb6	efa022d732f32b0dfee8bfe0215117951211e5774de8b1fe2880840f62fa95f3	5766	26	28	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0112	udt_clock_angular_solder_regularity_audit_2026-07-24/LAY_REPORT.md	e5c52ff612dcd3fbd0fa90bbbc0c67cb58327273	acc43016aee5c4e3c2adfb88b8dba9e4544b07f0e3333103d571adb43e376956	1614	0	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0113	udt_clock_angular_solder_regularity_audit_2026-07-24/NEXT_STEP.md	22a45fd9fe155fd2102f131c4be47c12f7c11ac7	99613bb1cb1441bf88429c1e34fde68691f74957f35128b0a400de69bd4293e0	1180	0	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0114	udt_clock_angular_solder_regularity_audit_2026-07-24/STATUS_LEDGER.tsv	b25a2ef41d9a9e82437ed3dcc0f2be5747904d29	5c1642673026d9cdb0f70a7248db72676f5ca2ecaa2041fd6c0c3b8137cdecba	835	1	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0115	udt_clock_ruler_soldering_selector_audit_2026-07-20/AUDIT_REPORT.md	4ba25d6cb7973db3d7b5d119b0b5088a51147f47	c372e1d98f84c3843ac16b647d9be5e327c14e2bf618e3d5797711389f00a080	6853	0	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0116	udt_clock_ruler_soldering_selector_audit_2026-07-20/STATUS_LEDGER.tsv	f5b1b11e2db30df89f86eb260cad03523ece037d	947f570c32834619ee6ec80a301a7bb0c3be6eac749c7e316d505e828b9f3d75	2648	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0117	udt_coframe_hopf_bridge_audit_2026-07-23/AUDIT_REPORT.md	226bd5d784f3179c3c1e3b0bec8ffc176d4d0a89	6c0260a8539fd80f9191ed6a7948b5b84ab75d25af5af2955b7275e880f8e2a1	10797	21	23	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	YES	The ten-field-plus-scalar paragraph can be misread as three equally foundation-free depth variables; the separate scalar is a chosen atlas branch.	HOPF_CROSSWALK_UNCHANGED__ONTOLOGY_SCOPE_CLARIFIED	Add an overlay preserving the open base-versus-angular physical owner while stating that founded phi already parameterizes the supplied two-channel base subgroup.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md;udt_coframe_hopf_bridge_audit_2026-07-23/RESULT.json
AR0118	udt_coframe_hopf_bridge_audit_2026-07-23/LAY_REPORT.md	e88f5468dc85e156388e16cfdb4826d7171de23b	69a1cb84840ad19c28f6a0689b2842ad58aa67008f1817e2cad2982442dbd548	2199	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0119	udt_coframe_hopf_bridge_audit_2026-07-23/RESULT.json	ad6f9ab9eb852b3653ea33cea042e3db96aaf82d	038085ce59e987b16a63398c54e280ed7282a5bca479ae42be79dd48fff36435	3065	6	7	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0120	udt_coframe_hopf_bridge_audit_2026-07-23/STATUS_LEDGER.tsv	9f4ba562bd6925c10f1a757760b97659b76a91db	5fb7587d6adfd009763b99467446a880d8374ef02f238a24f239c986f9403cb4	2648	3	3	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0121	udt_common_scale_neutrality_provenance_audit_2026-07-24/AUDIT_REPORT.md	1ddbd07fb788dde6322eebcf5c5935c35927e0fa	98e8fd166e8257e4ad4e40695d05b198c6fc4c1342e39bcfeb013c230a14321d	6559	1	3	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0122	udt_common_scale_neutrality_provenance_audit_2026-07-24/EXACT_DERIVATION.md	c157870b55b62001ef2bb343118d1ace88d7393d	eaf109ca35ee332eb66e0a7ddcbb820c74bc32950a024d4d211147203be2b121	6031	3	4	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0123	udt_common_scale_neutrality_provenance_audit_2026-07-24/LAY_REPORT.md	b60e25d1e5fe2177d08ea49e4648a14640f21946	1a7e160b91558854254e7daa0821a1f6152733d345c0c71613dea6b2cff06c6a	2054	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0124	udt_common_scale_neutrality_provenance_audit_2026-07-24/NEXT_STEP.md	0a30444ff5cd39f63673f83b3c2d44c41bda2068	91abb6fef049dad4812518f9647939965ea6ec099ac50e0b4c15689f517562b0	1061	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0125	udt_common_scale_neutrality_provenance_audit_2026-07-24/RESULTS.json	da366b2d410c7a0fc3cea88641bc01a47661b1d8	1c086c12110025e54d9e0b471155285d7e1d7006f86f746de89e478650c7abc1	2572	2	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0126	udt_common_scale_neutrality_provenance_audit_2026-07-24/STATUS_LEDGER.tsv	2afe2ca39ade32cc9c9873f6100239f2681ea37a	18076d2145bfb954b7a998c71de1f0eedad919c63c59ec75dcbf408a4432e0c6	3555	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0127	udt_complete_connector_assembly_audit_2026-07-22/AUDIT_REPORT.md	8da1c6a52cefeab224e7e939f72f7e44e9218217	419f797aaa0e9a98a8f9d187cc0d27202de9f85737b920016def07a2f0558cfe	12353	6	6	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0128	udt_complete_connector_assembly_audit_2026-07-22/LAY_REPORT.md	648074d5fddc89be678d8752c45202560bd324ac	1b6b7c58b434f87fd5629a0d3de5c093d56d4150d56304ae3b57bd2edd9e66f8	2414	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0129	udt_complete_connector_assembly_audit_2026-07-22/STATUS_LEDGER.tsv	c3241f7eccccb525ffb50b7619e3b2ac083e9932	1366fabe14982fba89f9be7e23749e6cbd1594d2c23d8ba22f10bac63846e24d	2994	2	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0130	udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	43bc88afd8cabc055422d958490eadc2a18cad42	923e6e4e7d9b6478f8b281f7d48f4fd46cd194c292a01540c46509ee6fc89776	11332	29	30	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0131	udt_complete_metric_intrinsic_object_audit_2026-07-23/LAY_REPORT.md	d2d44c86f7da67f873443aa87ba149f47610a77e	f04857d624f992e82e48a2da16cd1f1b432101418cf0c2635d24c360bc6754c8	2547	6	6	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0132	udt_complete_metric_intrinsic_object_audit_2026-07-23/RESULT.json	d9cc2d3adfcdc7c5acbaf7982c034e464401935a	375d8118151003802ffd85e1db902959b246b498940314f6b05b7ca67ea32189	4728	4	5	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0133	udt_complete_metric_intrinsic_object_audit_2026-07-23/STATUS_LEDGER.tsv	d4a76fc0f95bb518927db8d35dae25e74b0ace8b	d6a594e269af0a0516558ceea800847d17aa9378f3d6bf2a0fcf9837bf835717	2778	8	8	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0134	udt_complete_metric_realization_zoomout_2026-07-23/AUDIT_REPORT.md	e2ba9db32d9e2d6be923237a825d3472c3c26a8c	920201892b7902f8a84de8096b3c0c05ba9457404e3f7445915ac4ab016f1b6f	10724	0	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0135	udt_complete_metric_realization_zoomout_2026-07-23/LAY_REPORT.md	e79e42a39703f21a9e95bc548f8031199f160b81	dba9d05d5d4ae2a62e623d91edd4b7b9b26511b5030f278bb84c065855012b63	2934	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0136	udt_complete_metric_realization_zoomout_2026-07-23/RESULT.json	f1bfef89b05fe081c1c3f39bffacc21810b296c1	7ca778c2cde8030daa404b07a2b5335f64490fef237687ba7763b5d0712e0a9f	2509	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0137	udt_complete_metric_realization_zoomout_2026-07-23/STATUS_LEDGER.tsv	d145eede8b0baeeb11a9ec167763740d49550349	fa0fa555725f050bf9a68aa3f04eb2e659922a09f7c91265b911b1de004f742e	1695	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0138	udt_complete_metric_solution_space_map_2026-07-21/AUDIT_REPORT.md	8dad0a904c275b793e81c4578e400812efbb422c	890d074276533d6ffb035584406fe249ca68d50cd838f2aa9f6fa85d1b78cde4	8203	4	4	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0139	udt_complete_seal_fixed_set_selector_audit_2026-07-21/AUDIT_REPORT.md	2eeb2d52ffc62df58db830916142063234583476	8d26df753a58eca36a95892551dff509b883f1ca35a23830926cd465f9f7c00a	9691	4	7	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0140	udt_complete_seal_fixed_set_selector_audit_2026-07-21/STATUS_LEDGER.tsv	bc09ed9da80b223e4f33b496d1338e34feb738cc	4898987dd561cf740fed14759741d8b291b87d4f9999bc63c700cfff595e5f1b	2696	2	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0141	udt_configuration_space_adjacency_atlas_2026-07-22/AUDIT_REPORT.md	6c69a16634a9bf50ee412abeb6f78e44ffb63ebe	7ba43341feb17ab93b40d26fb99cd8bad7d2f3a8ee28a5c5690cebd3d93337ae	8035	10	11	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0142	udt_configuration_space_adjacency_atlas_2026-07-22/RESULT.json	67a652c80185d88bfc8ca7be313362e52a8bdcb6	a7a16199edad59c1b1e499b17ff7e5244c8e52546a6743970b5dc1489a5b3528	829	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0143	udt_configuration_space_adjacency_atlas_2026-07-22/STATUS_LEDGER.tsv	09a36d5a5d5462d46920d4f8cf9d3ce77037031f	f0c89e03a741059ff08596d6d4814b4920daabd24d2c97d9e8c452977078609c	2141	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0144	udt_constructive_metric_family_atlas_2026-07-21/AUDIT_REPORT.md	0948017507d7143bccf150933aa57d7d0789d146	345f3f6d05ddb12d7192034dff82601fa99e46a983e43188d990866ce391161f	7900	8	8	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0145	udt_constructive_metric_family_atlas_2026-07-21/LAY_REPORT.md	e4781cad8e9721b4f36c2c1a1f9de047b55de42e	a15dd355f351654a0ee126053de2160997a7aad5efd876051743fc1ec21d6d2b	1869	2	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	CONDITIONAL_SLOT_SCOPE_REQUIRES_RETENTION	NO	Uses an intentionally enlarged or supplied independent-phi configuration branch.	UNCHANGED_IN_CHOSEN_CONFIGURATION_SCOPE	Retain the CHOSE premise on every reuse.	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md
AR0146	udt_csn_dphi_transport_selector_audit_2026-07-23/AUDIT_REPORT.md	f0b22bdcc0c18c513543bd6e78b66192225dfb97	c2ddc90ad25e13bd3c9fcb497630ad4510d36079c3be44ba47fb6a91a25a5471	11963	33	33	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0147	udt_csn_dphi_transport_selector_audit_2026-07-23/NEXT_STEP.md	a2b05657f32722009b221b82c0df14d5f4a55d7d	2958908a57d8fa8adb02730d591838d5aab042677657c793d261826c693ea6ed	1332	5	5	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0148	udt_csn_dphi_transport_selector_audit_2026-07-23/STATUS_LEDGER.tsv	73aeedefc9cd76b2390219ea0ddde0f223088791	6b5111ad16ba4bdab982cce0305430757b0d4e4bc6a255ef747cf639570f77a9	3449	8	8	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	COMPLETE_EXTENSION_OPEN_ONLY	NO	Addresses angular, shear, shift, frame, path, or global extension beyond the founded pair.	UNCHANGED	None.	EXTENSION_CLASS_LEDGER.tsv
AR0149	udt_directional_observer_pair_distance_audit_2026-07-24/AUDIT_REPORT.md	062ae43a68709880394f3f5c8df2ec9fba87b2be	f99b49deef14258ed43da2bc8e8de1700ca656f334ac4ab59be08a5ffd0ddd56	4144	0	6	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0150	udt_directional_observer_pair_distance_audit_2026-07-24/EXACT_DERIVATION.md	b7fe05ca0f6c079bf27e11ded61edf4eac845e41	0062e694262a1c4dea7338b46d6ef0e47408d239993cb909f3af5b9fb8e6db2b	5614	0	4	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0151	udt_directional_observer_pair_distance_audit_2026-07-24/LAY_REPORT.md	cf6b03cbb359e97012aa849d958cdedb0654ec28	adc45ac92459c8758fb7c89fc01c185afd85ee015f5ef0bd4f1a5bd5e1013735	1373	0	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0152	udt_directional_observer_pair_distance_audit_2026-07-24/NEXT_STEP.md	65a140d115166543381c398793add719b85436eb	5fa510f976acd032df89d839a7066ecbe0c60798bfac82a32e30d30054b0feeb	1226	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0153	udt_directional_observer_pair_distance_audit_2026-07-24/STATUS_LEDGER.tsv	1c1948ecd4ff26c8be8ee9ab6e6e6c7c8815bede	2f458a18764ccb5d0c7c1168061253f6b5f09690d902ef811b46d41aa7b65c0f	1016	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0154	udt_dual_systole_global_transport_audit_2026-07-24/AUDIT_REPORT.md	5a8ac7ca1190fed19400295e67e45567bab623b0	a60dbce9e8908436b5038001be015c6a8b9d019cb74256cf63091f3f92f54582	5188	2	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0155	udt_dual_systole_global_transport_audit_2026-07-24/EXACT_DERIVATION.md	72b61fc3b863417c7d61b6bde85971785bd3245b	1322be1a174b7ba19677004e77ff6bf537060fa722dfdb7c8f0dc12b4f86f406	4213	9	9	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0156	udt_dual_systole_global_transport_audit_2026-07-24/LAY_REPORT.md	abf1a908e21612de85d5ee0bad6d633c1eb14785	66f397e630ced69d0cf94ce851009ac10389dfe028cad59b778f46231731dd55	1867	1	1	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0157	udt_dual_systole_global_transport_audit_2026-07-24/NEXT_STEP.md	3bc4cfc792e0666da2d2fab44b2ba657df681a4e	f2aebe3e51836aac8c988204da281a0194647b771add7da795fada1639298108	1056	0	0	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE+CONCEPT_FAMILY_COMPANION	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0158	udt_dual_systole_global_transport_audit_2026-07-24/RESULTS.json	495bc8338938bbf997af397a53162406a52e4068	d843ab866983c9b7d7361a5517ce6376ab2782283ef60dc895be2fec1a00518d	3126	16	16	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0159	udt_dual_systole_global_transport_audit_2026-07-24/STATUS_LEDGER.tsv	6ac4b94c297f3f6cea512b84f7124244a256badf	fb84a1f9343efbb0d7e1f80554eafa9d67ca7f4095766c7f42ae2cb8cafdfd8e	3197	2	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0160	udt_dual_systole_wall_crossing_selector_audit_2026-07-24/AUDIT_REPORT.md	43b522185032719f727e46fa3a9793429e6c402e	af46acd9d3a400861155762ee2ae4a7b1166b41ebf6a6810e5069ca50dc6a97a	6238	7	9	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0161	udt_dual_systole_wall_crossing_selector_audit_2026-07-24/EXACT_DERIVATION.md	160d12cb6edd3aea10ebc9a5ae5ce604f7ad4167	a59ccc38cb39a26b1371de9d9794254e0787348efad6537292e7d036f66e12f1	5361	8	9	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
AR0162	udt_dual_systole_wall_crossing_selector_audit_2026-07-24/LAY_REPORT.md	63f59ea8ee1700b48427b890cde479d6bb5ec5ad	a1cd5495d3b2b7b2c42369cb5447bf2c35c39e62f295448d7f2a1d3aeeed4bfc	1173	2	2	CURRENT_POSTJULY_RESULT	DATED_RESULT_ROLE	UNRELATED_PHI_USAGE	NO	No load-bearing assertion that phi is an undefined placeholder or an eleventh native pointwise metric mode.	UNCHANGED	None.	ACTIVE_RESULT_CANDIDATES.tsv
