original_path	current_path	fixed_snapshot_owner	fixed_snapshot_evidence	effective_primary_owner	operator_provenance	imported_action_or_coupling	comparison_readout	role	scientific_lifecycle	path_migration_safety	scientific_family	adjudication_source	review_status
macro_pathB_dust_WP2_results.md	macro_pathB_dust_WP2_results.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_dust_closure_window.py	macro_pathB_dust_closure_window.py	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_dust_closure_window_CONTRACT.md	macro_pathB_dust_closure_window_CONTRACT.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_dust_closure_window_results.md	macro_pathB_dust_closure_window_results.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_dust_vacuum_match.py	macro_pathB_dust_vacuum_match.py	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_dust_vacuum_match_CONTRACT.md	macro_pathB_dust_vacuum_match_CONTRACT.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_dust_vacuum_match_results.md	macro_pathB_dust_vacuum_match_results.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_phi_ceiling.py	macro_pathB_phi_ceiling.py	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_phi_ceiling_results.md	macro_pathB_phi_ceiling_results.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_vacuum_characterize.py	macro_pathB_vacuum_characterize.py	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_vacuum_characterize_results.md	macro_pathB_vacuum_characterize_results.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_vacuum_continue_results.md	macro_pathB_vacuum_continue_results.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_vacuum_edge_shoot_results.md	macro_pathB_vacuum_edge_shoot_results.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_pathB_vacuum_integrals_edge.py	macro_pathB_vacuum_integrals_edge.py	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_phase1_metric_only.md	macro_phase1_metric_only.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_phase2_fe_from_metric.py	macro_phase2_fe_from_metric.py	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_phase2_fe_from_metric_results.md	macro_phase2_fe_from_metric_results.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_phase3_pathA_areal.py	macro_phase3_pathA_areal.py	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_phase3_pathA_areal_results.md	macro_phase3_pathA_areal_results.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_phase3_pathB_freeDA_EH.py	macro_phase3_pathB_freeDA_EH.py	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_phase3_pathB_freeDA_EH_results.md	macro_phase3_pathB_freeDA_EH_results.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_phi_blindness_reaudit.md	macro_phi_blindness_reaudit.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_sector_MAP.md	macro_sector_MAP.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_spine_provenance_2026-07-06.md	macro_spine_provenance_2026-07-06.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_universe_clean_core_MAP.md	macro_universe_clean_core_MAP.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_universe_native_MAP.md	macro_universe_native_MAP.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
macro_xmax_limit_FRAME.md	macro_xmax_limit_FRAME.md	MACRO	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	MACRO	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
mass_emergence_canonical_geometry.md	mass_emergence_canonical_geometry.md	CROSS_LANE_SHARED	R1B_ACTIVE_CROSS_ERA+MULTI_LANE_PROVENANCE	CROSS_LANE_SHARED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:RETAIN_ROOT	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
matter_amplitude_native_MAP_2026-06-29.md	matter_amplitude_native_MAP_2026-06-29.md	LEGACY_FROZEN	PRE_JULY_PROVENANCE+R0_MOVE_OR_ARCHIVE_CLASS	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
matter_carrier_provenance_audit_results.md	matter_carrier_provenance_audit_results.md	PARTICLE_MASS	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
matter_el_3d_gen.py	matter_el_3d_gen.py	LEGACY_FROZEN	PRE_JULY_PROVENANCE+R0_MOVE_OR_ARCHIVE_CLASS	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
matter_filled_background_closure_DESIGN.md	matter_filled_background_closure_DESIGN.md	CROSS_LANE_SHARED	MULTIPLE_ACTIVE_LANE_CONSUMERS+DEPENDENCY_EVIDENCE	CROSS_LANE_SHARED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:RETAIN_ROOT	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
matter_regrade_derived_operator_results.md	matter_regrade_derived_operator_results.md	LEGACY_FROZEN	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
measure_fork_results.md	measure_fork_results.md	LEGACY_FROZEN	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
micro_mass_shape_data.json	micro_mass_shape_data.json	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_D2_two_regime_MAP.md	microphysics_D2_two_regime_MAP.md	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E0_ambient_tables.json	microphysics_E0_ambient_tables.json	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E0_ambient_tables.md	microphysics_E0_ambient_tables.md	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E0_bv_H_adversarial.py	microphysics_E0_bv_H_adversarial.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E0_bv_reshoot.py	microphysics_E0_bv_reshoot.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E0_extract.py	microphysics_E0_extract.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E1_bv_cas1.py	microphysics_E1_bv_cas1.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E1_bv_cas2_exotic.py	microphysics_E1_bv_cas2_exotic.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E1_bv_probe.py	microphysics_E1_bv_probe.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E1_composite_closure_results.md	microphysics_E1_composite_closure_results.md	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E1_composite_conditions.py	microphysics_E1_composite_conditions.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E1_probe_pass.py	microphysics_E1_probe_pass.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E1_probe_results.json	microphysics_E1_probe_results.json	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E2_battle_plan.md	microphysics_E2_battle_plan.md	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E2_bv_c1c.py	microphysics_E2_bv_c1c.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E2_bv_mms.py	microphysics_E2_bv_mms.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E2_bv_mms2.py	microphysics_E2_bv_mms2.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E2_bv_rs_soft.py	microphysics_E2_bv_rs_soft.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
microphysics_E2_bv_runaway.py	microphysics_E2_bv_runaway.py	LEGACY_FROZEN	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
