current_path	primary_owner	migration_readiness	blocking_or_change_requirement	inbound_dependency_categories	inbound_dependency_sources	unresolved_dynamic_touches	recommended_destination_if_migrated
n5d_pilot_report.txt	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	n5d_pilot.py;n5d_pilot_stage1_results.md	0	-
n5d_pilot_smoke.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	n5d_pilot.py	0	-
n5d_pilot_stage1_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;n5d_stage1_conditioning_diagnosis.md	0	-
n5d_pullback_audit.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;n5d_pullback_audit.py;n5d_stage1_conditioning_diagnosis.md	0	-
n5d_shear.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEST;TEXT_REFERENCE	HANDOFF_ARCHIVE.md;N5d_solver_build_plan.md;cell_solver_f2d.py;n5d_shear.py;n5d_stage2_collapse_audit_results.md;n5d_stage2_corelaxed_matter_DESIGN.md;tests/test_n5d_offround.py	0	-
n5d_shear_forcing_audit.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	n5d_shear_forcing_audit.py;n5d_stage1_conditioning_diagnosis.md	0	-
n5d_shear_forcing_audit2.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	n5d_stage1_conditioning_diagnosis.md	0	-
n5d_stage1_conditioning_diagnosis.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_historical_frontier_through_2026-07-08.md	0	-
n5d_stage2_Lselection_audit_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	archive/LIVE_stage2_static_arc_2026-07-06.md	0	-
n5d_stage2_MS_boundary_selector_audit_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/LIVE_stage2_static_arc_2026-07-06.md	0	-
n5d_stage2_classB_diagnostic.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/LIVE_stage2_static_arc_2026-07-06.md;n5d_stage2_classB_diagnostic_results.md	0	-
n5d_stage2_classB_diagnostic_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;classB_embedded_rung_gatecheck_results.md	0	-
n5d_stage2_collapse_audit.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	n5d_stage2_collapse_audit_results.md	0	-
n5d_stage2_collapse_audit_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;classB_rung_resonance_prebuild_test_DESIGN.md;n5d_stage2_collapse_reconcile.py	0	-
n5d_stage2_collapse_reconcile.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	n5d_stage2_collapse_audit_results.md	0	-
n5d_stage2_corelaxed_matter_DESIGN.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_historical_frontier_through_2026-07-08.md;archive/LIVE_stage2_static_arc_2026-07-06.md;n5d_pilot_stage1_results.md;tests/test_n5d_stage2.py	0	-
n5d_stage2_gauge_audit.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/LIVE_stage2_static_arc_2026-07-06.md;n5d_stage2_gauge_audit_results.md	0	-
n5d_stage2_gauge_audit_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/LIVE_stage2_static_arc_2026-07-06.md	0	-
n5d_stage2_pilot_preflight.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	n5d_stage2_pilot_preflight_results.md	0	-
n5d_stage2_pilot_preflight_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md	0	-
n5d_stage2_sdir_pilot.json	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	n5d_stage2_sdir_pilot.py;n5d_stage2_sdir_pilot_results.md	0	-
n5d_stage2_sdir_pilot.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	n5d_stage2_sdir_pilot_results.md	0	-
n5d_stage2_sdir_pilot_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;n5d_stage2_collapse_audit_results.md	0	-
n5d_stage2a_cas_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_historical_frontier_through_2026-07-08.md;archive/LIVE_stage2_static_arc_2026-07-06.md;cell_solver_f2d.py;tests/test_n5d_stage2.py	0	-
n5d_stage2b_gate05_report.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_historical_frontier_through_2026-07-08.md;archive/LIVE_stage2_static_arc_2026-07-06.md;cell_solver_f2d.py;n5d_stage2_corelaxed_matter_DESIGN.md;n5d_stage2a_cas_results.md;tests/test_n5d_stage2.py	0	-
n5d_stage2b_gate0_report.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_historical_frontier_through_2026-07-08.md;n5d_stage2b_gate0_report.md	0	-
n_derivation_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	STATE.md;archive/B1_nativeness_verifier_results.md;exterior_cavity_results.md;legacy/root_oneoffs_2026-07-01/w_stiffness_routeC_sector_audit.py	0	-
native_dilation_weight_derivation_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	F8_metric_choices_results.md;HANDOFF_ARCHIVE.md;J_of_s_light_deflection_confrontation_MAP.md;MATTER_SECTOR_MAP_new_foundation.md;P5e_proper_results.md;archive/EVERYTHING_ON_SOLVER_P5e_REMAP_derived_operator.md;archive/M10_M11_object_identity_closure_results.md;archive/M12_winding_bc_closure_results.md;archive/P5c_regrade_derived_operator_results.md;archive/branch_G_characterization_results.md;archive/branch_P_characterization_results.md;archive/pre_2026-07-01/F1F3_closure_results.md;archive/pre_2026-07-01/P1P5_reaudit_vs_derived_operator_results.md;archive/pre_2026-07-01/STEP2_timelive_matter_MAP.md;archive/pre_2026-07-01/STEP2_timelive_matter_results.md;archive/pre_2026-07-01/b1prime_round_gate_derived_operator_results.md;archive/pre_2026-07-01/static_soliton_rerun_derived_operator_results.md;archive/pre_native_coupled/PROVENANCE_AUDIT_2026-06-30.md;branch_operator.py;d1_angular_constants_native_rederivation.md;macro_spine_provenance_2026-07-06.md;matter_amplitude_native_MAP_2026-06-29.md;matter_regrade_derived_operator_results.md;microphysics_reentry_omega_reframe_MAP.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;r1_route_fork_native_derivation.md;r2_final_cas.py;r2_prereg_s_cas.py;r2_prereg_s_dependence.md;scale_symmetry_bootstrap_analysis_results.md	0	-
native_field_equations_constrained_two_player_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	H4_N4a_source_background_audit_results.md;H4_N5b_flux_budget_closure_results.md;H4_backreaction_mass_MAP.md;HANDOFF_ARCHIVE.md;N5d_solver_build_plan.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_native_frame_round_static_2026-07-01.md;classB_rung_resonance_owed_first_adjudication.md;cosine_native_reconciliation_results.md;d2_bv_algebra.py;d2a_switch_criterion_interior.md;d2a_switch_criterion_interior.py;d2b_no_structure_in_G.md;d2b_reduction_flux_cas.py;discreteness_preregistration.md;gp_switch_criterion_results.md;macro_Q1_source_posture.md;macro_universe_clean_core_MAP.md;macro_universe_native_MAP.md;matter_filled_background_closure_DESIGN.md;n5d_shear.py;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_dilation_weight_derivation_results.md;native_geometric_action_results.md;native_readout_map_selector_audit_results.md;node05_seal_parity_regrade_results.md;node1_seal_spin_verdict_results.md;p16_phi_sourcing_decision_note.md;r1_bv_main.py;r1_route_fork_cas.py;r1_route_fork_native_derivation.md;regrade_S2_defect_2026-07-04.md;simple_metric_operator_inspiration_SEARCH.md;udt_no_homogeneous_universe_results.md;verify_TAB_transverse_stress.py	0	-
native_geometric_action_results.md	NATIVE_ACTION	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	MANIFEST;TEXT_REFERENCE	H4_backreaction_mass_MAP.md;HANDOFF_ARCHIVE.md;UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt;UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md;UDT_NATIVE_ACTION_STAGE2_A1_A6_SHA256SUMS_2026-07-18.txt;UDT_NATIVE_ACTION_STAGE2_LAUNCH_RECORD_2026-07-18.md;UDT_NATIVE_ACTION_STAGE2_RETURN_2026-07-18.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_native_frame_round_static_2026-07-01.md;archive/native_action_chat_2026-07-14_15/UDT_DILATION_SUBSTRATE_ACTION_VERIFY_DISPATCH.md;archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_DERIVATION_RESULTS.md;archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_VERIFY_DISPATCH.md;archive/native_action_chat_2026-07-14_15/UDT_GLOBAL_BOOTSTRAP_VERIFY_DISPATCH.md;d2_bv_algebra.py;d2a_switch_criterion_interior.md;d2a_switch_criterion_interior.py;d2c_gp_composite_conditions.md;d2c_part1_mixing.py;discreteness_preregistration.md;gp_switch_criterion_results.md;grok/quarantine_free_DA/macro_native_FE_from_metric_CLEAN.md;microphysics_reentry_omega_reframe_MAP.md;native_action_arm_c_2026-07-18/ARM_C_RETURN/ARM_C_SMUGGLE_LIST.tsv;native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt;native_action_arm_c_2026-07-18/LAUNCH_SCRIPT.sh;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv;native_action_stage2_2026-07-18/arm_A/D6_RETURN/D6.md;native_action_stage2_2026-07-18/arm_A/D6_RETURN/D6_DISCLOSURE_CENSUS.tsv;native_action_stage2_2026-07-18/arm_A/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt;native_action_stage2_2026-07-18/arm_A/LAUNCH_PROMPT.txt;native_action_stage2_2026-07-18/arm_A/LAUNCH_SCRIPT.sh;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/D6_RETURN/D6_DISCLOSURE_CENSUS.tsv;native_action_stage2_2026-07-18/arm_B/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt;native_action_stage2_2026-07-18/arm_B/LAUNCH_PROMPT.txt;native_action_stage2_2026-07-18/arm_B/LAUNCH_SCRIPT.sh;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round1_transcript.txt;native_action_sync_audit_2026-07-17/round2_transcript.txt;native_action_sync_audit_2026-07-17/round3_transcript.txt;native_action_sync_audit_2026-07-17/round4_transcript.txt;native_action_sync_audit_2026-07-17/round5_transcript.txt;native_action_sync_audit_2026-07-17/round6_transcript.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;node05_seal_parity_regrade_results.md;r1_bv_main.py;r1_route_fork_cas.py;r1_route_fork_native_derivation.md;seal_matching_junction_results.md;verify_universe_rigidity_cas_attack.py	0	-
native_hopfion_route_MAP.md	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_historical_frontier_through_2026-07-08.md;node_H1_hopfion_compactification_results.md	0	-
native_readout_map_depth_size_results.md	NATIVE_ACTION	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;N5d_solver_build_plan.md;NEGATIVES_REGISTRY.md;archive/LIVE_2026-07-06_EOD1_readout_provenance_arc.md;branch_operator.py;branch_operator_contamination_ledger.md;n5d_stage1_conditioning_diagnosis.md	0	-
native_readout_map_selector_audit_results.md	NATIVE_ACTION	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/LIVE_2026-07-06_EOD1_readout_provenance_arc.md;native_readout_map_depth_size_results.md	0	-
native_stabilizer_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	CANON.md;NEGATIVES_REGISTRY.md;STATE.md;archive/B1_nativeness_verifier_results.md;archive/M12_winding_bc_closure_results.md;archive/RECON_B_microphysics.md;archive/fermion_forcing_results.md;archive/fourth_component_sourced_results.md;archive/hopf_spinor_results.md;archive/lepton_soliton_spectrum_results.md;archive/monodromy_depth_results.md;archive/n3_direction_distribution_results.md;archive/native_catalog_pi2_results.md;archive/s2_s3_identity_results.md;archive/theta_bc_provenance_results.md;archive/whole_metric_solve_3D_results.md;legacy/root_oneoffs_2026-07-01/fourth_component_adversary.py;legacy/root_oneoffs_2026-07-01/fourth_component_sourced_check.py;legacy/root_oneoffs_2026-07-01/hopf_spinor.py;legacy/root_oneoffs_2026-07-01/matter_ansatz_derive.py;legacy/root_oneoffs_2026-07-01/monodromy_depth_probe.py;legacy/root_oneoffs_2026-07-01/n3_direction_iso_inertia.py;legacy/root_oneoffs_2026-07-01/n3_split_characterize.py;legacy/root_oneoffs_2026-07-01/native_catalog_phase1_topology.py;legacy/root_oneoffs_2026-07-01/native_catalog_phase2_derrick.py;legacy/root_oneoffs_2026-07-01/native_matter_step_audit.py;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;native_stabilizer_verifier_results.md;regrade_S2_defect_2026-07-04.md;whole_metric_3d_matter.py	0	-
native_stabilizer_verifier_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	native_stabilizer_results.md	0	-
negative_phi_native_geometry.md	CROSS_LANE_SHARED	RETAIN_ROOT	ROOT_CONTROL_OR_SHARED_INTERFACE	STARTUP;TEXT_REFERENCE	CLAUDE.md;STATE.md;archive/B1_nativeness_verifier_results.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/RECON_B_microphysics.md;archive/UDT_REBUILD.md;d1_charge_channel_projection_MAP.md;d1_rederive_q13.py;legacy/root_oneoffs_2026-07-01/native_scalar_spectrum.py;legacy/root_oneoffs_2026-07-01/native_source_share_boundary_identity_audit.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line1_transport_loop.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line2_tie_depth.py;legacy/root_oneoffs_2026-07-01/w_stiffness_routeA_enlarged_class.py;legacy_hadron_survivor_filter.md;matter_amplitude_native_MAP_2026-06-29.md;negative_phi_native_geometry.md;p_domain_closure_attempt_results.md;particle_spectrum_native_geometry.md	0	-
negatives_premise_sweep_2026-07-03.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_universe_cell_ladder_arc_2026-07-02.md	0	-
noNull_F_catchproof.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	codex_rehearsal_transcript.txt;verify_noNull_behavioral_F.py	0	-
noNull_F_control_N128.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	F_evidence/F_control_N128.log;F_evidence/control_N128_run.log	0	-
noNull_F_control_N192.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	F_evidence/F_control_N192.log;F_evidence/control_N192_run.log	0	-
noNull_F_control_N256.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	F_evidence/F_control_N256.log;F_evidence/control_N256_run.log;codex_rehearsal_transcript.txt	0	-
noNull_F_dirs.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	F_evidence/F_dirs.log;codex_rehearsal_transcript.txt;noNull_behavioral_F.py	0	-
noNull_F_endpoint_hashes.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	codex_rehearsal_transcript.txt;verify_noNull_behavioral_F.py	0	-
noNull_F_fine_N192.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	F_evidence/F_fine_N192.log;F_evidence/fine_N192_run.log;UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md;codex_rehearsal_transcript.txt;noNull_F_postreturn_audit.json	0	-
noNull_F_fine_N256.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	F_evidence/F_fine_N256.log;F_evidence/fine_N256_run.log;UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md;codex_rehearsal_transcript.txt;noNull_F_postreturn_audit.json	0	-
noNull_F_gate.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	F_evidence/F_gate.log;F_evidence/gate_run.log;codex_rehearsal_transcript.txt;noNull_behavioral_F.py;verify_noNull_behavioral_F.py	1	-
noNull_F_ladder_N128.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	F_evidence/F_ladder_N128.log;F_evidence/ladder_N128_run.log;UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md;codex_rehearsal_transcript.txt;noNull_F_postreturn_audit.json	0	-
noNull_F_postreturn_audit.json	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;codex_rehearsal_transcript.txt	0	-
noNull_F_verify.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md;codex_rehearsal_transcript.txt;verify_noNull_behavioral_F.py	0	-
noNull_artifact_manifest.py	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE;ROOT_MANIFEST	NONE	NONE	0	-
noNull_behavioral_F.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md;UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md;codex_rehearsal_transcript.txt	0	-
noNull_behavioral_F_results.md	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	HANDOFF.md;INDEX.md;LIVE.md;UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md;codex_rehearsal_transcript.txt	0	-
noNull_boundary_virial.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md;UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md;codex_rehearsal_transcript.txt;verify_noNull_boundary_virial.py	0	-
noNull_boundary_virial_ALL.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	boundary_virial_evidence_2026-07-16/v2v3_production.log;noNull_boundary_virial.py;verify_noNull_boundary_virial.py	1	-
noNull_boundary_virial_results.md	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	HANDOFF.md;INDEX.md;LIVE.md;UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md;codex_rehearsal_transcript.txt	0	-
noNull_boundary_virial_verify.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	verify_noNull_boundary_virial.py	0	-
noNull_boxscout_build.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	boundary_audit_patch_2026-07-16/build.log;noNull_boxscout_build.py;verify_noNull_boundary_virial.py	1	-
noNull_boxscout_build.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md;artifact_manifest.json;codex_rehearsal_transcript.txt;noNull_boxscout_build.json;noNull_boxscout_build.py	0	-
noNull_boxscout_observables.json	PARTICLE_MASS	BLOCKED	UNRESOLVED_DYNAMIC_OR_AMBIGUOUS_PATH_TOUCH	FILE_PATH;STARTUP;TEXT_REFERENCE	LIVE.md;UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md;boundary_audit_patch_2026-07-16/observables_complete.log;boundary_virial_evidence_2026-07-16/scout_observables.log;codex_rehearsal_transcript.txt;verify_noNull_boundary_virial.py	1	-
noNull_curvature_check.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/LIVE_h3_stability_layers_2026-07-11_12.md;codex_rehearsal_transcript.txt;stability_branch_follow_256_DECISION.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
noNull_curvature_check_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	noNull_curvature_check.py	0	-
noNull_downsample.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/LIVE_h3_stability_layers_2026-07-11_12.md;artifact_manifest.json;noNull_artifact_manifest.py;noNull_downsample.py	0	-
