current_path	artifact_type	first_commit_date	last_commit_date	physics_status_source	frozen_manifest_status	runtime_import_test_dependencies	primary_owner	secondary_consumers	ownership_evidence	current_frontier_target
macro_pathB_dust_closure_window_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_pathB_dust_closure_window_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_pathB_dust_vacuum_match.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:macro_pathB_dust_vacuum_match_CONTRACT.md;macro_pathB_dust_vacuum_match_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_pathB_dust_vacuum_match_CONTRACT.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_pathB_dust_vacuum_match_CONTRACT.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_pathB_dust_vacuum_match_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_pathB_dust_vacuum_match_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_pathB_phi_ceiling.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:macro_pathB_phi_ceiling_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_pathB_phi_ceiling_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_pathB_phi_ceiling_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_pathB_vacuum_characterize.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:macro_pathB_vacuum_characterize_results.md;macro_phase3_pathB_freeDA_EH_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_pathB_vacuum_characterize_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_pathB_vacuum_characterize_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_pathB_vacuum_continue_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_pathB_vacuum_continue_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_pathB_vacuum_edge_shoot_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_pathB_vacuum_edge_shoot_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_pathB_vacuum_integrals_edge.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:macro_pathB_vacuum_edge_shoot_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_phase1_metric_only.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_phase1_metric_only.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_phase2_fe_from_metric.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:macro_clean_restart_from_metric_MAP.md;macro_phase2_fe_from_metric_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_phase2_fe_from_metric_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_phase2_fe_from_metric_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_phase3_pathA_areal.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:macro_phase3_pathA_areal_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_phase3_pathA_areal_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_phase3_pathA_areal_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_phase3_pathB_freeDA_EH.py	PYTHON	2026-07-09	2026-07-09	DEPENDENCY_STATUS_SOURCE:macro_phase3_pathB_freeDA_EH_results.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_phase3_pathB_freeDA_EH_results.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_phase3_pathB_freeDA_EH_results.md	R0_FROZEN_EVIDENCE	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_phi_blindness_reaudit.md	MARKDOWN	2026-07-09	2026-07-10	SELF_STATUS_BANNER:macro_phi_blindness_reaudit.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_sector_MAP.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:163;MEMORY.md:30	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_spine_provenance_2026-07-06.md	MARKDOWN	2026-07-06	2026-07-06	native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:13	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	MANIFEST[5]=UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt;UDT_NATIVE_ACTION_STAGE2_A1_A6_SHA256SUMS_2026-07-18.txt;native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt;native_action_stage2_2026-07-18/arm_A/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt;native_action_stage2_2026-07-18/arm_B/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt	MACRO	NATIVE_ACTION	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_universe_clean_core_MAP.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_universe_clean_core_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_universe_native_MAP.md	MARKDOWN	2026-07-08	2026-07-08	SELF_STATUS_BANNER:macro_universe_native_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
macro_xmax_limit_FRAME.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:macro_xmax_limit_FRAME.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_LANE+FAMILY_DEPENDENCY_COHERENCE	NO
mass_emergence_canonical_geometry.md	MARKDOWN	2026-06-10	2026-06-10	SELF_STATUS_BANNER:mass_emergence_canonical_geometry.md	NOT_FROZEN_OR_MANIFEST	NONE	CROSS_LANE_SHARED	NONE	R1B_ACTIVE_CROSS_ERA+MULTI_LANE_PROVENANCE	NO
matter_amplitude_native_MAP_2026-06-29.md	MARKDOWN	2026-06-29	2026-06-29	SELF_STATUS_BANNER:matter_amplitude_native_MAP_2026-06-29.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	PRE_JULY_PROVENANCE+R0_MOVE_OR_ARCHIVE_CLASS	NO
matter_carrier_provenance_audit_results.md	MARKDOWN	2026-07-10	2026-07-10	LIVE.md:428;HANDOFF.md:100;INDEX.md:82;MEMORY.md:68;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:11	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	MANIFEST[5]=UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt;UDT_NATIVE_ACTION_STAGE2_A1_A6_SHA256SUMS_2026-07-18.txt;native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt;native_action_stage2_2026-07-18/arm_A/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt;native_action_stage2_2026-07-18/arm_B/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt	PARTICLE_MASS	MACRO;NATIVE_ACTION	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
matter_el_3d_gen.py	PYTHON	2026-06-16	2026-06-16	NEGATIVES_REGISTRY.md:1927	NOT_FROZEN_OR_MANIFEST	FILE_PATH[1]=legacy/root_oneoffs_2026-07-01/gen_matter_el_3d.py	LEGACY_FROZEN	NONE	PRE_JULY_PROVENANCE+R0_MOVE_OR_ARCHIVE_CLASS	NO
matter_filled_background_closure_DESIGN.md	MARKDOWN	2026-07-08	2026-07-10	SELF_STATUS_BANNER:matter_filled_background_closure_DESIGN.md	NOT_FROZEN_OR_MANIFEST	NONE	CROSS_LANE_SHARED	NONE	MULTIPLE_ACTIVE_LANE_CONSUMERS+DEPENDENCY_EVIDENCE	NO
matter_regrade_derived_operator_results.md	MARKDOWN	2026-06-21	2026-07-06	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md:151	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NATIVE_ACTION	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	NO
measure_fork_results.md	MARKDOWN	2026-06-11	2026-06-11	NEGATIVES_REGISTRY.md:410,415	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	FOUNDATIONS	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	NO
micro_mass_shape_data.json	JSON	2026-06-15	2026-06-15	DEPENDENCY_STATUS_SOURCE:archive/micro_mass_shape_results.md	R0_FROZEN_EVIDENCE	FILE_PATH[1]=legacy/root_oneoffs_2026-07-01/micro_mass_shape.py	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_D2_two_regime_MAP.md	MARKDOWN	2026-07-04	2026-07-04	SELF_STATUS_BANNER:microphysics_D2_two_regime_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	PARTICLE_MASS	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E0_ambient_tables.json	JSON	2026-07-03	2026-07-03	DEPENDENCY_STATUS_SOURCE:embedded_cell_closure_H_amb_results.md;microphysics_E0_ambient_tables.md;microphysics_reentry_miniMAP.md;universe_cell_fold_jc_sigma_results.md	R0_FROZEN_EVIDENCE	FILE_PATH[1]=d2_bv_e0_numeric.py	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E0_ambient_tables.md	MARKDOWN	2026-07-03	2026-07-03	SELF_STATUS_BANNER:microphysics_E0_ambient_tables.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E0_bv_H_adversarial.py	PYTHON	2026-07-03	2026-07-03	DEPENDENCY_STATUS_SOURCE:embedded_cell_closure_H_amb_results.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E0_bv_reshoot.py	PYTHON	2026-07-03	2026-07-03	DEPENDENCY_STATUS_SOURCE:embedded_cell_closure_H_amb_results.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E0_extract.py	PYTHON	2026-07-03	2026-07-03	DEPENDENCY_STATUS_SOURCE:cascade_stageA_results.md;embedded_cell_closure_H_amb_results.md;microphysics_E0_ambient_tables.md;microphysics_reentry_miniMAP.md;universe_cell_fold_jc_sigma_results.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E1_bv_cas1.py	PYTHON	2026-07-03	2026-07-03	DEPENDENCY_STATUS_SOURCE:f2d_virial_step0_results.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E1_bv_cas2_exotic.py	PYTHON	2026-07-03	2026-07-03	reorganization_r1b/postmove_forensic_census/ROOT_FILE_INVENTORY.tsv	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E1_bv_probe.py	PYTHON	2026-07-03	2026-07-03	reorganization_r1b/postmove_forensic_census/ROOT_FILE_INVENTORY.tsv	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E1_composite_closure_results.md	MARKDOWN	2026-07-03	2026-07-03	CANON.md:352;NEGATIVES_REGISTRY.md:2178	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	LEGACY_FROZEN	PARTICLE_MASS	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E1_composite_conditions.py	PYTHON	2026-07-03	2026-07-03	DEPENDENCY_STATUS_SOURCE:embedded_cell_closure_H_amb_results.md;f2d_virial_step0_results.md;microphysics_E0_ambient_tables.md;microphysics_E1_composite_closure_results.md;microphysics_reentry_miniMAP.md;seal_matching_junction_results.md;universe_cell_fold_jc_sigma_results.md;universe_cell_vacuum_impossibility_results.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E1_probe_pass.py	PYTHON	2026-07-03	2026-07-03	DEPENDENCY_STATUS_SOURCE:microphysics_E1_composite_closure_results.md;microphysics_reentry_miniMAP.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E1_probe_results.json	JSON	2026-07-03	2026-07-03	DEPENDENCY_STATUS_SOURCE:microphysics_E1_composite_closure_results.md;microphysics_E2b_A1Z1_results.md;microphysics_E2b_A1Z8_results.md;microphysics_E2b_A3Z1_results.md;microphysics_E2b_A3Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2_battle_plan.md	MARKDOWN	2026-07-03	2026-07-03	SELF_STATUS_BANNER:microphysics_E2_battle_plan.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E2_bv_c1c.py	PYTHON	2026-07-04	2026-07-04	reorganization_r1b/postmove_forensic_census/ROOT_FILE_INVENTORY.tsv	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E2_bv_mms.py	PYTHON	2026-07-04	2026-07-04	reorganization_r1b/postmove_forensic_census/ROOT_FILE_INVENTORY.tsv	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E2_bv_mms2.py	PYTHON	2026-07-04	2026-07-04	reorganization_r1b/postmove_forensic_census/ROOT_FILE_INVENTORY.tsv	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E2_bv_rs_soft.py	PYTHON	2026-07-04	2026-07-04	reorganization_r1b/postmove_forensic_census/ROOT_FILE_INVENTORY.tsv	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E2_bv_runaway.py	PYTHON	2026-07-04	2026-07-04	reorganization_r1b/postmove_forensic_census/ROOT_FILE_INVENTORY.tsv	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_E2_coupled_solve_results.md	MARKDOWN	2026-07-04	2026-07-04	SELF_STATUS_BANNER:microphysics_E2_coupled_solve_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A1Z1_anatomy.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A1Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A1Z1_extfloor.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A1Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A1Z1_gridcheck.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A1Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A1Z1_phase2.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A1Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A1Z1_results.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A1Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A1Z1_results.md	MARKDOWN	2026-07-04	2026-07-04	SELF_STATUS_BANNER:microphysics_E2b_A1Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A1Z8_anatomy.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A1Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A1Z8_gridcheck.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A1Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A1Z8_phase2.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A1Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A1Z8_results.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A1Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A1Z8_results.md	MARKDOWN	2026-07-04	2026-07-04	SELF_STATUS_BANNER:microphysics_E2b_A1Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z1_anatomy.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z1_extfloor.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z1_gridcheck.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z1_phase2.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z1_results.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z1_results.md	MARKDOWN	2026-07-04	2026-07-04	SELF_STATUS_BANNER:microphysics_E2b_A3Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z1_wideguard_cont.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z1_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z8_anatomy.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z8_extfloor.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z8_gridcheck.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z8_phase2.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z8_results.json	JSON	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2b_A3Z8_results.md	MARKDOWN	2026-07-04	2026-07-04	SELF_STATUS_BANNER:microphysics_E2b_A3Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2c_optimizer_hardening_results.md	MARKDOWN	2026-07-04	2026-07-04	SELF_STATUS_BANNER:microphysics_E2c_optimizer_hardening_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2d_resweep_A1Z8_results.md	MARKDOWN	2026-07-04	2026-07-04	SELF_STATUS_BANNER:microphysics_E2d_resweep_A1Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_E2e_physinformed_seed_results.md	MARKDOWN	2026-07-04	2026-07-04	SELF_STATUS_BANNER:microphysics_E2e_physinformed_seed_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
microphysics_after_concentric_failure_MAP.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:microphysics_after_concentric_failure_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	PARTICLE_MASS	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_reentry_miniMAP.md	MARKDOWN	2026-07-03	2026-07-03	SELF_STATUS_BANNER:microphysics_reentry_miniMAP.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
microphysics_reentry_omega_reframe_MAP.md	MARKDOWN	2026-07-04	2026-07-04	SELF_STATUS_BANNER:microphysics_reentry_omega_reframe_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
migration_convergence_guard.py	PYTHON	2026-06-24	2026-06-25	NEGATIVES_REGISTRY.md:2222	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	PRE_JULY_PROVENANCE+R0_MOVE_OR_ARCHIVE_CLASS	NO
