object_occurrence_id	object_kind	source_id	source_path	source_row_number	source_row_label	source_row_sha256	classification	domain_chart_cover	complete_coframe_metric	overlap_transition_maps	finite_cell_completion_data	regularity_nondegeneracy	causal_interface_rules	topology_global_descent	construction_sufficiency	provenance	P03B_gate	ruling
S021:R0230	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	230	(3,1)	1a525b298f39bd9b738e0ed3aa64c8985b9ce32032de8dfdc1f802a04cc686f8	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0231	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	231	(3,1)	7f4a45c30ad534dfffcd4961644c111d730d2f99e79257dc4e6ea50179765e86	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0232	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	232	(3,1)	122729e040b80214037437aa904fba03848bd7a6d0377f8486eb82a32f599c3d	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0233	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	233	(3,1)	0db812e051e36c49c276560a6607fc9a0612a029d62d23baa1b8eb1e0d808890	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0234	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	234	(3,1)	d63060dd231ed9998e3d94838bc609ca52f3a0263b232df66e5e0f4b6ed92b04	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0235	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	235	(3,1)	33a35af13498a77a91093dbc41ee08cea0c0fcc4b088fc4adcefd30714d2e03f	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0236	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	236	(3,1)	fc1fc412be9e137e1681ebb8bc6f563acf051060f63970bf64e8e48145ce7320	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0237	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	237	(3,1)	c726b04463c2d3c2ffd8c4fce688cb2ef120c89479e41fbe2088f13a34e80195	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0238	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	238	(3,1)	f4c7186537844b23edf639fb87f117148157ea9f8990c5775790e04807eaa1d8	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0239	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	239	(3,1)	d8627ac81fbcbd6861f22a7b11c3aab5bb34a931062b59f6fb4a520430c6053d	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0240	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	240	(3,1)	cf390c4c8056d6095a3ce2cb2b190f84793ef94418f3fed87d8a9a16d330375a	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0241	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	241	(3,2)	55b0ad2acc58d23b3b2b1cd2c8d376c6b28ea8bdec84429a6d46bec0a201aba6	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0242	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	242	(3,2)	8b74a339db761c85aeb51b9babda32e1bc5c5a75becd00b7be746abc9b7a643e	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0243	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	243	(3,2)	55fc743eb9836c01c9661a3a5fd68c411225cb8aada792e8a7e0c91d5dfbe426	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0244	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	244	(3,2)	f1db7fd8038bfb2541fae80df736ce90affd0a10f04f7473ceb057d64c263185	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0245	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	245	(3,2)	2903b2f061ddb85c6990f97b130cbad477b88629cd92398d347e9fc5bf70cb22	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0246	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	246	(3,2)	452cc15c3cab1024445ebe69f9b1cc34ec2eb4412f57342b31ee023c98a838c9	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0247	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	247	(3,2)	27a0ae71f668cd7726b8fd6cd5a0583f7080743bc9e8edf4ad42b4fe59517d29	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0248	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	248	(3,2)	66a9c4ad6762286ee290e03df5b194c4e8ddf27838b8dd0b52623d011ee5445e	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0249	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	249	(3,2)	186db7d67c58d2bc4357ad159369c70b4e13afe0e8d81ef6ec6e449e071ba732	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0250	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	250	(3,2)	770c71aeec41e036c3fc95a633bd2767f89d2f57ed79d6dca7547b7b7f32646c	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0251	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	251	(3,2)	49f8bc9eeaffe96fe06aae1332315c2ca68ed35d005885a8d2de0237316fd513	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0252	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	252	(3,2)	08fd3ea1496b49b33b0d0c2fd1dd00b1308a01f4a47976bc150b545e590a03ad	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0253	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	253	(3,2)	c870c07b0817a0ffdc58d43d231a991e4db5275691eb134b2ec0e12b5979e36b	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0254	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	254	(3,2)	57c2e73d15d43a29d63c6ae410bb279764db938b1944ccc1d18baf3069b85ad3	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0255	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	255	(3,2)	e96c76b39716f2522578ccd712d57f67b4ecc7791488c3186b54da2ea882a300	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S021:R0256	CAP_PAIR_TOPOLOGY_WITNESS	S021	udt_global_metric_assembly_atlas_2026-07-22/CAP_PAIR_WITNESSES.tsv	256	(3,2)	fb333f1d606711a316bc15013332c50556ca1d5083faedb42258c48323c1fac9	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	CAP_PAIR_ONLY_NO_METRIC_PROFILE	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	EXACT_LATTICE_TOPOLOGY_CLASS_FOR_SAMPLED_CAP_PAIR	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Exact cap lattice/topology witness, not a coframe or cap-jet construction.
S022:R0001	BUNDLE_HOLONOMY_OBLIGATION	S022	udt_global_metric_assembly_atlas_2026-07-22/BUNDLE_HOLONOMY_ATLAS.tsv	1	FC01_BOUNDARY_BOUNDARY	e18768e472ebd9318b3d9dcd02379a6e4993e788854b8b73f98dab8dc02be095	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	PARTIAL_OR_CONDITIONAL	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	PARTIAL_OR_CONDITIONAL	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Named evidence row is not one coherent complete founded-(g,phi) finite-cell construction.
S022:R0002	BUNDLE_HOLONOMY_OBLIGATION	S022	udt_global_metric_assembly_atlas_2026-07-22/BUNDLE_HOLONOMY_ATLAS.tsv	2	FC02_ONE_CAP_BOUNDARY	4ca5776df0ee34246867493229a495fc619494786d3af68e739f5e64bb12ee22	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	PARTIAL_OR_CONDITIONAL	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	PARTIAL_OR_CONDITIONAL	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Named evidence row is not one coherent complete founded-(g,phi) finite-cell construction.
S022:R0003	BUNDLE_HOLONOMY_OBLIGATION	S022	udt_global_metric_assembly_atlas_2026-07-22/BUNDLE_HOLONOMY_ATLAS.tsv	3	FC03_TWO_CAP_P0	b7b8d31476d3e2fff97d1f85798bb52d4093f6b456237375c78813984c40aa23	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	PARTIAL_OR_CONDITIONAL	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	PARTIAL_OR_CONDITIONAL	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Named evidence row is not one coherent complete founded-(g,phi) finite-cell construction.
S022:R0004	BUNDLE_HOLONOMY_OBLIGATION	S022	udt_global_metric_assembly_atlas_2026-07-22/BUNDLE_HOLONOMY_ATLAS.tsv	4	FC04_TWO_CAP_P1	fa21d70eb7cb1ff5cee834ba86dbbb156a74db5ff421190e1853c67142fe44a7	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	PARTIAL_OR_CONDITIONAL	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	PARTIAL_OR_CONDITIONAL	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Named evidence row is not one coherent complete founded-(g,phi) finite-cell construction.
S022:R0005	BUNDLE_HOLONOMY_OBLIGATION	S022	udt_global_metric_assembly_atlas_2026-07-22/BUNDLE_HOLONOMY_ATLAS.tsv	5	FC05_TWO_CAP_P_GT1	be4bf951a445691fc12a19109959ff5e4f550c531d54bd50e5c53486fe158201	PARTIAL_GLOBAL_DEFINITION	PARTIAL_OR_SCHEMA	NO_COMPLETE_COFRAME_IN_THIS_ROW	NOT_COMPLETE	PARTIAL_OR_CONDITIONAL	PARTIAL_OR_CONDITIONAL	NOT_A_COMPLETE_FIELD_HISTORY	PARTIAL_OR_CONDITIONAL	NOT_SUFFICIENT_FOR_P03_B	FROZEN_SOURCE_ROW;NO_PHYSICAL_SELECTION	FAIL_INCOMPLETE_GLOBAL_OBJECT	Named evidence row is not one coherent complete founded-(g,phi) finite-cell construction.
