endpoint_pair_id	J1_class	J2_class	topological_separator_agreement	J1_lambda_lo	J1_lambda_hi	J2_lambda_lo	J2_lambda_hi	shape_status
R11_1_M8_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55881647934034129	0.83621707040595983	0.42421718953196369	0.76779143313092846	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_M9_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72700668147443726	0.98259699190105187	0.71306645996365881	0.9734479926357501	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_M9_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17243412829836466	0.50377161812499505	0.1434971315720068	0.50040851657386909	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_M9_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55488401139988508	0.83914996012913179	0.42318043189823412	0.77892950717647336	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MA_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72884181638401391	0.98572282852092641	0.71470418050003348	0.97614916987006095	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MA_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17120752721641117	0.50704010165855951	0.14577615902535365	0.50610932899861694	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MA_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55582735086187551	0.83880511186398066	0.42321639531122329	0.77008589404424199	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MB_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72938500041069243	0.98784603246094005	0.71530875752337375	0.97962731527979441	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17250992470091728	0.50381816969933635	0.14364029406860199	0.50108649783272341	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55186490581663905	0.84178648116143007	0.42217694114000487	0.78128237490382857	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MC_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72750988708333397	0.98215754294130198	0.71361570119739615	0.97178633702817818	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MC_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17115067119854385	0.50651780607123709	0.14484057212484211	0.50384280704573992	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MC_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56062216256999797	0.83860958510921113	0.42720454475637054	0.77033128299886588	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MD_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72815359772259447	0.98420402367510607	0.71434623538599096	0.97518522046594514	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MD_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17245842740745307	0.50329809144269566	0.1426722532781852	0.49881676692495153	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MD_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55671257749734726	0.84158028415707131	0.42617448204959113	0.78153934975440487	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_ME_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72985822795556288	0.98733147815309918	0.71588633067148233	0.97790099856961621	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_ME_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17122770345241187	0.50657625652873384	0.1449822241799513	0.50454008352536261	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_ME_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55764397377769515	0.84121783761826519	0.42622670564347714	0.77265414472088889	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MF_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.73027627670900175	0.98946803167455244	0.71625564100338412	0.98137909024460479	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MF_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17253430740421924	0.50334213551358964	0.14281828410254491	0.49947396932437987	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_1_MF_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.5537043672399774	0.84423838012073926	0.42519390590089839	0.7839225299272311	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_M8_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72624917337155581	0.98153895138654657	0.71214346463307876	0.97004877749382856	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_M8_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17113059288874796	0.50697918929980013	0.14563725420019499	0.50539175709865924	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_M8_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55881647934034129	0.83621707040595983	0.42421718953196369	0.76779143313092846	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_M9_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72819757000018692	0.98682682397916388	0.71426127126315364	0.98040776647901084	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_M9_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17513146874561988	0.49723745831981198	0.13919059192684488	0.49047906193352714	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_M9_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.54688983356943865	0.84520483798248291	0.42110982050348927	0.8006207804889659	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MA_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.73291412701401837	0.99698464194551184	0.71852565611343155	0.98926340730172957	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MA_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17136648416388275	0.50718736966337752	0.1460584631749143	0.50773728451883693	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MA_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.54985277770211394	0.84413629138557467	0.42120801252039225	0.77489140557939484	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MB_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.73316179536662596	1	0.71831271342180314	1	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17535638060900002	0.49730948213892229	0.13965139153363179	0.49244985939719882	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.53767965524705896	0.85363361149935002	0.41807703556080983	0.80841672719245306	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MC_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72960761171056221	0.98535601304759901	0.71593130515599712	0.97527655641220135	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MC_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17119113445427345	0.50560263168488062	0.14319316889205522	0.50077191592076953	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MC_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56422556535080226	0.84352556189451111	0.43312269560344924	0.77552825263313185	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MD_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72998961989708155	0.99173897817298029	0.71575372337075327	0.98563382231176122	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MD_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17523034203912799	0.49574860213369337	0.1364829751716766	0.48547530967819402	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MD_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55250474675847994	0.85287416334677946	0.43007138032703146	0.80891020159589766	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_ME_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.73316460124930483	1	0.71947136844182802	0.99463377719885238	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_ME_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17142791973568836	0.50578847221972012	0.14364029575661572	0.5029285958630566	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_ME_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55535512347949678	0.85164701344466487	0.43032009523453646	0.78291062790239041	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MF_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.73249056518070088	1	0.71910119754569146	1	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MF_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17545574342388268	0.49579701002945359	0.13697325698201887	0.48724423281073409	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R11_3_MF_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.54338619089385742	0.86155581517970325	0.42724389819329883	0.81706267186589254	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_M8_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72624917337155581	0.98153895138654657	0.71214346463307898	0.97004877749382878	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_M8_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17113059288874796	0.50697918929980024	0.14563725420019499	0.50539175709865936	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_M8_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55881647934034129	0.83621707040595983	0.42421718953196369	0.76779143313092846	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_M9_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72537978282930504	0.98176114972415485	0.71098637824475464	0.96670162941951021	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_M9_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.16985588336377808	0.51014747017979856	0.14776845413692116	0.51038479838293638	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_M9_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56270590334501625	0.83334235999383977	0.4252550998277646	0.75643597671754759	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MA_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72884181638401391	0.98572282852092641	0.71470418050003348	0.97614916987006095	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MA_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17120752721641117	0.50704010165855951	0.14577615902535365	0.50610932899861694	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MA_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55582735086187551	0.83880511186398066	0.42321639531122329	0.77008589404424199	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MB_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72817189307492136	0.98365413117079481	0.71388484131077135	0.97272479656940714	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.16993390488254409	0.51022191830611874	0.14790318184288917	0.51114018886611634	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.5597476432130718	0.83588527236775556	0.42425707446464406	0.7586815301936235	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MC_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72739693848310594	0.9826543854862525	0.7132905700962221	0.9727159965922344	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MC_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17078111971804108	0.50522270932509461	0.14491072652568257	0.50234345808509739	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MC_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56204021584438701	0.83445344778450525	0.42340882968911048	0.76696330079196506	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MD_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72668778354118435	0.98097908623431695	0.71245005449838905	0.96934986079935215	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MD_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.16950867232020225	0.50841734007697148	0.14704955604177625	0.50737748187295262	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MD_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.5659207733506858	0.8315767283125336	0.4244554954660737	0.75553863240133212	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_ME_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72964126647097627	0.98783921708215805	0.71539892013731843	0.97882864266131298	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_ME_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17085869797870176	0.50527564232457134	0.14505089688848535	0.50303290258862787	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_ME_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55906585860470026	0.83705635340924289	0.42239514883089074	0.76927781081408242	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MF_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.7291595802865648	0.9857414206203593	0.71489260469645155	0.97538499715216809	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MF_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.16958733492259279	0.50848422347194067	0.14718551593279025	0.50810593108372415	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_1_MF_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56297920434159188	0.83413421522044839	0.42344466968193756	0.75780249671587774	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_M8_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72624917337155581	0.98153895138654657	0.71214346463307876	0.97004877749382856	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_M8_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17113059288874796	0.50697918929980013	0.14563725420019499	0.50539175709865924	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_M8_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55881647934034129	0.83621707040595983	0.42421718953196369	0.76779143313092846	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_M9_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72328831935025317	0.98221653728412195	0.70787506528242983	0.9656836172477351	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_M9_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.16738936379748556	0.51636753175417205	0.15200363733167074	0.52039273242180029	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_M9_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56980610567729995	0.82775417497022807	0.42645920462863923	0.73300076694932936	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MA_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.73291412701401837	0.99698464194551184	0.71852565611343155	0.98926340730172957	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MA_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17136648416388275	0.50718736966337752	0.1460584631749143	0.50773728451883693	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MA_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.54985277770211394	0.84413629138557467	0.42120801252039225	0.77489140557939484	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MB_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.7318171025400545	0.99036178458733348	0.71728908731013241	0.97863843535484396	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MB_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.1676348368722623	0.51668978263811194	0.15238747322747001	0.52306541624931491	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MB_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.561663587507924	0.83526560516058523	0.42435132973110096	0.73969498636514042	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MC_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72870149888080127	0.98687938286245636	0.71383790670173697	0.97808278655035175	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MC_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.1700798388457829	0.50169069931049792	0.14345128521913006	0.49623405552608196	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MC_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.56852026105025566	0.83090059463376653	0.4217928863036961	0.76527144630976152	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MD_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72751832826476803	0.98082908824596837	0.71299502879900378	0.96802401549111294	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MD_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.16635867710377325	0.51131410688575385	0.14988485550401073	0.51160713053469031	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MD_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.57242610572582697	0.82994331513468433	0.42438735953426304	0.72989223352239618	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_ME_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.73161528078958427	1	0.7171710989003629	0.99742308411530434	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_ME_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17032169438484465	0.50182578789144761	0.14388410685304662	0.4983173451180018	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_ME_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55969287459541206	0.83895041154740679	0.41866443650325519	0.7725616279369284	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MF_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.73227882173906911	0.99665089458253686	0.71751294619956674	0.98662086367450541	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MF_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.16661002882434869	0.51157398400144882	0.15027940930853942	0.51404892043736927	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R12_3_MF_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.57143794723967389	0.83006183277531476	0.42189192886633758	0.73673161920900043	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R13_1_M8_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72624917337155581	0.98153895138654657	0.71214346463307898	0.97004877749382878	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R13_1_M8_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17113059288874796	0.50697918929980024	0.14563725420019499	0.50539175709865936	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R13_1_M8_B2B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.55881647934034129	0.83621707040595983	0.42421718953196369	0.76779143313092846	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R13_1_M9_B0B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.72693314146991084	0.98208214058314691	0.71312470801195416	0.97250103423815315	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
R13_1_M9_B1B3	FORCED_SINGLE_REGULAR_NULL_GRAPH	FORCED_SINGLE_REGULAR_NULL_GRAPH	YES	0.17101787877496763	0.50834424974542936	0.14570768629444306	0.50738065361374884	CHART_DEPENDENT_ENVELOPES__EXISTENCE_INVARIANT
