edge_id	direction_id	bank	point_id	from_configuration	to_configuration	from_radius	to_radius	delta_determinant	delta_scalar_curvature	delta_riemann_max_abs	ricci_rank_change	curvature_rank_change	shear_rank_change	twist_rank_change	from_geometry_class	to_geometry_class	from_dphi_class	to_dphi_class	diagnostic_tuple_changed	physical_transition_claimed
D04_B3_P7_E4	D04	B3	P7	R04_3_B3_P7	R04_4_B3_P7	0.75	1.0	0.04688498265148011	0.2998856512392829	0.10498637883236245	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D05_B0_P0_E0	D05	B0	P0	O00_B0_P0	R05_0_B0_P0	0.0	0.125	0.0	0.0633166334557458	0.021829386954884258	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D05_B0_P0_E1	D05	B0	P0	R05_0_B0_P0	R05_1_B0_P0	0.125	0.25	0.0	0.0625330347352419	0.021698664423348	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B0_P0_E2	D05	B0	P0	R05_1_B0_P0	R05_2_B0_P0	0.25	0.5	0.0	0.12271527330897192	0.043005161252087205	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B0_P0_E3	D05	B0	P0	R05_2_B0_P0	R05_3_B0_P0	0.5	0.75	0.0	0.11958087842695608	0.042482271125942134	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B0_P0_E4	D05	B0	P0	R05_3_B0_P0	R05_4_B0_P0	0.75	1.0	0.0	0.11644648354494036	0.0419593809997971	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B0_P4_E0	D05	B0	P4	O00_B0_P4	R05_0_B0_P4	0.0	0.125	0.0019419430490650313	0.06315508707553259	0.021908715216543338	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D05_B0_P4_E1	D05	B0	P4	R05_0_B0_P4	R05_1_B0_P4	0.125	0.25	0.001939364110032038	0.062037318797809285	0.02196447735128951	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B0_P4_E2	D05	B0	P4	R05_1_B0_P4	R05_2_B0_P4	0.25	0.5	0.0038710050979438027	0.12064530821568661	0.044262828849325524	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B0_P4_E3	D05	B0	P4	R05_2_B0_P4	R05_3_B0_P4	0.5	0.75	0.003860730381306743	0.1159219383510629	0.044984631754079296	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B0_P4_E4	D05	B0	P4	R05_3_B0_P4	R05_4_B0_P4	0.75	1.0	0.0038504829366052817	0.11098294599092001	0.046036882775005866	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B1_P1_E0	D05	B1	P1	O00_B1_P1	R05_0_B1_P1	0.0	0.125	0.017265278873154433	-0.006609026342772082	0.015964365529424478	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D05_B1_P1_E1	D05	B1	P1	R05_0_B1_P1	R05_1_B1_P1	0.125	0.25	0.017061426725137663	-0.011857514670709415	0.016574787451728294	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B1_P1_E2	D05	B1	P1	R05_1_B1_P1	R05_2_B1_P1	0.25	0.5	0.033520896164379366	-0.03962767865683836	0.03482855205285612	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B1_P1_E3	D05	B1	P1	R05_2_B1_P1	R05_3_B1_P1	0.5	0.75	0.03273400287264794	-0.06114199351312845	0.03679968060802541	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B1_P1_E4	D05	B1	P1	R05_3_B1_P1	R05_4_B1_P1	0.75	1.0	0.03196558167216512	-0.08303974397165871	0.041964526939183025	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B1_P5_E0	D05	B1	P5	O00_B1_P5	R05_0_B1_P5	0.0	0.125	0.03447985027584455	-0.00348811622138111	0.015938557381411006	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D05_B1_P5_E1	D05	B1	P5	R05_0_B1_P5	R05_1_B1_P5	0.125	0.25	0.03366683474956744	-0.002301418221572726	0.01660228560151046	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B1_P5_E2	D05	B1	P5	R05_1_B1_P5	R05_2_B1_P5	0.25	0.5	0.06497085269187952	2.281090729798485e-05	0.03568989985010894	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B1_P5_E3	D05	B1	P5	R05_2_B1_P5	R05_3_B1_P5	0.5	0.75	0.06194302331706414	0.008171410240656405	0.03985577662350458	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B1_P5_E4	D05	B1	P5	R05_3_B1_P5	R05_4_B1_P5	0.75	1.0	0.05905629953565472	0.01907136214140974	0.045082040199454596	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B2_P2_E0	D05	B2	P2	O00_B2_P2	R05_0_B2_P2	0.0	0.125	0.02813431458398319	-0.03121233249416174	0.025417801904772015	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D05_B2_P2_E1	D05	B2	P2	R05_0_B2_P2	R05_1_B2_P2	0.125	0.25	0.027593011158624225	-0.030893792282390475	0.02726746830971488	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B2_P2_E2	D05	B2	P2	R05_1_B2_P2	R05_2_B2_P2	0.25	0.5	0.053603570314381566	-0.060569499215784826	0.06011849633137768	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B2_P2_E3	D05	B2	P2	R05_2_B2_P2	R05_3_B2_P2	0.5	0.75	0.051560750711781456	-0.05851186942191906	0.06759448708063648	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B2_P2_E4	D05	B2	P2	R05_3_B2_P2	R05_4_B2_P2	0.75	1.0	0.049595782489309403	-0.05594067012309295	0.07506841919136506	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B2_P6_E0	D05	B2	P6	O00_B2_P6	R05_0_B2_P6	0.0	0.125	-0.08358175007370217	-0.0308221500546984	0.025601353567114703	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D05_B2_P6_E1	D05	B2	P6	R05_0_B2_P6	R05_1_B2_P6	0.125	0.25	-0.08835914360972175	-0.029706993290835686	0.02782278260418361	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B2_P6_E2	D05	B2	P6	R05_1_B2_P6	R05_2_B2_P6	0.25	0.5	-0.19215834734071224	-0.05574820832850482	0.06238162185918201	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B2_P6_E3	D05	B2	P6	R05_2_B2_P6	R05_3_B2_P6	0.5	0.75	-0.2147530448498185	-0.0504164917041377	0.0714818768954065	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B2_P6_E4	D05	B2	P6	R05_3_B2_P6	R05_4_B2_P6	0.75	1.0	-0.24000451143813795	-0.044656550196118666	0.08072532479575031	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D05_B3_P3_E0	D05	B3	P3	O00_B3_P3	R05_0_B3_P3	0.0	0.125	-0.002493477876403416	0.023697742245472105	0.025391266716574996	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D05_B3_P3_E1	D05	B3	P3	R05_0_B3_P3	R05_1_B3_P3	0.125	0.25	-0.0024977297381603147	0.021629489013821935	0.02597594316082525	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D05_B3_P3_E2	D05	B3	P3	R05_1_B3_P3	R05_2_B3_P3	0.25	0.5	-0.005008244074929058	0.03696997419114874	0.05374090151821746	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D05_B3_P3_E3	D05	B3	P3	R05_2_B3_P3	R05_3_B3_P3	0.5	0.75	-0.005025338685748615	0.02844157553235263	0.05618448963816344	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D05_B3_P3_E4	D05	B3	P3	R05_3_B3_P3	R05_4_B3_P3	0.75	1.0	-0.005042491645504077	0.019737820719766708	0.058697841050801614	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D05_B3_P7_E0	D05	B3	P7	O00_B3_P7	R05_0_B3_P7	0.0	0.125	-0.06033474599631505	0.02161336616242553	0.025443003795240476	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D05_B3_P7_E1	D05	B3	P7	R05_0_B3_P7	R05_1_B3_P7	0.125	0.25	-0.0628241940837404	0.01541389136429706	0.026178568264167153	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D05_B3_P7_E2	D05	B3	P7	R05_1_B3_P7	R05_2_B3_P7	0.25	0.5	-0.13353183509053612	0.012407940997358313	0.054903180379544135	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D05_B3_P7_E3	D05	B3	P7	R05_2_B3_P7	R05_3_B3_P7	0.5	0.75	-0.14477837314169384	-0.011769442929020685	0.058916624331008	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D05_B3_P7_E4	D05	B3	P7	R05_3_B3_P7	R05_4_B3_P7	0.75	1.0	-0.15697213563600143	-0.03538050953008519	0.06375387242833325	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D06_B0_P0_E0	D06	B0	P0	O00_B0_P0	R06_0_B0_P0	0.0	0.125	0.0	0.05034187458299902	0.021741335281479802	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D06_B0_P0_E1	D06	B0	P0	R06_0_B0_P0	R06_1_B0_P0	0.125	0.25	0.0	0.05107675817601891	0.020740504808533105	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B0_P0_E2	D06	B0	P0	R06_1_B0_P0	R06_2_B0_P0	0.25	0.5	0.0	0.10435816713109762	0.039604458842312854	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B0_P0_E3	D06	B0	P0	R06_2_B0_P0	R06_3_B0_P0	0.5	0.75	0.0	0.1072977015031773	0.03692362900345003	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B0_P0_E4	D06	B0	P0	R06_3_B0_P0	R06_4_B0_P0	0.75	1.0	0.0	0.11023723587525691	0.05505084986525431	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B0_P4_E0	D06	B0	P4	O00_B0_P4	R06_0_B0_P4	0.0	0.125	0.000596580409981895	0.05115957793729678	0.02144328610156552	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D06_B0_P4_E1	D06	B0	P4	R06_0_B0_P4	R06_1_B0_P4	0.125	0.25	0.0005963370181079064	0.05357124803025606	0.020541034248440677	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B0_P4_E2	D06	B0	P4	R06_1_B0_P4	R06_2_B0_P4	0.25	0.5	0.001191944257750599	0.11462306614735454	0.038379162769527936	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B0_P4_E3	D06	B0	P4	R06_2_B0_P4	R06_3_B0_P4	0.5	0.75	0.00119097188131434	0.1249995229984214	0.034781284353351094	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B0_P4_E4	D06	B0	P4	R06_3_B0_P4	R06_4_B0_P4	0.75	1.0	0.00119000029813221	0.13584895285104714	0.06491823273231721	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B1_P1_E0	D06	B1	P1	O00_B1_P1	R06_0_B1_P1	0.0	0.125	0.0009824243701093138	0.003618596542268057	0.016803406342906328	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D06_B1_P1_E1	D06	B1	P1	R06_0_B1_P1	R06_1_B1_P1	0.125	0.25	0.0009817643360425787	-0.0007009548993140904	0.018665576572330977	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B1_P1_E2	D06	B1	P1	R06_1_B1_P1	R06_2_B1_P1	0.25	0.5	0.0019615503433443315	-0.015046199106985274	0.04403287706489125	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B1_P1_E3	D06	B1	P1	R06_2_B1_P1	R06_3_B1_P1	0.5	0.75	0.001958915524473026	-0.0344644771693461	0.052913954504073504	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B1_P1_E4	D06	B1	P1	R06_3_B1_P1	R06_4_B1_P1	0.75	1.0	0.00195628424477734	-0.05547680512336359	0.06210696858828438	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B1_P5_E0	D06	B1	P5	O00_B1_P5	R06_0_B1_P5	0.0	0.125	-0.01551127592132251	0.003426102864566719	0.017276740559490807	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D06_B1_P5_E1	D06	B1	P5	R06_0_B1_P5	R06_1_B1_P5	0.125	0.25	-0.01567581275802743	-0.0013698427496005323	0.020627497763202905	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B1_P5_E2	D06	B1	P5	R06_1_B1_P5	R06_2_B1_P5	0.25	0.5	-0.03185223587936914	-0.01837557859792083	0.05188495562225398	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B1_P5_E3	D06	B1	P5	R06_2_B1_P5	R06_3_B1_P5	0.5	0.75	-0.03253156910368471	-0.041429359579622446	0.06710213794821146	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B1_P5_E4	D06	B1	P5	R06_3_B1_P5	R06_4_B1_P5	0.75	1.0	-0.033225390906803653	-0.06732732486284626	0.08369253169539273	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B2_P2_E0	D06	B2	P2	O00_B2_P2	R06_0_B2_P2	0.0	0.125	-0.0029112525708954173	-0.06845046705467091	0.025747668415253343	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D06_B2_P2_E1	D06	B2	P2	R06_0_B2_P2	R06_1_B2_P2	0.125	0.25	-0.0029170485640916954	-0.07079998714073148	0.028272449583036322	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B2_P2_E2	D06	B2	P2	R06_1_B2_P2	R06_2_B2_P2	0.25	0.5	-0.005851531287562217	-0.147960633213378	0.06423878724827739	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B2_P2_E3	D06	B2	P2	R06_2_B2_P2	R06_3_B2_P2	0.5	0.75	-0.0058748540297219876	-0.1553489737981218	0.0746510227336274	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B2_P2_E4	D06	B2	P2	R06_3_B2_P2	R06_4_B2_P2	0.75	1.0	-0.00589826973050811	-0.16150768496020673	0.08517957520590974	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B2_P6_E0	D06	B2	P6	O00_B2_P6	R06_0_B2_P6	0.0	0.125	-0.0157250928731818	-0.06904953533776415	0.025375239620688866	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D06_B2_P6_E1	D06	B2	P6	R06_0_B2_P6	R06_1_B2_P6	0.125	0.25	-0.015894197128029752	-0.07274999221334894	0.027176256286409867	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B2_P6_E2	D06	B2	P6	R06_1_B2_P6	R06_2_B2_P6	0.25	0.5	-0.03230300061910585	-0.15685301373161092	0.059968070568245935	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B2_P6_E3	D06	B2	P6	R06_2_B2_P6	R06_3_B2_P6	0.5	0.75	-0.0330014952567903	-0.1724980105770661	0.0676933595150361	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B2_P6_E4	D06	B2	P6	R06_3_B2_P6	R06_4_B2_P6	0.75	1.0	-0.03371509359225455	-0.1888425409601307	0.07555993546703563	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D06_B3_P3_E0	D06	B3	P3	O00_B3_P3	R06_0_B3_P3	0.0	0.125	-0.0010900301797804879	0.02453798699651866	0.04033188338720257	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D06_B3_P3_E1	D06	B3	P3	R06_0_B3_P3	R06_1_B3_P3	0.125	0.25	-0.001090842720516072	0.025905676589177206	0.042538710936124095	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D06_B3_P3_E2	D06	B3	P3	R06_1_B3_P3	R06_2_B3_P3	0.25	0.5	-0.0021841254864489734	0.0559480169792821	0.09181475968483302	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D06_B3_P3_E3	D06	B3	P3	R06_2_B3_P3	R06_3_B3_P3	0.5	0.75	-0.0021873829235576903	0.061519362839729086	0.10099370761860019	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D06_B3_P3_E4	D06	B3	P3	R06_3_B3_P3	R06_4_B3_P3	0.75	1.0	-0.0021906452188560355	0.06715740952651153	0.11040914995010404	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D06_B3_P7_E0	D06	B3	P7	O00_B3_P7	R06_0_B3_P7	0.0	0.125	-0.03239756759728141	0.023785503187938588	0.04098575565475141	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D06_B3_P7_E1	D06	B3	P7	R06_0_B3_P7	R06_1_B3_P7	0.125	0.25	-0.03311535016423406	0.023796622970847316	0.04461147360415991	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D06_B3_P7_E2	D06	B3	P7	R06_1_B3_P7	R06_2_B3_P7	0.25	0.5	-0.06844801153508162	0.04851774559721311	0.10090010566402031	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D06_B3_P7_E3	D06	B3	P7	R06_2_B3_P7	R06_3_B3_P7	0.5	0.75	-0.07151460266449372	0.05116106776076507	0.11785033821697044	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D06_B3_P7_E4	D06	B3	P7	R06_3_B3_P7	R06_4_B3_P7	0.75	1.0	-0.07471858246224294	0.05540599588546283	0.1365347204011106	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D07_B0_P0_E0	D07	B0	P0	O00_B0_P0	R07_0_B0_P0	0.0	0.125	0.0	-0.0498088690563182	0.018232166023421596	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D07_B0_P0_E1	D07	B0	P0	R07_0_B0_P0	R07_1_B0_P0	0.125	0.25	0.0	-0.050370875335571615	0.018180783312430494	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B0_P0_E2	D07	B0	P0	R07_1_B0_P0	R07_2_B0_P0	0.25	0.5	0.0	-0.10242776950890353	0.03620741849188768	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B0_P0_E3	D07	B0	P0	R07_2_B0_P0	R07_3_B0_P0	0.5	0.75	0.0	-0.10467579462591736	0.03600188764792331	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B0_P0_E4	D07	B0	P0	R07_3_B0_P0	R07_4_B0_P0	0.75	1.0	0.0	-0.1069238197429308	0.03579635680395889	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B0_P4_E0	D07	B0	P4	O00_B0_P4	R07_0_B0_P4	0.0	0.125	-0.010557181959243156	-0.04947723141733969	0.018310150068544917	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D07_B0_P4_E1	D07	B0	P4	R07_0_B0_P4	R07_1_B0_P4	0.125	0.25	-0.010633401110923035	-0.04943566566344482	0.018421723379023175	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B0_P4_E2	D07	B0	P4	R07_1_B0_P4	R07_2_B0_P4	0.25	0.5	-0.021497664751870538	-0.09910291055319319	0.03722103733607382	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B0_P4_E3	D07	B0	P4	R07_2_B0_P4	R07_3_B0_P4	0.5	0.75	-0.021809196483811855	-0.10000078162899795	0.03779835482447484	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B0_P4_E4	D07	B0	P4	R07_3_B0_P4	R07_4_B0_P4	0.75	1.0	-0.022125242753549657	-0.10159930902435443	0.03846779163747764	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B1_P1_E0	D07	B1	P1	O00_B1_P1	R07_0_B1_P1	0.0	0.125	0.014733164165157575	-0.032874279856542815	0.020109464890374653	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D07_B1_P1_E1	D07	B1	P1	R07_0_B1_P1	R07_1_B1_P1	0.125	0.25	0.01458472101812247	-0.05074169011675958	0.023658370205518895	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B1_P1_E2	D07	B1	P1	R07_1_B1_P1	R07_2_B1_P1	0.25	0.5	0.02873008004751365	-0.15869229760911682	0.0584979482848776	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B1_P1_E3	D07	B1	P1	R07_2_B1_P1	R07_3_B1_P1	0.5	0.75	0.028154060034565553	-0.2412262988865194	0.07430574163433303	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B1_P1_E4	D07	B1	P1	R07_3_B1_P1	R07_4_B1_P1	0.75	1.0	0.027589588860145398	-0.33161852461058455	0.09120615848177874	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B1_P5_E0	D07	B1	P5	O00_B1_P5	R07_0_B1_P5	0.0	0.125	0.11891466337712098	-0.028984818823943367	0.019393844531275805	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D07_B1_P5_E1	D07	B1	P5	R07_0_B1_P5	R07_1_B1_P5	0.125	0.25	0.10924438628586985	-0.038747517731157866	0.021268711672777243	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B1_P5_E2	D07	B1	P5	R07_1_B1_P5	R07_2_B1_P5	0.25	0.5	0.19255958269243312	-0.10823746360383095	0.04729762025717269	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D07_B1_P5_E3	D07	B1	P5	R07_2_B1_P5	R07_3_B1_P5	0.5	0.75	0.16251467097821837	-0.15135337377616911	0.05233862968241747	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
