configuration_id	design_id	design_kind	direction_id	radius	halton_index	bank	point_id	configuration_sha256	metric_jet_sha256	alpha_0	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	beta	determinant	inertia	identity_residual	latent_to_slot_rank	latent_rank_status	scalar_curvature	ricci_rank	ricci_rank_status	curvature_operator_rank	curvature_rank_status	riemann_max_abs	ricci_max_abs	weyl_max_abs	weyl_trace_residual	ricci_square	riemann_square	weyl_square	mixed_curvature_max_abs	time_derivative_activity	depth_derivative_activity	angular2_derivative_activity	angular3_derivative_activity	expansion_0	expansion_1	expansion_rank	shear_rank	twist_rank	twist_max_abs	shear_max_abs	phi	phi_gradient_norm	phi_gradient_max_abs	phi_horizontal_support	phi_vertical_support	phi_hessian_max_abs	dphi_class	geometry_class	numeric_uncertain	retained	physical_merit
V015_B1_P5	V015	INTERIOR	-	-	15	B1	P5	66ed3abdcb6f35bf5424952a3b9a0a36c678eb927d993f275990673bd9339142	176e84d6a591bd2674c75c05a1b4e21cc2ffee9aacfbaec026c95c3f9bb0fe17	0.875	-0.4814814814814815	-0.76	-0.6326530612244898	-0.25619834710743805	-0.680473372781065	0.7647058823529411	0.5789473684210527	0.30434782608695654	0.034482758620689724	-0.032258064516129004	-2.1322217024567243	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.39305062260853646	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1544055798983262	0.16021210553061127	0.09137323435603237	2.42861286636753e-17	0.037547742361803894	-0.003032277715029753	-0.026631498460984504	0.1544055798983262	0.19644692596138377	0.3458683576147491	0.2605383544169998	0.18017328396675306	0.2815985475025286	0.08391026077336247	1	2	1	0.10877428632436789	0.03852713375489635	-0.0009109916367980878	2.3721519975164846e-05	0.0033378136200716817	0.0033378136200716817	0.003248207885304657	0.0032258064516129006	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V015_B2_P2	V015	INTERIOR	-	-	15	B2	P2	66c5c54595b617d68a9ea2b3bc758757ce9c4ceb81837a7dec58c396473ff697	39b7dc163b159c272fcd59e884410859da7202b3adfafe218550622544decf50	0.875	-0.4814814814814815	-0.76	-0.6326530612244898	-0.25619834710743805	-0.680473372781065	0.7647058823529411	0.5789473684210527	0.30434782608695654	0.034482758620689724	-0.032258064516129004	-1.4649904090487533	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.17848038326043209	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.14891295141641817	0.1331638068637495	0.1134972759780717	4.163336342344337e-17	0.048073848641825304	0.23159869323626128	0.14606941168887516	0.14891295141641817	0.2847126370230017	0.2627208845938559	0.18454121215532732	0.1080132848507587	0.2876593135326465	0.03826267778672399	1	2	1	0.135564778653578	0.10521160787872685	0.2505587852225717	2.9848581875435777e-05	0.004992319508448536	0.002469278033794161	0.004992319508448536	0.0021505376344086004	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V015_B2_P6	V015	INTERIOR	-	-	15	B2	P6	ec9ee5d0b275419f4c6c94cca966f2e7709a1d518b439657532a7c50e2cf4234	0c0260b3a1730219603ecce5174bdcf3c87b68cd6641b6f2dc81a85db12e790d	0.875	-0.4814814814814815	-0.76	-0.6326530612244898	-0.25619834710743805	-0.680473372781065	0.7647058823529411	0.5789473684210527	0.30434782608695654	0.034482758620689724	-0.032258064516129004	-1.3668028251512867	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.16733245706035504	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1458528694886939	0.11933276162401063	0.10546129607775628	5.551115123125783e-17	0.03422821080830158	0.22237638338758173	0.16325334549959733	0.1458528694886939	0.1760585056164955	0.16143363975350922	0.176472738661183	0.16951067636611616	0.14708118729214104	-0.08304686923630121	1	2	1	0.16921402506389752	0.07296315224195997	0.24886499402628434	4.046662981146591e-05	0.005488351254480282	0.005488351254480282	0.003405017921146951	0.0021505376344086004	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V015_B3_P3	V015	INTERIOR	-	-	15	B3	P3	ac9a09f855f246a8e2e0da3d29fa4c149d693ec88e2a104e612171c2ee47d768	86efc6358b44fe1b45eca22c722208af4a0233d14bb289397f2995428c35f112	0.875	-0.4814814814814815	-0.76	-0.6326530612244898	-0.25619834710743805	-0.680473372781065	0.7647058823529411	0.5789473684210527	0.30434782608695654	0.034482758620689724	-0.032258064516129004	-1.4154725380983288	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.4090497374448322	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.12455171639007279	0.20885697060372538	0.0955240466097232	4.163336342344337e-17	0.03399607237426875	-0.11057324277248015	-0.12279149161978911	0.12455171639007276	0.2471184133730248	0.1526513559252449	0.2517413991818275	0.1227170868347339	-0.11578364435667127	-0.021102120707005553	1	2	1	0.13923610143969337	0.1109083447782909	0.1245115832175164	-1.0220705333180785e-05	0.005622119815668197	0.005622119815668197	0.00369143625192012	0.0025089605734767003	TIMELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V015_B3_P7	V015	INTERIOR	-	-	15	B3	P7	aa9bb0f463c7ec33a1ea8837a37c35ef3e86eaf012c3d2b38ab7012c4b09607d	d8ac0fac6f3e79a3d1070873dcde13b1616b0bea33842eb8d6556b69efb0df62	0.875	-0.4814814814814815	-0.76	-0.6326530612244898	-0.25619834710743805	-0.680473372781065	0.7647058823529411	0.5789473684210527	0.30434782608695654	0.034482758620689724	-0.032258064516129004	-1.4401142977353631	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.4149231649069418	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.12681985212309255	0.19183583600492765	0.09666308655724051	6.938893903907228e-17	0.035000210372092555	-0.06520687460937825	-0.0778202177614323	0.12681985212309252	0.24037943842200185	0.17821846299956456	0.3207932333992161	0.13544603187966903	-0.17331667057177272	-0.02359484414049204	1	2	1	0.13819205193346065	0.10127901318177801	0.12255077658303465	-1.4624578691534556e-05	0.006033452807646351	0.006033452807646351	0.0034050179211469506	0.0025089605734767003	TIMELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V016_B0_P0	V016	INTERIOR	-	-	16	B0	P0	8ba76b8a01f1bff46fdf797f2872134117041823fd67df786cba19f7df858edb	e0f1400f4457046954723a7f644029aea8f37229094537eaa3086376642202cb	-0.9375	0.18518518518518512	-0.36	-0.34693877551020413	-0.07438016528925617	-0.5266272189349113	0.8823529411764706	0.6842105263157894	0.3913043478260869	0.10344827586206895	0.032258064516129004	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.34888523502510616	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1614239077991012	0.2277628471890258	0.06731751706730016	5.204170427930421e-17	0.03898047039955218	0.039574368378639466	0.0021870633190429942	0.1614239077991012	0.3300499324664467	0.1466888588739763	0.10294117647058823	0.2933777177479526	0.13851761333620966	-0.051565174151241	1	2	1	0.12593606138107416	0.08947705864633855	-0.25	6.752134851001765e-06	0.0037634408602150505	0.0032258064516129006	0.0037634408602150505	0.0028673835125448003	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V016_B0_P4	V016	INTERIOR	-	-	16	B0	P4	17d96638315123eb4943496fa271c811478cc157af656713be8b422b5f55f4f7	aa2e90e83104ff81038798309e576c10c672845179c69fa1551669ecb3afbee4	-0.9375	0.18518518518518512	-0.36	-0.34693877551020413	-0.07438016528925617	-0.5266272189349113	0.8823529411764706	0.6842105263157894	0.3913043478260869	0.10344827586206895	0.032258064516129004	-1.4095128646946717	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.3746142510165436	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1647934998901521	0.2280052943571902	0.06885741328133635	4.85722573273506e-17	0.04377179499135773	0.04387548671629794	0.0031105090884780287	0.16479349989015207	0.3460974115049824	0.14484173045908275	0.10953548085901026	0.2661172219198166	0.15166374341260971	-0.04264827400682046	1	2	1	0.15866329293508677	0.09212698068535793	-0.24939081110009384	6.434009453006569e-06	0.004188712522045852	0.0037117042157364705	0.004188712522045852	0.0028673835125448003	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V016_B1_P1	V016	INTERIOR	-	-	16	B1	P1	066f39b7ca2181e72a7d3d28f9e4471155f306391bd970828a59d535543efb9a	dda81eef0f497a0faba872b74d656cf09e7a8a8b263068502cac0bf37d1a5042	-0.9375	0.18518518518518512	-0.36	-0.34693877551020413	-0.07438016528925617	-0.5266272189349113	0.8823529411764706	0.6842105263157894	0.3913043478260869	0.10344827586206895	0.032258064516129004	-1.3567442781266719	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.19013111883761524	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.0896879830091814	0.11112130808505724	0.09184339808192153	1.214306433183765e-17	0.022815081783478394	-0.024409314073488612	-0.0579895301902975	0.08968798300918139	0.14077433403702433	0.23149097848402175	0.10508977319797222	0.24917024730495338	0.20877217617523114	0.1027636016182355	1	2	1	0.09700234969226879	0.03925854017143496	-0.001280515730784547	1.4899313347779775e-05	0.003145161290322578	0.003145161290322578	0.002405913978494622	0.0032258064516129006	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V016_B1_P5	V016	INTERIOR	-	-	16	B1	P5	61ed0b3127a1289b76abf63d5ce5499558f25771652783a9e173dd8c31ed3d56	d3d9a34dc868166e84146dedf1ae2d63c228f5adaac3270cb59be83a28ccfa7c	-0.9375	0.18518518518518512	-0.36	-0.34693877551020413	-0.07438016528925617	-0.5266272189349113	0.8823529411764706	0.6842105263157894	0.3913043478260869	0.10344827586206895	0.032258064516129004	-1.5420432240387463	1,3,0	3.3306690738754696e-16	10	NUMERIC_CLASSIFIED	0.2483836905592154	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.10527413761646356	0.13202162263633344	0.10382353085484157	2.949029909160572e-17	0.019641795052667197	-0.05786359601186668	-0.07658236687192899	0.10527413761646355	0.1474061729606736	0.2887475127760196	0.1608201911792358	0.15041730898099626	0.24668176838752076	0.08190800818121668	1	2	1	0.12501057445518654	0.049709372386783364	0.0009109916367980878	2.3963450205014423e-05	0.0033378136200716817	0.0033378136200716817	0.003248207885304657	0.0032258064516129006	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V016_B2_P2	V016	INTERIOR	-	-	16	B2	P2	1c3d456627f15676663c1b455655d3de9f41dfaa33a3490319e805fecf627270	b3f5bf107f9e6358966706451513f4124a21c86895e2c9cd16f4fd5ac2fe04ca	-0.9375	0.18518518518518512	-0.36	-0.34693877551020413	-0.07438016528925617	-0.5266272189349113	0.8823529411764706	0.6842105263157894	0.3913043478260869	0.10344827586206895	0.032258064516129004	-1.2982819968150134	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.16798887793252226	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.11197325967607624	0.15850254199637515	0.05872602036982211	7.632783294297951e-17	0.03341443400362055	0.061051036886535084	0.0036289232489697186	0.11197325967607623	0.18931184461896605	0.2410046641107718	0.15579489069146682	0.1075280112044818	0.2123091814829181	0.02276547238360091	1	2	1	0.1592990245600465	0.11805420767425376	0.24944121477742828	2.8128006300278982e-05	0.004992319508448536	0.002469278033794161	0.004992319508448536	0.0021505376344086004	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V016_B2_P6	V016	INTERIOR	-	-	16	B2	P6	9f7e7538dca76e0be7b61be91adf7e210d1f16945b8de5fc804d6373d7ba682c	4ff519d480efa5f344a907cb550448744376a52faea316d053de61bcceee5511	-0.9375	0.18518518518518512	-0.36	-0.34693877551020413	-0.07438016528925617	-0.5266272189349113	0.8823529411764706	0.6842105263157894	0.3913043478260869	0.10344827586206895	0.032258064516129004	-1.7882127282123073	1,3,0	3.3306690738754696e-16	10	NUMERIC_CLASSIFIED	0.07747038078681746	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.12262796706809548	0.1400066102994364	0.08111959156471225	4.163336342344337e-17	0.03288968197023586	0.09559860142909087	0.03181979078837102	0.11395161485970147	0.1573077541750105	0.2386738339207056	0.13708555942962034	0.22541417648066636	0.08713891863557269	-0.0661786358382142	1	2	1	0.19742851959204147	0.09092873497864574	0.25113500597371563	4.547526845827425e-05	0.005488351254480282	0.005488351254480282	0.003405017921146951	0.0021505376344086004	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V016_B3_P3	V016	INTERIOR	-	-	16	B3	P3	474d18912ba318a30adf618dd3606950c7ae176da8af716a5633e0fe55b80a67	5dc5f168ee80800a8f291fd942ecfa4ede8deb26d2266b2658d9c3969ca08572	-0.9375	0.18518518518518512	-0.36	-0.34693877551020413	-0.07438016528925617	-0.5266272189349113	0.8823529411764706	0.6842105263157894	0.3913043478260869	0.10344827586206895	0.032258064516129004	-1.4439362824065332	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.6136041884255249	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.21277980870516516	0.29906562056190156	0.09661174084605864	5.551115123125783e-17	0.1323611799187006	0.10674810479304525	-0.032470888359906774	0.21277980870516516	0.24825361737527657	0.13678193043464834	0.22899709340132063	0.1415966386554622	-0.10234842871303144	-0.033683301323345155	1	2	1	0.16500144140663603	0.12584821907172353	0.1254884167824836	-1.0081814334879448e-05	0.005622119815668197	0.005622119815668197	0.00369143625192012	0.0025089605734767003	TIMELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V016_B3_P7	V016	INTERIOR	-	-	16	B3	P7	1429ac691d15d91d9dccd2b6dd2a5c9ac4129ba5d3d4f192300cbc3282ac6e4d	338aed1356539131f2b64f8e734ec36ea6b2edc1d2b66b3aa13fc178f85a0c34	-0.9375	0.18518518518518512	-0.36	-0.34693877551020413	-0.07438016528925617	-0.5266272189349113	0.8823529411764706	0.6842105263157894	0.3913043478260869	0.10344827586206895	0.032258064516129004	-1.6509986251334017	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.6442238254226381	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.2118430555773504	0.2772306997505587	0.10367567341042155	4.056788223353477e-17	0.13202171877437857	0.09252938635574727	-0.03317260544561741	0.21184305557735036	0.20091474016365268	0.218385587134405	0.393094056841929	0.16597304622214776	-0.16105927548521384	-0.043220421070073844	1	2	1	0.16286923012378682	0.11389858856703648	0.12744922341696535	-1.1536679831429604e-05	0.006033452807646351	0.006033452807646351	0.0034050179211469506	0.0025089605734767003	TIMELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V017_B0_P0	V017	INTERIOR	-	-	17	B0	P0	d3fe12dbd2b1574360807de6cc0598fdadfb4110b6a47dee772079147cff2590	e55ebd177051111ae3cf9cda7d36b43215846b6f72938b6f1aa9a9bdb9533468	0.0625	0.8518518518518516	0.040000000000000036	-0.061224489795918435	0.10743801652892548	-0.3727810650887574	-0.9930795847750865	0.7894736842105261	0.4782608695652173	0.17241379310344818	0.09677419354838701	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.3180351643726481	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.08732563650828283	0.10276608200658567	0.07131816221879211	2.0816681711721685e-17	0.026077349338930012	-0.0485162012500962	-0.06695544466877705	0.08732563650828283	0.10889620237000228	0.09930795847750866	0.13810405547483948	0.12295140948443439	-0.1452961505117921	-0.07142979678497907	1	2	1	0.0864624924379915	0.04717025013784972	-0.25	6.0769213659015915e-05	0.011290322580645152	0.009677419354838701	0.011290322580645152	0.008602150537634402	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V017_B0_P4	V017	INTERIOR	-	-	17	B0	P4	b176f5af83382fbda8b815ac20e98077f9e736e212ace0058174f8ed2b1c6816	3fb3fd67c8218965e3ecf69ae1a128d44d961ef619895aa5febfb0848f347bac	0.0625	0.8518518518518516	0.040000000000000036	-0.061224489795918435	0.10743801652892548	-0.3727810650887574	-0.9930795847750865	0.7894736842105261	0.4782608695652173	0.17241379310344818	0.09677419354838701	-1.4414967971573776	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.3169987695138594	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.08678818853133598	0.10140464769109994	0.0707060232677003	2.3063373204582583e-17	0.026732684936401324	-0.04373902605669473	-0.06370832263839708	0.08627350828905557	0.11323882623224724	0.129964036268102	0.14376107990075312	0.1314624976281833	-0.1442627911994867	-0.06825083158929335	1	2	1	0.09822293553543968	0.05456657221005652	-0.2481724333002815	4.2798334381694174e-05	0.012566137566137557	0.011135112647209412	0.012566137566137557	0.008602150537634402	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V017_B1_P1	V017	INTERIOR	-	-	17	B1	P1	d4b5591b211e208053bb5ef38bf1f16ce399a47605ef747c14d83dca0f81298b	348f69d276cfb003e28cd27c6e63396cc4671244c8ce21e59c195ab964b60653	0.0625	0.8518518518518516	0.040000000000000036	-0.061224489795918435	0.10743801652892548	-0.3727810650887574	-0.9930795847750865	0.7894736842105261	0.4782608695652173	0.17241379310344818	0.09677419354838701	-1.4644921460776037	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.022173570393031403	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.05486292186859977	0.03518009016848614	0.06077769055391044	2.7755575615628914e-17	0.0015431545003330356	0.01715282031219066	0.01423040038618283	0.054862921868599764	0.13863304093567247	0.12606593617839293	0.11427306279796559	0.07671783625730991	0.10130212558301016	0.07987475205356359	1	2	1	0.14924330198714367	0.09404281520651818	-0.003841547192353641	0.00012572690294774988	0.009435483870967733	0.009435483870967733	0.007217741935483866	0.009677419354838701	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V017_B1_P5	V017	INTERIOR	-	-	17	B1	P5	47ccdfcb1739225297b5fac760bf78b0fa3adedefe4cb34d739706b304748630	652ba9ce5debad3915c59293a7e1fe14a7c54edbb1619aaa3287f9ca87211a8b	0.0625	0.8518518518518516	0.040000000000000036	-0.061224489795918435	0.10743801652892548	-0.3727810650887574	-0.9930795847750865	0.7894736842105261	0.4782608695652173	0.17241379310344818	0.09677419354838701	-1.642476067780613	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.021278504391944036	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.07662399572734797	0.03954680149736149	0.07111168519676704	1.3877787807814457e-17	0.002503615537597141	0.014368902908948482	0.009512596750140127	0.07662399572734797	0.10167096339131794	0.14137591311034217	0.14366539923625243	0.08771929824561402	0.08452454036530116	0.07971083697798423	1	2	1	0.15233608887337008	0.11715439869653538	0.0027329749103942634	0.00021964623674043156	0.010013440860215045	0.010013440860215045	0.009744623655913972	0.009677419354838701	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V017_B2_P2	V017	INTERIOR	-	-	17	B2	P2	72da361d148615257c28d998f9373c38bcac73a050bf8cd7ad570050a0fd5f82	3741eec69532854f29db19550780f97361fd471821755df8fb5e3cd1d8039747	0.0625	0.8518518518518516	0.040000000000000036	-0.061224489795918435	0.10743801652892548	-0.3727810650887574	-0.9930795847750865	0.7894736842105261	0.4782608695652173	0.17241379310344818	0.09677419354838701	-1.4639954602360032	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	-0.16984204297858632	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.07086245164359013	0.08783895284241942	0.043415454567975964	1.431146867680866e-17	0.006968258050799201	-0.0005283601971952071	-0.004849436444413764	0.04037559485029904	0.1328162010185105	0.14831170703575547	0.10933583959899745	0.12102172241445598	0.10497714521922331	0.007636321498356414	1	2	1	0.1240656749851566	0.06274763037257222	0.24832364433228488	0.00024859109578641856	0.01497695852534561	0.0074078341013824826	0.01497695852534561	0.0064516129032258	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V017_B2_P6	V017	INTERIOR	-	-	17	B2	P6	4ca456f60bad4eb9c2da5aa00dc705fe82b526a466fec763d5bd1b2a7ab9a168	826e145d518993a3de40ad6320b7e6d6f2aeb2e2a83343be93127df6daeefe13	0.0625	0.8518518518518516	0.040000000000000036	-0.061224489795918435	0.10743801652892548	-0.3727810650887574	-0.9930795847750865	0.7894736842105261	0.4782608695652173	0.17241379310344818	0.09677419354838701	-1.411944260443885	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.23047875004115684	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.05979138123538562	0.08730252412953379	0.04118149592872481	3.484496474488874e-17	0.011213534230967421	-0.0003240415727532816	-0.00504429196117681	0.04616304980650234	0.1732292531115189	0.18965061514801998	0.10416666666666662	0.08321639113161605	0.03537822901747987	-0.049866258403973567	1	2	1	0.159545412876326	0.007860692142874024	0.25340501792114695	0.0004415458226053309	0.016465053763440846	0.016465053763440846	0.010215053763440852	0.0064516129032258	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V017_B3_P3	V017	INTERIOR	-	-	17	B3	P3	df5a1f7d863e7b9b9de0c5b3940581f15be8b9815d7da9cc9e9475484d8e33e5	b5a065e9afccfba407aab95a215ba10f747123a35130294c458535b094f1bb0c	0.0625	0.8518518518518516	0.040000000000000036	-0.061224489795918435	0.10743801652892548	-0.3727810650887574	-0.9930795847750865	0.7894736842105261	0.4782608695652173	0.17241379310344818	0.09677419354838701	-1.457173024620129	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.1641483762568107	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.10929680668388454	0.1005544480388858	0.08202714908257791	4.163336342344337e-17	0.017669955780214193	-0.03610650314815629	-0.062464851566002025	0.10929680668388454	0.09440006265664158	0.1392380334486736	0.13819905531889967	0.15936562860438294	0.014199452081607014	-0.046262774600800645	1	2	1	0.08539004250851781	0.061974071112838584	0.12646525034745082	-9.172890506343435e-05	0.01686635944700459	0.01686635944700459	0.01107430875576036	0.007526881720430101	TIMELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V017_B3_P7	V017	INTERIOR	-	-	17	B3	P7	7a03659cdb13a0dd7ba45c0b65ac496453b2856d4d44e08c1ca6ba15340686bd	1ff383904ef9f2c40e0cb3fcfa0d906358b7c03dacc3db0fea8262b76d79e5a0	0.0625	0.8518518518518516	0.040000000000000036	-0.061224489795918435	0.10743801652892548	-0.3727810650887574	-0.9930795847750865	0.7894736842105261	0.4782608695652173	0.17241379310344818	0.09677419354838701	-1.536803864609386	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.16468291927478568	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.13330279268121098	0.11698113343530331	0.09105667073050824	4.85722573273506e-17	0.020361850602264524	-0.011945189866771256	-0.043628736437678145	0.13330279268121098	0.08845029239766078	0.1406862745098039	0.13435979468889503	0.0982571582447475	0.02200512618215123	-0.06274810919251038	1	2	1	0.10486041500221539	0.07560854873670438	0.13234767025089605	-0.0001006781553758016	0.018100358422939052	0.018100358422939052	0.01021505376344085	0.007526881720430101	TIMELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V018_B0_P0	V018	INTERIOR	-	-	18	B0	P0	c25971fbea0222508f71fbb4e6ac05d5cc830fe60147ad9fd057714d525ea30e	0f4ca3321fac467c3ebf984567978226a92c6639c250ee4b522607ad704f7346	-0.4375	-0.8518518518518519	0.44000000000000017	0.22448979591836737	0.28925619834710736	-0.21893491124260356	-0.8754325259515571	0.894736842105263	0.5652173913043477	0.24137931034482762	0.16129032258064502	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.1543616291812107	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.07637052352632392	0.11937283675555528	0.0511162955007946	2.211772431870429e-17	0.011325732137487235	-0.009574284546612735	-0.024283244633761462	0.07637052352632392	0.15402330181767512	0.08754325259515572	0.13620830310640833	0.13690960161571122	-0.1965839628027003	-0.09129441941871715	1	2	1	0.10220538415003022	0.054021161383707064	-0.25	0.00016880337127504419	0.018817204301075252	0.016129032258064502	0.018817204301075252	0.014336917562724002	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V018_B0_P4	V018	INTERIOR	-	-	18	B0	P4	756d10f977910fd07cb2ea038691d407ae79cdeafc3b52a4f78a8fcbff3dbdb2	7c35919379123edb3caf2aa8f4092c94f21a643d29cde72dd4ffc64d7a947940	-0.4375	-0.8518518518518519	0.44000000000000017	0.22448979591836737	0.28925619834710736	-0.21893491124260356	-0.8754325259515571	0.894736842105263	0.5652173913043477	0.24137931034482762	0.16129032258064502	-1.4660838937069787	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.15955945532644528	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.07992587976037681	0.1206409590306864	0.05276772709555893	2.1033522146218786e-17	0.010902506517002114	-0.011821305091602806	-0.025139911530916378	0.07992587976037681	0.16180985340111592	0.11456759991578329	0.1416825639478363	0.12441696249362985	-0.19743677250381925	-0.09391811477130893	1	2	1	0.10769522402715048	0.05099502304214586	-0.24695405550046914	0.000112910135634029	0.020943562610229262	0.018558521078682354	0.020943562610229262	0.014336917562724002	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
V018_B1_P1	V018	INTERIOR	-	-	18	B1	P1	ea84e92ce15644ba541bda687a79b37cb38d312c0db147f728800a76b9bab131	ea2d44f306f0c3442dc877d80936593324565f2442d9cb2a443a6b3c67925e1d	-0.4375	-0.8518518518518519	0.44000000000000017	0.22448979591836737	0.28925619834710736	-0.21893491124260356	-0.8754325259515571	0.894736842105263	0.5652173913043477	0.24137931034482762	0.16129032258064502	-1.4780115700976093	1,3,0	3.3306690738754696e-16	10	NUMERIC_CLASSIFIED	0.06461457556475905	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.10416291094008921	0.10506704582791987	0.0866714031545782	2.1467203015212988e-17	0.012288255142061704	-0.02442022804236592	-0.04760505720135124	0.09230285072122518	0.15711744639376216	0.1111312956555171	0.11100052202136369	0.11891474749077544	0.05845225380635163	0.05770121243117671	1	2	1	0.13777795366758303	0.10556088697255298	-0.006402578653922735	0.0003409863019197461	0.01572580645161289	0.01572580645161289	0.01202956989247311	0.016129032258064502	SPACELIKE	R4_K6_S2_T1_M1	NO	YES	NOT_EVALUATED
