cell_id	screen	mixing	dependence	symmetry	global_status	disposition
X1325	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1326	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1327	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1328	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1329	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	DISCRETE	LOCAL_SPHERICAL	GENERAL_NONAXIS_ENVELOPE_UNSELECTED
X1330	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	DISCRETE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1331	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	DISCRETE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1332	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1333	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	NONE	LOCAL_SPHERICAL	GENERAL_NONAXIS_ENVELOPE_UNSELECTED
X1334	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	NONE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1335	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	NONE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1336	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1337	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	SYMMETRY_ENHANCED_CONTROL
X1338	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1339	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1340	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1341	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	SO3	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X1342	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	SO3	CONDITIONAL_S3	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1343	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	SO3	GLOBAL_NON_TORIC	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1344	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1345	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X1346	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	CONDITIONAL_S3_CONTROL_ENVELOPE
X1347	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	CONDITIONAL_S3_CONTROL_ENVELOPE
X1348	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1349	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	DISCRETE	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X1350	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	DISCRETE	CONDITIONAL_S3	CONDITIONAL_S3_CONTROL_ENVELOPE
X1351	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	DISCRETE	GLOBAL_NON_TORIC	CONDITIONAL_S3_CONTROL_ENVELOPE
X1352	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1353	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	NONE	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X1354	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	NONE	CONDITIONAL_S3	CONDITIONAL_S3_CONTROL_ENVELOPE
X1355	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	NONE	GLOBAL_NON_TORIC	CONDITIONAL_S3_CONTROL_ENVELOPE
X1356	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1357	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X1358	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	SYMMETRY_ENHANCED	CONDITIONAL_S3	SYMMETRY_ENHANCED_CONTROL
X1359	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	SYMMETRY_ENHANCED_CONTROL
X1360	OFFDIAGONAL_SHEAR	AXIAL_SHIFT	CONDITIONAL_S3	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1361	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	SO3	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1362	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	SO3	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1363	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	SO3	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1364	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1365	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	AXIAL_U1_ENVELOPE_UNSELECTED
X1366	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1367	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1368	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1369	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	DISCRETE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X1370	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	DISCRETE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1371	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	DISCRETE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1372	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1373	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	NONE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X1374	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	NONE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1375	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	NONE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1376	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1377	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	SYMMETRY_ENHANCED_CONTROL
X1378	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	SYMMETRY_ENHANCED	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1379	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1380	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	RADIAL_ONLY	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1381	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	SO3	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1382	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	SO3	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1383	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	SO3	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1384	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1385	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	AXIAL_U1_ENVELOPE_UNSELECTED
X1386	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1387	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1388	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1389	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	DISCRETE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X1390	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	DISCRETE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1391	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	DISCRETE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1392	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1393	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	NONE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X1394	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	NONE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1395	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	NONE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1396	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1397	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	SYMMETRY_ENHANCED_CONTROL
X1398	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	SYMMETRY_ENHANCED	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1399	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1400	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	AXISYMMETRIC_R_THETA	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1401	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	SO3	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1402	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	SO3	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1403	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	SO3	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1404	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1405	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1406	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1407	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1408	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1409	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	DISCRETE	LOCAL_SPHERICAL	GENERAL_NONAXIS_ENVELOPE_UNSELECTED
X1410	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	DISCRETE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1411	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	DISCRETE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1412	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1413	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	NONE	LOCAL_SPHERICAL	GENERAL_NONAXIS_ENVELOPE_UNSELECTED
X1414	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	NONE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1415	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	NONE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1416	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1417	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	SYMMETRY_ENHANCED_CONTROL
X1418	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1419	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1420	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	FULL_R_THETA_PSI	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1421	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	SO3	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X1422	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	SO3	CONDITIONAL_S3	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1423	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	SO3	GLOBAL_NON_TORIC	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1424	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1425	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X1426	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	CONDITIONAL_S3_CONTROL_ENVELOPE
X1427	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	CONDITIONAL_S3_CONTROL_ENVELOPE
X1428	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1429	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	DISCRETE	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X1430	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	DISCRETE	CONDITIONAL_S3	CONDITIONAL_S3_CONTROL_ENVELOPE
X1431	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	DISCRETE	GLOBAL_NON_TORIC	CONDITIONAL_S3_CONTROL_ENVELOPE
X1432	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1433	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	NONE	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X1434	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	NONE	CONDITIONAL_S3	CONDITIONAL_S3_CONTROL_ENVELOPE
X1435	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	NONE	GLOBAL_NON_TORIC	CONDITIONAL_S3_CONTROL_ENVELOPE
X1436	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1437	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	GLOBAL_DOMAIN_MISMATCH
X1438	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	SYMMETRY_ENHANCED	CONDITIONAL_S3	SYMMETRY_ENHANCED_CONTROL
X1439	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	SYMMETRY_ENHANCED_CONTROL
X1440	OFFDIAGONAL_SHEAR	TWO_COMPONENT_SHIFT	CONDITIONAL_S3	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1441	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	SO3	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1442	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	SO3	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1443	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	SO3	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1444	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1445	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	AXIAL_U1_ENVELOPE_UNSELECTED
X1446	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1447	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1448	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	U1_REFLECTION_OPTIONAL	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1449	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	DISCRETE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X1450	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	DISCRETE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1451	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	DISCRETE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1452	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	DISCRETE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1453	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	NONE	LOCAL_SPHERICAL	GENERIC_SCREEN_ENVELOPE_UNSELECTED
X1454	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	NONE	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1455	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	NONE	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1456	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	NONE	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1457	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	SYMMETRY_ENHANCED	LOCAL_SPHERICAL	SYMMETRY_ENHANCED_CONTROL
X1458	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	SYMMETRY_ENHANCED	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1459	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	SYMMETRY_ENHANCED	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1460	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	RADIAL_ONLY	SYMMETRY_ENHANCED	MISSING_WRL_S3_JOIN	GLOBAL_JOIN_OPEN_NO_CROSS_SPLICE
X1461	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	AXISYMMETRIC_R_THETA	SO3	LOCAL_SPHERICAL	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1462	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	AXISYMMETRIC_R_THETA	SO3	CONDITIONAL_S3	GLOBAL_DOMAIN_MISMATCH
X1463	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	AXISYMMETRIC_R_THETA	SO3	GLOBAL_NON_TORIC	GLOBAL_DOMAIN_MISMATCH
X1464	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	AXISYMMETRIC_R_THETA	SO3	MISSING_WRL_S3_JOIN	SYMMETRY_COEFFICIENT_INCOMPATIBLE
X1465	OFFDIAGONAL_SHEAR	TWIST_FREE_CONTROL	AXISYMMETRIC_R_THETA	U1_REFLECTION_OPTIONAL	LOCAL_SPHERICAL	AXIAL_U1_ENVELOPE_UNSELECTED
