key	weyl_relative_error	ricci_relative_error	ladder_weyl_outer_error	ladder_ricci_outer_error	production_petrov	independent_petrov	production_owner	independent_owner	pass
G85|G75_AM_S29_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	2.0388207367558413e-10	2.4393235207838567e-10	2.2980887318703057e-10	1.9970911089616382e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	2.0392302285266192e-10	2.439326246985145e-10	2.2968800789874539e-10	1.9970794323268219e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	2.0387369189708263e-10	2.4393220776692562e-10	2.2984886381947574e-10	1.9971045949047645e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E100:A04_LAPSE_LIFT_TIMELIVE|C0	2.0392964484621276e-10	2.4392401608493864e-10	2.2986081415890361e-10	1.996987984156486e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.0387614167847128e-10	2.4392613123847749e-10	2.2993508241557091e-10	1.9970110133046028e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.0388762314631267e-10	2.4392333535592583e-10	2.2978064178351102e-10	1.9969685331723582e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E100:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S29_E100:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S29_E100:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S29_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	1.3735590225376666e-10	1.6306957346813027e-10	1.160983390463689e-09	9.9416470283096698e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	1.3711085234364208e-10	1.6311190590514768e-10	1.1593777986477873e-09	9.9450845046111745e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	1.386459621361565e-10	1.6290938666250351e-10	1.1604743986344487e-09	9.9432868266196909e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E20:A04_LAPSE_LIFT_TIMELIVE|C0	1.3642994758751575e-10	1.6303100933651947e-10	1.1614772418410198e-09	9.9323148083110441e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	1.3641665723720912e-10	1.6308345604766445e-10	1.1613602300703734e-09	9.9347399528154973e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	1.3658191980547233e-10	1.6310164758164196e-10	1.1595477823296465e-09	9.9252688693149854e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E20:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S29_E20:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S29_E20:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S29_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	2.0567689320195117e-10	2.442794014789256e-10	2.4110729251845077e-10	2.0442082810540301e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	2.0561723433878188e-10	2.4428260538410414e-10	2.4087551805515093e-10	2.0442437041463897e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	2.0582552920920858e-10	2.4427400894225277e-10	2.4113715422920245e-10	2.0443137277164423e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E50:A04_LAPSE_LIFT_TIMELIVE|C0	2.0558775239853803e-10	2.4424467210232662e-10	2.4116053473798106e-10	2.0438272644325898e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.0559280825719791e-10	2.4425454266583992e-10	2.4128275088681187e-10	2.0439639616536178e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.0559997687850094e-10	2.4424411045391777e-10	2.4089407100942884e-10	2.0435758025517204e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S29_E50:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S29_E50:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S29_E50:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S30_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	2.4486779587171178e-10	4.1318542309841422e-10	5.8129986145102497e-10	6.7168520952867264e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	4.2890918500607219e-10	5.5881813983417927e-10	1.4454791044495164e-09	1.532328089203057e-09	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	5.3376076069094614e-10	4.1604099530531968e-10	9.8031908716011076e-10	1.0727518630917001e-09	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E05:A04_LAPSE_LIFT_TIMELIVE|C0	2.3692084918535899e-10	2.9364668816869544e-10	1.0946598123919493e-09	6.445122393481207e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.5583491270883901e-10	3.0541486227884714e-10	1.0450602879048623e-09	6.8594480314777481e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.703250535024006e-10	3.0840513299670262e-10	1.298284020550457e-09	3.8513597746692213e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E05:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S30_E05:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S30_E05:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S30_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	1.9647338826852634e-10	2.2307942379003095e-10	3.6972063750175211e-10	3.1794447766264587e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	1.9625612897736618e-10	2.2311143011589165e-10	3.7051324119306607e-10	3.1789520108031585e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	1.9715868597090118e-10	2.2299481650983619e-10	3.7057949317544471e-10	3.1796389004799092e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E100:A04_LAPSE_LIFT_TIMELIVE|C0	1.9610370513681651e-10	2.230456598089683e-10	3.6767105717337128e-10	3.1770610747440818e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	1.9611544367256722e-10	2.2308165001017621e-10	3.6757388339945633e-10	3.1770562253574751e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	1.9625744164703178e-10	2.2308068962379259e-10	3.6919022831300607e-10	3.1775487893989922e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E100:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S30_E100:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S30_E100:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S30_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	1.8413805083167401e-10	2.1773205260381473e-10	3.7637442727434295e-10	3.6115738039582374e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	1.8930951145401607e-10	2.206646514273992e-10	4.067890338374498e-10	3.8214517458387809e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	1.7667319180831966e-10	2.0776094829864117e-10	3.9503267412009552e-10	3.7475056024298781e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E20:A04_LAPSE_LIFT_TIMELIVE|C0	1.8083206203595868e-10	2.1946239404613743e-10	3.8564182021357929e-10	3.7272661822576087e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	1.7774165834732431e-10	2.1964013998300098e-10	3.8715259406436643e-10	3.7502421817124888e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	1.8247690582494055e-10	2.2229481231827977e-10	3.764805415118772e-10	3.4522156225132945e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E20:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S30_E20:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S30_E20:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S30_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	2.002081510730281e-10	2.1829871905071488e-10	3.7883808459641595e-10	3.0599721922780374e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	2.0015320474492631e-10	2.1856602451691701e-10	3.8076366641543117e-10	3.0575589683048401e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	2.0154794993452962e-10	2.1729386573620569e-10	3.8092039176395769e-10	3.0589811627548508e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E50:A04_LAPSE_LIFT_TIMELIVE|C0	1.989556555758282e-10	2.1839009667210595e-10	3.7350076267493157e-10	3.050517114286861e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	1.9889828970747674e-10	2.1851778363515265e-10	3.7346924492566981e-10	3.0490732839399392e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	1.9932287728739779e-10	2.1875935801638002e-10	3.799470634303166e-10	3.0541506527527025e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S30_E50:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S30_E50:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S30_E50:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S31_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	1.8095345671902247e-10	2.7309015848872678e-10	5.4056545244042168e-10	7.1740204549744112e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	2.57858611697096e-10	3.4852844991246641e-10	1.0886119109996092e-09	1.3425991198407118e-09	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	6.6329346777215781e-10	5.4586023289314061e-10	9.0088524342690595e-10	1.1742191009229735e-09	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E05:A04_LAPSE_LIFT_TIMELIVE|C0	2.3647464686789322e-10	2.9576336895329712e-10	1.1433865128026621e-09	8.0830031698452059e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.5207641040455703e-10	2.9536570165039216e-10	1.0112036505944595e-09	8.5960796747875168e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.9653056804756529e-10	3.160002193948085e-10	1.4314687862706138e-09	4.8097292565911183e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E05:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S31_E05:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S31_E05:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S31_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	5.8485703090036272e-10	4.829401365548646e-10	1.2877954480449187e-09	7.5847457008921883e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	5.8459056446103018e-10	4.8308422433483983e-10	1.2894851923182139e-09	7.582534625939485e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	5.8653072109353219e-10	4.8246578436206966e-10	1.2892707218917359e-09	7.5835965135042751e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E100:A04_LAPSE_LIFT_TIMELIVE|C0	5.8513716586110907e-10	4.822616420845087e-10	1.2880578364151153e-09	7.5672515782010175e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	5.8516244206953908e-10	4.8224609332932485e-10	1.2874609186290629e-09	7.5696137132406712e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	5.854395006844221e-10	4.8221150189995869e-10	1.2922504551115629e-09	7.5679623179287455e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E100:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S31_E100:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S31_E100:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S31_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	5.1536408108293033e-10	3.1417602163756175e-10	1.2639421264478144e-09	7.957622808173544e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	5.4018060189566126e-10	3.2400726634026877e-10	1.359774538933262e-09	8.5345354706269083e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	4.8459957648541675e-10	2.8438767606219681e-10	1.3195750262476224e-09	8.2866186724030521e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S31_E20:A04_LAPSE_LIFT_TIMELIVE|C0	5.0364426636113025e-10	2.9206628833617172e-10	1.341934780768051e-09	7.5384870187502089e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
