top_group	tracked_paths	hit_files	match_count	rule_ids	audit_report	audit_report_sha256	first_commit	first_commit_date	last_commit	last_commit_date	scientific_disposition
udt_general_screen_dependency_regrade_2026-07-28	35	29	2709	D03;D04;D05;D06	udt_general_screen_dependency_regrade_2026-07-28/AUDIT_REPORT.md	dd85b2d4c5fd1e3ebce1294165f1ee8bd449e3c9bbd685a22006cede11c00c34	f1238905f469899cc7e0f83be47fb59795d7565e	2026-07-28T11:28:45-04:00	f1238905f469899cc7e0f83be47fb59795d7565e	2026-07-28T11:28:45-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_global_coframe_cocycle_audit_2026-07-20	19	10	55	D03;D04;D05;D06	udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	cfb733d40271bcdb0259c91c631caaa4a80d96cd54350df61ca8c4e4f149819e	e04b4956fd9b1f55afa657278ec10ea6aaea5fb9	2026-07-20T22:25:46-04:00	e04b4956fd9b1f55afa657278ec10ea6aaea5fb9	2026-07-20T22:25:46-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_global_coframe_compatibility_p03_2026-07-27	25	13	227	D03;D04;D05;D06	udt_global_coframe_compatibility_p03_2026-07-27/AUDIT_REPORT.md	91a5669baec0a53df1677c8709ef3d3965228204f6934ac810cc6f63d6865d8e	c64543a0bbb6d7b7657dd2c2602af53a30311703	2026-07-27T23:02:57-04:00	c64543a0bbb6d7b7657dd2c2602af53a30311703	2026-07-27T23:02:57-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_global_functional_dof_constraint_rank_audit_2026-07-26	41	28	133	D03;D04;D05;D06	udt_global_functional_dof_constraint_rank_audit_2026-07-26/AUDIT_REPORT.md	205aeed3d947529c16dfd5c056c14d763889269e38d06e2a31f518f801c65e82	b4d16fb47e87086eb24fe9115d4ee50bc47d7722	2026-07-26T09:44:59-04:00	31ef26ea1516ce78e4cbed346535a2d7da6251a8	2026-07-26T10:17:12-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_global_kinematic_assembly_p03g_2026-07-21	30	16	78	D03;D04;D05;D06	udt_global_kinematic_assembly_p03g_2026-07-21/AUDIT_REPORT.md	e7da11a1151fe813caf3442f90daf7a60ddcdb87869c7bc25d0a22248fe761de	dce85c020257446165936fb8aad0fe98e22694b5	2026-07-21T11:29:27-04:00	dce85c020257446165936fb8aad0fe98e22694b5	2026-07-21T11:29:27-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_global_local_relational_closure_audit_2026-07-25	21	9	35	D03;D04;D05;D06	udt_global_local_relational_closure_audit_2026-07-25/AUDIT_REPORT.md	61c0f3301d3b9f1105611efc23d81a8c58cb96f855745757dafaba29c8aba0cd	12455a7ccbed682941ea26342a00ac2edc3ce5e6	2026-07-25T10:58:22-04:00	12455a7ccbed682941ea26342a00ac2edc3ce5e6	2026-07-25T10:58:22-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_global_local_self_consistency_premise_audit_2026-08-01	42	9	63	D04;D05;D06	udt_global_local_self_consistency_premise_audit_2026-08-01/AUDIT_REPORT.md	4b50da1d2d37dc07a1690a3659fd88da6eda0c701489802446597def0698e40e	c77c8b281155dfbd33c05ef57856a26fcf20f1da	2026-08-01T14:31:39-04:00	c77c8b281155dfbd33c05ef57856a26fcf20f1da	2026-08-01T14:31:39-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_global_metric_assembly_atlas_2026-07-22	56	30	2168	D03;D04;D05;D06	udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	c9c99eac7e6c84fd4bb7bbb98fac43527bb0abad	2026-07-22T10:56:47-04:00	cad66d2d0cc7fd6a69997d6f865e9aa51c000905	2026-07-22T11:26:23-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_global_reciprocal_bundle_assembly_audit_2026-07-26	43	26	235	D03;D04;D05;D06	udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	d97ea230affe133e40dcac6374f126b51f5741b5af79749de634a1a41d8aee88	673ef94d137dd071ad0015395655033347753426	2026-07-26T22:40:46-04:00	673ef94d137dd071ad0015395655033347753426	2026-07-26T22:40:46-04:00	SIX_GATE_SOURCE
udt_global_reciprocal_closure_audit_2026-07-20	20	11	26	D04;D06	udt_global_reciprocal_closure_audit_2026-07-20/AUDIT_REPORT.md	635a2419886d559d72651e87edd828965735a153ee381468e843c375d5010046	c6606d182ddfe8592fdcd3b85e9a02be66809a33	2026-07-20T22:03:04-04:00	c6606d182ddfe8592fdcd3b85e9a02be66809a33	2026-07-20T22:03:04-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_global_reciprocal_persistence_selector_audit_2026-07-23	34	15	579	D03;D04;D05;D06	udt_global_reciprocal_persistence_selector_audit_2026-07-23/AUDIT_REPORT.md	1c68f22b469acf5bc64638d29516386722d6ab42dca43e3ae8307d5232d79bac	15a0e3646b781c8ad35c64f79d8cf8804bf86ff4	2026-07-23T11:50:12-04:00	15a0e3646b781c8ad35c64f79d8cf8804bf86ff4	2026-07-23T11:50:12-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_gr_analog_reconnaissance_2026-07-29	6	3	14	D04;D06	udt_gr_analog_reconnaissance_2026-07-29/AUDIT_REPORT.md	d13383c53143193a816a95c1b2c70502b466adda5b455ceaa0ab89f3eb281c29	b19811380f3b51003a5500a9f488871853cf016a	2026-07-29T09:09:36-04:00	b19811380f3b51003a5500a9f488871853cf016a	2026-07-29T09:09:36-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_gr_lorentzian_relational_architecture_audit_2026-07-27	27	13	31	D04;D06	udt_gr_lorentzian_relational_architecture_audit_2026-07-27/AUDIT_REPORT.md	a7deb27f3bd448eed2da651dda6cf1a84281c1632e6543455f2a6c952b6cd8d7	bb5ff3dd4a46343cbd72d174ac4c1f6873dc429a	2026-07-27T19:31:11-04:00	bb5ff3dd4a46343cbd72d174ac4c1f6873dc429a	2026-07-27T19:31:11-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_gr_subtraction_reciprocal_connection_audit_2026-07-21	23	14	79	D03;D04;D05;D06	udt_gr_subtraction_reciprocal_connection_audit_2026-07-21/AUDIT_REPORT.md	08f39bb490cff1b454bdce168df3c5290e03fe1130d16629cecbbf07718ef2f3	eb66d4516189b58dc0d0b9a3e13e3c97a459b506	2026-07-21T08:19:37-04:00	eb66d4516189b58dc0d0b9a3e13e3c97a459b506	2026-07-21T08:19:37-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_higher_isometry_plane_ownership_audit_2026-07-28	52	34	992	D03;D04;D05;D06	udt_higher_isometry_plane_ownership_audit_2026-07-28/AUDIT_REPORT.md	13769a5cb6c63c3d14869a9f59aae1f9a26921f7eb62ab06c0a80b8428eed653	ba2261ab8837f5727428133ab645cb1b9a8cf02c	2026-07-28T14:37:32-04:00	ba2261ab8837f5727428133ab645cb1b9a8cf02c	2026-07-28T14:37:32-04:00	SIX_GATE_SOURCE
udt_historical_angular_method_salvage_audit_2026-07-28	43	28	180	D03;D05;D06	udt_historical_angular_method_salvage_audit_2026-07-28/AUDIT_REPORT.md	658045a96f075f1bb1800f5fe5e6585922c1a90e8e3ee509beede57a5c280467	570e5aa9017b32f9184d237bcd5df6a1449ae44d	2026-07-28T08:45:47-04:00	570e5aa9017b32f9184d237bcd5df6a1449ae44d	2026-07-28T08:45:47-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_historical_phi_equation_salvage_audit_2026-07-24	25	14	80	D05;D06	udt_historical_phi_equation_salvage_audit_2026-07-24/AUDIT_REPORT.md	9ccf11c5da95d033b8f1e3b60c665df863f60425f682ac677fac5c17d79e3869	dc81c489b9e27bd86b2d58d93fbacf4a4fd01496	2026-07-24T16:35:30-04:00	dc81c489b9e27bd86b2d58d93fbacf4a4fd01496	2026-07-24T16:35:30-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_hopf_realization_deformation_audit_2026-07-23	25	19	84	D03;D04;D05;D06	udt_hopf_realization_deformation_audit_2026-07-23/AUDIT_REPORT.md	f6bac0e1ecd6366b0f412449291a8166f95369095485f3273ddae2fba8a42f5b	ad1e95f673e63da8579a34e1c3a7633c50df6b7b	2026-07-23T22:23:05-04:00	ad1e95f673e63da8579a34e1c3a7633c50df6b7b	2026-07-23T22:23:05-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_hopf_transport_bootstrap_dependency_audit_2026-07-23	22	13	56	D03;D04;D05;D06	udt_hopf_transport_bootstrap_dependency_audit_2026-07-23/AUDIT_REPORT.md	83fa497f31e24817be11eabe6aa4a0d4fc8b308a6f857c7cf2267fdef3b72400	55f5bfb1a70789683064f497ccca22c711b87f4a	2026-07-23T22:07:21-04:00	55f5bfb1a70789683064f497ccca22c711b87f4a	2026-07-23T22:07:21-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_independent_amplitude_metric_atlas_2026-07-21	34	12	38	D03;D04;D05;D06	udt_independent_amplitude_metric_atlas_2026-07-21/AUDIT_REPORT.md	fe8cdac60a2e94cafa84cbc100a7b9db1a6d221fff611ec1370304171608b38e	32184b9648437d2c6954174914e0c4ff02f848c9	2026-07-21T15:57:50-04:00	32184b9648437d2c6954174914e0c4ff02f848c9	2026-07-21T15:57:50-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_instrument_motif_atlas_2026-07-21	71	19	334	D03;D04;D05;D06	udt_instrument_motif_atlas_2026-07-21/AUDIT_REPORT.md	057e2a2a71c342523c7a27c6ed4ffd80b69eae7840ea360ca3d59340539f7306	5a9898a9766c91bea0fcc3e38dd5c0dd741971f3	2026-07-21T23:26:54-04:00	50756174718908e1aa5fd0a721f5ae6c527c4c8e	2026-07-21T23:35:06-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_intrinsic_clock_transverse_solder_audit_2026-07-24	37	21	103	D03;D04;D05;D06	udt_intrinsic_clock_transverse_solder_audit_2026-07-24/AUDIT_REPORT.md	67cc72d71fa5b5b09824ae2a3d2397730e78983cbd7d1060f9afa2e9185cb24b	4a6f72fc6d15ca19d3b97936b7332604655f4513	2026-07-24T17:10:40-04:00	4a6f72fc6d15ca19d3b97936b7332604655f4513	2026-07-24T17:10:40-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_intrinsic_optical_transport_atlas_2026-07-27	43	10	22	D04;D05;D06	udt_intrinsic_optical_transport_atlas_2026-07-27/AUDIT_REPORT.md	0fc181041af37e986e08795e0248930196a7b5cef711fb86796152c2e7457fd6	ff3d936406e7c3eacc8b61322a860364562c3eb3	2026-07-27T10:38:03-04:00	ff3d936406e7c3eacc8b61322a860364562c3eb3	2026-07-27T10:38:03-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27	38	6	10	D05;D06	udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/AUDIT_REPORT.md	01d765a8a1f6a0f443a08171451c75b8c190cf2451eb5fff98c3cfd58344df00	de1125fded1155b1a4020360b0ebb9c07b46ca8d	2026-07-27T08:58:02-04:00	de1125fded1155b1a4020360b0ebb9c07b46ca8d	2026-07-27T08:58:02-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_intrinsic_pair_lambda_component_atlas_2026-07-27	45	8	10	D05;D06	udt_intrinsic_pair_lambda_component_atlas_2026-07-27/AUDIT_REPORT.md	1b43efdf24e8b7fea4dc465f1d7a0cc26f9db627387025e0d080915d6e1f55c5	fe44d27bd7650de1eff923249f4fa73e75206935	2026-07-27T09:25:48-04:00	fe44d27bd7650de1eff923249f4fa73e75206935	2026-07-27T09:25:48-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27	43	27	116	D04;D05;D06	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	7296d4fc3e9a44510f05c0a61a5dce498f894e0d9bf6b9bb6f8e947ef1983398	1c91169976e3d189dfe0cf1fe5402875459af73f	2026-07-27T12:26:34-04:00	1c91169976e3d189dfe0cf1fe5402875459af73f	2026-07-27T12:26:34-04:00	SIX_GATE_SOURCE
udt_intrinsic_ruler_full_screen_descent_audit_2026-07-28	38	11	25	D03;D05;D06	udt_intrinsic_ruler_full_screen_descent_audit_2026-07-28/AUDIT_REPORT.md	1ee4ddd4c7f91466fa3be5260adc9d6405c3a7f1302048961dba14ce4486c66e	b777bcdfa663f39b4210a683f17af62d03652247	2026-07-28T12:32:28-04:00	b777bcdfa663f39b4210a683f17af62d03652247	2026-07-28T12:32:28-04:00	SIX_GATE_SOURCE
udt_invariant_xmax_asymptotic_boundary_audit_2026-07-23	37	10	32	D03;D04;D05;D06	udt_invariant_xmax_asymptotic_boundary_audit_2026-07-23/AUDIT_REPORT.md	50e931d7671ae614affb5fd37e2170dc02d013cc306eee32ebb068ea5d7431e3	4550893ff74d679ecc14ebe7668b0297c99dd7c4	2026-07-23T14:26:58-04:00	4550893ff74d679ecc14ebe7668b0297c99dd7c4	2026-07-23T14:26:58-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_involutive_exchange_branch_availability_audit_2026-07-24	49	21	58	D05;D06	udt_involutive_exchange_branch_availability_audit_2026-07-24/AUDIT_REPORT.md	4bbbec2e82c4ad10de383f4e5e4e34b302fdb933ccd1c13bcad177387f457890	c171b052ad321df7d71832cfa35403f07108d61e	2026-07-24T10:50:27-04:00	c171b052ad321df7d71832cfa35403f07108d61e	2026-07-24T10:50:27-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_joint_invariant_subspace_atlas_2026-07-21	66	34	1640	D03;D04;D05;D06	udt_joint_invariant_subspace_atlas_2026-07-21/AUDIT_REPORT.md	54e5a6480caa76b251ffdfefcabc762f19cc3998c88d2dea799c2a4c0751e439	8e6b425b08889dd8e0b5f8d7b0ae3945dc1dcacf	2026-07-21T21:02:09-04:00	8e6b425b08889dd8e0b5f8d7b0ae3945dc1dcacf	2026-07-21T21:02:09-04:00	SIX_GATE_SOURCE
udt_joint_realization_closure_audit_2026-08-01	32	6	6	D05;D06	udt_joint_realization_closure_audit_2026-08-01/AUDIT_REPORT.md	9fa6113a0546c4ac8a36cb19d5352a9dfe8f67bb3b90df7574b88e08727a20e4	686336343878e8a9e39a4b72df08d23754243631	2026-08-01T12:45:50-04:00	686336343878e8a9e39a4b72df08d23754243631	2026-08-01T12:45:50-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_joint_selector_provenance_audit_2026-07-28	45	25	905	D03;D04;D05;D06	udt_joint_selector_provenance_audit_2026-07-28/AUDIT_REPORT.md	2bf4dabd1f27c6c3399090c0a058fdf5addbe0aaec05b07a78348d5fad81b01d	fa9cc090888805490570526b66aaaebab429b3e8	2026-07-28T08:00:08-04:00	fa9cc090888805490570526b66aaaebab429b3e8	2026-07-28T08:00:08-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_jr_cert_native_derivation_2026-08-01	50	17	100	D04;D05;D06	udt_jr_cert_native_derivation_2026-08-01/AUDIT_REPORT.md	4b50f9e0efaff8a9341c32cec6dbd7f4084487f14d38b3039f143c892fb071d4	df2b35fcb6fc709e1ad0639b9f46222d64ee99cd	2026-08-01T13:19:37-04:00	df2b35fcb6fc709e1ad0639b9f46222d64ee99cd	2026-08-01T13:19:37-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_killing_plane_strata_transition_audit_2026-07-28	45	22	770	D03;D04;D05;D06	udt_killing_plane_strata_transition_audit_2026-07-28/AUDIT_REPORT.md	c2366023e0dba90bebe49b2909c110cfde8d00be085d12eebcadf412ef4aab50	2a484180378f74be6f63d7a0d94505f3df211755	2026-07-28T13:39:30-04:00	2a484180378f74be6f63d7a0d94505f3df211755	2026-07-28T13:39:30-04:00	SIX_GATE_SOURCE
udt_local_jet_atlas_p02_2026-07-21	35	19	77	D03;D04;D06	udt_local_jet_atlas_p02_2026-07-21/AUDIT_REPORT.md	66b4d3f4dabcb1f54c6c2c09bf157c928c270778eb27cd32adedbf1f1439cdeb	0d0fd44a8846d3ca075a3b3e04026ef84a2198de	2026-07-21T10:31:22-04:00	0d0fd44a8846d3ca075a3b3e04026ef84a2198de	2026-07-21T10:31:22-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_local_selector_holonomy_closure_2026-07-22	30	21	150	D03;D04;D05;D06	udt_local_selector_holonomy_closure_2026-07-22/AUDIT_REPORT.md	245b2d40d795a413252265e07500f275c8c0892b7df8848a554da91a176715f6	e06fb57b3e13a398289ec687a89cfd46b3728635	2026-07-22T13:59:34-04:00	e06fb57b3e13a398289ec687a89cfd46b3728635	2026-07-22T13:59:34-04:00	SIX_GATE_SOURCE
udt_macro_phi_angular_xmax_extension_atlas_2026-07-25	25	11	156	D03;D04;D05;D06	udt_macro_phi_angular_xmax_extension_atlas_2026-07-25/AUDIT_REPORT.md	5439674fc3fd66afb48fdde08c4e1c18871f145cd155cbbf68a59372150cd75f	b5edb0744ee9c94223ed0b0c090b82c3994341e8	2026-07-25T21:57:01-04:00	b5edb0744ee9c94223ed0b0c090b82c3994341e8	2026-07-25T21:57:01-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_metric_native_nontriviality_connector_audit_2026-07-25	35	29	116	D03;D04;D05;D06	udt_metric_native_nontriviality_connector_audit_2026-07-25/AUDIT_REPORT.md	23bca7be34fc777d626c532e10919243ba4d534d7175c202bc34b34d6f303821	01a79a3e3a17a4c5361a8f7a032e6c6dad71cb93	2026-07-25T23:21:09-04:00	01a79a3e3a17a4c5361a8f7a032e6c6dad71cb93	2026-07-25T23:21:09-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_metric_native_observer_separation_asymptote_audit_2026-07-24	30	12	53	D05;D06	udt_metric_native_observer_separation_asymptote_audit_2026-07-24/AUDIT_REPORT.md	cf9fe514f7600461136c0aae27d3ccf74bcbfa135ea3699f3cec66a43311053b	a8501885fea2c2a7ff2ba9d08797f76b71a1f9c1	2026-07-24T12:02:49-04:00	a8501885fea2c2a7ff2ba9d08797f76b71a1f9c1	2026-07-24T12:02:49-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_metric_native_selector_rank_closure_audit_2026-07-27	39	6	10	D05;D06	udt_metric_native_selector_rank_closure_audit_2026-07-27/AUDIT_REPORT.md	c771384083bf3aba7218efa74557594eb01f0f7a2af159af57bd66fdffae3765	901488e04ee67b5d673d799ce4e1f6a557002c69	2026-07-27T16:18:47-04:00	901488e04ee67b5d673d799ce4e1f6a557002c69	2026-07-27T16:18:47-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_metric_native_signed_depth_availability_audit_2026-07-26	40	20	62	D03;D04;D05;D06	udt_metric_native_signed_depth_availability_audit_2026-07-26/AUDIT_REPORT.md	4ac33fbf0fa4c714529514863cbbea9416e39a6218230d36caddb36be8480ce4	e869a980a8b2cb1fb06d41e227aa62dec4e12e7e	2026-07-26T18:47:24-04:00	e869a980a8b2cb1fb06d41e227aa62dec4e12e7e	2026-07-26T18:47:24-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_metric_native_two_pair_selector_audit_2026-07-21	23	18	99	D03;D04;D06	udt_metric_native_two_pair_selector_audit_2026-07-21/AUDIT_REPORT.md	89f24a652001b5d4c0647c9ce5b6160580795b3d2c044fae538fc20596442279	f0b60adfb5457bc29caf7efbdf8d45480699c2fd	2026-07-21T08:38:48-04:00	f0b60adfb5457bc29caf7efbdf8d45480699c2fd	2026-07-21T08:38:48-04:00	SIX_GATE_SOURCE
udt_metric_natural_complete_extension_selector_audit_2026-07-27	54	36	1849	D03;D04;D05;D06	udt_metric_natural_complete_extension_selector_audit_2026-07-27/AUDIT_REPORT.md	729a40c218585af020526294a74c7246715d13ed5c8c4363dc12eda8cc1de0f6	27fa6b081260c31399d42eb8cf53367ea1a57add	2026-07-27T18:59:18-04:00	27fa6b081260c31399d42eb8cf53367ea1a57add	2026-07-27T18:59:18-04:00	SIX_GATE_SOURCE
udt_metric_natural_joint_selector_nogo_2026-07-28	38	21	75	D03;D04;D05;D06	udt_metric_natural_joint_selector_nogo_2026-07-28/AUDIT_REPORT.md	5675336453e46c171ecabd3fd818d040f3fe0e47ca0d055a4f7665a8f3b222e3	64742758af120724400a791cc3c8006083fd9db9	2026-07-28T08:20:34-04:00	64742758af120724400a791cc3c8006083fd9db9	2026-07-28T08:20:34-04:00	SIX_GATE_SOURCE
udt_metric_orchestra_rehearsal_2026-07-25	54	21	68	D04;D05;D06	udt_metric_orchestra_rehearsal_2026-07-25/AUDIT_REPORT.md	9fea07d993242404c21d2c6b50ae65b9bf9aa29cc92d5440d8767c81941ee1fa	68a2dc4696a44fd861182d022db734d55a9ffb88	2026-07-26T00:04:46-04:00	8b13104a4f1af45af617d2aa50cd5fdacf4082af	2026-07-26T00:19:13-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_metric_pure_frame_rederivation_2026-07-23	25	8	22	D03;D04;D05;D06	udt_metric_pure_frame_rederivation_2026-07-23/AUDIT_REPORT.md	e616102b06e32fbbbc36d189cbc12ff75bec0f4b0341e74192781dd775c81294	fb71839b8f051631c481bc0e33b0365384b6d6ad	2026-07-23T15:48:41-04:00	fb71839b8f051631c481bc0e33b0365384b6d6ad	2026-07-23T15:48:41-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_metric_to_frontier_reference_2026-07-22	38	20	860	D03;D04;D05;D06	-	-	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	SUPPORTING_REFERENCE_OR_REVIEW
udt_mirror_canon_provenance_audit_2026-07-30	5	5	29	D06	-	-	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	SUPPORTING_OR_PROVENANCE_NOT_STANDALONE_BRANCH
udt_mixed_readout_anchor_soldering_audit_2026-07-20	20	6	13	D04;D06	udt_mixed_readout_anchor_soldering_audit_2026-07-20/AUDIT_REPORT.md	40c6816792602176e0fb1ec3d2732e685cfb56ae84432c9c1a17919e6ad49407	2fb547be31f69cc9e575f7ebae04f42b19e313c8	2026-07-20T22:43:32-04:00	2fb547be31f69cc9e575f7ebae04f42b19e313c8	2026-07-20T22:43:32-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_motif_hopf_correspondence_audit_2026-07-22	79	59	3231	D03;D04;D05;D06	udt_motif_hopf_correspondence_audit_2026-07-22/AUDIT_REPORT.md	d67c3b812e2fe8f6d31cf4a544b47d86a2d87c4b81ca2cc7aa81ea638d86ea82	c3b03c952705e4c16bb2ccee583604287001b652	2026-07-22T09:31:14-04:00	9f313b5b665acdb81802f59001052cf895ff5a47	2026-07-22T10:02:37-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
udt_native_coframe_composition_law_audit_2026-07-23	38	17	650	D03;D04;D05;D06	udt_native_coframe_composition_law_audit_2026-07-23/AUDIT_REPORT.md	b6f484a77b202b695ac76306e8d0ebf66b14f73b7eb671431c4821259a719ce8	e8c1d97572ed7cbf856720efe8fdf94405114e0c	2026-07-23T09:14:29-04:00	e8c1d97572ed7cbf856720efe8fdf94405114e0c	2026-07-23T09:14:29-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_native_global_coframe_definition_audit_2026-07-28	37	15	59	D04;D06	udt_native_global_coframe_definition_audit_2026-07-28/AUDIT_REPORT.md	7aa0b81caa6504974e8ace4fc2c313a9e8394ad293b3d7c316412ca7ec6485f1	d977684b91c9a9b5a5a583c2a4537c50360c1260	2026-07-28T07:34:59-04:00	d977684b91c9a9b5a5a583c2a4537c50360c1260	2026-07-28T07:34:59-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_native_global_observable_closure_census_2026-07-26	44	26	83	D04;D05;D06	udt_native_global_observable_closure_census_2026-07-26/AUDIT_REPORT.md	8df87a2d5d99f9f95fe60e8987348f61575f593b53a19a0a4a99093a76e68114	c1036fb498c8ed009733c82ee86cf96152a5ed6e	2026-07-26T08:44:55-04:00	c1036fb498c8ed009733c82ee86cf96152a5ed6e	2026-07-26T08:44:55-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_native_reciprocal_comparison_bundle_audit_2026-07-27	34	13	45	D03;D04;D06	udt_native_reciprocal_comparison_bundle_audit_2026-07-27/AUDIT_REPORT.md	2d8fa2fe1838fc0175d352766ee11edfcbf8f770a81dfa0c539a4c064d17016c	99313f130f25942868691cbe1d42b49459453e6e	2026-07-27T19:48:51-04:00	99313f130f25942868691cbe1d42b49459453e6e	2026-07-27T19:48:51-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_native_stability_configuration_space_audit_2026-08-01	30	12	466	D03;D04;D05;D06	udt_native_stability_configuration_space_audit_2026-08-01/AUDIT_REPORT.md	657c68e73a374adb61da285f79135c39de4264c1ff31ca8b8bfabaee0bc10972	53bdc2c78c44f22e6aa76301b79f05fa7ce0e58f	2026-08-01T17:18:01-04:00	53bdc2c78c44f22e6aa76301b79f05fa7ce0e58f	2026-08-01T17:18:01-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26	53	25	80	D03;D04;D05;D06	udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/AUDIT_REPORT.md	152e3a15962d4d4e329160a7b73927efeeaa4afa8f0c65fe5f14f5dc8f8e7145	c2a0feafca41d9fa95c12a7db278876acf7552f0	2026-07-26T01:02:11-04:00	c2a0feafca41d9fa95c12a7db278876acf7552f0	2026-07-26T01:02:11-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_observer_centered_xmax_frame_correction_2026-07-23	24	7	11	D03;D05;D06	udt_observer_centered_xmax_frame_correction_2026-07-23/AUDIT_REPORT.md	91328e4fca88980cc37621b0e9d4e7f1162c079c0a1780adac853b205c945cb1	db069753808425b8f4cb7df481c8c881918ced80	2026-07-23T15:29:03-04:00	db069753808425b8f4cb7df481c8c881918ced80	2026-07-23T15:29:03-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_observer_depth_angle_transition_audit_2026-07-24	35	12	21	D05;D06	udt_observer_depth_angle_transition_audit_2026-07-24/AUDIT_REPORT.md	253c5d7bdddfff30b7a0fbc8dd7d9b200d059eb98199f182f0c4ba6ebc2131a7	8a11a847d9867c15284f348cb3e8b03f53698ae2	2026-07-24T14:34:31-04:00	8a11a847d9867c15284f348cb3e8b03f53698ae2	2026-07-24T14:34:31-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24	34	6	10	D04;D05;D06	udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/AUDIT_REPORT.md	24f584eb3b15c34f8fd0b06ba360a121737da1d200d29d12a851b507391cb69c	2e98f4cc91a0accbfe8a5e96d180ef3f297d8da0	2026-07-24T16:53:43-04:00	2e98f4cc91a0accbfe8a5e96d180ef3f297d8da0	2026-07-24T16:53:43-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
