identity_order	identity_id	bank	carrier_id	mask_id	start_point	end_point	global_domain_status
1881	B2_R05_3_M9	B2	R05_3	M9	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1882	B2_R05_3_MA	B2	R05_3	MA	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1883	B2_R05_3_MB	B2	R05_3	MB	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1884	B2_R05_3_MC	B2	R05_3	MC	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1885	B2_R05_3_MD	B2	R05_3	MD	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1886	B2_R05_3_ME	B2	R05_3	ME	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1887	B2_R05_3_MF	B2	R05_3	MF	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1888	B2_R06_3_M0	B2	R06_3	M0	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1889	B2_R06_3_M1	B2	R06_3	M1	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1890	B2_R06_3_M2	B2	R06_3	M2	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1891	B2_R06_3_M3	B2	R06_3	M3	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1892	B2_R06_3_M4	B2	R06_3	M4	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1893	B2_R06_3_M5	B2	R06_3	M5	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1894	B2_R06_3_M6	B2	R06_3	M6	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1895	B2_R06_3_M7	B2	R06_3	M7	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1896	B2_R06_3_M8	B2	R06_3	M8	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1897	B2_R06_3_M9	B2	R06_3	M9	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1898	B2_R06_3_MA	B2	R06_3	MA	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1899	B2_R06_3_MB	B2	R06_3	MB	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1900	B2_R06_3_MC	B2	R06_3	MC	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1901	B2_R06_3_MD	B2	R06_3	MD	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1902	B2_R06_3_ME	B2	R06_3	ME	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1903	B2_R06_3_MF	B2	R06_3	MF	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1904	B2_R07_3_M0	B2	R07_3	M0	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1905	B2_R07_3_M1	B2	R07_3	M1	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1906	B2_R07_3_M2	B2	R07_3	M2	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1907	B2_R07_3_M3	B2	R07_3	M3	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1908	B2_R07_3_M4	B2	R07_3	M4	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1909	B2_R07_3_M5	B2	R07_3	M5	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1910	B2_R07_3_M6	B2	R07_3	M6	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1911	B2_R07_3_M7	B2	R07_3	M7	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1912	B2_R07_3_M8	B2	R07_3	M8	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1913	B2_R07_3_M9	B2	R07_3	M9	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1914	B2_R07_3_MA	B2	R07_3	MA	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1915	B2_R07_3_MB	B2	R07_3	MB	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1916	B2_R07_3_MC	B2	R07_3	MC	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1917	B2_R07_3_MD	B2	R07_3	MD	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1918	B2_R07_3_ME	B2	R07_3	ME	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1919	B2_R07_3_MF	B2	R07_3	MF	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1920	B2_R08_3_M0	B2	R08_3	M0	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1921	B2_R08_3_M1	B2	R08_3	M1	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1922	B2_R08_3_M2	B2	R08_3	M2	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1923	B2_R08_3_M3	B2	R08_3	M3	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1924	B2_R08_3_M4	B2	R08_3	M4	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1925	B2_R08_3_M5	B2	R08_3	M5	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1926	B2_R08_3_M6	B2	R08_3	M6	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1927	B2_R08_3_M7	B2	R08_3	M7	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1928	B2_R08_3_M8	B2	R08_3	M8	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1929	B2_R08_3_M9	B2	R08_3	M9	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1930	B2_R08_3_MA	B2	R08_3	MA	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1931	B2_R08_3_MB	B2	R08_3	MB	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1932	B2_R08_3_MC	B2	R08_3	MC	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1933	B2_R08_3_MD	B2	R08_3	MD	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1934	B2_R08_3_ME	B2	R08_3	ME	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1935	B2_R08_3_MF	B2	R08_3	MF	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1936	B2_R09_3_M0	B2	R09_3	M0	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1937	B2_R09_3_M1	B2	R09_3	M1	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1938	B2_R09_3_M2	B2	R09_3	M2	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1939	B2_R09_3_M3	B2	R09_3	M3	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1940	B2_R09_3_M4	B2	R09_3	M4	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1941	B2_R09_3_M5	B2	R09_3	M5	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1942	B2_R09_3_M6	B2	R09_3	M6	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1943	B2_R09_3_M7	B2	R09_3	M7	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1944	B2_R09_3_M8	B2	R09_3	M8	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1945	B2_R09_3_M9	B2	R09_3	M9	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1946	B2_R09_3_MA	B2	R09_3	MA	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1947	B2_R09_3_MB	B2	R09_3	MB	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1948	B2_R09_3_MC	B2	R09_3	MC	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1949	B2_R09_3_MD	B2	R09_3	MD	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1950	B2_R09_3_ME	B2	R09_3	ME	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1951	B2_R09_3_MF	B2	R09_3	MF	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1952	B2_R10_3_M0	B2	R10_3	M0	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1953	B2_R10_3_M1	B2	R10_3	M1	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1954	B2_R10_3_M2	B2	R10_3	M2	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1955	B2_R10_3_M3	B2	R10_3	M3	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1956	B2_R10_3_M4	B2	R10_3	M4	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1957	B2_R10_3_M5	B2	R10_3	M5	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1958	B2_R10_3_M6	B2	R10_3	M6	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1959	B2_R10_3_M7	B2	R10_3	M7	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1960	B2_R10_3_M8	B2	R10_3	M8	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1961	B2_R10_3_M9	B2	R10_3	M9	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1962	B2_R10_3_MA	B2	R10_3	MA	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1963	B2_R10_3_MB	B2	R10_3	MB	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1964	B2_R10_3_MC	B2	R10_3	MC	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1965	B2_R10_3_MD	B2	R10_3	MD	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1966	B2_R10_3_ME	B2	R10_3	ME	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1967	B2_R10_3_MF	B2	R10_3	MF	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1968	B2_R11_3_M0	B2	R11_3	M0	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1969	B2_R11_3_M1	B2	R11_3	M1	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1970	B2_R11_3_M2	B2	R11_3	M2	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1971	B2_R11_3_M3	B2	R11_3	M3	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1972	B2_R11_3_M4	B2	R11_3	M4	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1973	B2_R11_3_M5	B2	R11_3	M5	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1974	B2_R11_3_M6	B2	R11_3	M6	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1975	B2_R11_3_M7	B2	R11_3	M7	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1976	B2_R11_3_M8	B2	R11_3	M8	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1977	B2_R11_3_M9	B2	R11_3	M9	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1978	B2_R11_3_MA	B2	R11_3	MA	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1979	B2_R11_3_MB	B2	R11_3	MB	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1980	B2_R11_3_MC	B2	R11_3	MC	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1981	B2_R11_3_MD	B2	R11_3	MD	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1982	B2_R11_3_ME	B2	R11_3	ME	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1983	B2_R11_3_MF	B2	R11_3	MF	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1984	B2_R12_3_M0	B2	R12_3	M0	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1985	B2_R12_3_M1	B2	R12_3	M1	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1986	B2_R12_3_M2	B2	R12_3	M2	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1987	B2_R12_3_M3	B2	R12_3	M3	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1988	B2_R12_3_M4	B2	R12_3	M4	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1989	B2_R12_3_M5	B2	R12_3	M5	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1990	B2_R12_3_M6	B2	R12_3	M6	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1991	B2_R12_3_M7	B2	R12_3	M7	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1992	B2_R12_3_M8	B2	R12_3	M8	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1993	B2_R12_3_M9	B2	R12_3	M9	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1994	B2_R12_3_MA	B2	R12_3	MA	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1995	B2_R12_3_MB	B2	R12_3	MB	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1996	B2_R12_3_MC	B2	R12_3	MC	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1997	B2_R12_3_MD	B2	R12_3	MD	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1998	B2_R12_3_ME	B2	R12_3	ME	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
1999	B2_R12_3_MF	B2	R12_3	MF	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2000	B2_R13_3_M0	B2	R13_3	M0	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2001	B2_R13_3_M1	B2	R13_3	M1	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2002	B2_R13_3_M2	B2	R13_3	M2	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2003	B2_R13_3_M3	B2	R13_3	M3	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2004	B2_R13_3_M4	B2	R13_3	M4	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2005	B2_R13_3_M5	B2	R13_3	M5	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2006	B2_R13_3_M6	B2	R13_3	M6	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2007	B2_R13_3_M7	B2	R13_3	M7	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2008	B2_R13_3_M8	B2	R13_3	M8	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2009	B2_R13_3_M9	B2	R13_3	M9	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2010	B2_R13_3_MA	B2	R13_3	MA	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2011	B2_R13_3_MB	B2	R13_3	MB	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2012	B2_R13_3_MC	B2	R13_3	MC	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2013	B2_R13_3_MD	B2	R13_3	MD	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2014	B2_R13_3_ME	B2	R13_3	ME	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
2015	B2_R13_3_MF	B2	R13_3	MF	[-0.25,0.2,-0.16666666666666666,0.14285714285714285]	[0.0,-0.5,0.25,-0.3333333333333333]	LOCAL_ANALYTIC_CHART_ONLY
