configuration_id	carrier_id	mask_id	bank	point_id	metric_amplitudes_zero	base_algebra_dimension	base_reducibility	base_central_blocks	base_numeric_status	base_closure_residual	flat_exact	flat_certification_residual	shell_h1_dimension	shell_h2_dimension	shell_h1_reducibility	shell_h2_reducibility	shell_max_isometry	shell_max_refinement	final_class	physical_merit
R10_3_M1_B0_P0	R10_3	M1	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.4962329378869707e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M1_B0_P4	R10_3	M1	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	9.0670131293938062e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M1_B1_P1	R10_3	M1	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.109127439861192e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M1_B1_P5	R10_3	M1	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1154851975181633e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M1_B2_P2	R10_3	M1	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	8.8926365293479598e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M1_B2_P6	R10_3	M1	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2130050029463405e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M1_B3_P3	R10_3	M1	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0878971688958061e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M1_B3_P7	R10_3	M1	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.4058076437626627e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M2_B0_P0	R10_3	M2	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.3739579397863354e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M2_B0_P4	R10_3	M2	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2948316387651762e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M2_B1_P1	R10_3	M2	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1818696782751541e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M2_B1_P5	R10_3	M2	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1220411006914991e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M2_B2_P2	R10_3	M2	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.38880189049958e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M2_B2_P6	R10_3	M2	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0847723996112957e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M2_B3_P3	R10_3	M2	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0047808287929968e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M2_B3_P7	R10_3	M2	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.79541978471462e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M3_B0_P0	R10_3	M3	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1899153567083772e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M3_B0_P4	R10_3	M3	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.3304322566419509e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M3_B1_P1	R10_3	M3	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0463949210973319e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M3_B1_P5	R10_3	M3	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	8.0820243608955018e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M3_B2_P2	R10_3	M3	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0048766625334574e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M3_B2_P6	R10_3	M3	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2206205189597855e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M3_B3_P3	R10_3	M3	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1832492751726519e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M3_B3_P7	R10_3	M3	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1674160775152519e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M4_B0_P0	R10_3	M4	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.3977374955383693e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M4_B0_P4	R10_3	M4	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2790465692854857e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M4_B1_P1	R10_3	M4	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.5766565661136273e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M4_B1_P5	R10_3	M4	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1385130558227483e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M4_B2_P2	R10_3	M4	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.6295312748427388e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M4_B2_P6	R10_3	M4	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	2.0351256520247235e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M4_B3_P3	R10_3	M4	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0982790552024029e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M4_B3_P7	R10_3	M4	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1735606248905359e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M5_B0_P0	R10_3	M5	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.8303010795706116e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M5_B0_P4	R10_3	M5	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	9.272920489919434e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M5_B1_P1	R10_3	M5	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0723542406936797e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M5_B1_P5	R10_3	M5	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2819923381615821e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M5_B2_P2	R10_3	M5	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2306029179684132e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M5_B2_P6	R10_3	M5	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0882787415459933e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M5_B3_P3	R10_3	M5	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	9.2769923454411729e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M5_B3_P7	R10_3	M5	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2786108637340214e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M6_B0_P0	R10_3	M6	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	8.3060472986009726e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M6_B0_P4	R10_3	M6	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0347171122642918e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M6_B1_P1	R10_3	M6	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	9.369357762219889e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M6_B1_P5	R10_3	M6	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1007220295420133e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M6_B2_P2	R10_3	M6	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1643478476312713e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M6_B2_P6	R10_3	M6	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.5237035265340681e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M6_B3_P3	R10_3	M6	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2767211234107523e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M6_B3_P7	R10_3	M6	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1823326064168632e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M7_B0_P0	R10_3	M7	B0	P0	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.4662141526912702e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M7_B0_P4	R10_3	M7	B0	P4	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2425319427409384e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M7_B1_P1	R10_3	M7	B1	P1	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.0944386770053333e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M7_B1_P5	R10_3	M7	B1	P5	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	9.4417574226082494e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M7_B2_P2	R10_3	M7	B2	P2	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.563571043012242e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M7_B2_P6	R10_3	M7	B2	P6	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.2948293147037702e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M7_B3_P3	R10_3	M7	B3	P3	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	9.26828754736577e-16	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M7_B3_P7	R10_3	M7	B3	P7	NO	16	FULL_MATRIX_ALGEBRA_IRREDUCIBLE	NO_NONTRIVIAL_CENTRAL_BLOCK	CLASSIFIED	1.1862109653984265e-15	NO	-	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	BASE_CURVATURE_FULL_IRREDUCIBLE__HIGHER_JETS_MONOTONE	NOT_EVALUATED
R10_3_M8_B0_P0	R10_3	M8	B0	P0	YES	1	PROPER_ALGEBRA_NONCENTRAL_AMBIGUITY	NO_DISTINGUISHED_BLOCK__ZERO_GENERATORS	CLASSIFIED	0	YES	0	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	EXACT_CONSTANT_METRIC_FLAT__ALL_SUBSPACES_AMBIGUOUS	NOT_EVALUATED
R10_3_M8_B0_P4	R10_3	M8	B0	P4	YES	1	PROPER_ALGEBRA_NONCENTRAL_AMBIGUITY	NO_DISTINGUISHED_BLOCK__ZERO_GENERATORS	CLASSIFIED	0	YES	0	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	EXACT_CONSTANT_METRIC_FLAT__ALL_SUBSPACES_AMBIGUOUS	NOT_EVALUATED
R10_3_M8_B1_P1	R10_3	M8	B1	P1	YES	1	PROPER_ALGEBRA_NONCENTRAL_AMBIGUITY	NO_DISTINGUISHED_BLOCK__ZERO_GENERATORS	CLASSIFIED	0	YES	0	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	EXACT_CONSTANT_METRIC_FLAT__ALL_SUBSPACES_AMBIGUOUS	NOT_EVALUATED
