configuration_id	carrier_id	mask_id	bank	point_id	gradient_norm	gradient_class	parent_tensor_residual	selfadjoint_operator_residual	skew_operator_residual	riemann_isolated_real_simple_eigenplanes	riemann_nondegenerate_simple_eigenplanes	riemann_complementary_split_count	riemann_repeated_eigenvalue_multiplicity	riemann_complex_isolated_count	riemann_numeric_status	weyl_isolated_real_simple_eigenplanes	weyl_nondegenerate_simple_eigenplanes	weyl_complementary_split_count	weyl_repeated_eigenvalue_multiplicity	weyl_complex_isolated_count	weyl_numeric_status	retained	physical_merit
R06_1_MF_B1_P5	R06_1	MF	B1	P5	0.0014952474442739715	SPACELIKE	0.0	5.204170427930421e-18	2.42861286636753e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_M0_B1_P5	R07_1	M0	B1	P5	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_M1_B1_P5	R07_1	M1	B1	P5	0.0	ZERO	0.0	3.469446951953614e-18	1.9081958235744878e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_M2_B1_P5	R07_1	M2	B1	P5	0.0	ZERO	0.0	1.0408340855860843e-17	1.1357883458749935e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_M3_B1_P5	R07_1	M3	B1	P5	0.0	ZERO	0.0	1.0408340855860843e-17	1.3877787807814457e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_M4_B1_P5	R07_1	M4	B1	P5	0.0	ZERO	0.0	5.204170427930421e-18	1.0408340855860843e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_M5_B1_P5	R07_1	M5	B1	P5	0.0	ZERO	0.0	6.938893903907228e-18	1.214306433183765e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_M6_B1_P5	R07_1	M6	B1	P5	0.0	ZERO	0.0	6.938893903907228e-18	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_M7_B1_P5	R07_1	M7	B1	P5	0.0	ZERO	0.0	6.938893903907228e-18	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_M8_B1_P5	R07_1	M8	B1	P5	0.0014405891868726787	SPACELIKE	0.0	5.204170427930421e-18	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_M9_B1_P5	R07_1	M9	B1	P5	0.0014523481972542106	SPACELIKE	0.0	3.469446951953614e-18	1.9081958235744878e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_MA_B1_P5	R07_1	MA	B1	P5	0.0014718623328073529	SPACELIKE	0.0	1.0408340855860843e-17	1.1357883458749935e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_MB_B1_P5	R07_1	MB	B1	P5	0.0014836213431888847	SPACELIKE	0.0	1.0408340855860843e-17	1.3877787807814457e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_MC_B1_P5	R07_1	MC	B1	P5	0.0014284277747243234	SPACELIKE	0.0	5.204170427930421e-18	1.0408340855860843e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_MD_B1_P5	R07_1	MD	B1	P5	0.0014401307130384787	SPACELIKE	0.0	6.938893903907228e-18	1.214306433183765e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_ME_B1_P5	R07_1	ME	B1	P5	0.0014597009206589971	SPACELIKE	0.0	6.938893903907228e-18	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R07_1_MF_B1_P5	R07_1	MF	B1	P5	0.0014714038589731524	SPACELIKE	0.0	6.938893903907228e-18	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_M0_B1_P5	R08_1	M0	B1	P5	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_M1_B1_P5	R08_1	M1	B1	P5	0.0	ZERO	0.0	6.938893903907228e-18	1.9081958235744878e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_M2_B1_P5	R08_1	M2	B1	P5	0.0	ZERO	0.0	1.734723475976807e-18	6.938893903907228e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_M3_B1_P5	R08_1	M3	B1	P5	0.0	ZERO	0.0	1.0408340855860843e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_M4_B1_P5	R08_1	M4	B1	P5	0.0	ZERO	0.0	6.938893903907228e-18	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_M5_B1_P5	R08_1	M5	B1	P5	0.0	ZERO	0.0	6.938893903907228e-18	3.122502256758253e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_M6_B1_P5	R08_1	M6	B1	P5	0.0	ZERO	0.0	1.3877787807814457e-17	1.5612511283791264e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_M7_B1_P5	R08_1	M7	B1	P5	0.0	ZERO	0.0	1.3877787807814457e-17	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_M8_B1_P5	R08_1	M8	B1	P5	0.0014405891868726787	SPACELIKE	0.0	5.204170427930421e-18	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_M9_B1_P5	R08_1	M9	B1	P5	0.0014288573158213096	SPACELIKE	0.0	6.938893903907228e-18	1.9081958235744878e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_MA_B1_P5	R08_1	MA	B1	P5	0.0014135947559971505	SPACELIKE	0.0	3.469446951953614e-18	6.938893903907228e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_MB_B1_P5	R08_1	MB	B1	P5	0.0014018628849457812	SPACELIKE	0.0	1.0408340855860843e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_MC_B1_P5	R08_1	MC	B1	P5	0.0014508645427218252	SPACELIKE	0.0	6.938893903907228e-18	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_MD_B1_P5	R08_1	MD	B1	P5	0.001438849699368515	SPACELIKE	0.0	6.938893903907228e-18	3.122502256758253e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_ME_B1_P5	R08_1	ME	B1	P5	0.001423870111846297	SPACELIKE	0.0	1.3877787807814457e-17	1.5612511283791264e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R08_1_MF_B1_P5	R08_1	MF	B1	P5	0.0014118552684929866	SPACELIKE	0.0	1.3877787807814457e-17	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_M0_B1_P5	R09_1	M0	B1	P5	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_M1_B1_P5	R09_1	M1	B1	P5	0.0	ZERO	0.0	5.204170427930421e-18	9.301563981011511e-18	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_M2_B1_P5	R09_1	M2	B1	P5	0.0	ZERO	0.0	1.3877787807814457e-17	1.7780915628762273e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_M3_B1_P5	R09_1	M3	B1	P5	0.0	ZERO	0.0	1.3877787807814457e-17	3.122502256758253e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_M4_B1_P5	R09_1	M4	B1	P5	0.0	ZERO	0.0	3.469446951953614e-18	6.938893903907228e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_M5_B1_P5	R09_1	M5	B1	P5	0.0	ZERO	0.0	1.0408340855860843e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_M6_B1_P5	R09_1	M6	B1	P5	0.0	ZERO	0.0	6.938893903907228e-18	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_M7_B1_P5	R09_1	M7	B1	P5	0.0	ZERO	0.0	1.3877787807814457e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_M8_B1_P5	R09_1	M8	B1	P5	0.0014405891868726787	SPACELIKE	0.0	5.204170427930421e-18	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_M9_B1_P5	R09_1	M9	B1	P5	0.001428085096892999	SPACELIKE	0.0	5.204170427930421e-18	9.301563981011511e-18	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_MA_B1_P5	R09_1	MA	B1	P5	0.0014070307652546596	SPACELIKE	0.0	1.3877787807814457e-17	1.7780915628762273e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_MB_B1_P5	R09_1	MB	B1	P5	0.0013945266752749797	SPACELIKE	0.0	1.3877787807814457e-17	3.122502256758253e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_MC_B1_P5	R09_1	MC	B1	P5	0.0014347955219562102	SPACELIKE	0.0	3.469446951953614e-18	6.938893903907228e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_MD_B1_P5	R09_1	MD	B1	P5	0.0014220143338578783	SPACELIKE	0.0	1.0408340855860843e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_ME_B1_P5	R09_1	ME	B1	P5	0.001401237100338191	SPACELIKE	0.0	6.938893903907228e-18	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R09_1_MF_B1_P5	R09_1	MF	B1	P5	0.001388455912239859	SPACELIKE	0.0	1.3877787807814457e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_M0_B1_P5	R10_1	M0	B1	P5	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_M1_B1_P5	R10_1	M1	B1	P5	0.0	ZERO	0.0	1.0408340855860843e-17	1.192043369036421e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_M2_B1_P5	R10_1	M2	B1	P5	0.0	ZERO	0.0	1.3877787807814457e-17	1.7780915628762273e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_M3_B1_P5	R10_1	M3	B1	P5	0.0	ZERO	0.0	1.3877787807814457e-17	1.474514954580286e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_M4_B1_P5	R10_1	M4	B1	P5	0.0	ZERO	0.0	1.0408340855860843e-17	1.3877787807814457e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_M5_B1_P5	R10_1	M5	B1	P5	0.0	ZERO	0.0	1.3877787807814457e-17	2.430466061273213e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_M6_B1_P5	R10_1	M6	B1	P5	0.0	ZERO	0.0	1.3877787807814457e-17	2.42861286636753e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_M7_B1_P5	R10_1	M7	B1	P5	0.0	ZERO	0.0	1.3877787807814457e-17	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_M8_B1_P5	R10_1	M8	B1	P5	0.0014405891868726787	SPACELIKE	0.0	5.204170427930421e-18	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_M9_B1_P5	R10_1	M9	B1	P5	0.0014224464778064315	SPACELIKE	0.0	1.0408340855860843e-17	1.192043369036421e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_MA_B1_P5	R10_1	MA	B1	P5	0.0014070307652546596	SPACELIKE	0.0	1.3877787807814457e-17	1.7780915628762273e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_MB_B1_P5	R10_1	MB	B1	P5	0.0013888880561884124	SPACELIKE	0.0	1.3877787807814457e-17	1.474514954580286e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_MC_B1_P5	R10_1	MC	B1	P5	0.0014238526517133176	SPACELIKE	0.0	1.0408340855860843e-17	1.3877787807814457e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_MD_B1_P5	R10_1	MD	B1	P5	0.00140564225371629	SPACELIKE	0.0	1.3877787807814457e-17	2.430466061273213e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_ME_B1_P5	R10_1	ME	B1	P5	0.001390294230095298	SPACELIKE	0.0	1.3877787807814457e-17	2.42861286636753e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R10_1_MF_B1_P5	R10_1	MF	B1	P5	0.0013720838320982708	SPACELIKE	0.0	1.3877787807814457e-17	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_M0_B1_P5	R11_1	M0	B1	P5	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_M1_B1_P5	R11_1	M1	B1	P5	0.0	ZERO	0.0	3.469446951953614e-18	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_M2_B1_P5	R11_1	M2	B1	P5	0.0	ZERO	0.0	1.734723475976807e-18	6.938893903907228e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_M3_B1_P5	R11_1	M3	B1	P5	0.0	ZERO	0.0	1.0408340855860843e-17	8.673617379884035e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_M4_B1_P5	R11_1	M4	B1	P5	0.0	ZERO	0.0	6.938893903907228e-18	1.3877787807814457e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_M5_B1_P5	R11_1	M5	B1	P5	0.0	ZERO	0.0	8.239936510889834e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_M6_B1_P5	R11_1	M6	B1	P5	0.0	ZERO	0.0	6.938893903907228e-18	2.42861286636753e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_M7_B1_P5	R11_1	M7	B1	P5	0.0	ZERO	0.0	2.7755575615628914e-17	1.3877787807814457e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_M8_B1_P5	R11_1	M8	B1	P5	0.0014405891868726787	SPACELIKE	0.0	5.204170427930421e-18	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_M9_B1_P5	R11_1	M9	B1	P5	0.0014214520914488085	SPACELIKE	0.0	3.469446951953614e-18	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_MA_B1_P5	R11_1	MA	B1	P5	0.0014135947559971505	SPACELIKE	0.0	3.469446951953614e-18	6.938893903907228e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_MB_B1_P5	R11_1	MB	B1	P5	0.0013944576605732807	SPACELIKE	0.0	1.0408340855860843e-17	8.673617379884035e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_MC_B1_P5	R11_1	MC	B1	P5	0.0014528286602612146	SPACELIKE	0.0	6.938893903907228e-18	1.3877787807814457e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_MD_B1_P5	R11_1	MD	B1	P5	0.0014333156517435698	SPACELIKE	0.0	8.239936510889834e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_ME_B1_P5	R11_1	ME	B1	P5	0.0014258342293856864	SPACELIKE	0.0	6.938893903907228e-18	2.42861286636753e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R11_1_MF_B1_P5	R11_1	MF	B1	P5	0.0014063212208680416	SPACELIKE	0.0	2.7755575615628914e-17	1.3877787807814457e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_M0_B1_P5	R12_1	M0	B1	P5	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_M1_B1_P5	R12_1	M1	B1	P5	0.0	ZERO	0.0	1.0408340855860843e-17	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_M2_B1_P5	R12_1	M2	B1	P5	0.0	ZERO	0.0	1.734723475976807e-18	6.938893903907228e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_M3_B1_P5	R12_1	M3	B1	P5	0.0	ZERO	0.0	6.938893903907228e-18	2.42861286636753e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_M4_B1_P5	R12_1	M4	B1	P5	0.0	ZERO	0.0	6.938893903907228e-18	1.0408340855860843e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_M5_B1_P5	R12_1	M5	B1	P5	0.0	ZERO	0.0	5.204170427930421e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_M6_B1_P5	R12_1	M6	B1	P5	0.0	ZERO	0.0	1.0408340855860843e-17	2.2551405187698492e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_M7_B1_P5	R12_1	M7	B1	P5	0.0	ZERO	0.0	8.239936510889834e-18	2.7755575615628914e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_M8_B1_P5	R12_1	M8	B1	P5	0.0014405891868726787	SPACELIKE	0.0	5.204170427930421e-18	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_M9_B1_P5	R12_1	M9	B1	P5	0.0014600063313720223	SPACELIKE	0.0	1.0408340855860843e-17	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_MA_B1_P5	R12_1	MA	B1	P5	0.0014135947559971505	SPACELIKE	0.0	3.469446951953614e-18	6.938893903907228e-18	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_MB_B1_P5	R12_1	MB	B1	P5	0.0014330119004964937	SPACELIKE	0.0	6.938893903907228e-18	2.42861286636753e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_MC_B1_P5	R12_1	MC	B1	P5	0.0014266636939468847	SPACELIKE	0.0	6.938893903907228e-18	1.0408340855860843e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_MD_B1_P5	R12_1	MD	B1	P5	0.0014459455437538069	SPACELIKE	0.0	5.204170427930421e-18	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_ME_B1_P5	R12_1	ME	B1	P5	0.0013996692630713567	SPACELIKE	0.0	1.0408340855860843e-17	2.2551405187698492e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R12_1_MF_B1_P5	R12_1	MF	B1	P5	0.001418951112878278	SPACELIKE	0.0	8.239936510889834e-18	2.7755575615628914e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R13_1_M0_B1_P5	R13_1	M0	B1	P5	0.0	ZERO	0.0	0.0	0.0	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R13_1_M1_B1_P5	R13_1	M1	B1	P5	0.0	ZERO	0.0	4.336808689942018e-18	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R13_1_M2_B1_P5	R13_1	M2	B1	P5	0.0	ZERO	0.0	1.3877787807814457e-17	1.7780915628762273e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R13_1_M3_B1_P5	R13_1	M3	B1	P5	0.0	ZERO	0.0	5.204170427930421e-18	3.122502256758253e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R13_1_M4_B1_P5	R13_1	M4	B1	P5	0.0	ZERO	0.0	6.938893903907228e-18	1.214306433183765e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
R13_1_M5_B1_P5	R13_1	M5	B1	P5	0.0	ZERO	0.0	7.37257477290143e-18	1.214306433183765e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	NOT_EVALUATED
