configuration_id	transform_id	covariance_metric	covariance_gradient	covariance_ricci_operator	covariance_hessian_operator	covariance_phi_dyad	covariance_curvature_generators	covariance_maximum	riemann_isolated_real_simple_eigenplanes	riemann_nondegenerate_simple_eigenplanes	riemann_complementary_split_count	riemann_repeated_eigenvalue_multiplicity	riemann_complex_isolated_count	riemann_numeric_status	weyl_isolated_real_simple_eigenplanes	weyl_nondegenerate_simple_eigenplanes	weyl_complementary_split_count	weyl_repeated_eigenvalue_multiplicity	weyl_complex_isolated_count	weyl_numeric_status	riemann_summary_agreement	weyl_summary_agreement	retained
V016_M7_B2_P2	N01_IDENTITY_NONLINEAR	0.0	0.0	8.326672684688674e-17	0.0	0.0	4.5102810375396984e-17	8.326672684688674e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_M7_B2_P2	N02_CROSS_NONLINEAR	1.7373312755547314e-16	0.0	8.326672684688674e-17	0.0	0.0	4.5102810375396984e-17	1.7373312755547314e-16	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_M8_B2_P2	N01_IDENTITY_NONLINEAR	0.0	0.0	2.438700771842557e-18	2.168404344971009e-19	0.0	4.5470950675645325e-18	4.5470950675645325e-18	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	YES	YES
V016_M8_B2_P2	N02_CROSS_NONLINEAR	1.721357532173647e-16	8.673617379884035e-19	2.254338121946934e-18	8.673617379884035e-19	6.776263578034403e-21	3.582733909366194e-18	1.721357532173647e-16	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	YES	YES
V016_M9_B2_P2	N01_IDENTITY_NONLINEAR	0.0	0.0	2.7755575615628914e-17	2.168404344971009e-19	0.0	2.7755575615628914e-17	2.7755575615628914e-17	0	0	0	0	0	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_M9_B2_P2	N02_CROSS_NONLINEAR	1.719619061305134e-16	4.336808689942018e-19	4.163336342344337e-17	6.505213034913027e-19	3.3881317890172014e-21	4.163336342344337e-17	1.719619061305134e-16	0	0	0	0	0	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_MA_B2_P2	N01_IDENTITY_NONLINEAR	0.0	0.0	1.3877787807814457e-17	2.168404344971009e-19	0.0	1.9081958235744878e-17	1.9081958235744878e-17	0	0	0	0	0	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_MA_B2_P2	N02_CROSS_NONLINEAR	1.730584564319176e-16	4.336808689942018e-19	1.3877787807814457e-17	8.673617379884035e-19	3.3881317890172014e-21	2.42861286636753e-17	1.730584564319176e-16	0	0	0	0	0	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_MB_B2_P2	N01_IDENTITY_NONLINEAR	0.0	0.0	2.0816681711721685e-17	2.168404344971009e-19	0.0	2.949029909160572e-17	2.949029909160572e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_MB_B2_P2	N02_CROSS_NONLINEAR	1.7288274154812913e-16	8.673617379884035e-19	4.163336342344337e-17	8.673617379884035e-19	3.3881317890172014e-21	5.551115123125783e-17	1.7288274154812913e-16	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_MC_B2_P2	N01_IDENTITY_NONLINEAR	0.0	0.0	2.7755575615628914e-17	0.0	0.0	3.469446951953614e-17	3.469446951953614e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_MC_B2_P2	N02_CROSS_NONLINEAR	1.729829469480442e-16	8.673617379884035e-19	3.122502256758253e-17	4.336808689942018e-19	3.3881317890172014e-21	2.7755575615628914e-17	1.729829469480442e-16	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_MD_B2_P2	N01_IDENTITY_NONLINEAR	0.0	0.0	5.551115123125783e-17	2.168404344971009e-19	0.0	4.85722573273506e-17	5.551115123125783e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_MD_B2_P2	N02_CROSS_NONLINEAR	1.7280738529011742e-16	1.734723475976807e-18	4.163336342344337e-17	1.3010426069826053e-18	1.0164395367051604e-20	5.551115123125783e-17	1.7280738529011742e-16	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_ME_B2_P2	N01_IDENTITY_NONLINEAR	0.0	0.0	3.8163916471489756e-17	5.421010862427522e-20	0.0	2.7755575615628914e-17	3.8163916471489756e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_ME_B2_P2	N02_CROSS_NONLINEAR	1.739105762116967e-16	4.336808689942018e-19	3.2959746043559335e-17	8.673617379884035e-19	1.6940658945086007e-21	4.163336342344337e-17	1.739105762116967e-16	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_MF_B2_P2	N01_IDENTITY_NONLINEAR	0.0	0.0	8.326672684688674e-17	2.168404344971009e-19	0.0	4.5102810375396984e-17	8.326672684688674e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
V016_MF_B2_P2	N02_CROSS_NONLINEAR	1.7373312755547314e-16	8.673617379884035e-19	8.326672684688674e-17	8.673617379884035e-19	3.3881317890172014e-21	4.5102810375396984e-17	1.7373312755547314e-16	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M0_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	2.438700771842557e-18	0.0	0.0	4.5470950675645325e-18	4.5470950675645325e-18	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M0_B2_P6	N02_CROSS_NONLINEAR	1.721357532173647e-16	0.0	2.254338121946934e-18	0.0	0.0	3.582733909366194e-18	1.721357532173647e-16	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M1_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	2.0816681711721685e-17	0.0	0.0	1.3877787807814457e-17	2.0816681711721685e-17	0	0	0	0	0	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M1_B2_P6	N02_CROSS_NONLINEAR	1.7203682449366727e-16	0.0	2.0816681711721685e-17	0.0	0.0	1.734723475976807e-17	1.7203682449366727e-16	0	0	0	0	0	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M2_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	6.938893903907228e-18	0.0	0.0	1.0408340855860843e-17	1.0408340855860843e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M2_B2_P6	N02_CROSS_NONLINEAR	8.427021158998994e-17	0.0	1.3877787807814457e-17	0.0	0.0	2.0816681711721685e-17	8.427021158998994e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M3_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.3877787807814457e-17	0.0	0.0	1.734723475976807e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M3_B2_P6	N02_CROSS_NONLINEAR	8.422279136443796e-17	0.0	2.0816681711721685e-17	0.0	0.0	2.7755575615628914e-17	8.422279136443796e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M4_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	6.938893903907228e-18	0.0	0.0	1.0408340855860843e-17	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M4_B2_P6	N02_CROSS_NONLINEAR	1.7162753006871128e-16	0.0	1.1709383462843448e-17	0.0	0.0	1.214306433183765e-17	1.7162753006871128e-16	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M5_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.734723475976807e-17	0.0	0.0	1.734723475976807e-17	1.734723475976807e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M5_B2_P6	N02_CROSS_NONLINEAR	1.715291844810842e-16	0.0	2.0816681711721685e-17	0.0	0.0	1.2576745200831851e-17	1.715291844810842e-16	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M6_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.0408340855860843e-17	0.0	0.0	1.1275702593849246e-17	1.1275702593849246e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M6_B2_P6	N02_CROSS_NONLINEAR	2.1005765560584173e-17	0.0	1.734723475976807e-17	0.0	0.0	1.3877787807814457e-17	2.1005765560584173e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M7_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	2.0816681711721685e-17	0.0	0.0	2.0816681711721685e-17	2.0816681711721685e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M7_B2_P6	N02_CROSS_NONLINEAR	2.0993979920264258e-17	0.0	2.0816681711721685e-17	0.0	0.0	2.42861286636753e-17	2.42861286636753e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M8_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	2.438700771842557e-18	0.0	0.0	4.5470950675645325e-18	4.5470950675645325e-18	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M8_B2_P6	N02_CROSS_NONLINEAR	1.721357532173647e-16	6.938893903907228e-18	2.254338121946934e-18	3.469446951953614e-18	4.336808689942018e-19	3.582733909366194e-18	1.721357532173647e-16	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M9_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	2.0816681711721685e-17	3.469446951953614e-18	0.0	1.3877787807814457e-17	2.0816681711721685e-17	0	0	0	0	0	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_M9_B2_P6	N02_CROSS_NONLINEAR	1.7203682449366727e-16	6.938893903907228e-18	2.0816681711721685e-17	6.938893903907228e-18	6.505213034913027e-19	1.734723475976807e-17	1.7203682449366727e-16	0	0	0	0	0	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_MA_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	6.938893903907228e-18	1.734723475976807e-18	0.0	1.0408340855860843e-17	1.0408340855860843e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_MA_B2_P6	N02_CROSS_NONLINEAR	8.427021158998994e-17	6.938893903907228e-18	1.3877787807814457e-17	6.938893903907228e-18	4.336808689942018e-19	2.0816681711721685e-17	8.427021158998994e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_MB_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.3877787807814457e-17	1.734723475976807e-18	0.0	1.734723475976807e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_MB_B2_P6	N02_CROSS_NONLINEAR	8.422279136443796e-17	2.0816681711721685e-17	2.0816681711721685e-17	5.204170427930421e-18	8.673617379884035e-19	2.7755575615628914e-17	8.422279136443796e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_MC_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	6.938893903907228e-18	3.469446951953614e-18	0.0	1.0408340855860843e-17	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_MC_B2_P6	N02_CROSS_NONLINEAR	1.7162753006871128e-16	6.938893903907228e-18	1.1709383462843448e-17	3.469446951953614e-18	2.168404344971009e-19	1.214306433183765e-17	1.7162753006871128e-16	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_MD_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.734723475976807e-17	1.734723475976807e-18	0.0	1.734723475976807e-17	1.734723475976807e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_MD_B2_P6	N02_CROSS_NONLINEAR	1.715291844810842e-16	1.3877787807814457e-17	2.0816681711721685e-17	3.469446951953614e-18	8.673617379884035e-19	1.2576745200831851e-17	1.715291844810842e-16	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_ME_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.0408340855860843e-17	3.469446951953614e-18	0.0	1.1275702593849246e-17	1.1275702593849246e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_ME_B2_P6	N02_CROSS_NONLINEAR	2.1005765560584173e-17	6.938893903907228e-18	1.734723475976807e-17	1.3877787807814457e-17	4.336808689942018e-19	1.3877787807814457e-17	2.1005765560584173e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_MF_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	2.0816681711721685e-17	1.734723475976807e-18	0.0	2.0816681711721685e-17	2.0816681711721685e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R00_1_MF_B2_P6	N02_CROSS_NONLINEAR	2.0993979920264258e-17	6.938893903907228e-18	2.0816681711721685e-17	6.938893903907228e-18	4.336808689942018e-19	2.42861286636753e-17	2.42861286636753e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M0_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	2.438700771842557e-18	0.0	0.0	4.5470950675645325e-18	4.5470950675645325e-18	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M0_B2_P6	N02_CROSS_NONLINEAR	1.721357532173647e-16	0.0	2.254338121946934e-18	0.0	0.0	3.582733909366194e-18	1.721357532173647e-16	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M1_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	6.071532165918825e-18	0.0	0.0	7.806255641895632e-18	7.806255641895632e-18	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M1_B2_P6	N02_CROSS_NONLINEAR	1.722393456465348e-16	0.0	1.214306433183765e-17	0.0	0.0	1.734723475976807e-17	1.722393456465348e-16	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M2_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	6.938893903907228e-18	0.0	0.0	1.214306433183765e-17	1.214306433183765e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M2_B2_P6	N02_CROSS_NONLINEAR	1.0533785108538005e-17	0.0	1.3877787807814457e-17	0.0	0.0	2.0816681711721685e-17	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M3_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.0408340855860843e-17	0.0	0.0	1.3877787807814457e-17	1.3877787807814457e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M3_B2_P6	N02_CROSS_NONLINEAR	2.1079983860807232e-17	0.0	1.5612511283791264e-17	0.0	0.0	2.0816681711721685e-17	2.1079983860807232e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M4_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	8.673617379884035e-18	0.0	0.0	1.0408340855860843e-17	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M4_B2_P6	N02_CROSS_NONLINEAR	1.079202285060681e-17	0.0	8.673617379884035e-18	0.0	0.0	1.734723475976807e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M5_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.3877787807814457e-17	0.0	0.0	1.214306433183765e-17	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M5_B2_P6	N02_CROSS_NONLINEAR	1.0798537819680866e-17	0.0	2.0816681711721685e-17	0.0	0.0	2.0816681711721685e-17	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M6_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.734723475976807e-17	0.0	0.0	2.42861286636753e-17	2.42861286636753e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M6_B2_P6	N02_CROSS_NONLINEAR	1.690688349165312e-16	0.0	2.0816681711721685e-17	0.0	0.0	1.9081958235744878e-17	1.690688349165312e-16	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M7_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.3877787807814457e-17	0.0	0.0	1.734723475976807e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M7_B2_P6	N02_CROSS_NONLINEAR	1.6916876777538098e-16	0.0	2.42861286636753e-17	0.0	0.0	4.163336342344337e-17	1.6916876777538098e-16	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M8_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	2.438700771842557e-18	0.0	0.0	4.5470950675645325e-18	4.5470950675645325e-18	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M8_B2_P6	N02_CROSS_NONLINEAR	1.721357532173647e-16	6.938893903907228e-18	2.254338121946934e-18	3.469446951953614e-18	4.336808689942018e-19	3.582733909366194e-18	1.721357532173647e-16	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M9_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	6.071532165918825e-18	6.938893903907228e-18	0.0	7.806255641895632e-18	7.806255641895632e-18	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_M9_B2_P6	N02_CROSS_NONLINEAR	1.722393456465348e-16	1.3877787807814457e-17	1.214306433183765e-17	6.938893903907228e-18	8.673617379884035e-19	1.734723475976807e-17	1.722393456465348e-16	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_MA_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	6.938893903907228e-18	1.734723475976807e-18	0.0	1.214306433183765e-17	1.214306433183765e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_MA_B2_P6	N02_CROSS_NONLINEAR	1.0533785108538005e-17	6.938893903907228e-18	1.3877787807814457e-17	5.204170427930421e-18	4.336808689942018e-19	2.0816681711721685e-17	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_MB_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.0408340855860843e-17	1.734723475976807e-18	0.0	1.3877787807814457e-17	1.3877787807814457e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_MB_B2_P6	N02_CROSS_NONLINEAR	2.1079983860807232e-17	6.938893903907228e-18	1.5612511283791264e-17	6.938893903907228e-18	4.336808689942018e-19	2.0816681711721685e-17	2.1079983860807232e-17	0	0	0	0	6	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_MC_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	8.673617379884035e-18	3.469446951953614e-18	0.0	1.0408340855860843e-17	1.0408340855860843e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_MC_B2_P6	N02_CROSS_NONLINEAR	1.079202285060681e-17	6.938893903907228e-18	8.673617379884035e-18	3.469446951953614e-18	8.673617379884035e-19	1.734723475976807e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_MD_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.3877787807814457e-17	1.734723475976807e-18	0.0	1.214306433183765e-17	1.3877787807814457e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_MD_B2_P6	N02_CROSS_NONLINEAR	1.0798537819680866e-17	6.938893903907228e-18	2.0816681711721685e-17	6.938893903907228e-18	4.336808689942018e-19	2.0816681711721685e-17	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_ME_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.734723475976807e-17	8.673617379884035e-19	0.0	2.42861286636753e-17	2.42861286636753e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_ME_B2_P6	N02_CROSS_NONLINEAR	1.690688349165312e-16	1.3877787807814457e-17	2.0816681711721685e-17	1.0408340855860843e-17	8.673617379884035e-19	1.9081958235744878e-17	1.690688349165312e-16	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_MF_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.3877787807814457e-17	3.469446951953614e-18	0.0	1.734723475976807e-17	1.734723475976807e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R01_1_MF_B2_P6	N02_CROSS_NONLINEAR	1.6916876777538098e-16	6.938893903907228e-18	2.42861286636753e-17	3.469446951953614e-18	4.336808689942018e-19	4.163336342344337e-17	1.6916876777538098e-16	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R02_1_M0_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	2.438700771842557e-18	0.0	0.0	4.5470950675645325e-18	4.5470950675645325e-18	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	YES	YES
R02_1_M0_B2_P6	N02_CROSS_NONLINEAR	1.721357532173647e-16	0.0	2.254338121946934e-18	0.0	0.0	3.582733909366194e-18	1.721357532173647e-16	0	0	0	6	0	NUMERIC_CLASSIFIED	0	0	0	6	0	NUMERIC_CLASSIFIED	YES	YES	YES
R02_1_M1_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	8.673617379884035e-18	0.0	0.0	7.37257477290143e-18	8.673617379884035e-18	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R02_1_M1_B2_P6	N02_CROSS_NONLINEAR	1.7203682449366727e-16	0.0	1.3877787807814457e-17	0.0	0.0	1.2739375526704677e-17	1.7203682449366727e-16	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R02_1_M2_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	6.938893903907228e-18	0.0	0.0	1.214306433183765e-17	1.214306433183765e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R02_1_M2_B2_P6	N02_CROSS_NONLINEAR	1.0533785108538005e-17	0.0	1.3877787807814457e-17	0.0	0.0	2.0816681711721685e-17	2.0816681711721685e-17	0	0	0	0	4	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
R02_1_M3_B2_P6	N01_IDENTITY_NONLINEAR	0.0	0.0	1.3877787807814457e-17	0.0	0.0	2.42861286636753e-17	2.42861286636753e-17	0	0	0	0	2	NUMERIC_CLASSIFIED	0	0	0	0	6	NUMERIC_CLASSIFIED	YES	YES	YES
