unit_id	path	git_blob	sha256	size_bytes	role
P4-01	udt_p4_routeB_extension_selection_2026-07-28/DERIVATION_STDOUT.txt	e675b02ae2142d001deb14db3a1580b0d96758f9	0fc927586735755e6bd2fa3cec6b9cadfd36f64a832478e2b84673dfc3f2768a	6023	MACHINE_OR_RAW_EVIDENCE
P4-01	udt_p4_routeB_extension_selection_2026-07-28/EXACT_DERIVATION.md	fe3efa5bccd88412a0544be199b0fc9782c9cb87	cc555c6d2c18aa997a54afb865efbd49e29c938b2ca5f79de3e1fc021fcd6f11	23925	LOAD_BEARING_REPORT
P4-01	udt_p4_routeB_extension_selection_2026-07-28/PREREGISTRATION.md	bc2cd841aeb6d9916bfb059355a1922b79e9fc30	61b33d094a839f6f61510ec776ce37e013f21f217c32137473ff2e28485fef5f	10468	PREREGISTRATION
P4-01	udt_p4_routeB_extension_selection_2026-07-28/STRATUM_SURVIVAL_LEDGER.tsv	4e0e5162e2ef1d4f183fc132d794fc8d12e67a7e	535fc79ed31844232559a34e0544661b55c4212fedae137586e8ddd7b1edf7e1	6287	MACHINE_OR_RAW_EVIDENCE
P4-01	udt_p4_routeB_extension_selection_2026-07-28/VERIFIER_A1_CLOSURE_CHECK.py	5c6143e7ce39476f9b12a55772564162bf9b1fec	5c8b1eecd687704567bc7a9c8cdf3ad5af1226db732a322e303247ded06fbd80	7966	VERIFIER
P4-01	udt_p4_routeB_extension_selection_2026-07-28/VERIFIER_INDEPENDENT_CHECK.py	d1cec5322f839b0a26140d327df20b8897b13475	b6ea5aa027d34d03e96ea5a27f872c6ffc1f9e25bcb9913f2509f6a5b78ce2a6	14660	VERIFIER
P4-01	udt_p4_routeB_extension_selection_2026-07-28/VERIFIER_REPORT.md	fcf42c71bf6dae72b36c9d8c003e6c0e4c0ed0a8	b47e70056be9f8e0331670b5e6d278fb696e8afb4514d723e4daf0d9127229b4	13620	VERIFIER
P4-01	udt_p4_routeB_extension_selection_2026-07-28/derive_routeB_stage1.py	7d65e4c0f5dbcad0e54221c037f876f5d2a76aed	c5f53b2b4a5b308576526e486bc4204b534111fa45a691a45eedaabb68e92395	47961	EXECUTABLE
P4-01	udt_p4_routeB_extension_selection_2026-07-28/routeB_stage1_results.json	abb24acc4ffad9f994732a4a7a53f491ad18050b	bd0025325af85b119f85330536ab6fec701a251c812028cf1180d0e5cec85807	20275	MACHINE_OR_RAW_EVIDENCE
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/AUDIT_REPORT.md	adc3c132c3773e23e8318498566667510a37e94e	d16696e6e44861bf4aa9bece3cd103358ec288027013fb164bbc80f160ba3aec	12427	LOAD_BEARING_REPORT
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/BACH_ODE_SYSTEM_FULL.txt	385508b25b94ce0c7e47f186f375363d922fed50	200544fb3f8f3ff332ac728e0b7c49272fabd478e9e17cc223c888f31bbccc8b	54001	MACHINE_OR_RAW_EVIDENCE
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/CORRECTION_LAYER.md	b78247a335be9e9622501098fee7f99837015c16	cdb06fea7c4c557902bc3bca74e8b66a16cd788a527410e6278b963c0f6e3f79	6528	PACKAGE_RECORD
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/DERIVATION_STDOUT.txt	a7fe05d5002b8ddde9758fd03d32e27ee5616e16	56b10656fe8c572a31217feb19e3ccba9cd00cf4570870ec932003ee8097e001	4756	MACHINE_OR_RAW_EVIDENCE
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/EH_ODE_SYSTEM_FULL.txt	8309d96eeda6e42b212559d98d024422d361b088	f0757c793d73c39995a3b4d2dcf433be78a58fe0606799e8ab558b498472440b	5882	MACHINE_OR_RAW_EVIDENCE
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/EXACT_DERIVATION.md	dff498186a8408a79c7f6c2541c72d5227d97089	648546c63542b996081615079deea8df84e2c068f493b9b201fb444c1f2ce163	21110	LOAD_BEARING_REPORT
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/PREREGISTRATION.md	84c7e1f5eeebaa6fa48e6f491811c916696308cb	e0b6c91e4c61247f266c59a2f441a8891f31ab89b535d60dd6e5756301903158	11111	PREREGISTRATION
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/SECTOR_COMPARISON_LEDGER.tsv	0ce60ebecbed9430658b419024dd106cbdf34a24	429168cfe7848c4d2aea918c01322634733f6cd35ea9838d5819c266ad0c1ae4	6893	MACHINE_OR_RAW_EVIDENCE
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/VERIFIER_INDEPENDENT_CHECK.py	0fad5160b8251356f5d03e898811d88a40bd3a1b	245bebe7434cac8add6af9da8719e579ecb0178a6a752e815b9987d3f5b6a512	32285	VERIFIER
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/VERIFIER_INDEPENDENT_STDOUT.txt	2b223b20192b062f83289387d9d25a299f7d2747	479e960cc4a42a213299e3f0c2eee2fb55e81ac704020d484baf32da26aaaee0	5943	VERIFIER
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/VERIFIER_REPORT.md	ccceee3aef046f7e310563511d967c8e6f6306c4	f80a82dae20d6994683ca5bfcc83d2d7259fae5affcc6d87d60d893f2fd5f7f7	16758	VERIFIER
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/derive_routeC_stage1.py	a41f7665c90659671e33aa732de0648b0e481d53	dc64602f41b47e742ce99851f4ae54691bebf882cac0fd228c3b87fcedfc0d9d	35811	EXECUTABLE
P4-02	udt_p4_routeC_shared_static_sector_2026-07-28/routeC_stage1_results.json	839d456c83f7233efd7aa765e902c654e393ddb7	553577b4443c481177ac7d26b2f158c92e98767cdf2e3987975625f03bf09e0f	16032	MACHINE_OR_RAW_EVIDENCE
P4-10	udt_p4_routeD_field_registration_2026-07-29/AUDIT_REPORT.md	8834715a44de33c4a8ebb3cb85cdd8e0f53b3439	7dc0144a8ceca79d14908bb2b18b963a7b87226474500821269cadccc96f3e5e	15318	LOAD_BEARING_REPORT
P4-10	udt_p4_routeD_field_registration_2026-07-29/CORRECTION_LAYER.md	d3d45f068440f3d28d45db9ef195c03832f1ea5a	d1ea3357ef79ccd08112b5bd8c5f25bb33f36d43b37289a52cdb45300835ba45	4659	PACKAGE_RECORD
P4-10	udt_p4_routeD_field_registration_2026-07-29/DECISION_SURFACE_UPDATE.md	edd64e8698560579132619b6e3f923146eb8712d	8db3a4262d3276d0012014fc48c8725a13a88de1926ec3c4f9a8fb6fad22aab9	4470	LOAD_BEARING_REPORT
P4-10	udt_p4_routeD_field_registration_2026-07-29/DERIVATION_STDOUT.txt	d0ad3d53c26b7ab0c057afc373959f84530dc117	c9260aa250c2bf9a23e9105f6c56082d7b23ac333f578b2aaa0a497a29acabf0	24774	MACHINE_OR_RAW_EVIDENCE
P4-10	udt_p4_routeD_field_registration_2026-07-29/EXACT_DERIVATION.md	ee8b7d7a55d8e0f74e64592a1011b0bd72dbfb32	f124fa6e2857791c90c87926637071431e8411192218f03a3cf340c1db85c775	24720	LOAD_BEARING_REPORT
P4-10	udt_p4_routeD_field_registration_2026-07-29/PREREGISTRATION.md	b037d166a4a31209c8050d9e7bd61c24e7d905e4	f1417cb74d4237704fb52425696ad6b6faa4c37a0fb75c5b17134e0b6cbbe531	7204	PREREGISTRATION
P4-10	udt_p4_routeD_field_registration_2026-07-29/REGISTRATION_LEDGER.tsv	372e3aa039eb62ee5918c8d35b5e93c1f5511857	80e1d4e27bd27e42b3e17e56108e683f63edc6f59de771e74f8eb8f321c9f9fd	3344	MACHINE_OR_RAW_EVIDENCE
P4-10	udt_p4_routeD_field_registration_2026-07-29/VERIFIER_INDEPENDENT_CHECK.py	520fe6f7c3231398d6eaa02c6ddea3a0999a7452	5250262d125e6e796723e471c95aba86a00540cf99b739f2cdb2103a3d1b199b	18674	VERIFIER
P4-10	udt_p4_routeD_field_registration_2026-07-29/VERIFIER_REPORT.md	5fad2684d6b2c0ebc49d060cd694421050687a7c	c100fef5fe3c86ae963133e894d1654dceada5b0d02b08d6d922b81da2fb4ed0	16028	VERIFIER
P4-10	udt_p4_routeD_field_registration_2026-07-29/derive_routeD_registration.py	0f3caedcfcd1676c532883651954e99fc153dd6e	6c92eee9577f4e4878a58e7c90c13b7266ea9b6b76caca7eb1dec9441eaa6b73	60973	EXECUTABLE
P4-10	udt_p4_routeD_field_registration_2026-07-29/routeD_results.json	ba81f3a3380183581e8b725d7e6c6a683f8c258e	b06712744534d433ed2162dea2e317af352d2a7d5e75422f83465f75d82ae7ed	29328	MACHINE_OR_RAW_EVIDENCE
P4-11	udt_p4_routeP_seal_parity_2026-07-29/AUDIT_REPORT.md	1306cf26d681626af5e85962922f673a7faaf1b9	d77a544c7acea4fde70541da041992f76d8867150e9fcbb906db031595a154f6	15629	LOAD_BEARING_REPORT
P4-11	udt_p4_routeP_seal_parity_2026-07-29/CORRECTION_LAYER.md	95eef55a84ac82df1871119207b9d2e7d081bfbc	5f4df2b313a3a287b43295ac4159f0d0a2f23ecf232692e7a17dfc58fd0909d0	12861	PACKAGE_RECORD
P4-11	udt_p4_routeP_seal_parity_2026-07-29/DECISION_SURFACE_UPDATE.md	91a1455e082eb7b9b407bfd17cdf9f5571af2b14	30f0161ad4d4ea54186ce181c03ac472f548896f565e0ffdb8bbb00b23c35990	4185	LOAD_BEARING_REPORT
P4-11	udt_p4_routeP_seal_parity_2026-07-29/DERIVATION_STDOUT.txt	ad937e98de861f57302e50c3d5bc04f4f699761f	04530643c7b583c38a7f1b88cc60ac71508004aefcc36831bab97538c9c8b764	19431	MACHINE_OR_RAW_EVIDENCE
P4-11	udt_p4_routeP_seal_parity_2026-07-29/DRESSING_CLASSIFICATION_LEDGER.tsv	40df3e06194bf0ffd17793fe1f52e0045a08b321	d6692535e035cd6ac78cb2796bf280e0cfa22c761356c60045cfbfe796385a5c	3436	MACHINE_OR_RAW_EVIDENCE
P4-11	udt_p4_routeP_seal_parity_2026-07-29/EXACT_DERIVATION.md	af81fe756bfde1344e474f332aca8d838a2523f4	109dc93d02d142fcbdd1e01993745e78f4e9e06febe74b89a1707b62c01d1312	21551	LOAD_BEARING_REPORT
P4-11	udt_p4_routeP_seal_parity_2026-07-29/PREREGISTRATION.md	314743e87e8baf22f3b707df1be556e31e8f6709	1271018ea11ee6b2aeac72227ec6c4de3b11d529a61c7f07dc266c8fc7b5e6e7	7138	PREREGISTRATION
P4-11	udt_p4_routeP_seal_parity_2026-07-29/VERIFIER_INDEPENDENT_CHECK.py	b532170da98ef235a3ffc28ae7cca06cf8a29b5f	c8bd6feb1f73742b4a0ecf55ef0c681491524d2a0aa90d62250d5fe40d3bdf72	14569	VERIFIER
P4-11	udt_p4_routeP_seal_parity_2026-07-29/VERIFIER_REPORT.md	d8efc076bb46b4b85a95c584efa6ba960890f091	2b9bbc7b24128f857e0fd3fb7f2e55759890e3afe9b702e5511afe4c6ff051e5	17423	VERIFIER
P4-11	udt_p4_routeP_seal_parity_2026-07-29/derive_routeP_seal_parity.py	0c48b17ce2e584085d5358884bb242816455289a	8b9dcf1f8f35c8c4428c1bcb9dd173345d34a9c4752172a705ce87afd2c6d162	52085	EXECUTABLE
P4-11	udt_p4_routeP_seal_parity_2026-07-29/routeP_results.json	7b41613199ee42cfd5c3c07c04f6aa69b6a2b155	1cf916c9152c26cfe575fe0ccd51819c3fee0d7da7b0207f91448970005e0be7	23961	MACHINE_OR_RAW_EVIDENCE
P4-15	udt_p4_seam_closure_derivation_2026-07-30/AUDIT_REPORT.md	6d5c37177f8e66f4b5c518dcb2db7e70d993b91f	dc5ebd898b2aa6cc3fc718184bc9c502329b76cd4da9a70ea01474798f843453	14490	LOAD_BEARING_REPORT
P4-15	udt_p4_seam_closure_derivation_2026-07-30/CORRECTION_LAYER.md	f5c9d96e66658a2abe105ace1f9d5eca8d8100f7	ef23e5a8e45b5344cae71b7dcaeaccd4b7f960b1994ad54c9932151e0688ca48	14858	PACKAGE_RECORD
P4-15	udt_p4_seam_closure_derivation_2026-07-30/DECISION_SURFACE_UPDATE.md	b62739ca8d6986ba786449a46be6df91a049003e	8e2d4a5bc9e03cef73cec0872354d7616a73232a049120ac4519c974617fe993	2837	LOAD_BEARING_REPORT
P4-15	udt_p4_seam_closure_derivation_2026-07-30/DERIVATION_STDOUT.txt	ebd7c56bd3fc5add33e7afa18ea0607348ba1122	f8c472ba37dcc0843e7c5e5bfa9167d8b64f73abd2c9d2cc4c814e50cc659cd8	5355	MACHINE_OR_RAW_EVIDENCE
P4-15	udt_p4_seam_closure_derivation_2026-07-30/EXACT_DERIVATION.md	e05dcd941c15ce879c755ef8a80c7e8bc9511f32	283247b9e421f8dfe5394bb5aa64995c602f81680487803bb314404e53bcc33b	21684	LOAD_BEARING_REPORT
P4-15	udt_p4_seam_closure_derivation_2026-07-30/FORCING_LEDGER.tsv	16183c59f3d81d10429a99d43bd2bd9a2c515452	8ed6be5785a1f10dd2a62ec5f406ed33dcfeb6da05fd2256500adfe9b909d46d	6173	MACHINE_OR_RAW_EVIDENCE
P4-15	udt_p4_seam_closure_derivation_2026-07-30/PREREGISTRATION.md	5389f01648f7565e2b1f4dad7fc8c82942bd193d	3a98a4daa433fcb98263e6a11d5160529c77f1794a43ab31cb5d1e4ebec498c5	8224	PREREGISTRATION
P4-15	udt_p4_seam_closure_derivation_2026-07-30/VERIFIER_INDEPENDENT_CHECK.py	dbc845c716edc4f4325a92606671f63b2955bcc7	593b455dee5462b4a6e43d3793fa7d7942d88142935e6f2156402f7a32e2c0a6	8578	VERIFIER
P4-15	udt_p4_seam_closure_derivation_2026-07-30/VERIFIER_REPORT.md	db7f7b5ea312a53ad5b87917c3317806b30b0761	21851f3919f51eb1192446a23fc619eaf950d1ef3ae153e65a4eb43ee4fc58f5	17176	VERIFIER
P4-15	udt_p4_seam_closure_derivation_2026-07-30/derive_seam_closure.py	adee24061ecc425f7965faec70f35113f5fa4efd	bd610b8710bf04dd45e1038b4f678fc1e69cd06ec53970af22777103e2990d91	33693	EXECUTABLE
P4-15	udt_p4_seam_closure_derivation_2026-07-30/seam_closure_results.json	fb798d6f16058739092206ea8c5e6ee1e58b742e	c0b8b772acdb928c13e50409c8b21ebc7bb5a77f676a4621224b3c473c32105a	13452	MACHINE_OR_RAW_EVIDENCE
P4-18	udt_p4_stability_slice_2026-07-30/AUDIT_REPORT.md	e0c16a1144672e79de6ec976bdff098da4d662ec	fd68aa8b1c1858358317e07d9415cb44792f2339938c1bd7d3ac8b74fecc9ae9	14574	LOAD_BEARING_REPORT
P4-18	udt_p4_stability_slice_2026-07-30/CORRECTION_LAYER.md	a00763ae8647e24203945c125478c06f968d838e	b495f797a27e2c4b4f34a61ee260a9ae8e952e299ed222b53d33b3a9a00ce2c8	6352	PACKAGE_RECORD
P4-18	udt_p4_stability_slice_2026-07-30/DECISION_SURFACE_UPDATE.md	182d79c4855523aa6ba08176c524208b4279517e	5cce53f3a67762c41d10ed298af0ce753aac62f8ec58970344d7029c7ef28985	3842	LOAD_BEARING_REPORT
P4-18	udt_p4_stability_slice_2026-07-30/DERIVATION_STDOUT.txt	2cbda2d076aac2ad1d6e98dea3d6215965e6a20d	53ba68fa1aafbd7e3575bd53fd5daac2033e36c7f741280415bc15dcde6c4662	12218	MACHINE_OR_RAW_EVIDENCE
P4-18	udt_p4_stability_slice_2026-07-30/EXACT_DERIVATION.md	2e07900569921a738ffcb7a90eadb8ce7d05b7ef	e1d1391dc3923aa6bfc1512df5c437fc9415f180c90d1f2e76861e91475f201e	14589	LOAD_BEARING_REPORT
P4-18	udt_p4_stability_slice_2026-07-30/PREREGISTRATION.md	7a1bd13c596b383fbe57e04e2f7221157d5a5247	7ee26cc288193f582015db078173084b2baa30c92d922238f27a46124b66b564	8163	PREREGISTRATION
P4-18	udt_p4_stability_slice_2026-07-30/STABILITY_LEDGER.tsv	07a9ae149b51bf4e63bfdb3b5f26854ce31f8f93	24daf5e06c789b5e27dad11416eb9d9cd95fe22bc8c971d86d1688fbb317f3f6	3961	MACHINE_OR_RAW_EVIDENCE
P4-18	udt_p4_stability_slice_2026-07-30/VERIFIER_INDEPENDENT_CHECK.py	be6b7e5e63861e74d39cc7888e8cf00d4b0edd00	9ebcbace597d1799996e20ec304e791ebf48a64ad67a8fe1ee2b75eddc03be16	21331	VERIFIER
P4-18	udt_p4_stability_slice_2026-07-30/VERIFIER_REPORT.md	bfd2c0dfcf8a500a78e8679a9fe12eb5fa0120bd	c662ab256c767fec46760fc98cdc68ec7046745b56f168e3493d390f49bad9b1	9848	VERIFIER
P4-18	udt_p4_stability_slice_2026-07-30/derive_stability_slice.py	60a9af77dc096ec2bddb3157f2ab0a00266e6c91	9bdac05be4a190ab2dc81d0de43dacd6738c2afae36d5aaf03ec4784a8a0228c	28261	EXECUTABLE
P4-18	udt_p4_stability_slice_2026-07-30/stability_results.json	018db7f80783dbf47230fc43a3f4b9519b74d653	e4814ed07c91c00a0dcbc16a562ea4c1f558f3177bd6c658f0aac5b6784dfa99	14894	MACHINE_OR_RAW_EVIDENCE
P4-21	udt_p4_timelive_map_2026-07-31/TIME_LIVE_MAP.md	e56664bacd66d7bcbdbddd9d64dbed2793e1ceb8	674f79a575add13a529d940b524c7915def854284bb1dcd245ee301fa2e1fb04	13159	PACKAGE_RECORD
P4-22	udt_p4_timelive_stage_T1_2026-07-31/AUDIT_REPORT.md	1af2d0e1254d0e9a1624ec6e666f8c309c1a9abf	01862b94cb823c3fccd408d078111392bedaba5259ce2dc663eecfd590c1392a	15520	LOAD_BEARING_REPORT
P4-22	udt_p4_timelive_stage_T1_2026-07-31/CORRECTION_LAYER.md	ebe9a3f509180df680217f21c53d46828c220473	63174b0c61176b3779e7f67a890d341f20348a9353709be0d6ebe19b8768e296	5926	PACKAGE_RECORD
P4-22	udt_p4_timelive_stage_T1_2026-07-31/DECISION_SURFACE_UPDATE.md	d7b1f5804e7ab82961f794a3cec2fa118e60f49b	fcfad078bd8aeb1b2fe716571d9b3df2001d8b7a27cbf5f13eaecbb8abac57c0	6699	LOAD_BEARING_REPORT
P4-22	udt_p4_timelive_stage_T1_2026-07-31/DERIVATION_STDOUT.txt	8b10ad5349f60d7fd2cda195fee9686f137922e1	cd51e3f092da4ba8b39ada17a55f665a92d12921194ccc0e87a7ad584c7801e8	13122	MACHINE_OR_RAW_EVIDENCE
P4-22	udt_p4_timelive_stage_T1_2026-07-31/EXACT_DERIVATION.md	d242ab9651025c7097e1c3b44d9ee1b1ed342ade	b63ffc693677f9ce18a68e4e2eb9d8a7a30992495f3adb5d8dadbeead2c0a898	31458	LOAD_BEARING_REPORT
P4-22	udt_p4_timelive_stage_T1_2026-07-31/PREREGISTRATION.md	75c4a71ab86917707e24e0b10241abe6885197f2	c672b5b028808d4e9ec31dea5f2f4d2ba72d03825546beaf0bad1ab2a3fcfc5d	11355	PREREGISTRATION
P4-22	udt_p4_timelive_stage_T1_2026-07-31/TIMELIVE_T1_LEDGER.tsv	df2f20d3723fabdd67c8c8434d984b9b744b6314	fb193da2b94504e92a84f54135f2432ebf950d52e3545266274da0a33d7a43f4	19163	MACHINE_OR_RAW_EVIDENCE
P4-22	udt_p4_timelive_stage_T1_2026-07-31/VERIFIER_INDEPENDENT_CHECK.py	9a078eb413e519de593720d9f89b07a0e0a471a2	34480f68866ef7d93af21f6b86dd20d6909d67ffd1e9d5a845623554a2933563	11153	VERIFIER
P4-22	udt_p4_timelive_stage_T1_2026-07-31/derive_timelive_T1.py	43ad6e44345f1088556d474f32695e2dae2c690f	2a8a56d66d430faff9a5b3f37dfadc115216b45381d57f79cd2766edefe53bb1	34801	EXECUTABLE
P4-22	udt_p4_timelive_stage_T1_2026-07-31/timelive_T1_results.json	23f342cdcacbf42eff40c78bca9e9b0b5b804960	726d9188cf6d1487d04390bdb65d673b3af048b2cad0372c64c241b60259c34d	16101	MACHINE_OR_RAW_EVIDENCE
P4-23	udt_p4_timelive_stage_T2_2026-07-31/AUDIT_REPORT.md	2fa68b8e132802e899adc299676726d29442b061	a69cb03d58a131d106cdea535c0eaa575a52f9c1bd99ce8327d0f666db3e7373	14867	LOAD_BEARING_REPORT
P4-23	udt_p4_timelive_stage_T2_2026-07-31/DECISION_SURFACE_UPDATE.md	b91b82ef0aae71afa8596e8e034e536806bbcd21	f5db55540eb6cace940050cbe5e0fc26f0f639d6299be28ae3353604535f92d8	4432	LOAD_BEARING_REPORT
P4-23	udt_p4_timelive_stage_T2_2026-07-31/DERIVATION_STDOUT.txt	93c50d58ea416ac501b9a8f21755709fab411364	e52905dcf3dd8b6b872600fc5cc4f1051775dbd15111aa49a5d68f255bd260dd	19209	MACHINE_OR_RAW_EVIDENCE
P4-23	udt_p4_timelive_stage_T2_2026-07-31/EXACT_DERIVATION.md	0ea655b52629fff398cb22b5afa14792e91499d6	7064d3e63c2803bfcf9284e39326b3edaf9f85839352b877e64e5e0ae1068e83	17857	LOAD_BEARING_REPORT
P4-23	udt_p4_timelive_stage_T2_2026-07-31/PREREGISTRATION.md	31875a3a736e68d83770bfe3b306d8e7e3543c8f	f4df79adfb179c1728ff18b154a0ddd78698725df600bd30a28e7b00d8b78cf7	8740	PREREGISTRATION
P4-23	udt_p4_timelive_stage_T2_2026-07-31/TIMELIVE_T2_LEDGER.tsv	97ecf9c2c2a121f1244ecdfedf0c9328a6854eeb	7413d6f7b0544846756b8afdff08fa0d843ca8f8a1c9e63f8c7dbfcde32deeae	7240	MACHINE_OR_RAW_EVIDENCE
P4-23	udt_p4_timelive_stage_T2_2026-07-31/VERIFIER_INDEPENDENT_CHECK.py	5fb194d67657968e7a7d67dad488f804ae7915a2	9453f79c4d5cd7b3088606fc33da3aa89fb1801f12c2cd6376eafadb989e39ee	26102	VERIFIER
P4-23	udt_p4_timelive_stage_T2_2026-07-31/derive_timelive_T2.py	1311057f2dd27d193e9829fa7c4960519017c460	c50802e27af9319a0f632a2c047af87c07e9847916090c5869a9203f5e6b8885	62351	EXECUTABLE
P4-23	udt_p4_timelive_stage_T2_2026-07-31/timelive_T2_results.json	694e468e1532eaeab5b707cb2d37f43ffb7b806b	1013263cd3d4f8aeef570d702b8a100d47e79094b86bfc90041d8de768def25d	23982	MACHINE_OR_RAW_EVIDENCE
P4-24	udt_p4_timelive_stage_T3_2026-07-31/AUDIT_REPORT.md	22e290ffc6ba81c14ec351bbb57d302a57406fa2	13ca285bd8497f326e1ae16a34cc9db51debc7da817f467e7ab4f0a13a12142e	15357	LOAD_BEARING_REPORT
P4-24	udt_p4_timelive_stage_T3_2026-07-31/CORRECTION_LAYER.md	8a01548432bec5159db605baff8ba70d3cf4afe0	8ed17530e99addeafb5ef341cf0bc5becbf5a9d7df552dc2b9fd7d73a8e8fbe3	6230	PACKAGE_RECORD
P4-24	udt_p4_timelive_stage_T3_2026-07-31/DECISION_SURFACE_UPDATE.md	bc8c58dd5999dc4bda8aba06970c409b7e71c74e	032b1943800abef9dd76d294ad81fb8f4b0879a68902ced61b8755108b432886	4912	LOAD_BEARING_REPORT
P4-24	udt_p4_timelive_stage_T3_2026-07-31/DERIVATION_STDOUT.txt	f78520768f36e91551c6be488f319ac64130bef2	8315af89564a826e3e88d4f10e678663a4090bf1eda8b8e309770d6335128bda	18191	MACHINE_OR_RAW_EVIDENCE
P4-24	udt_p4_timelive_stage_T3_2026-07-31/EXACT_DERIVATION.md	3ea7de7b8e501a462bfa0e7a884a521c2ab0583d	57a7bc93dee7e351829c4c9e3a2a0ac198da0b70569e609be96e1fe663ad2a58	20354	LOAD_BEARING_REPORT
P4-24	udt_p4_timelive_stage_T3_2026-07-31/PREREGISTRATION.md	92b2557197c3cf36cda3964d7b068a7c22fde5bf	4172bbb721ae7a86e74356614e225938c486f127f31421ce8fd6eea6c2d35f07	10944	PREREGISTRATION
P4-24	udt_p4_timelive_stage_T3_2026-07-31/TIMELIVE_T3_LEDGER.tsv	abbd039116c0cfe18de9030861769078a0a72dd8	981682aea2b0d08df01ae5dd55f2f9b26b6e9386e9502c839af1f07a03b78b18	4774	MACHINE_OR_RAW_EVIDENCE
P4-24	udt_p4_timelive_stage_T3_2026-07-31/VERIFIER_INDEPENDENT_CHECK.py	4655bbe56c07cc4e5e19c2f856b761f0a57a7dc6	ce416f6450091f2a1da97cfd23d6b758145e9d08403a5bff63d165fc66fd0456	13484	VERIFIER
P4-24	udt_p4_timelive_stage_T3_2026-07-31/derive_timelive_T3.py	478bf30162bbfc50e6c6bb46824204328797a34f	071c6162cea6f7a36c5b6f8c6948a59548761574bba40434ef1524498ed9d5db	54511	EXECUTABLE
P4-24	udt_p4_timelive_stage_T3_2026-07-31/timelive_T3_results.json	1504fe012643c193d8068e26afa2e051b879daed	24c425be47ba807ee0c14e41e2361e4aad14c18a4701f590e4bf150e4f6b5782	3941	MACHINE_OR_RAW_EVIDENCE
P4-00	udt_p4_variation_domain_map_2026-07-28/MAP.md	a66d30b0a0334b1a7fb427b7ad7df0c220e0e669	3998379bf1a91f69abf741f13dac5fe32a5e9c2b6d5058882efa44223f99a45d	9203	PACKAGE_RECORD
