configuration_id	design_id	design_family	bank	point_id	configuration_sha256	metric_jet_sha256	phi_jet_sha256	parameter_tangent_sha256	alpha_0	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	beta	determinant	inertia	identity_residual	latent_to_slot_rank	latent_rank_status	scalar_curvature	ricci_rank	ricci_rank_status	curvature_operator_rank	curvature_rank_status	riemann_max_abs	ricci_max_abs	weyl_max_abs	weyl_trace_residual	ricci_square	riemann_square	weyl_square	mixed_curvature_max_abs	time_derivative_activity	depth_derivative_activity	angular2_derivative_activity	angular3_derivative_activity	expansion_0	expansion_1	expansion_rank	shear_rank	twist_rank	twist_max_abs	shear_max_abs	phi	phi_gradient_norm	phi_gradient_max_abs	phi_horizontal_support	phi_vertical_support	phi_hessian_max_abs	complete_metric_parameter_rank	combined_parameter_rank	retained	physical_merit
H11_B0_P0	H11	ORTHOGONAL_SIGN	B0	P0	3939eeb58c4ebfcc49cda390c2ff9b43331fda4947d8645595005998d8be784f	eb6f4f74e0cdd8525ab91faebea21b5a0579c5f6e8dd65f1e64edf2ba4a38ded	e80779634bbd8bc4a69b2c3c02504adb0821349dd4e8820be9e9af2587e513b9	8d9cf68302861195517d13a89cc7529f62ca7ff966eea40aa5745f883a8100a5	-0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-0.75	0.75	0.75	0.75	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.2238348267963543	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.18295228156595197	0.18857388139536868	0.09699873559418082	2.7930678810914655e-17	0.05324919505780216	0.13708438836461145	0.04728667481132491	0.18295228156595195	0.26403994597315733	0.14121107642550254	0.22246860130624582	0.2531634565670207	-0.03600000000000003	-0.195125	1	2	1	0.030000000000000006	0.10982349866755772	-0.25	0.0036499508953946463	0.0875	0.07500000000000001	0.0875	0.06666666666666667	10	11	YES	NOT_EVALUATED
H11_B0_P4	H11	ORTHOGONAL_SIGN	B0	P4	7c21e6878f156edd96b31d942ec556f81a632f9e36b43ac68be42e8089adfa8c	5913126d03600f73d4aead7f3a4a618434a325661fbc2f4ea2458ed3acc7773f	c3771015680dcfbf9acffac952e864d79c97bc4488d27bcd040eac10f115ac46	a879eddcda356a15642d8a5a8b68fdf8139a1e969d682ffcb6f5507666680ae8	-0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-0.75	0.75	0.75	0.75	-1.465869188689284	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.2041151254175425	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1928457107828135	0.19192601915672616	0.08551101542235193	2.799418752164884e-17	0.05676340871208405	0.14064846444836884	0.041009308498940876	0.1928457107828135	0.27706921565088927	0.13922912796769332	0.205197519460208	0.2834007025191701	-0.03481124390151108	-0.17793231215878585	1	2	1	0.03946966934932486	0.10182703896297081	-0.23583635807718148	0.0021243695407256067	0.09738756613756615	0.08629712301587301	0.09738756613756615	0.06666666666666667	10	11	YES	NOT_EVALUATED
H11_B1_P1	H11	ORTHOGONAL_SIGN	B1	P1	ad7cf40dfcd71206487fbae51b829822f15f7377d262814c227ed3c28fcda0da	278108b758d0a6bf5238e778c45c0b47923e6a744e8da17407e0c3588d9f8433	ed32f9a42ca45085421c352c9d95663c06fd45ddb9be62e8189bc96efadef10f	816cbc99960ca4f43263fb9c2d9a1c314ebdc274ac0b81c7309a2f261bb78be7	-0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-0.75	0.75	0.75	0.75	-1.4681930212404126	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.114862905384863	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.09485741579764746	0.16360076847046473	0.07792934042379515	2.1694533870631437e-17	0.04225665421532824	0.027903160343342913	-0.052212319076162736	0.08574109179161905	0.20584330452385152	0.18675568901334746	0.20412911524837474	0.20101846526289005	-0.11280446506076383	0.12759814127604166	1	2	1	0.12878958948206018	0.14371947785495737	-0.029771990740740745	0.007310466135790321	0.073125	0.073125	0.055937500000000015	0.07500000000000001	10	11	YES	NOT_EVALUATED
H11_B1_P5	H11	ORTHOGONAL_SIGN	B1	P5	0930fbb9ea47e3fa2b1fc30e6ef438c4daa0a9abc62b09b6c7493a3832703707	8eea2cdb2f9662ebf048bafb009f195a1d1647666c57bdc909334739e9b69061	dea2b976c7215319aeb5b52755b76e25278fce3160ebfd6ba0e82e8186f97d49	b5f98a33fe30535fff6c0397987c0477e0822d87a81c5bc82f428437c290744a	-0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-0.75	0.75	0.75	0.75	-1.3725767529132153	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.011761896943090044	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.09199692551567301	0.17870124518408945	0.08910378935104117	3.209238430557093e-17	0.030466483547947294	0.0014203448671206366	-0.05946650815554086	0.0837686012243311	0.20414745596415798	0.23703771936423962	0.31721373926738394	0.15703650458781382	-0.14437855259773663	0.16148731473443934	1	2	1	0.1323391525205761	0.1471040835342144	0.02118055555555556	0.012071721159197748	0.07760416666666667	0.07760416666666667	0.07552083333333334	0.07500000000000001	10	11	YES	NOT_EVALUATED
H11_B2_P2	H11	ORTHOGONAL_SIGN	B2	P2	4ea03a850727cd6bd6e9f09a8f10b19ea669c4682820ad37795c784f5ae755a5	15dc1211ed8cf0e59bb2f3f085446b1988b9dbbe543e52197e77e9f0014bc91e	ba822e4252492a825902549133460af303dd86eef6039789c8c9fec06114fdde	3df2c6b22bea53cae2e0eb6b26c7a5bf621aa81b0f80c822ddbf0cbc41291b48	-0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-0.75	0.75	0.75	0.75	-1.4449381465537101	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.06992250749662741	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.12179411818753147	0.08570758028345846	0.087032439798928	2.7755575615628914e-17	0.015749629209852727	0.1106620073105177	0.08079246790901745	0.09456992903047658	0.33691483715724985	0.19592560533511424	0.2091397253446882	0.12497893600214209	-0.042996260514195195	0.040827193606898786	1	2	1	0.09547252676457764	0.18912031292546636	0.23700824357520786	0.015719365173682415	0.11607142857142858	0.057410714285714294	0.11607142857142858	0.05	10	11	YES	NOT_EVALUATED
H11_B2_P6	H11	ORTHOGONAL_SIGN	B2	P6	d04312eedf5b6efdb4ca7cf2493315292c9596ff2282348b5d4ab365088abcee	f033639e8b107d1d88b2704bc674125844e447081432e263d88ba3dde2d6faeb	f33dfe7b6fbc9304f4dfbc38b7ffb0e66a214440179ff3ca4d7b4bee3d0ad4a0	d35d743b1d226716244e346610afebfbe3f9006ff24713d650edd9e5dba0e283	-0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-0.75	0.75	0.75	0.75	-1.3713857970201462	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.01810560031841726	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.095800784762776	0.08337087083030723	0.07664462299688521	2.5013597081514816e-17	0.026129960484473802	0.10534750734709376	0.05319685729910955	0.08829415305458749	0.20671715326798562	0.18461789726337144	0.20355712230493966	0.17436134741540632	0.037136525848765374	-0.03461549961419752	1	2	1	0.08971298707561728	0.10086507595509966	0.2763888888888889	0.027795421392779178	0.12760416666666669	0.12760416666666669	0.07916666666666668	0.05	10	11	YES	NOT_EVALUATED
H11_B3_P3	H11	ORTHOGONAL_SIGN	B3	P3	40526137153dd55778c4fd946b6b1e907f83442be31e2516201019136db145ab	4ab18300c93003f853229777de208b266cbd49210c788cf9ca0bb0b50833330b	d8c620da52e5ccf8849dd1c78c5f46089c2844856a0d6d1d07529e12c449af87	d67a7022c16f1b9c117041110dddceb872184acd5cf83d0ed87323e85572174f	-0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-0.75	0.75	0.75	0.75	-1.4557614378489967	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.3419355788159681	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.18381828668314357	0.24492167152167785	0.09512768689942869	3.447436630937874e-17	0.07616021459000238	0.1765901871842523	0.06324307135765096	0.18381828668314357	0.29204124839296414	0.13013762224525893	0.27960379881815733	0.12035714285714287	-0.076690699682488	-0.026369215686840534	1	2	1	0.02116889015941663	0.12356384685371666	0.13635569019274377	-0.005447656909069817	0.1307142857142857	0.1307142857142857	0.08582589285714287	0.058333333333333334	10	11	YES	NOT_EVALUATED
H11_B3_P7	H11	ORTHOGONAL_SIGN	B3	P7	94e240f054c5fce90893fffd5e2a511e3d6860b115aaf481f5b33fa12b623732	b80b1b730506e708848fd86bf8d50e0c789c9170c3fbc45cce1316cd4250e0aa	c1b4cdcb471bbbd49ef356aa6f1fa71c8bab2a1aaa2945090140836ab9db22b6	1c2bf20c8d752dee36b5ba3a541ada3a75087850b8d22fd1ab47bd935df02efd	-0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-0.75	0.75	0.75	0.75	-1.282124565196972	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.38546072751828886	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.15741663408222312	0.25173948543706065	0.09286518228549366	4.85722573273506e-17	0.08796771756285707	0.18718025537577568	0.0607714777363711	0.1574166340822231	0.2819272629753363	0.17229873618099903	0.31013772512579824	0.13684188787691762	-0.008359085648148135	-0.034002025462962965	1	2	1	0.04284288194444442	0.11853262709778317	0.18194444444444446	-0.004922254315774798	0.14027777777777778	0.14027777777777778	0.07916666666666666	0.058333333333333334	10	11	YES	NOT_EVALUATED
H12_B0_P0	H12	ORTHOGONAL_SIGN	B0	P0	74cb212f7f1d4cd42456e5c5b13f93b27e96ff6e6baa007d821e7492d16d8313	589fd7ed9fc17d43d6d7b2e10f55ffb31e774f4109197ff553015f2e9979650b	baf1805f36779726fe6949895c7408a9c2db1e8a631cfd4393b7f16bd8e30b9e	70687ccaec48885aa4f918b6c920f9ce7bb0abd4a1ed2939811cda33ebbf854f	0.75	0.75	-0.75	-0.75	0.75	0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.17967133678800906	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.16856917985843722	0.26350895582466266	0.10929418697102519	6.195654130625365e-17	0.14151203799913079	0.25795892236266504	-0.014304557214533008	0.13889797008175803	0.26403994597315733	0.14121107642550254	0.22246860130624582	0.2531634565670207	-0.03600000000000003	0.129875	1	2	1	0.13675	0.05330738085701468	-0.25	0.0036499508953946463	0.0875	0.07500000000000001	0.0875	0.06666666666666667	10	11	YES	NOT_EVALUATED
H12_B0_P4	H12	ORTHOGONAL_SIGN	B0	P4	64e25c2ba3bb952d7aade4df3feaa50f2d0c58024829ee1054a46988cdff77eb	dff0f7c564c86c4b8994ec2de9ae3994b8fce5e3472dadcc8f9a427591d68349	83e83abe41b8396b4a7a6bbbf1b7e4cbca9a13e3d5ef79d419bc751000203b38	8191ceab9725eac03ebf2d179ca8671a88922cf94226aabccb6750339b4d527c	0.75	0.75	-0.75	-0.75	0.75	0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-1.4555514583064548	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.1612699278604994	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1965946162486792	0.28051394898951004	0.1175244301651942	6.071532165918825e-17	0.14895162765432546	0.2934281983811083	0.004194272949834179	0.1439649837708994	0.27860427244461783	0.13976221207423636	0.205197519460208	0.2834007025191701	-0.03481124390151108	0.14480532803180174	1	2	1	0.17413681213215665	0.056186715178312974	-0.2641636419228185	0.002195152447691754	0.09738756613756615	0.08629712301587301	0.09738756613756615	0.06666666666666667	10	11	YES	NOT_EVALUATED
H12_B1_P1	H12	ORTHOGONAL_SIGN	B1	P1	17c046a181956183a93cc4570a923230f3bd09838e66bbfb027c7a30fe68241d	2378fdcc92324f5558067513665538611fb3a20ccf250890f2e9a1a453232acd	7d09b5981472111e8d6308d20ea320d2e83ff3bda75bb2718260568cae24bb7b	fb981ae72986a248f2e8e7509a514686e0c7e6dacc600b93dd5a1d96029e5f15	0.75	0.75	-0.75	-0.75	0.75	0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-1.429750566448063	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.24817242247597457	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.16176639683691588	0.21060687875150158	0.20260440636174729	8.326672684688674e-17	0.06699192026659172	0.29206525168559244	0.1786112615782719	0.16176639683691582	0.20584330452385152	0.19974324529661566	0.20412911524837474	0.21499789820745427	-0.11280446506076383	-0.12648633572048612	1	2	1	0.11644928421585646	0.14371947785495737	0.029771990740740745	0.008417825583717314	0.073125	0.073125	0.055937500000000015	0.07500000000000001	10	11	YES	NOT_EVALUATED
H12_B1_P5	H12	ORTHOGONAL_SIGN	B1	P5	8d306b2812f5ae0f4079492af298a178bcf9dfa16ef4f070c190070db28cb7d6	753b976fca95f0471911a9a88c574ceb1fb4a8648882ccc22f4d10eec99b6f9a	35d4d2b124d79d9740a2435764fef3261c020b9905b7b4d1e390e576f15100d1	c6fe5df340394acbedd97a71923a6c07ce5851ac755045849df9dbb23f437026	0.75	0.75	-0.75	-0.75	0.75	0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-1.5197436459688858	1,3,0	5.898059818321144e-17	10	NUMERIC_CLASSIFIED	0.09291816649769635	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.15571074835983761	0.1958215055718941	0.21548286881413045	2.7755575615628914e-17	0.07706877422348894	0.19901200565551136	0.04775238576363143	0.15571074835983761	0.20414745596415798	0.291401127611651	0.31721373926738394	0.15703650458781382	-0.14437855259773663	-0.15972689806777265	1	2	1	0.10296415252057613	0.1471040835342144	-0.02118055555555556	0.01242619503604037	0.07760416666666667	0.07760416666666667	0.07552083333333334	0.07500000000000001	10	11	YES	NOT_EVALUATED
H12_B2_P2	H12	ORTHOGONAL_SIGN	B2	P2	06aa6c5835e9874547e5658cb295ac91e2e094a4faf0d02ecedaa1a81f5f47c7	44a89b5b86e4b2062c9e928c127ecc926a77badbe9dc801d7be661bf8fbbcb45	4de22b8ad8a0a5ed61ef8fd8e2ad5de42e5881db97f3097e4c70204d5c87ef9d	1c1978554b2f1045a4b7142d2dcd885e1fa80d88cd238611ab7251af26655d3b	0.75	0.75	-0.75	-0.75	0.75	0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-1.4815244886631909	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.15263836224967287	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1321841796269485	0.28608902501059474	0.1318841490870942	7.806255641895632e-17	0.10922395187867055	0.09870870474971957	-0.11197304246420124	0.13218417962694845	0.33691483715724985	0.2227908239097256	0.2091397253446882	0.12497893600214209	-0.042996260514195195	0.007879056393101241	1	2	1	0.15646037904741097	0.18912031292546636	0.26299175642479217	0.014199905019655517	0.11607142857142858	0.057410714285714294	0.11607142857142858	0.05	10	11	YES	NOT_EVALUATED
H12_B2_P6	H12	ORTHOGONAL_SIGN	B2	P6	d24f7acb1c645daa63cd2926dea5688c2c2ca9e0e7a75617e29ba82ee0683496	5b3aab097f4aa9f41c24fafa496f7749d649fae55a25bd7c3bbeca19813eed3a	f8a42716f25070ae55788cb54818227f55be0aedbe7dc3c36c146f2471735118	3f75d1aea2794ebbd0a0ebba54d85e2781df1840d84592845c1dd973fc23f470	0.75	0.75	-0.75	-0.75	0.75	0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-1.4375326992582524	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.25060796686120757	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.13271296775160807	0.27711952874977097	0.09440948919830258	7.632783294297951e-17	0.07652881744519108	0.07855506831385024	-0.05356778222509568	0.13271296775160807	0.20671715326798562	0.17409957595107908	0.20355712230493966	0.13780627676489424	0.037136525848765374	0.06842799961419752	1	2	1	0.2027106240354938	0.10086507595509966	0.2236111111111111	0.023701477130711406	0.12760416666666669	0.12760416666666669	0.07916666666666668	0.05	10	11	YES	NOT_EVALUATED
H12_B3_P3	H12	ORTHOGONAL_SIGN	B3	P3	b6d5c1349f86b02d96f479d2f1927973bdc73cd14e5a27cc94412b22964b6e63	d6a2e7eae76d40cdcf844702f62c487e79a5c82df265307fca1c592a7250b327	1ae84328788bd0617f2cd3a780b577455a72519c3a39456d7877c66b351f3455	1c01575906126823d191d5f81a4808caa8323726618383a0e97da6f0f0f49b34	0.75	0.75	-0.75	-0.75	0.75	0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-1.4232178321463158	1,3,0	1.1102230246251565e-16	10	NUMERIC_CLASSIFIED	0.3607632034018454	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1404137772511931	0.27706339365308136	0.10116566558563819	4.5102810375396984e-17	0.09771708189575042	0.007275580935658154	-0.14477521987958886	0.12916881976208622	0.29204124839296414	0.13013762224525893	0.27960379881815733	0.12035714285714287	-0.076690699682488	0.14089942402017386	1	2	1	0.18649807412629768	0.12356384685371666	0.11364430980725623	-0.005528900104400692	0.1307142857142857	0.1307142857142857	0.08582589285714287	0.058333333333333334	10	11	YES	NOT_EVALUATED
H12_B3_P7	H12	ORTHOGONAL_SIGN	B3	P7	ff2e75f51b9cec5a8854b2a21cc098a25cc8896d6bf06615417a2ea9bec31c64	931280a3a50df5da703be247b94fff1e0b66c01185dff82725b67ae1d7ba54b0	287caa24b7d75fe39dc07886a7f2f0bc74c2b82761177928f35d4930d227473e	a8d4295c54c2b9e5e6987151a6305d146edc1eeb4c229cf77cf2486bca51483f	0.75	0.75	-0.75	-0.75	0.75	0.75	-0.75	-0.75	-0.75	-0.75	-0.75	-1.1430540867721002	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.23204205459264554	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.13043162612406356	0.22153019085546544	0.08730931476382629	5.551115123125783e-17	0.07551530157824357	-0.04205492334110312	-0.17513768813106495	0.09804398555187013	0.2819272629753363	0.15417968337218452	0.27752343006993213	0.13684188787691762	-0.008359085648148135	0.19012702546296295	1	2	1	0.17569878472222222	0.10750746245058464	0.06805555555555554	-0.006382963281568517	0.14027777777777778	0.14027777777777778	0.07916666666666666	0.058333333333333334	10	11	YES	NOT_EVALUATED
H13_B0_P0	H13	ORTHOGONAL_SIGN	B0	P0	e782a71e892e731d34df433f1f0c4268a9508f8680eb60600619df471da57904	3b2563a07e7f39c1733fd2898cb54e12336a8b9d4947f723730b293ec40bfb94	baf1805f36779726fe6949895c7408a9c2db1e8a631cfd4393b7f16bd8e30b9e	db16e3fd8e2ea9d457c7f238eb644517c2dcc869497b59ace636260a5f3f9456	-0.75	0.75	-0.75	-0.75	0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-1.462284589434225	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.633426316676956	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.18885340088262959	0.38389353884658184	0.08692654175689576	6.935715232401581e-17	0.08829128777139268	0.10637268604891859	0.06353307672577818	0.18885340088262956	0.26403994597315733	0.14121107642550254	0.22246860130624582	0.2441634565670207	0.36575	-0.145125	1	2	1	0.13675	0.11236036658361132	-0.25	0.0036499508953946463	0.0875	0.07500000000000001	0.0875	0.06666666666666667	10	11	YES	NOT_EVALUATED
H13_B0_P4	H13	ORTHOGONAL_SIGN	B0	P4	405576a3649e6b9319e8add104386a3ffe677ab32b64886d99edf224f653bfb1	01ba4b7b632f05d9f80095334e84d23db71553b76379bf3467b1b95771560b44	83e83abe41b8396b4a7a6bbbf1b7e4cbca9a13e3d5ef79d419bc751000203b38	ec1636556f68b253a1e1c10c2c13c66064a05bf67931058bea854e5798ca6ab5	-0.75	0.75	-0.75	-0.75	0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-1.3753718111599766	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.6704431246451166	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.19148638794482126	0.3962462547249531	0.09129464797994438	2.7755575615628914e-17	0.10417162571326037	0.1396629057809962	0.08115098214911146	0.1914863879448212	0.27706921565088927	0.13976221207423636	0.205197519460208	0.2558021410611275	0.3643339196549624	-0.1295171275772567	1	2	1	0.17060072958413267	0.10451105032089338	-0.2641636419228185	0.003188991955116168	0.09738756613756615	0.08629712301587301	0.09738756613756615	0.06666666666666667	10	11	YES	NOT_EVALUATED
H13_B1_P1	H13	ORTHOGONAL_SIGN	B1	P1	aa2cdf971138b5980284ed3ab07110fae49405791a2a248370481abdff9ae946	812db647395caa8c188277377f920ef0095dc71334fb520c7a52cf8b7bc7949c	7d09b5981472111e8d6308d20ea320d2e83ff3bda75bb2718260568cae24bb7b	6434a6f2f37e80349c9de177d295f0e932a113e5f4e9453855f52aa9615d9066	-0.75	0.75	-0.75	-0.75	0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-1.322817443565622	1,3,0	3.3306690738754696e-16	10	NUMERIC_CLASSIFIED	0.25317028564411276	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.17801810501086063	0.2045187044507338	0.0633820799225437	4.5102810375396984e-17	0.056945816368280305	0.06225560607361862	-0.0302709621519015	0.17801810501086063	0.195861165813422	0.18675568901334746	0.20412911524837474	0.20101846526289005	0.1399732283227238	0.23758442238136573	1	2	1	0.06345641046971451	0.04957777770866668	0.029771990740740745	0.008168603670792229	0.073125	0.073125	0.055937500000000015	0.07500000000000001	10	11	YES	NOT_EVALUATED
H13_B1_P5	H13	ORTHOGONAL_SIGN	B1	P5	e095555df135a4b4830c5eb4687ab713c7490ecb32b1f0378190764779a1e9cd	091572699c107a547dec73b31343a8a67263fdeca45a968927c2b58af0e25047	35d4d2b124d79d9740a2435764fef3261c020b9905b7b4d1e390e576f15100d1	13b1015df18ba22ad4ad2a48a61ed108afc0e6c0c6208a45c59b907a59c0cf51	-0.75	0.75	-0.75	-0.75	0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-1.7821151153533699	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	0.2636016180499245	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.2017516051463562	0.21047407745368488	0.07231807528116407	9.584347204771859e-17	0.06375180571357852	0.07357284883261798	-0.03076882491502609	0.2017516051463562	0.2269149156299561	0.23703771936423962	0.31721373926738394	0.17560350402257793	0.13600621302726337	0.22318670629179532	1	2	1	0.13063185603137858	0.08093542551307949	-0.02118055555555556	0.012937385988789433	0.07760416666666667	0.07760416666666667	0.07552083333333334	0.07500000000000001	10	11	YES	NOT_EVALUATED
H13_B2_P2	H13	ORTHOGONAL_SIGN	B2	P2	1023675120d64320b4ec397b981b18508e9a21ff85ea0eb9a1239818831387a2	e01d78e1e6eb0ad821ba56ccb25ff0f2c39f514e4f1e6d45a251bc10844cda52	4de22b8ad8a0a5ed61ef8fd8e2ad5de42e5881db97f3097e4c70204d5c87ef9d	1ef7820ad3aaab7b8c8c3562b5c863bd727ce9023a08bb99c4aa2dfeccc72f37	-0.75	0.75	-0.75	-0.75	0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-1.2717717382234002	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.2602650520460022	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.2316746400309589	0.2079800921183892	0.11610774829216094	5.551115123125783e-17	0.1140059595588815	0.34386464757656654	0.13843202756430523	0.2316746400309589	0.33691483715724985	0.19592560533511424	0.2045376264950356	0.10685675952023346	0.2532059705891698	0.059085013243682066	1	2	1	0.1648194162424808	0.06275314553385813	0.26299175642479217	0.01562734018574059	0.11607142857142858	0.057410714285714294	0.11607142857142858	0.05	10	11	YES	NOT_EVALUATED
H13_B2_P6	H13	ORTHOGONAL_SIGN	B2	P6	77bd3c5ea989776c1013cd4ea550bc8fdc4c1a9955766939ab6fb6102a350de2	c80ce7a89dd420821818d1a5c78e3dde381b1e0b73ebcfa6de887908426a89ef	f8a42716f25070ae55788cb54818227f55be0aedbe7dc3c36c146f2471735118	71079244322bfda93be9c7679bbf14468473639384649b45e712427e4159aaec	-0.75	0.75	-0.75	-0.75	0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-1.8050535840125885	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.2966094140232704	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.202013790014093	0.18761495064595293	0.11224839981550075	5.551115123125783e-17	0.09550227182945269	0.25338465431564117	0.09170582548581172	0.20201379001409298	0.20671715326798562	0.18461789726337144	0.19254840152954786	0.17436134741540632	0.20579899691358022	-0.12914484471450616	1	2	1	0.19419901781121396	0.07295321200994827	0.2236111111111111	0.022647138756494344	0.12760416666666669	0.12760416666666669	0.07916666666666668	0.05	10	11	YES	NOT_EVALUATED
H13_B3_P3	H13	ORTHOGONAL_SIGN	B3	P3	9a407f994db78b54c639bce79608019b0a54677e4cf8e1e4742d0b5dafda2885	9846cd526b537d660da9f836afccdff3ad11fb403f251bab570b509580f02eac	1ae84328788bd0617f2cd3a780b577455a72519c3a39456d7877c66b351f3455	2f1e33521428a0dade6f9cb59949dcfa71eba3bd8513135f1731dd41faa6246b	-0.75	0.75	-0.75	-0.75	0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-1.4194858791947813	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.6975731373727586	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.21379911913191424	0.36961400345935214	0.12192352079034896	6.95234509065183e-17	0.1803391354749536	0.18340568995727746	-0.015069820331271125	0.21379911913191418	0.29204124839296414	0.13013762224525893	0.27755853451729773	0.12035714285714287	-0.023441865544087226	-0.08988438604529166	1	2	1	0.18590500493804138	0.16191636248313496	0.11364430980725623	-0.00534508196115738	0.1307142857142857	0.1307142857142857	0.08582589285714287	0.058333333333333334	10	11	YES	NOT_EVALUATED
H13_B3_P7	H13	ORTHOGONAL_SIGN	B3	P7	53ca3f457fcc95732bd0be7c37ef7ddbf736c84bd6012b782947915203bd3caa	7e3d920ee8852c0b027a3e61ea7f421147a39b11a80d4142e5e1590dde336323	287caa24b7d75fe39dc07886a7f2f0bc74c2b82761177928f35d4930d227473e	8a7f55af43debf4eaf6e72ee4a5fe6175af942b08f7947a8b65a36018fb2535f	-0.75	0.75	-0.75	-0.75	0.75	-0.75	0.75	-0.75	0.75	0.75	-0.75	-1.6250775789843008	1,3,0	2.220446049250313e-16	10	NUMERIC_CLASSIFIED	-0.7360777119733124	4	NUMERIC_CLASSIFIED	6	NUMERIC_CLASSIFIED	0.1976163408436474	0.3362851708229446	0.12472476197913804	5.551115123125783e-17	0.17861952445371915	0.17192916211420647	-0.004706420771942976	0.1976163408436474	0.2819272629753363	0.17229873618099903	0.31013772512579824	0.13684188787691762	-0.06037201003086416	-0.10854909336419752	1	2	1	0.1759254436728395	0.18191755280023805	0.06805555555555554	-0.006287625869346999	0.14027777777777778	0.14027777777777778	0.07916666666666666	0.058333333333333334	10	11	YES	NOT_EVALUATED
