chain_id	A	B	C	rank_AB	rank_BC	rank_AC	transition_composes	Gram_increments_add	reciprocal_character_composes	delta_beta_telescopes	nontrivial_directed_loop
C016_045_045	S016	S045	S045	2	0	2	1	1	1	1	0
C016_045_070	S016	S045	S070	2	1	2	1	1	1	1	0
C016_045_095	S016	S045	S095	2	1	2	1	1	1	1	0
C016_046_046	S016	S046	S046	2	0	2	1	1	1	1	0
C016_046_071	S016	S046	S071	2	1	2	1	1	1	1	0
C016_046_096	S016	S046	S096	2	1	2	1	1	1	1	0
C016_047_047	S016	S047	S047	2	0	2	1	1	1	1	0
C016_047_072	S016	S047	S072	2	1	2	1	1	1	1	0
C016_047_097	S016	S047	S097	2	1	2	1	1	1	1	0
C016_066_066	S016	S066	S066	1	0	1	1	1	1	1	0
C016_066_071	S016	S066	S071	1	1	2	1	1	1	1	0
C016_066_091	S016	S066	S091	1	1	1	1	1	1	1	0
C016_066_095	S016	S066	S095	1	2	2	1	1	1	1	0
C016_066_096	S016	S066	S096	1	2	2	1	1	1	1	0
C016_066_097	S016	S066	S097	1	2	2	1	1	1	1	0
C016_066_098	S016	S066	S098	1	2	2	1	1	1	1	0
C016_066_099	S016	S066	S099	1	2	2	1	1	1	1	0
C016_070_070	S016	S070	S070	2	0	2	1	1	1	1	0
C016_070_095	S016	S070	S095	2	1	2	1	1	1	1	0
C016_071_071	S016	S071	S071	2	0	2	1	1	1	1	0
C016_071_096	S016	S071	S096	2	1	2	1	1	1	1	0
C016_072_072	S016	S072	S072	2	0	2	1	1	1	1	0
C016_072_097	S016	S072	S097	2	1	2	1	1	1	1	0
C016_073_073	S016	S073	S073	2	0	2	1	1	1	1	0
C016_073_098	S016	S073	S098	2	1	2	1	1	1	1	0
C016_091_091	S016	S091	S091	1	0	1	1	1	1	1	0
C016_091_096	S016	S091	S096	1	1	2	1	1	1	1	0
C016_095_095	S016	S095	S095	2	0	2	1	1	1	1	0
C016_096_096	S016	S096	S096	2	0	2	1	1	1	1	0
C016_097_097	S016	S097	S097	2	0	2	1	1	1	1	0
C016_098_098	S016	S098	S098	2	0	2	1	1	1	1	0
C016_099_099	S016	S099	S099	2	0	2	1	1	1	1	0
C017_017_017	S017	S017	S017	0	0	0	1	1	1	1	0
C017_017_022	S017	S017	S022	0	1	1	1	1	1	1	0
C017_017_042	S017	S017	S042	0	1	1	1	1	1	1	0
C017_017_046	S017	S017	S046	0	2	2	1	1	1	1	0
C017_017_047	S017	S017	S047	0	2	2	1	1	1	1	0
C017_017_048	S017	S017	S048	0	2	2	1	1	1	1	0
C017_017_067	S017	S017	S067	0	1	1	1	1	1	1	0
C017_017_070	S017	S017	S070	0	2	2	1	1	1	1	0
C017_017_071	S017	S017	S071	0	2	2	1	1	1	1	0
C017_017_072	S017	S017	S072	0	2	2	1	1	1	1	0
C017_017_073	S017	S017	S073	0	2	2	1	1	1	1	0
C017_017_074	S017	S017	S074	0	2	2	1	1	1	1	0
C017_017_092	S017	S017	S092	0	1	1	1	1	1	1	0
C017_017_095	S017	S017	S095	0	2	2	1	1	1	1	0
C017_017_096	S017	S017	S096	0	2	2	1	1	1	1	0
C017_017_097	S017	S017	S097	0	2	2	1	1	1	1	0
C017_017_098	S017	S017	S098	0	2	2	1	1	1	1	0
C017_017_099	S017	S017	S099	0	2	2	1	1	1	1	0
C017_022_022	S017	S022	S022	1	0	1	1	1	1	1	0
C017_022_047	S017	S022	S047	1	1	2	1	1	1	1	0
C017_022_072	S017	S022	S072	1	1	2	1	1	1	1	0
C017_022_097	S017	S022	S097	1	1	2	1	1	1	1	0
C017_042_042	S017	S042	S042	1	0	1	1	1	1	1	0
C017_042_047	S017	S042	S047	1	1	2	1	1	1	1	0
C017_042_067	S017	S042	S067	1	1	1	1	1	1	1	0
C017_042_070	S017	S042	S070	1	2	2	1	1	1	1	0
C017_042_071	S017	S042	S071	1	2	2	1	1	1	1	0
C017_042_072	S017	S042	S072	1	2	2	1	1	1	1	0
C017_042_073	S017	S042	S073	1	2	2	1	1	1	1	0
C017_042_074	S017	S042	S074	1	2	2	1	1	1	1	0
C017_042_092	S017	S042	S092	1	1	1	1	1	1	1	0
C017_042_095	S017	S042	S095	1	2	2	1	1	1	1	0
C017_042_096	S017	S042	S096	1	2	2	1	1	1	1	0
C017_042_097	S017	S042	S097	1	2	2	1	1	1	1	0
C017_042_098	S017	S042	S098	1	2	2	1	1	1	1	0
C017_042_099	S017	S042	S099	1	2	2	1	1	1	1	0
C017_046_046	S017	S046	S046	2	0	2	1	1	1	1	0
C017_046_071	S017	S046	S071	2	1	2	1	1	1	1	0
C017_046_096	S017	S046	S096	2	1	2	1	1	1	1	0
C017_047_047	S017	S047	S047	2	0	2	1	1	1	1	0
C017_047_072	S017	S047	S072	2	1	2	1	1	1	1	0
C017_047_097	S017	S047	S097	2	1	2	1	1	1	1	0
C017_048_048	S017	S048	S048	2	0	2	1	1	1	1	0
C017_048_073	S017	S048	S073	2	1	2	1	1	1	1	0
C017_048_098	S017	S048	S098	2	1	2	1	1	1	1	0
C017_067_067	S017	S067	S067	1	0	1	1	1	1	1	0
C017_067_072	S017	S067	S072	1	1	2	1	1	1	1	0
C017_067_092	S017	S067	S092	1	1	1	1	1	1	1	0
C017_067_095	S017	S067	S095	1	2	2	1	1	1	1	0
C017_067_096	S017	S067	S096	1	2	2	1	1	1	1	0
C017_067_097	S017	S067	S097	1	2	2	1	1	1	1	0
C017_067_098	S017	S067	S098	1	2	2	1	1	1	1	0
C017_067_099	S017	S067	S099	1	2	2	1	1	1	1	0
C017_070_070	S017	S070	S070	2	0	2	1	1	1	1	0
C017_070_095	S017	S070	S095	2	1	2	1	1	1	1	0
C017_071_071	S017	S071	S071	2	0	2	1	1	1	1	0
C017_071_096	S017	S071	S096	2	1	2	1	1	1	1	0
C017_072_072	S017	S072	S072	2	0	2	1	1	1	1	0
C017_072_097	S017	S072	S097	2	1	2	1	1	1	1	0
C017_073_073	S017	S073	S073	2	0	2	1	1	1	1	0
C017_073_098	S017	S073	S098	2	1	2	1	1	1	1	0
C017_074_074	S017	S074	S074	2	0	2	1	1	1	1	0
C017_074_099	S017	S074	S099	2	1	2	1	1	1	1	0
C017_092_092	S017	S092	S092	1	0	1	1	1	1	1	0
C017_092_097	S017	S092	S097	1	1	2	1	1	1	1	0
C017_095_095	S017	S095	S095	2	0	2	1	1	1	1	0
C017_096_096	S017	S096	S096	2	0	2	1	1	1	1	0
C017_097_097	S017	S097	S097	2	0	2	1	1	1	1	0
C017_098_098	S017	S098	S098	2	0	2	1	1	1	1	0
C017_099_099	S017	S099	S099	2	0	2	1	1	1	1	0
C018_018_018	S018	S018	S018	0	0	0	1	1	1	1	0
C018_018_023	S018	S018	S023	0	1	1	1	1	1	1	0
C018_018_043	S018	S018	S043	0	1	1	1	1	1	1	0
C018_018_047	S018	S018	S047	0	2	2	1	1	1	1	0
C018_018_048	S018	S018	S048	0	2	2	1	1	1	1	0
C018_018_049	S018	S018	S049	0	2	2	1	1	1	1	0
C018_018_068	S018	S018	S068	0	1	1	1	1	1	1	0
C018_018_071	S018	S018	S071	0	2	2	1	1	1	1	0
C018_018_072	S018	S018	S072	0	2	2	1	1	1	1	0
C018_018_073	S018	S018	S073	0	2	2	1	1	1	1	0
C018_018_074	S018	S018	S074	0	2	2	1	1	1	1	0
C018_018_093	S018	S018	S093	0	1	1	1	1	1	1	0
C018_018_095	S018	S018	S095	0	2	2	1	1	1	1	0
C018_018_096	S018	S018	S096	0	2	2	1	1	1	1	0
C018_018_097	S018	S018	S097	0	2	2	1	1	1	1	0
C018_018_098	S018	S018	S098	0	2	2	1	1	1	1	0
C018_018_099	S018	S018	S099	0	2	2	1	1	1	1	0
C018_023_023	S018	S023	S023	1	0	1	1	1	1	1	0
C018_023_048	S018	S023	S048	1	1	2	1	1	1	1	0
C018_023_073	S018	S023	S073	1	1	2	1	1	1	1	0
C018_023_098	S018	S023	S098	1	1	2	1	1	1	1	0
C018_043_043	S018	S043	S043	1	0	1	1	1	1	1	0
C018_043_048	S018	S043	S048	1	1	2	1	1	1	1	0
C018_043_068	S018	S043	S068	1	1	1	1	1	1	1	0
C018_043_071	S018	S043	S071	1	2	2	1	1	1	1	0
C018_043_072	S018	S043	S072	1	2	2	1	1	1	1	0
C018_043_073	S018	S043	S073	1	2	2	1	1	1	1	0
C018_043_074	S018	S043	S074	1	2	2	1	1	1	1	0
C018_043_093	S018	S043	S093	1	1	1	1	1	1	1	0
C018_043_095	S018	S043	S095	1	2	2	1	1	1	1	0
C018_043_096	S018	S043	S096	1	2	2	1	1	1	1	0
C018_043_097	S018	S043	S097	1	2	2	1	1	1	1	0
C018_043_098	S018	S043	S098	1	2	2	1	1	1	1	0
C018_043_099	S018	S043	S099	1	2	2	1	1	1	1	0
C018_047_047	S018	S047	S047	2	0	2	1	1	1	1	0
C018_047_072	S018	S047	S072	2	1	2	1	1	1	1	0
C018_047_097	S018	S047	S097	2	1	2	1	1	1	1	0
C018_048_048	S018	S048	S048	2	0	2	1	1	1	1	0
C018_048_073	S018	S048	S073	2	1	2	1	1	1	1	0
C018_048_098	S018	S048	S098	2	1	2	1	1	1	1	0
C018_049_049	S018	S049	S049	2	0	2	1	1	1	1	0
C018_049_074	S018	S049	S074	2	1	2	1	1	1	1	0
C018_049_099	S018	S049	S099	2	1	2	1	1	1	1	0
C018_068_068	S018	S068	S068	1	0	1	1	1	1	1	0
C018_068_073	S018	S068	S073	1	1	2	1	1	1	1	0
C018_068_093	S018	S068	S093	1	1	1	1	1	1	1	0
C018_068_095	S018	S068	S095	1	2	2	1	1	1	1	0
C018_068_096	S018	S068	S096	1	2	2	1	1	1	1	0
C018_068_097	S018	S068	S097	1	2	2	1	1	1	1	0
C018_068_098	S018	S068	S098	1	2	2	1	1	1	1	0
C018_068_099	S018	S068	S099	1	2	2	1	1	1	1	0
C018_071_071	S018	S071	S071	2	0	2	1	1	1	1	0
C018_071_096	S018	S071	S096	2	1	2	1	1	1	1	0
C018_072_072	S018	S072	S072	2	0	2	1	1	1	1	0
C018_072_097	S018	S072	S097	2	1	2	1	1	1	1	0
C018_073_073	S018	S073	S073	2	0	2	1	1	1	1	0
C018_073_098	S018	S073	S098	2	1	2	1	1	1	1	0
C018_074_074	S018	S074	S074	2	0	2	1	1	1	1	0
C018_074_099	S018	S074	S099	2	1	2	1	1	1	1	0
C018_093_093	S018	S093	S093	1	0	1	1	1	1	1	0
C018_093_098	S018	S093	S098	1	1	2	1	1	1	1	0
C018_095_095	S018	S095	S095	2	0	2	1	1	1	1	0
C018_096_096	S018	S096	S096	2	0	2	1	1	1	1	0
C018_097_097	S018	S097	S097	2	0	2	1	1	1	1	0
C018_098_098	S018	S098	S098	2	0	2	1	1	1	1	0
C018_099_099	S018	S099	S099	2	0	2	1	1	1	1	0
C019_019_019	S019	S019	S019	0	0	0	1	1	1	1	0
C019_019_024	S019	S019	S024	0	1	1	1	1	1	1	0
C019_019_044	S019	S019	S044	0	1	1	1	1	1	1	0
C019_019_048	S019	S019	S048	0	2	2	1	1	1	1	0
C019_019_049	S019	S019	S049	0	2	2	1	1	1	1	0
C019_019_069	S019	S019	S069	0	1	1	1	1	1	1	0
C019_019_072	S019	S019	S072	0	2	2	1	1	1	1	0
C019_019_073	S019	S019	S073	0	2	2	1	1	1	1	0
C019_019_074	S019	S019	S074	0	2	2	1	1	1	1	0
C019_019_094	S019	S019	S094	0	1	1	1	1	1	1	0
C019_019_095	S019	S019	S095	0	2	2	1	1	1	1	0
C019_019_096	S019	S019	S096	0	2	2	1	1	1	1	0
C019_019_097	S019	S019	S097	0	2	2	1	1	1	1	0
C019_019_098	S019	S019	S098	0	2	2	1	1	1	1	0
C019_019_099	S019	S019	S099	0	2	2	1	1	1	1	0
C019_024_024	S019	S024	S024	1	0	1	1	1	1	1	0
C019_024_049	S019	S024	S049	1	1	2	1	1	1	1	0
C019_024_074	S019	S024	S074	1	1	2	1	1	1	1	0
C019_024_099	S019	S024	S099	1	1	2	1	1	1	1	0
C019_044_044	S019	S044	S044	1	0	1	1	1	1	1	0
C019_044_049	S019	S044	S049	1	1	2	1	1	1	1	0
C019_044_069	S019	S044	S069	1	1	1	1	1	1	1	0
C019_044_072	S019	S044	S072	1	2	2	1	1	1	1	0
C019_044_073	S019	S044	S073	1	2	2	1	1	1	1	0
C019_044_074	S019	S044	S074	1	2	2	1	1	1	1	0
C019_044_094	S019	S044	S094	1	1	1	1	1	1	1	0
C019_044_095	S019	S044	S095	1	2	2	1	1	1	1	0
C019_044_096	S019	S044	S096	1	2	2	1	1	1	1	0
C019_044_097	S019	S044	S097	1	2	2	1	1	1	1	0
C019_044_098	S019	S044	S098	1	2	2	1	1	1	1	0
C019_044_099	S019	S044	S099	1	2	2	1	1	1	1	0
C019_048_048	S019	S048	S048	2	0	2	1	1	1	1	0
C019_048_073	S019	S048	S073	2	1	2	1	1	1	1	0
C019_048_098	S019	S048	S098	2	1	2	1	1	1	1	0
C019_049_049	S019	S049	S049	2	0	2	1	1	1	1	0
C019_049_074	S019	S049	S074	2	1	2	1	1	1	1	0
C019_049_099	S019	S049	S099	2	1	2	1	1	1	1	0
C019_069_069	S019	S069	S069	1	0	1	1	1	1	1	0
C019_069_074	S019	S069	S074	1	1	2	1	1	1	1	0
C019_069_094	S019	S069	S094	1	1	1	1	1	1	1	0
C019_069_095	S019	S069	S095	1	2	2	1	1	1	1	0
C019_069_096	S019	S069	S096	1	2	2	1	1	1	1	0
C019_069_097	S019	S069	S097	1	2	2	1	1	1	1	0
C019_069_098	S019	S069	S098	1	2	2	1	1	1	1	0
C019_069_099	S019	S069	S099	1	2	2	1	1	1	1	0
C019_072_072	S019	S072	S072	2	0	2	1	1	1	1	0
C019_072_097	S019	S072	S097	2	1	2	1	1	1	1	0
C019_073_073	S019	S073	S073	2	0	2	1	1	1	1	0
C019_073_098	S019	S073	S098	2	1	2	1	1	1	1	0
C019_074_074	S019	S074	S074	2	0	2	1	1	1	1	0
C019_074_099	S019	S074	S099	2	1	2	1	1	1	1	0
C019_094_094	S019	S094	S094	1	0	1	1	1	1	1	0
C019_094_099	S019	S094	S099	1	1	2	1	1	1	1	0
C019_095_095	S019	S095	S095	2	0	2	1	1	1	1	0
C019_096_096	S019	S096	S096	2	0	2	1	1	1	1	0
C019_097_097	S019	S097	S097	2	0	2	1	1	1	1	0
C019_098_098	S019	S098	S098	2	0	2	1	1	1	1	0
C019_099_099	S019	S099	S099	2	0	2	1	1	1	1	0
C020_020_020	S020	S020	S020	0	0	0	1	1	1	1	0
C020_020_045	S020	S020	S045	0	1	1	1	1	1	1	0
C020_020_070	S020	S020	S070	0	1	1	1	1	1	1	0
C020_020_095	S020	S020	S095	0	1	1	1	1	1	1	0
C020_045_045	S020	S045	S045	1	0	1	1	1	1	1	0
C020_045_070	S020	S045	S070	1	1	1	1	1	1	1	0
C020_045_095	S020	S045	S095	1	1	1	1	1	1	1	0
C020_070_070	S020	S070	S070	1	0	1	1	1	1	1	0
C020_070_095	S020	S070	S095	1	1	1	1	1	1	1	0
C020_095_095	S020	S095	S095	1	0	1	1	1	1	1	0
C021_021_021	S021	S021	S021	0	0	0	1	1	1	1	0
C021_021_046	S021	S021	S046	0	1	1	1	1	1	1	0
C021_021_071	S021	S021	S071	0	1	1	1	1	1	1	0
C021_021_096	S021	S021	S096	0	1	1	1	1	1	1	0
C021_046_046	S021	S046	S046	1	0	1	1	1	1	1	0
C021_046_071	S021	S046	S071	1	1	1	1	1	1	1	0
C021_046_096	S021	S046	S096	1	1	1	1	1	1	1	0
C021_071_071	S021	S071	S071	1	0	1	1	1	1	1	0
C021_071_096	S021	S071	S096	1	1	1	1	1	1	1	0
C021_096_096	S021	S096	S096	1	0	1	1	1	1	1	0
C022_022_022	S022	S022	S022	0	0	0	1	1	1	1	0
C022_022_047	S022	S022	S047	0	1	1	1	1	1	1	0
C022_022_072	S022	S022	S072	0	1	1	1	1	1	1	0
C022_022_097	S022	S022	S097	0	1	1	1	1	1	1	0
C022_047_047	S022	S047	S047	1	0	1	1	1	1	1	0
C022_047_072	S022	S047	S072	1	1	1	1	1	1	1	0
C022_047_097	S022	S047	S097	1	1	1	1	1	1	1	0
C022_072_072	S022	S072	S072	1	0	1	1	1	1	1	0
C022_072_097	S022	S072	S097	1	1	1	1	1	1	1	0
C022_097_097	S022	S097	S097	1	0	1	1	1	1	1	0
C023_023_023	S023	S023	S023	0	0	0	1	1	1	1	0
C023_023_048	S023	S023	S048	0	1	1	1	1	1	1	0
C023_023_073	S023	S023	S073	0	1	1	1	1	1	1	0
C023_023_098	S023	S023	S098	0	1	1	1	1	1	1	0
C023_048_048	S023	S048	S048	1	0	1	1	1	1	1	0
C023_048_073	S023	S048	S073	1	1	1	1	1	1	1	0
C023_048_098	S023	S048	S098	1	1	1	1	1	1	1	0
C023_073_073	S023	S073	S073	1	0	1	1	1	1	1	0
C023_073_098	S023	S073	S098	1	1	1	1	1	1	1	0
C023_098_098	S023	S098	S098	1	0	1	1	1	1	1	0
C024_024_024	S024	S024	S024	0	0	0	1	1	1	1	0
C024_024_049	S024	S024	S049	0	1	1	1	1	1	1	0
C024_024_074	S024	S024	S074	0	1	1	1	1	1	1	0
C024_024_099	S024	S024	S099	0	1	1	1	1	1	1	0
C024_049_049	S024	S049	S049	1	0	1	1	1	1	1	0
C024_049_074	S024	S049	S074	1	1	1	1	1	1	1	0
C024_049_099	S024	S049	S099	1	1	1	1	1	1	1	0
C024_074_074	S024	S074	S074	1	0	1	1	1	1	1	0
C024_074_099	S024	S074	S099	1	1	1	1	1	1	1	0
C024_099_099	S024	S099	S099	1	0	1	1	1	1	1	0
C025_025_025	S025	S025	S025	0	0	0	1	1	1	1	0
C025_025_030	S025	S025	S030	0	1	1	1	1	1	1	0
C025_025_035	S025	S025	S035	0	1	1	1	1	1	1	0
C025_025_040	S025	S025	S040	0	1	1	1	1	1	1	0
C025_025_045	S025	S025	S045	0	1	1	1	1	1	1	0
C025_025_050	S025	S025	S050	0	1	1	1	1	1	1	0
C025_025_055	S025	S025	S055	0	2	2	1	1	1	1	0
C025_025_056	S025	S025	S056	0	2	2	1	1	1	1	0
C025_025_060	S025	S025	S060	0	2	2	1	1	1	1	0
C025_025_061	S025	S025	S061	0	2	2	1	1	1	1	0
C025_025_062	S025	S025	S062	0	2	2	1	1	1	1	0
C025_025_065	S025	S025	S065	0	2	2	1	1	1	1	0
C025_025_066	S025	S025	S066	0	2	2	1	1	1	1	0
C025_025_067	S025	S025	S067	0	2	2	1	1	1	1	0
C025_025_070	S025	S025	S070	0	2	2	1	1	1	1	0
C025_025_071	S025	S025	S071	0	2	2	1	1	1	1	0
C025_025_072	S025	S025	S072	0	2	2	1	1	1	1	0
C025_025_073	S025	S025	S073	0	2	2	1	1	1	1	0
C025_025_075	S025	S025	S075	0	1	1	1	1	1	1	0
C025_025_080	S025	S025	S080	0	2	2	1	1	1	1	0
C025_025_081	S025	S025	S081	0	2	2	1	1	1	1	0
C025_025_082	S025	S025	S082	0	2	2	1	1	1	1	0
C025_025_083	S025	S025	S083	0	2	2	1	1	1	1	0
C025_025_085	S025	S025	S085	0	2	2	1	1	1	1	0
C025_025_086	S025	S025	S086	0	2	2	1	1	1	1	0
C025_025_087	S025	S025	S087	0	2	2	1	1	1	1	0
C025_025_088	S025	S025	S088	0	2	2	1	1	1	1	0
C025_025_089	S025	S025	S089	0	2	2	1	1	1	1	0
C025_025_090	S025	S025	S090	0	2	2	1	1	1	1	0
C025_025_091	S025	S025	S091	0	2	2	1	1	1	1	0
C025_025_092	S025	S025	S092	0	2	2	1	1	1	1	0
C025_025_093	S025	S025	S093	0	2	2	1	1	1	1	0
C025_025_094	S025	S025	S094	0	2	2	1	1	1	1	0
C025_025_095	S025	S025	S095	0	2	2	1	1	1	1	0
C025_025_096	S025	S025	S096	0	2	2	1	1	1	1	0
C025_025_097	S025	S025	S097	0	2	2	1	1	1	1	0
C025_025_098	S025	S025	S098	0	2	2	1	1	1	1	0
C025_025_099	S025	S025	S099	0	2	2	1	1	1	1	0
C025_030_030	S025	S030	S030	1	0	1	1	1	1	1	0
C025_030_035	S025	S030	S035	1	1	1	1	1	1	1	0
C025_030_040	S025	S030	S040	1	1	1	1	1	1	1	0
C025_030_045	S025	S030	S045	1	1	1	1	1	1	1	0
C025_030_055	S025	S030	S055	1	1	2	1	1	1	1	0
C025_030_060	S025	S030	S060	1	2	2	1	1	1	1	0
C025_030_061	S025	S030	S061	1	2	2	1	1	1	1	0
C025_030_065	S025	S030	S065	1	2	2	1	1	1	1	0
C025_030_066	S025	S030	S066	1	2	2	1	1	1	1	0
C025_030_067	S025	S030	S067	1	2	2	1	1	1	1	0
C025_030_070	S025	S030	S070	1	2	2	1	1	1	1	0
C025_030_071	S025	S030	S071	1	2	2	1	1	1	1	0
C025_030_072	S025	S030	S072	1	2	2	1	1	1	1	0
C025_030_073	S025	S030	S073	1	2	2	1	1	1	1	0
C025_030_080	S025	S030	S080	1	1	2	1	1	1	1	0
C025_030_085	S025	S030	S085	1	2	2	1	1	1	1	0
C025_030_086	S025	S030	S086	1	2	2	1	1	1	1	0
C025_030_087	S025	S030	S087	1	2	2	1	1	1	1	0
C025_030_088	S025	S030	S088	1	2	2	1	1	1	1	0
C025_030_089	S025	S030	S089	1	2	2	1	1	1	1	0
C025_030_090	S025	S030	S090	1	2	2	1	1	1	1	0
C025_030_091	S025	S030	S091	1	2	2	1	1	1	1	0
C025_030_092	S025	S030	S092	1	2	2	1	1	1	1	0
C025_030_093	S025	S030	S093	1	2	2	1	1	1	1	0
C025_030_094	S025	S030	S094	1	2	2	1	1	1	1	0
C025_030_095	S025	S030	S095	1	2	2	1	1	1	1	0
C025_030_096	S025	S030	S096	1	2	2	1	1	1	1	0
C025_030_097	S025	S030	S097	1	2	2	1	1	1	1	0
C025_030_098	S025	S030	S098	1	2	2	1	1	1	1	0
C025_030_099	S025	S030	S099	1	2	2	1	1	1	1	0
C025_035_035	S025	S035	S035	1	0	1	1	1	1	1	0
C025_035_040	S025	S035	S040	1	1	1	1	1	1	1	0
C025_035_045	S025	S035	S045	1	1	1	1	1	1	1	0
C025_035_060	S025	S035	S060	1	1	2	1	1	1	1	0
C025_035_065	S025	S035	S065	1	2	2	1	1	1	1	0
C025_035_066	S025	S035	S066	1	2	2	1	1	1	1	0
C025_035_070	S025	S035	S070	1	2	2	1	1	1	1	0
C025_035_071	S025	S035	S071	1	2	2	1	1	1	1	0
C025_035_072	S025	S035	S072	1	2	2	1	1	1	1	0
C025_035_085	S025	S035	S085	1	1	2	1	1	1	1	0
C025_035_090	S025	S035	S090	1	2	2	1	1	1	1	0
C025_035_091	S025	S035	S091	1	2	2	1	1	1	1	0
C025_035_092	S025	S035	S092	1	2	2	1	1	1	1	0
C025_035_093	S025	S035	S093	1	2	2	1	1	1	1	0
C025_035_094	S025	S035	S094	1	2	2	1	1	1	1	0
C025_035_095	S025	S035	S095	1	2	2	1	1	1	1	0
C025_035_096	S025	S035	S096	1	2	2	1	1	1	1	0
C025_035_097	S025	S035	S097	1	2	2	1	1	1	1	0
C025_035_098	S025	S035	S098	1	2	2	1	1	1	1	0
C025_035_099	S025	S035	S099	1	2	2	1	1	1	1	0
C025_040_040	S025	S040	S040	1	0	1	1	1	1	1	0
C025_040_045	S025	S040	S045	1	1	1	1	1	1	1	0
C025_040_065	S025	S040	S065	1	1	2	1	1	1	1	0
C025_040_070	S025	S040	S070	1	2	2	1	1	1	1	0
C025_040_071	S025	S040	S071	1	2	2	1	1	1	1	0
C025_040_072	S025	S040	S072	1	2	2	1	1	1	1	0
C025_040_090	S025	S040	S090	1	1	2	1	1	1	1	0
C025_040_095	S025	S040	S095	1	2	2	1	1	1	1	0
C025_040_096	S025	S040	S096	1	2	2	1	1	1	1	0
C025_040_097	S025	S040	S097	1	2	2	1	1	1	1	0
C025_040_098	S025	S040	S098	1	2	2	1	1	1	1	0
C025_040_099	S025	S040	S099	1	2	2	1	1	1	1	0
C025_045_045	S025	S045	S045	1	0	1	1	1	1	1	0
C025_045_070	S025	S045	S070	1	1	2	1	1	1	1	0
C025_045_095	S025	S045	S095	1	1	2	1	1	1	1	0
C025_050_050	S025	S050	S050	1	0	1	1	1	1	1	0
C025_050_055	S025	S050	S055	1	1	2	1	1	1	1	0
C025_050_060	S025	S050	S060	1	1	2	1	1	1	1	0
C025_050_065	S025	S050	S065	1	1	2	1	1	1	1	0
C025_050_070	S025	S050	S070	1	1	2	1	1	1	1	0
C025_050_075	S025	S050	S075	1	1	1	1	1	1	1	0
C025_050_080	S025	S050	S080	1	2	2	1	1	1	1	0
C025_050_081	S025	S050	S081	1	2	2	1	1	1	1	0
C025_050_082	S025	S050	S082	1	2	2	1	1	1	1	0
C025_050_083	S025	S050	S083	1	1	2	1	1	1	1	0
C025_050_085	S025	S050	S085	1	2	2	1	1	1	1	0
C025_050_086	S025	S050	S086	1	2	2	1	1	1	1	0
C025_050_087	S025	S050	S087	1	2	2	1	1	1	1	0
C025_050_088	S025	S050	S088	1	2	2	1	1	1	1	0
C025_050_089	S025	S050	S089	1	2	2	1	1	1	1	0
C025_050_090	S025	S050	S090	1	2	2	1	1	1	1	0
C025_050_091	S025	S050	S091	1	2	2	1	1	1	1	0
C025_050_092	S025	S050	S092	1	2	2	1	1	1	1	0
C025_050_093	S025	S050	S093	1	2	2	1	1	1	1	0
C025_050_094	S025	S050	S094	1	2	2	1	1	1	1	0
C025_050_095	S025	S050	S095	1	2	2	1	1	1	1	0
C025_050_096	S025	S050	S096	1	2	2	1	1	1	1	0
C025_050_097	S025	S050	S097	1	2	2	1	1	1	1	0
C025_050_098	S025	S050	S098	1	2	2	1	1	1	1	0
C025_050_099	S025	S050	S099	1	2	2	1	1	1	1	0
C025_055_055	S025	S055	S055	2	0	2	1	1	1	1	0
C025_055_060	S025	S055	S060	2	1	2	1	1	1	1	0
C025_055_065	S025	S055	S065	2	1	2	1	1	1	1	0
C025_055_070	S025	S055	S070	2	1	2	1	1	1	1	0
C025_055_080	S025	S055	S080	2	1	2	1	1	1	1	0
C025_055_085	S025	S055	S085	2	2	2	1	1	1	1	0
C025_055_086	S025	S055	S086	2	2	2	1	1	1	1	0
C025_055_087	S025	S055	S087	2	2	2	1	1	1	1	0
C025_055_088	S025	S055	S088	2	2	2	1	1	1	1	0
C025_055_090	S025	S055	S090	2	2	2	1	1	1	1	0
C025_055_091	S025	S055	S091	2	2	2	1	1	1	1	0
C025_055_092	S025	S055	S092	2	2	2	1	1	1	1	0
C025_055_093	S025	S055	S093	2	2	2	1	1	1	1	0
C025_055_094	S025	S055	S094	2	2	2	1	1	1	1	0
C025_055_095	S025	S055	S095	2	2	2	1	1	1	1	0
C025_055_096	S025	S055	S096	2	2	2	1	1	1	1	0
C025_055_097	S025	S055	S097	2	2	2	1	1	1	1	0
C025_055_098	S025	S055	S098	2	2	2	1	1	1	1	0
C025_055_099	S025	S055	S099	2	2	2	1	1	1	1	0
C025_056_056	S025	S056	S056	2	0	2	1	1	1	1	0
C025_056_061	S025	S056	S061	2	1	2	1	1	1	1	0
C025_056_066	S025	S056	S066	2	1	2	1	1	1	1	0
C025_056_071	S025	S056	S071	2	1	2	1	1	1	1	0
C025_056_081	S025	S056	S081	2	1	2	1	1	1	1	0
C025_056_085	S025	S056	S085	2	2	2	1	1	1	1	0
C025_056_086	S025	S056	S086	2	2	2	1	1	1	1	0
C025_056_087	S025	S056	S087	2	2	2	1	1	1	1	0
C025_056_088	S025	S056	S088	2	2	2	1	1	1	1	0
C025_056_089	S025	S056	S089	2	2	2	1	1	1	1	0
C025_056_090	S025	S056	S090	2	2	2	1	1	1	1	0
C025_056_091	S025	S056	S091	2	2	2	1	1	1	1	0
