pair_id	source	target	T_source	L_source	beta_source	T_target	L_target	beta_target	gram_class	reverse_gram_class	R11	R12	R22	area_ratio	reciprocal_ratio	delta_beta
P055_098	S055	S098	2	2	-1	1	5	1/2	PSD_RANK_2	INCOMPARABLE	1/2	3/4	5/2	5/4	1/5	3/2
P055_099	S055	S099	2	2	-1	1	5	1	PSD_RANK_2	INCOMPARABLE	1/2	1	5/2	5/4	1/5	2
P056_000	S056	S000	2	2	-1/2	4	1	-1	INCOMPARABLE	PSD_RANK_2	2	-1	1/2	1	4	-1/2
P056_001	S056	S001	2	2	-1/2	4	1	-1/2	INCOMPARABLE	PSD_RANK_2	2	0	1/2	1	4	0
P056_002	S056	S002	2	2	-1/2	4	1	0	INCOMPARABLE	PSD_RANK_2	2	1	1/2	1	4	1/2
P056_003	S056	S003	2	2	-1/2	4	1	1/2	INCOMPARABLE	INCOMPARABLE	2	2	1/2	1	4	1
P056_004	S056	S004	2	2	-1/2	4	1	1	INCOMPARABLE	INCOMPARABLE	2	3	1/2	1	4	3/2
P056_005	S056	S005	2	2	-1/2	4	2	-1	INCOMPARABLE	INCOMPARABLE	2	-1	1	2	2	-1/2
P056_006	S056	S006	2	2	-1/2	4	2	-1/2	INCOMPARABLE	PSD_RANK_1	2	0	1	2	2	0
P056_007	S056	S007	2	2	-1/2	4	2	0	INCOMPARABLE	INCOMPARABLE	2	1	1	2	2	1/2
P056_008	S056	S008	2	2	-1/2	4	2	1/2	INCOMPARABLE	INCOMPARABLE	2	2	1	2	2	1
P056_009	S056	S009	2	2	-1/2	4	2	1	INCOMPARABLE	INCOMPARABLE	2	3	1	2	2	3/2
P056_010	S056	S010	2	2	-1/2	4	3	-1	INCOMPARABLE	INCOMPARABLE	2	-1	3/2	3	4/3	-1/2
P056_011	S056	S011	2	2	-1/2	4	3	-1/2	INCOMPARABLE	INCOMPARABLE	2	0	3/2	3	4/3	0
P056_012	S056	S012	2	2	-1/2	4	3	0	INCOMPARABLE	INCOMPARABLE	2	1	3/2	3	4/3	1/2
P056_013	S056	S013	2	2	-1/2	4	3	1/2	INCOMPARABLE	INCOMPARABLE	2	2	3/2	3	4/3	1
P056_014	S056	S014	2	2	-1/2	4	3	1	INCOMPARABLE	INCOMPARABLE	2	3	3/2	3	4/3	3/2
P056_015	S056	S015	2	2	-1/2	4	4	-1	INCOMPARABLE	INCOMPARABLE	2	-1	2	4	1	-1/2
P056_016	S056	S016	2	2	-1/2	4	4	-1/2	INCOMPARABLE	INCOMPARABLE	2	0	2	4	1	0
P056_017	S056	S017	2	2	-1/2	4	4	0	INCOMPARABLE	INCOMPARABLE	2	1	2	4	1	1/2
P056_018	S056	S018	2	2	-1/2	4	4	1/2	INCOMPARABLE	INCOMPARABLE	2	2	2	4	1	1
P056_019	S056	S019	2	2	-1/2	4	4	1	INCOMPARABLE	INCOMPARABLE	2	3	2	4	1	3/2
P056_020	S056	S020	2	2	-1/2	4	5	-1	INCOMPARABLE	INCOMPARABLE	2	-1	5/2	5	4/5	-1/2
P056_021	S056	S021	2	2	-1/2	4	5	-1/2	INCOMPARABLE	INCOMPARABLE	2	0	5/2	5	4/5	0
P056_022	S056	S022	2	2	-1/2	4	5	0	INCOMPARABLE	INCOMPARABLE	2	1	5/2	5	4/5	1/2
P056_023	S056	S023	2	2	-1/2	4	5	1/2	INCOMPARABLE	INCOMPARABLE	2	2	5/2	5	4/5	1
P056_024	S056	S024	2	2	-1/2	4	5	1	INCOMPARABLE	INCOMPARABLE	2	3	5/2	5	4/5	3/2
P056_025	S056	S025	2	2	-1/2	3	1	-1	INCOMPARABLE	PSD_RANK_2	3/2	-3/4	1/2	3/4	3	-1/2
P056_026	S056	S026	2	2	-1/2	3	1	-1/2	INCOMPARABLE	PSD_RANK_2	3/2	0	1/2	3/4	3	0
P056_027	S056	S027	2	2	-1/2	3	1	0	INCOMPARABLE	PSD_RANK_2	3/2	3/4	1/2	3/4	3	1/2
P056_028	S056	S028	2	2	-1/2	3	1	1/2	INCOMPARABLE	INCOMPARABLE	3/2	3/2	1/2	3/4	3	1
P056_029	S056	S029	2	2	-1/2	3	1	1	INCOMPARABLE	INCOMPARABLE	3/2	9/4	1/2	3/4	3	3/2
P056_030	S056	S030	2	2	-1/2	3	2	-1	INCOMPARABLE	INCOMPARABLE	3/2	-3/4	1	3/2	3/2	-1/2
P056_031	S056	S031	2	2	-1/2	3	2	-1/2	INCOMPARABLE	PSD_RANK_1	3/2	0	1	3/2	3/2	0
P056_032	S056	S032	2	2	-1/2	3	2	0	INCOMPARABLE	INCOMPARABLE	3/2	3/4	1	3/2	3/2	1/2
P056_033	S056	S033	2	2	-1/2	3	2	1/2	INCOMPARABLE	INCOMPARABLE	3/2	3/2	1	3/2	3/2	1
P056_034	S056	S034	2	2	-1/2	3	2	1	INCOMPARABLE	INCOMPARABLE	3/2	9/4	1	3/2	3/2	3/2
P056_035	S056	S035	2	2	-1/2	3	3	-1	INCOMPARABLE	INCOMPARABLE	3/2	-3/4	3/2	9/4	1	-1/2
P056_036	S056	S036	2	2	-1/2	3	3	-1/2	INCOMPARABLE	INCOMPARABLE	3/2	0	3/2	9/4	1	0
P056_037	S056	S037	2	2	-1/2	3	3	0	INCOMPARABLE	INCOMPARABLE	3/2	3/4	3/2	9/4	1	1/2
P056_038	S056	S038	2	2	-1/2	3	3	1/2	INCOMPARABLE	INCOMPARABLE	3/2	3/2	3/2	9/4	1	1
P056_039	S056	S039	2	2	-1/2	3	3	1	INCOMPARABLE	INCOMPARABLE	3/2	9/4	3/2	9/4	1	3/2
P056_040	S056	S040	2	2	-1/2	3	4	-1	INCOMPARABLE	INCOMPARABLE	3/2	-3/4	2	3	3/4	-1/2
P056_041	S056	S041	2	2	-1/2	3	4	-1/2	INCOMPARABLE	INCOMPARABLE	3/2	0	2	3	3/4	0
P056_042	S056	S042	2	2	-1/2	3	4	0	INCOMPARABLE	INCOMPARABLE	3/2	3/4	2	3	3/4	1/2
P056_043	S056	S043	2	2	-1/2	3	4	1/2	INCOMPARABLE	INCOMPARABLE	3/2	3/2	2	3	3/4	1
P056_044	S056	S044	2	2	-1/2	3	4	1	INCOMPARABLE	INCOMPARABLE	3/2	9/4	2	3	3/4	3/2
P056_045	S056	S045	2	2	-1/2	3	5	-1	INCOMPARABLE	INCOMPARABLE	3/2	-3/4	5/2	15/4	3/5	-1/2
P056_046	S056	S046	2	2	-1/2	3	5	-1/2	INCOMPARABLE	INCOMPARABLE	3/2	0	5/2	15/4	3/5	0
P056_047	S056	S047	2	2	-1/2	3	5	0	INCOMPARABLE	INCOMPARABLE	3/2	3/4	5/2	15/4	3/5	1/2
P056_048	S056	S048	2	2	-1/2	3	5	1/2	INCOMPARABLE	INCOMPARABLE	3/2	3/2	5/2	15/4	3/5	1
P056_049	S056	S049	2	2	-1/2	3	5	1	INCOMPARABLE	INCOMPARABLE	3/2	9/4	5/2	15/4	3/5	3/2
P056_050	S056	S050	2	2	-1/2	2	1	-1	INCOMPARABLE	INCOMPARABLE	1	-1/2	1/2	1/2	2	-1/2
P056_051	S056	S051	2	2	-1/2	2	1	-1/2	INCOMPARABLE	PSD_RANK_1	1	0	1/2	1/2	2	0
P056_052	S056	S052	2	2	-1/2	2	1	0	INCOMPARABLE	INCOMPARABLE	1	1/2	1/2	1/2	2	1/2
P056_053	S056	S053	2	2	-1/2	2	1	1/2	INCOMPARABLE	INCOMPARABLE	1	1	1/2	1/2	2	1
P056_054	S056	S054	2	2	-1/2	2	1	1	INCOMPARABLE	INCOMPARABLE	1	3/2	1/2	1/2	2	3/2
P056_055	S056	S055	2	2	-1/2	2	2	-1	INCOMPARABLE	INCOMPARABLE	1	-1/2	1	1	1	-1/2
P056_056	S056	S056	2	2	-1/2	2	2	-1/2	PSD_RANK_0	PSD_RANK_0	1	0	1	1	1	0
P056_057	S056	S057	2	2	-1/2	2	2	0	INCOMPARABLE	INCOMPARABLE	1	1/2	1	1	1	1/2
P056_058	S056	S058	2	2	-1/2	2	2	1/2	INCOMPARABLE	INCOMPARABLE	1	1	1	1	1	1
P056_059	S056	S059	2	2	-1/2	2	2	1	INCOMPARABLE	INCOMPARABLE	1	3/2	1	1	1	3/2
P056_060	S056	S060	2	2	-1/2	2	3	-1	INCOMPARABLE	INCOMPARABLE	1	-1/2	3/2	3/2	2/3	-1/2
P056_061	S056	S061	2	2	-1/2	2	3	-1/2	PSD_RANK_1	INCOMPARABLE	1	0	3/2	3/2	2/3	0
P056_062	S056	S062	2	2	-1/2	2	3	0	INCOMPARABLE	INCOMPARABLE	1	1/2	3/2	3/2	2/3	1/2
P056_063	S056	S063	2	2	-1/2	2	3	1/2	INCOMPARABLE	INCOMPARABLE	1	1	3/2	3/2	2/3	1
P056_064	S056	S064	2	2	-1/2	2	3	1	INCOMPARABLE	INCOMPARABLE	1	3/2	3/2	3/2	2/3	3/2
P056_065	S056	S065	2	2	-1/2	2	4	-1	INCOMPARABLE	INCOMPARABLE	1	-1/2	2	2	1/2	-1/2
P056_066	S056	S066	2	2	-1/2	2	4	-1/2	PSD_RANK_1	INCOMPARABLE	1	0	2	2	1/2	0
P056_067	S056	S067	2	2	-1/2	2	4	0	INCOMPARABLE	INCOMPARABLE	1	1/2	2	2	1/2	1/2
P056_068	S056	S068	2	2	-1/2	2	4	1/2	INCOMPARABLE	INCOMPARABLE	1	1	2	2	1/2	1
P056_069	S056	S069	2	2	-1/2	2	4	1	INCOMPARABLE	INCOMPARABLE	1	3/2	2	2	1/2	3/2
P056_070	S056	S070	2	2	-1/2	2	5	-1	INCOMPARABLE	INCOMPARABLE	1	-1/2	5/2	5/2	2/5	-1/2
P056_071	S056	S071	2	2	-1/2	2	5	-1/2	PSD_RANK_1	INCOMPARABLE	1	0	5/2	5/2	2/5	0
P056_072	S056	S072	2	2	-1/2	2	5	0	INCOMPARABLE	INCOMPARABLE	1	1/2	5/2	5/2	2/5	1/2
P056_073	S056	S073	2	2	-1/2	2	5	1/2	INCOMPARABLE	INCOMPARABLE	1	1	5/2	5/2	2/5	1
P056_074	S056	S074	2	2	-1/2	2	5	1	INCOMPARABLE	INCOMPARABLE	1	3/2	5/2	5/2	2/5	3/2
P056_075	S056	S075	2	2	-1/2	1	1	-1	INCOMPARABLE	INCOMPARABLE	1/2	-1/4	1/2	1/4	1	-1/2
P056_076	S056	S076	2	2	-1/2	1	1	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	0	1/2	1/4	1	0
P056_077	S056	S077	2	2	-1/2	1	1	0	INCOMPARABLE	INCOMPARABLE	1/2	1/4	1/2	1/4	1	1/2
P056_078	S056	S078	2	2	-1/2	1	1	1/2	INCOMPARABLE	INCOMPARABLE	1/2	1/2	1/2	1/4	1	1
P056_079	S056	S079	2	2	-1/2	1	1	1	INCOMPARABLE	INCOMPARABLE	1/2	3/4	1/2	1/4	1	3/2
P056_080	S056	S080	2	2	-1/2	1	2	-1	INCOMPARABLE	INCOMPARABLE	1/2	-1/4	1	1/2	1/2	-1/2
P056_081	S056	S081	2	2	-1/2	1	2	-1/2	PSD_RANK_1	INCOMPARABLE	1/2	0	1	1/2	1/2	0
P056_082	S056	S082	2	2	-1/2	1	2	0	INCOMPARABLE	INCOMPARABLE	1/2	1/4	1	1/2	1/2	1/2
P056_083	S056	S083	2	2	-1/2	1	2	1/2	INCOMPARABLE	INCOMPARABLE	1/2	1/2	1	1/2	1/2	1
P056_084	S056	S084	2	2	-1/2	1	2	1	INCOMPARABLE	INCOMPARABLE	1/2	3/4	1	1/2	1/2	3/2
P056_085	S056	S085	2	2	-1/2	1	3	-1	PSD_RANK_2	INCOMPARABLE	1/2	-1/4	3/2	3/4	1/3	-1/2
P056_086	S056	S086	2	2	-1/2	1	3	-1/2	PSD_RANK_2	INCOMPARABLE	1/2	0	3/2	3/4	1/3	0
P056_087	S056	S087	2	2	-1/2	1	3	0	PSD_RANK_2	INCOMPARABLE	1/2	1/4	3/2	3/4	1/3	1/2
P056_088	S056	S088	2	2	-1/2	1	3	1/2	PSD_RANK_2	INCOMPARABLE	1/2	1/2	3/2	3/4	1/3	1
P056_089	S056	S089	2	2	-1/2	1	3	1	PSD_RANK_2	INCOMPARABLE	1/2	3/4	3/2	3/4	1/3	3/2
P056_090	S056	S090	2	2	-1/2	1	4	-1	PSD_RANK_2	INCOMPARABLE	1/2	-1/4	2	1	1/4	-1/2
P056_091	S056	S091	2	2	-1/2	1	4	-1/2	PSD_RANK_2	INCOMPARABLE	1/2	0	2	1	1/4	0
P056_092	S056	S092	2	2	-1/2	1	4	0	PSD_RANK_2	INCOMPARABLE	1/2	1/4	2	1	1/4	1/2
P056_093	S056	S093	2	2	-1/2	1	4	1/2	PSD_RANK_2	INCOMPARABLE	1/2	1/2	2	1	1/4	1
P056_094	S056	S094	2	2	-1/2	1	4	1	PSD_RANK_2	INCOMPARABLE	1/2	3/4	2	1	1/4	3/2
P056_095	S056	S095	2	2	-1/2	1	5	-1	PSD_RANK_2	INCOMPARABLE	1/2	-1/4	5/2	5/4	1/5	-1/2
P056_096	S056	S096	2	2	-1/2	1	5	-1/2	PSD_RANK_2	INCOMPARABLE	1/2	0	5/2	5/4	1/5	0
P056_097	S056	S097	2	2	-1/2	1	5	0	PSD_RANK_2	INCOMPARABLE	1/2	1/4	5/2	5/4	1/5	1/2
P056_098	S056	S098	2	2	-1/2	1	5	1/2	PSD_RANK_2	INCOMPARABLE	1/2	1/2	5/2	5/4	1/5	1
P056_099	S056	S099	2	2	-1/2	1	5	1	PSD_RANK_2	INCOMPARABLE	1/2	3/4	5/2	5/4	1/5	3/2
P057_000	S057	S000	2	2	0	4	1	-1	INCOMPARABLE	INCOMPARABLE	2	-2	1/2	1	4	-1
P057_001	S057	S001	2	2	0	4	1	-1/2	INCOMPARABLE	PSD_RANK_2	2	-1	1/2	1	4	-1/2
P057_002	S057	S002	2	2	0	4	1	0	INCOMPARABLE	PSD_RANK_2	2	0	1/2	1	4	0
P057_003	S057	S003	2	2	0	4	1	1/2	INCOMPARABLE	PSD_RANK_2	2	1	1/2	1	4	1/2
P057_004	S057	S004	2	2	0	4	1	1	INCOMPARABLE	INCOMPARABLE	2	2	1/2	1	4	1
P057_005	S057	S005	2	2	0	4	2	-1	INCOMPARABLE	INCOMPARABLE	2	-2	1	2	2	-1
P057_006	S057	S006	2	2	0	4	2	-1/2	INCOMPARABLE	INCOMPARABLE	2	-1	1	2	2	-1/2
P057_007	S057	S007	2	2	0	4	2	0	INCOMPARABLE	PSD_RANK_1	2	0	1	2	2	0
P057_008	S057	S008	2	2	0	4	2	1/2	INCOMPARABLE	INCOMPARABLE	2	1	1	2	2	1/2
P057_009	S057	S009	2	2	0	4	2	1	INCOMPARABLE	INCOMPARABLE	2	2	1	2	2	1
P057_010	S057	S010	2	2	0	4	3	-1	INCOMPARABLE	INCOMPARABLE	2	-2	3/2	3	4/3	-1
P057_011	S057	S011	2	2	0	4	3	-1/2	INCOMPARABLE	INCOMPARABLE	2	-1	3/2	3	4/3	-1/2
P057_012	S057	S012	2	2	0	4	3	0	INCOMPARABLE	INCOMPARABLE	2	0	3/2	3	4/3	0
P057_013	S057	S013	2	2	0	4	3	1/2	INCOMPARABLE	INCOMPARABLE	2	1	3/2	3	4/3	1/2
P057_014	S057	S014	2	2	0	4	3	1	INCOMPARABLE	INCOMPARABLE	2	2	3/2	3	4/3	1
P057_015	S057	S015	2	2	0	4	4	-1	INCOMPARABLE	INCOMPARABLE	2	-2	2	4	1	-1
P057_016	S057	S016	2	2	0	4	4	-1/2	INCOMPARABLE	INCOMPARABLE	2	-1	2	4	1	-1/2
P057_017	S057	S017	2	2	0	4	4	0	INCOMPARABLE	INCOMPARABLE	2	0	2	4	1	0
P057_018	S057	S018	2	2	0	4	4	1/2	INCOMPARABLE	INCOMPARABLE	2	1	2	4	1	1/2
P057_019	S057	S019	2	2	0	4	4	1	INCOMPARABLE	INCOMPARABLE	2	2	2	4	1	1
P057_020	S057	S020	2	2	0	4	5	-1	INCOMPARABLE	INCOMPARABLE	2	-2	5/2	5	4/5	-1
P057_021	S057	S021	2	2	0	4	5	-1/2	INCOMPARABLE	INCOMPARABLE	2	-1	5/2	5	4/5	-1/2
P057_022	S057	S022	2	2	0	4	5	0	INCOMPARABLE	INCOMPARABLE	2	0	5/2	5	4/5	0
P057_023	S057	S023	2	2	0	4	5	1/2	INCOMPARABLE	INCOMPARABLE	2	1	5/2	5	4/5	1/2
P057_024	S057	S024	2	2	0	4	5	1	INCOMPARABLE	INCOMPARABLE	2	2	5/2	5	4/5	1
P057_025	S057	S025	2	2	0	3	1	-1	INCOMPARABLE	INCOMPARABLE	3/2	-3/2	1/2	3/4	3	-1
P057_026	S057	S026	2	2	0	3	1	-1/2	INCOMPARABLE	PSD_RANK_2	3/2	-3/4	1/2	3/4	3	-1/2
P057_027	S057	S027	2	2	0	3	1	0	INCOMPARABLE	PSD_RANK_2	3/2	0	1/2	3/4	3	0
P057_028	S057	S028	2	2	0	3	1	1/2	INCOMPARABLE	PSD_RANK_2	3/2	3/4	1/2	3/4	3	1/2
P057_029	S057	S029	2	2	0	3	1	1	INCOMPARABLE	INCOMPARABLE	3/2	3/2	1/2	3/4	3	1
P057_030	S057	S030	2	2	0	3	2	-1	INCOMPARABLE	INCOMPARABLE	3/2	-3/2	1	3/2	3/2	-1
P057_031	S057	S031	2	2	0	3	2	-1/2	INCOMPARABLE	INCOMPARABLE	3/2	-3/4	1	3/2	3/2	-1/2
P057_032	S057	S032	2	2	0	3	2	0	INCOMPARABLE	PSD_RANK_1	3/2	0	1	3/2	3/2	0
P057_033	S057	S033	2	2	0	3	2	1/2	INCOMPARABLE	INCOMPARABLE	3/2	3/4	1	3/2	3/2	1/2
P057_034	S057	S034	2	2	0	3	2	1	INCOMPARABLE	INCOMPARABLE	3/2	3/2	1	3/2	3/2	1
P057_035	S057	S035	2	2	0	3	3	-1	INCOMPARABLE	INCOMPARABLE	3/2	-3/2	3/2	9/4	1	-1
P057_036	S057	S036	2	2	0	3	3	-1/2	INCOMPARABLE	INCOMPARABLE	3/2	-3/4	3/2	9/4	1	-1/2
P057_037	S057	S037	2	2	0	3	3	0	INCOMPARABLE	INCOMPARABLE	3/2	0	3/2	9/4	1	0
P057_038	S057	S038	2	2	0	3	3	1/2	INCOMPARABLE	INCOMPARABLE	3/2	3/4	3/2	9/4	1	1/2
P057_039	S057	S039	2	2	0	3	3	1	INCOMPARABLE	INCOMPARABLE	3/2	3/2	3/2	9/4	1	1
P057_040	S057	S040	2	2	0	3	4	-1	INCOMPARABLE	INCOMPARABLE	3/2	-3/2	2	3	3/4	-1
P057_041	S057	S041	2	2	0	3	4	-1/2	INCOMPARABLE	INCOMPARABLE	3/2	-3/4	2	3	3/4	-1/2
P057_042	S057	S042	2	2	0	3	4	0	INCOMPARABLE	INCOMPARABLE	3/2	0	2	3	3/4	0
P057_043	S057	S043	2	2	0	3	4	1/2	INCOMPARABLE	INCOMPARABLE	3/2	3/4	2	3	3/4	1/2
P057_044	S057	S044	2	2	0	3	4	1	INCOMPARABLE	INCOMPARABLE	3/2	3/2	2	3	3/4	1
P057_045	S057	S045	2	2	0	3	5	-1	INCOMPARABLE	INCOMPARABLE	3/2	-3/2	5/2	15/4	3/5	-1
P057_046	S057	S046	2	2	0	3	5	-1/2	INCOMPARABLE	INCOMPARABLE	3/2	-3/4	5/2	15/4	3/5	-1/2
P057_047	S057	S047	2	2	0	3	5	0	INCOMPARABLE	INCOMPARABLE	3/2	0	5/2	15/4	3/5	0
P057_048	S057	S048	2	2	0	3	5	1/2	INCOMPARABLE	INCOMPARABLE	3/2	3/4	5/2	15/4	3/5	1/2
P057_049	S057	S049	2	2	0	3	5	1	INCOMPARABLE	INCOMPARABLE	3/2	3/2	5/2	15/4	3/5	1
P057_050	S057	S050	2	2	0	2	1	-1	INCOMPARABLE	INCOMPARABLE	1	-1	1/2	1/2	2	-1
P057_051	S057	S051	2	2	0	2	1	-1/2	INCOMPARABLE	INCOMPARABLE	1	-1/2	1/2	1/2	2	-1/2
P057_052	S057	S052	2	2	0	2	1	0	INCOMPARABLE	PSD_RANK_1	1	0	1/2	1/2	2	0
P057_053	S057	S053	2	2	0	2	1	1/2	INCOMPARABLE	INCOMPARABLE	1	1/2	1/2	1/2	2	1/2
P057_054	S057	S054	2	2	0	2	1	1	INCOMPARABLE	INCOMPARABLE	1	1	1/2	1/2	2	1
P057_055	S057	S055	2	2	0	2	2	-1	INCOMPARABLE	INCOMPARABLE	1	-1	1	1	1	-1
P057_056	S057	S056	2	2	0	2	2	-1/2	INCOMPARABLE	INCOMPARABLE	1	-1/2	1	1	1	-1/2
P057_057	S057	S057	2	2	0	2	2	0	PSD_RANK_0	PSD_RANK_0	1	0	1	1	1	0
P057_058	S057	S058	2	2	0	2	2	1/2	INCOMPARABLE	INCOMPARABLE	1	1/2	1	1	1	1/2
P057_059	S057	S059	2	2	0	2	2	1	INCOMPARABLE	INCOMPARABLE	1	1	1	1	1	1
P057_060	S057	S060	2	2	0	2	3	-1	INCOMPARABLE	INCOMPARABLE	1	-1	3/2	3/2	2/3	-1
P057_061	S057	S061	2	2	0	2	3	-1/2	INCOMPARABLE	INCOMPARABLE	1	-1/2	3/2	3/2	2/3	-1/2
P057_062	S057	S062	2	2	0	2	3	0	PSD_RANK_1	INCOMPARABLE	1	0	3/2	3/2	2/3	0
P057_063	S057	S063	2	2	0	2	3	1/2	INCOMPARABLE	INCOMPARABLE	1	1/2	3/2	3/2	2/3	1/2
P057_064	S057	S064	2	2	0	2	3	1	INCOMPARABLE	INCOMPARABLE	1	1	3/2	3/2	2/3	1
P057_065	S057	S065	2	2	0	2	4	-1	INCOMPARABLE	INCOMPARABLE	1	-1	2	2	1/2	-1
P057_066	S057	S066	2	2	0	2	4	-1/2	INCOMPARABLE	INCOMPARABLE	1	-1/2	2	2	1/2	-1/2
P057_067	S057	S067	2	2	0	2	4	0	PSD_RANK_1	INCOMPARABLE	1	0	2	2	1/2	0
P057_068	S057	S068	2	2	0	2	4	1/2	INCOMPARABLE	INCOMPARABLE	1	1/2	2	2	1/2	1/2
P057_069	S057	S069	2	2	0	2	4	1	INCOMPARABLE	INCOMPARABLE	1	1	2	2	1/2	1
P057_070	S057	S070	2	2	0	2	5	-1	INCOMPARABLE	INCOMPARABLE	1	-1	5/2	5/2	2/5	-1
P057_071	S057	S071	2	2	0	2	5	-1/2	INCOMPARABLE	INCOMPARABLE	1	-1/2	5/2	5/2	2/5	-1/2
P057_072	S057	S072	2	2	0	2	5	0	PSD_RANK_1	INCOMPARABLE	1	0	5/2	5/2	2/5	0
P057_073	S057	S073	2	2	0	2	5	1/2	INCOMPARABLE	INCOMPARABLE	1	1/2	5/2	5/2	2/5	1/2
P057_074	S057	S074	2	2	0	2	5	1	INCOMPARABLE	INCOMPARABLE	1	1	5/2	5/2	2/5	1
P057_075	S057	S075	2	2	0	1	1	-1	INCOMPARABLE	INCOMPARABLE	1/2	-1/2	1/2	1/4	1	-1
P057_076	S057	S076	2	2	0	1	1	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-1/4	1/2	1/4	1	-1/2
P057_077	S057	S077	2	2	0	1	1	0	INCOMPARABLE	INCOMPARABLE	1/2	0	1/2	1/4	1	0
P057_078	S057	S078	2	2	0	1	1	1/2	INCOMPARABLE	INCOMPARABLE	1/2	1/4	1/2	1/4	1	1/2
P057_079	S057	S079	2	2	0	1	1	1	INCOMPARABLE	INCOMPARABLE	1/2	1/2	1/2	1/4	1	1
P057_080	S057	S080	2	2	0	1	2	-1	INCOMPARABLE	INCOMPARABLE	1/2	-1/2	1	1/2	1/2	-1
P057_081	S057	S081	2	2	0	1	2	-1/2	INCOMPARABLE	INCOMPARABLE	1/2	-1/4	1	1/2	1/2	-1/2
P057_082	S057	S082	2	2	0	1	2	0	PSD_RANK_1	INCOMPARABLE	1/2	0	1	1/2	1/2	0
P057_083	S057	S083	2	2	0	1	2	1/2	INCOMPARABLE	INCOMPARABLE	1/2	1/4	1	1/2	1/2	1/2
P057_084	S057	S084	2	2	0	1	2	1	INCOMPARABLE	INCOMPARABLE	1/2	1/2	1	1/2	1/2	1
P057_085	S057	S085	2	2	0	1	3	-1	PSD_RANK_2	INCOMPARABLE	1/2	-1/2	3/2	3/4	1/3	-1
P057_086	S057	S086	2	2	0	1	3	-1/2	PSD_RANK_2	INCOMPARABLE	1/2	-1/4	3/2	3/4	1/3	-1/2
P057_087	S057	S087	2	2	0	1	3	0	PSD_RANK_2	INCOMPARABLE	1/2	0	3/2	3/4	1/3	0
P057_088	S057	S088	2	2	0	1	3	1/2	PSD_RANK_2	INCOMPARABLE	1/2	1/4	3/2	3/4	1/3	1/2
P057_089	S057	S089	2	2	0	1	3	1	PSD_RANK_2	INCOMPARABLE	1/2	1/2	3/2	3/4	1/3	1
P057_090	S057	S090	2	2	0	1	4	-1	PSD_RANK_2	INCOMPARABLE	1/2	-1/2	2	1	1/4	-1
P057_091	S057	S091	2	2	0	1	4	-1/2	PSD_RANK_2	INCOMPARABLE	1/2	-1/4	2	1	1/4	-1/2
P057_092	S057	S092	2	2	0	1	4	0	PSD_RANK_2	INCOMPARABLE	1/2	0	2	1	1/4	0
P057_093	S057	S093	2	2	0	1	4	1/2	PSD_RANK_2	INCOMPARABLE	1/2	1/4	2	1	1/4	1/2
P057_094	S057	S094	2	2	0	1	4	1	PSD_RANK_2	INCOMPARABLE	1/2	1/2	2	1	1/4	1
P057_095	S057	S095	2	2	0	1	5	-1	PSD_RANK_2	INCOMPARABLE	1/2	-1/2	5/2	5/4	1/5	-1
P057_096	S057	S096	2	2	0	1	5	-1/2	PSD_RANK_2	INCOMPARABLE	1/2	-1/4	5/2	5/4	1/5	-1/2
P057_097	S057	S097	2	2	0	1	5	0	PSD_RANK_2	INCOMPARABLE	1/2	0	5/2	5/4	1/5	0
P057_098	S057	S098	2	2	0	1	5	1/2	PSD_RANK_2	INCOMPARABLE	1/2	1/4	5/2	5/4	1/5	1/2
P057_099	S057	S099	2	2	0	1	5	1	PSD_RANK_2	INCOMPARABLE	1/2	1/2	5/2	5/4	1/5	1
P058_000	S058	S000	2	2	1/2	4	1	-1	INCOMPARABLE	INCOMPARABLE	2	-3	1/2	1	4	-3/2
P058_001	S058	S001	2	2	1/2	4	1	-1/2	INCOMPARABLE	INCOMPARABLE	2	-2	1/2	1	4	-1
P058_002	S058	S002	2	2	1/2	4	1	0	INCOMPARABLE	PSD_RANK_2	2	-1	1/2	1	4	-1/2
P058_003	S058	S003	2	2	1/2	4	1	1/2	INCOMPARABLE	PSD_RANK_2	2	0	1/2	1	4	0
P058_004	S058	S004	2	2	1/2	4	1	1	INCOMPARABLE	PSD_RANK_2	2	1	1/2	1	4	1/2
P058_005	S058	S005	2	2	1/2	4	2	-1	INCOMPARABLE	INCOMPARABLE	2	-3	1	2	2	-3/2
P058_006	S058	S006	2	2	1/2	4	2	-1/2	INCOMPARABLE	INCOMPARABLE	2	-2	1	2	2	-1
P058_007	S058	S007	2	2	1/2	4	2	0	INCOMPARABLE	INCOMPARABLE	2	-1	1	2	2	-1/2
P058_008	S058	S008	2	2	1/2	4	2	1/2	INCOMPARABLE	PSD_RANK_1	2	0	1	2	2	0
P058_009	S058	S009	2	2	1/2	4	2	1	INCOMPARABLE	INCOMPARABLE	2	1	1	2	2	1/2
P058_010	S058	S010	2	2	1/2	4	3	-1	INCOMPARABLE	INCOMPARABLE	2	-3	3/2	3	4/3	-3/2
P058_011	S058	S011	2	2	1/2	4	3	-1/2	INCOMPARABLE	INCOMPARABLE	2	-2	3/2	3	4/3	-1
P058_012	S058	S012	2	2	1/2	4	3	0	INCOMPARABLE	INCOMPARABLE	2	-1	3/2	3	4/3	-1/2
