path	group	buckets	bucket_count	qualifying_group
udt_bootstrap_to_local_response_map_audit_2026-07-25/INDEPENDENT_REVIEW.md	udt_bootstrap_to_local_response_map_audit_2026-07-25	B3_LIFT;B5_JOINT	2	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/LAY_REPORT.md	udt_bootstrap_to_local_response_map_audit_2026-07-25	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/NEXT_STEP.md	udt_bootstrap_to_local_response_map_audit_2026-07-25	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/ONTOLOGY_BRANCH_LEDGER.tsv	udt_bootstrap_to_local_response_map_audit_2026-07-25	B5_JOINT	1	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/OPTIMIZATION_SEMANTICS.tsv	udt_bootstrap_to_local_response_map_audit_2026-07-25	B5_JOINT	1	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/PARAMETER_RESPONSE_LEDGER.tsv	udt_bootstrap_to_local_response_map_audit_2026-07-25	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/PREMISE_LEDGER.tsv	udt_bootstrap_to_local_response_map_audit_2026-07-25	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/PREREGISTERED_PARAMETER_CHANNELS.tsv	udt_bootstrap_to_local_response_map_audit_2026-07-25	B4_GLOBAL;B5_JOINT	2	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/PREREGISTRATION.md	udt_bootstrap_to_local_response_map_audit_2026-07-25	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/PREREGISTRATION_CORRECTION_01.md	udt_bootstrap_to_local_response_map_audit_2026-07-25	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/PREREGISTRATION_CORRECTION_02.md	udt_bootstrap_to_local_response_map_audit_2026-07-25	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/PREREGISTRATION_CORRECTION_03.md	udt_bootstrap_to_local_response_map_audit_2026-07-25	B5_JOINT	1	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/REPOSITORY_GATES.json	udt_bootstrap_to_local_response_map_audit_2026-07-25	B5_JOINT	1	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/SHA256SUMS.txt	udt_bootstrap_to_local_response_map_audit_2026-07-25	B5_JOINT	1	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/SOURCE_MANIFEST.tsv	udt_bootstrap_to_local_response_map_audit_2026-07-25	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/SOURCE_SCOPE.tsv	udt_bootstrap_to_local_response_map_audit_2026-07-25	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/STATUS_LEDGER.tsv	udt_bootstrap_to_local_response_map_audit_2026-07-25	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/VERIFICATION_RESULT.json	udt_bootstrap_to_local_response_map_audit_2026-07-25	B5_JOINT	1	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/build_manifest.py	udt_bootstrap_to_local_response_map_audit_2026-07-25	B3_LIFT	1	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/build_source_manifest.py	udt_bootstrap_to_local_response_map_audit_2026-07-25	B4_GLOBAL	1	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/derive_response_map.py	udt_bootstrap_to_local_response_map_audit_2026-07-25	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/verify_independent.py	udt_bootstrap_to_local_response_map_audit_2026-07-25	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/verify_repository_gates.py	udt_bootstrap_to_local_response_map_audit_2026-07-25	B3_LIFT;B5_JOINT	2	NO
udt_bootstrap_to_local_response_map_audit_2026-07-25/verify_response_map.py	udt_bootstrap_to_local_response_map_audit_2026-07-25	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/AUDIT_REPORT.md	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/CATCH_PROOFS.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/COMMANDS.txt	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B4_GLOBAL	2	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/COMPLETE_READOUT_BLOCKS.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/DERIVATION_RESULT.json	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/DERIVATION_STDOUT.txt	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/EXACT_DERIVATION.md	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/FALSIFICATION_CONTRACT.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/INDEPENDENT_RESULT.json	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B5_JOINT	2	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/INDEPENDENT_STDOUT.txt	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B5_JOINT	2	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/LAY_REPORT.md	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/PAIR_READOUT_CLASSIFICATION.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B5_JOINT	2	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/PREREGISTRATION.md	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/PREREGISTRATION_SCOPE_CORRECTION.md	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL	3	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/READOUT_AUTHORITY_FORK.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/READOUT_OUTCOMES.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/READOUT_STRATUM_UNIVERSE.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/REPOSITORY_GATES.json	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/ROUTE_OUTCOMES.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/ROUTE_UNIVERSE.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/RUN_ENVIRONMENT.json	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B5_JOINT	2	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/SHA256SUMS.txt	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B4_GLOBAL;B5_JOINT	2	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/SOURCE_CAPABILITY_LEDGER.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/SOURCE_MANIFEST.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/SOURCE_SCOPE.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/STATUS_LEDGER.tsv	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/VERIFICATION_RESULT.json	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B5_JOINT	2	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/build_manifest.py	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B3_LIFT	1	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/derive_calibrated_readout.py	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/run_and_capture.py	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B5_JOINT	2	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/verify_readout_audit.py	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/verify_readout_independent.py	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/verify_repository_gates.py	udt_calibrated_reciprocal_readout_descent_audit_2026-07-26	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_canonical_geometry.md	ROOT::udt_canonical_geometry.md	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES
udt_canonical_geometry_evaluator_p01_2026-07-21/ADVERSARIAL_REVIEW_REQUEST.md	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B5_JOINT	2	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/API_SCHEMA.json	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/AUDIT_REPORT.md	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/DERIVATION_RESULT.json	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B5_JOINT	2	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/DERIVATION_TRANSCRIPT.txt	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B5_JOINT	2	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/EXTERNAL_ADVERSARIAL_REVIEW.md	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B5_JOINT	2	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/EXTERNAL_ADVERSARIAL_REVIEW_FINAL.md	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B5_JOINT	2	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/FORMULAE_AND_INDEX_CONVENTIONS.md	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/INTERFACE_COVERAGE.tsv	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/LAY_REPORT.md	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/PREREGISTRATION.md	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/REPOSITORY_GATES.json	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/SOURCE_LINEAGE.tsv	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/STATUS_LEDGER.tsv	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/VERIFICATION_RESULT.json	udt_canonical_geometry_evaluator_p01_2026-07-21	B5_JOINT	1	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/VERIFICATION_TRANSCRIPT.txt	udt_canonical_geometry_evaluator_p01_2026-07-21	B5_JOINT	1	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/canonical_geometry_evaluator.py	udt_canonical_geometry_evaluator_p01_2026-07-21	B5_JOINT	1	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/run_p01_evaluator.py	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B5_JOINT	2	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/verify_p01_evaluator.py	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_canonical_geometry_evaluator_p01_2026-07-21/verify_repository_gates.py	udt_canonical_geometry_evaluator_p01_2026-07-21	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/ADVERSARIAL_REVIEW.md	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL	1	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/AUDIT_REPORT.md	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/BRANCH_OPTICAL_ATLAS.tsv	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/CANDIDATE_REGISTRY.tsv	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/COMMANDS.txt	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/COMPLETENESS_MAP.md	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/COMPLETION_OPTICAL_ATLAS.tsv	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL	2	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/DERIVATION_RESULT.json	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/EQUATION_FAMILY_OPTICAL_SCREEN.tsv	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/EXACT_DERIVATION.md	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/FALSIFICATION_CONTRACT.tsv	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/FOUR_GATES.md	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/INDEPENDENT_STDOUT.txt	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/INDEPENDENT_VERIFICATION.json	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/NEXT_STEP.md	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/OPTICAL_TYPE_LEDGER.tsv	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/PREMISE_LEDGER.tsv	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/PREREGISTRATION.md	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/PRODUCTION_STDOUT.txt	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/REPOSITORY_GATES.json	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/RUN_ENVIRONMENT.json	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B5_JOINT	1	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/SHA256SUMS.txt	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/SOURCE_ADDENDUM.md	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL	1	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/SOURCE_LINEAGE.tsv	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/STATUS_LEDGER.tsv	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B5_JOINT	1	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/capture_tests.py	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL	1	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/derive_optical_correspondence.py	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/replay_and_capture.py	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B4_GLOBAL;B5_JOINT	2	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/verify_optical_independent.py	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_center_free_observer_optical_correspondence_audit_2026-07-24/verify_repository_gates.py	udt_center_free_observer_optical_correspondence_audit_2026-07-24	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_century_adjacent_mathematics_survey_2026-07-22/APPLICABILITY_GATES.tsv	udt_century_adjacent_mathematics_survey_2026-07-22	B4_GLOBAL;B5_JOINT	2	NO
udt_century_adjacent_mathematics_survey_2026-07-22/BUILD_SUMMARY.json	udt_century_adjacent_mathematics_survey_2026-07-22	B5_JOINT	1	NO
udt_century_adjacent_mathematics_survey_2026-07-22/CATCH_PROOFS.tsv	udt_century_adjacent_mathematics_survey_2026-07-22	B4_GLOBAL	1	NO
udt_century_adjacent_mathematics_survey_2026-07-22/CROSS_FAMILY_CONVERGENCE.tsv	udt_century_adjacent_mathematics_survey_2026-07-22	B4_GLOBAL;B5_JOINT	2	NO
udt_century_adjacent_mathematics_survey_2026-07-22/LAY_READOUT.md	udt_century_adjacent_mathematics_survey_2026-07-22	B4_GLOBAL;B5_JOINT	2	NO
udt_century_adjacent_mathematics_survey_2026-07-22/MISSING_DATUM_LEDGER.tsv	udt_century_adjacent_mathematics_survey_2026-07-22	B4_GLOBAL;B5_JOINT	2	NO
udt_century_adjacent_mathematics_survey_2026-07-22/PREREGISTRATION.md	udt_century_adjacent_mathematics_survey_2026-07-22	B4_GLOBAL;B5_JOINT	2	NO
udt_century_adjacent_mathematics_survey_2026-07-22/REPOSITORY_GATES.json	udt_century_adjacent_mathematics_survey_2026-07-22	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_century_adjacent_mathematics_survey_2026-07-22/RESEARCH_QUESTION_RANKING.tsv	udt_century_adjacent_mathematics_survey_2026-07-22	B4_GLOBAL;B5_JOINT	2	NO
udt_century_adjacent_mathematics_survey_2026-07-22/SOURCE_CENSUS.tsv	udt_century_adjacent_mathematics_survey_2026-07-22	B4_GLOBAL;B5_JOINT	2	NO
udt_century_adjacent_mathematics_survey_2026-07-22/SOURCE_NOTES.md	udt_century_adjacent_mathematics_survey_2026-07-22	B4_GLOBAL;B5_JOINT	2	NO
udt_century_adjacent_mathematics_survey_2026-07-22/SURVEY_REPORT.md	udt_century_adjacent_mathematics_survey_2026-07-22	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_century_adjacent_mathematics_survey_2026-07-22/UDT_ADJACENCY_MATRIX.tsv	udt_century_adjacent_mathematics_survey_2026-07-22	B1_FOUNDING;B4_GLOBAL	2	NO
udt_century_adjacent_mathematics_survey_2026-07-22/build_survey.py	udt_century_adjacent_mathematics_survey_2026-07-22	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO
udt_century_adjacent_mathematics_survey_2026-07-22/verify_repository_gates.py	udt_century_adjacent_mathematics_survey_2026-07-22	B3_LIFT;B5_JOINT	2	NO
udt_century_adjacent_mathematics_survey_2026-07-22/verify_survey.py	udt_century_adjacent_mathematics_survey_2026-07-22	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO
udt_chart_coframe_invariance_atlas_2026-07-21/ADVERSARIAL_REVIEW_REQUEST.md	udt_chart_coframe_invariance_atlas_2026-07-21	B5_JOINT	1	NO
udt_chart_coframe_invariance_atlas_2026-07-21/ANTI_IMPOSITION_AUDIT.tsv	udt_chart_coframe_invariance_atlas_2026-07-21	B5_JOINT	1	NO
udt_chart_coframe_invariance_atlas_2026-07-21/ATLAS_RESULT.json	udt_chart_coframe_invariance_atlas_2026-07-21	B5_JOINT	1	NO
udt_chart_coframe_invariance_atlas_2026-07-21/ATLAS_TRANSCRIPT.txt	udt_chart_coframe_invariance_atlas_2026-07-21	B5_JOINT	1	NO
udt_chart_coframe_invariance_atlas_2026-07-21/AUDIT_REPORT.md	udt_chart_coframe_invariance_atlas_2026-07-21	B5_JOINT	1	NO
udt_chart_coframe_invariance_atlas_2026-07-21/FRESH_ADVERSARIAL_CORRECTION_REQUEST.md	udt_chart_coframe_invariance_atlas_2026-07-21	B5_JOINT	1	NO
udt_chart_coframe_invariance_atlas_2026-07-21/FRESH_ADVERSARIAL_CORRECTION_REVIEW.md	udt_chart_coframe_invariance_atlas_2026-07-21	B5_JOINT	1	NO
udt_chart_coframe_invariance_atlas_2026-07-21/FRESH_ADVERSARIAL_CORRECTION_REVIEW_ATTEMPT1.txt	udt_chart_coframe_invariance_atlas_2026-07-21	B5_JOINT	1	NO
udt_chart_coframe_invariance_atlas_2026-07-21/FRESH_ADVERSARIAL_CORRECTION_REVIEW_ATTEMPT1_TRANSCRIPT.txt	udt_chart_coframe_invariance_atlas_2026-07-21	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_chart_coframe_invariance_atlas_2026-07-21/FRESH_ADVERSARIAL_CORRECTION_REVIEW_TRANSCRIPT.txt	udt_chart_coframe_invariance_atlas_2026-07-21	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_chart_coframe_invariance_atlas_2026-07-21/FRESH_ADVERSARIAL_REVIEW.md	udt_chart_coframe_invariance_atlas_2026-07-21	B4_GLOBAL;B5_JOINT	2	NO
udt_chart_coframe_invariance_atlas_2026-07-21/FRESH_ADVERSARIAL_REVIEW_ORIGINAL.txt	udt_chart_coframe_invariance_atlas_2026-07-21	B5_JOINT	1	NO
udt_chart_coframe_invariance_atlas_2026-07-21/FRESH_ADVERSARIAL_REVIEW_STATUS.md	udt_chart_coframe_invariance_atlas_2026-07-21	B5_JOINT	1	NO
udt_chart_coframe_invariance_atlas_2026-07-21/FRESH_ADVERSARIAL_REVIEW_TRANSCRIPT.txt	udt_chart_coframe_invariance_atlas_2026-07-21	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO
udt_chart_coframe_invariance_atlas_2026-07-21/LAY_REPORT.md	udt_chart_coframe_invariance_atlas_2026-07-21	B5_JOINT	1	NO
udt_chart_coframe_invariance_atlas_2026-07-21/NEXT_DECISION.md	udt_chart_coframe_invariance_atlas_2026-07-21	B4_GLOBAL;B5_JOINT	2	NO
udt_chart_coframe_invariance_atlas_2026-07-21/PREMISE_STATUS_LEDGER.tsv	udt_chart_coframe_invariance_atlas_2026-07-21	B5_JOINT	1	NO
