group	text_files	hit_files	buckets	bucket_count	qualifies	candidate_files
ROOT::noNull_hess_residual_diag.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::noNull_nk_converged_out.json	1	0		0	NO	0
ROOT::noNull_nk_out.json	1	0		0	NO	0
ROOT::noNull_nk_traj.json	1	0		0	NO	0
ROOT::noNull_phaseG_mass.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::noNull_phaseG_mass_ALL.json	1	1	B5_JOINT	1	NO	0
ROOT::noNull_phaseG_mass_results.md	1	1	B5_JOINT	1	NO	0
ROOT::noNull_phaseG_mass_verify.json	1	0		0	NO	0
ROOT::noNull_precond.py	1	0		0	NO	0
ROOT::noNull_relax_lbfgs_out.json	1	0		0	NO	0
ROOT::noNull_relax_lbfgs_traj.json	1	0		0	NO	0
ROOT::noNull_residual_decomp.py	1	1	B3_LIFT	1	NO	0
ROOT::noNull_residual_modes.py	1	1	B3_LIFT	1	NO	0
ROOT::noNull_resolve.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::noNull_resolve_U1deflated_out.json	1	0		0	NO	0
ROOT::noNull_resolve_out.json	1	0		0	NO	0
ROOT::noNull_resolve_undeflated_out.json	1	0		0	NO	0
ROOT::noNull_schur_inertia.json	1	1	B3_LIFT	1	NO	0
ROOT::noNull_schur_inertia.py	1	1	B3_LIFT	1	NO	0
ROOT::noNull_schur_inertia_ALL.json	1	1	B3_LIFT	1	NO	0
ROOT::noNull_schur_inertia_N128.json	1	1	B3_LIFT	1	NO	0
ROOT::noNull_schur_inertia_N192.json	1	1	B3_LIFT	1	NO	0
ROOT::noNull_schur_inertia_N256.json	1	1	B3_LIFT	1	NO	0
ROOT::noNull_schur_verify.json	1	0		0	NO	0
ROOT::noNull_schur_verify.py	1	1	B3_LIFT	1	NO	0
ROOT::noNull_schur_verify_output.txt	1	0		0	NO	0
ROOT::noNull_stability_evidence.json	1	1	B4_GLOBAL	1	NO	0
ROOT::noNull_virial_identity_derivation.md	1	1	B5_JOINT	1	NO	0
ROOT::no_selector_audit_cas.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::no_selector_audit_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::node05_seal_parity_regrade_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::node1_seal_spin_verdict_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::node23_precompute_map.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::node3_f4_test_results.md	1	1	B4_GLOBAL	1	NO	0
ROOT::node_H1_hopfion_compactification_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::node_H2_charge_ledger_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::node_H3_hopfion_solve_results.md	1	1	B5_JOINT	1	NO	0
ROOT::node_R0_defect_coherence_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::nonstationary_opener_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::ns_scan_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::ns_scan_verifier_results.md	1	1	B5_JOINT	1	NO	0
ROOT::one_body_null_deflection_cas.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::one_body_null_deflection_results.md	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::one_body_shapiro_delay_results.md	1	1	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::open_domain_discreteness_results.md	1	1	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::p16_native_derivation_contract.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::p16_phi_sourcing_decision_note.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::p1_VERIFIER.md	1	0		0	NO	0
ROOT::p1_purity_harness_results.md	1	1	B5_JOINT	1	NO	0
ROOT::p1_residual_general_einstein.py	1	1	B2_DEPTH;B3_LIFT;B5_JOINT	3	NO	0
ROOT::p2_VERIFIER.md	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::p2_matter_fullmetric_results.md	1	1	B5_JOINT	1	NO	0
ROOT::p2_operator_from_action_results.md	1	1	B5_JOINT	1	NO	0
ROOT::p3_VERIFIER.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::p3_aphi_FIX_results.md	1	1	B5_JOINT	1	NO	0
ROOT::p3_aphi_coupling_results.md	1	1	B1_FOUNDING;B2_DEPTH;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::p3_discipline_skills_results.md	1	0		0	NO	0
ROOT::p4_cross_model_verify_results.md	1	1	B5_JOINT	1	NO	0
ROOT::p4_time_live_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::p5_live_state_shrink_results.md	1	1	B5_JOINT	1	NO	0
ROOT::p5_solver_survey_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::p_domain_closure_attempt_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::particle_spectrum_native_geometry.md	1	1	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	1
ROOT::pde_p1_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::phase1_geon_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::phase2a_rotation_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::phase2b_ensemble_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::phase3b_descend_m2_out.json	1	0		0	NO	0
ROOT::phase3b_descend_m3_out.json	1	0		0	NO	0
ROOT::phase3b_grid_converge_out.json	1	0		0	NO	0
ROOT::phase3b_hessian_out.json	1	0		0	NO	0
ROOT::phase3b_multistart_out.json	1	0		0	NO	0
ROOT::phase3b_richardson_out.json	1	0		0	NO	0
ROOT::phase3b_step1_out.json	1	0		0	NO	0
ROOT::phase3b_symmetry_out.json	1	0		0	NO	0
ROOT::phi_source_derivation.py	1	1	B3_LIFT	1	NO	0
ROOT::ponder_emergence_directions_2026-07-04.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::pre_native_era_census.md	1	1	B5_JOINT	1	NO	0
ROOT::r1_bv_inventory.py	1	1	B3_LIFT	1	NO	0
ROOT::r1_bv_main.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::r1_route_fork_cas.py	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::r1_route_fork_native_derivation.md	1	1	B1_FOUNDING;B2_DEPTH;B3_LIFT;B4_GLOBAL;B5_JOINT	5	YES	1
ROOT::r2_bv_verify.py	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::r2_final_cas.py	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::r2_prereg_s_cas.py	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::r2_prereg_s_dependence.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::r2_prereg_s_dependence_LEAD.md	1	1	B5_JOINT	1	NO	0
ROOT::regrade_S2_defect_2026-07-04.md	1	1	B5_JOINT	1	NO	0
ROOT::relativistic_metric_rederivation_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::relay_claudeai_2026-07-02.md	1	1	B5_JOINT	1	NO	0
ROOT::round_matter_reduction_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::scale_symmetry_bootstrap_analysis_results.md	1	1	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::seal_junction_condition_results.md	1	1	B5_JOINT	1	NO	0
ROOT::seal_matching_junction_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::sector_weight_spectral_probe_results.md	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::shapiro_delay_cas.py	1	1	B3_LIFT	1	NO	0
ROOT::simple_metric_Charles_rulings_center_dS_2026-07-09.md	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::simple_metric_DA_native_derive.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_EOS_power_window_dS_results.md	1	1	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::simple_metric_F1_F2_dual_explore.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::simple_metric_F1_complete.md	1	0		0	NO	0
ROOT::simple_metric_F2_completeness.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::simple_metric_FE_rederive.py	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_GR_corpus_mine_MAP.md	1	1	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::simple_metric_GR_mine_embedding_fork_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_HL_unification.py	1	0		0	NO	0
ROOT::simple_metric_HL_unification_out.json	1	0		0	NO	0
ROOT::simple_metric_HL_unification_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_J1_R2_characterize.py	1	0		0	NO	0
ROOT::simple_metric_J1_R2_characterize_out.json	1	0		0	NO	0
ROOT::simple_metric_J1_alt_sphere_ceiling_MAP.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_J1_build_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_J1_honesty_skeleton.py	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::simple_metric_J1_honesty_skeleton_out.json	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_J1_honesty_skeleton_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_KA_develop.md	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::simple_metric_KA_outer_and_matter.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_L_P_selection_derive.py	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_L_P_selection_derive_out.json	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_L_P_selection_derive_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_L_equivalence_principle_GAP.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_L_native_optical_derive.py	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_L_native_optical_derive_out.json	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_L_native_optical_derive_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_L_principle_closure_attack_out.json	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_L_principle_closure_attack_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_L_wall_regularity_closure_out.json	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_L_wall_regularity_closure_results.md	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::simple_metric_Pell_mass_lock_derive.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_R1_path_ops_observe.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::simple_metric_R1_path_ops_out.json	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_R1_path_proper_MAP.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_R1_path_proper_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_S1_vacuum_space.py	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S1_vacuum_space_out.json	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S1_vacuum_space_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S2_sourced_space.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::simple_metric_S2_sourced_space_out.json	1	0		0	NO	0
ROOT::simple_metric_S2_sourced_space_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S3_native_dust_ceiling.py	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S3_native_dust_ceiling_out.json	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S3_native_dust_ceiling_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S4_action_multiprobe_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S4_reconcile_critical.py	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S4_reconcile_critical_out.json	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S4_reconcile_critical_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S5_reopened_space.py	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::simple_metric_S5_reopened_space_out.json	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S5_reopened_space_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S6_deeper_census.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::simple_metric_S6_deeper_census_out.json	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S6_deeper_census_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S7_Aprimary_space.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::simple_metric_S7_Aprimary_space_out.json	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S7_Aprimary_space_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_S9_native_action_honesty.py	1	0		0	NO	0
ROOT::simple_metric_S9_native_action_honesty_out.json	1	0		0	NO	0
ROOT::simple_metric_S9_native_action_honesty_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_SNe_shape_clue_out.json	1	0		0	NO	0
ROOT::simple_metric_SNe_shape_clue_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_WR_L_center_invariants_second_pass_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_WR_L_center_nogo_atlas_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_WR_L_center_recenter_exclusion_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_WR_L_external_triple_blind_audit_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_alpha_restoring_probe_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_angular_on_L_multipole.py	1	0		0	NO	0
ROOT::simple_metric_angular_on_L_multipole_out.json	1	0		0	NO	0
ROOT::simple_metric_angular_on_L_multipole_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_angular_on_solution_space_MAP.md	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::simple_metric_angular_timelive_L.py	1	0		0	NO	0
ROOT::simple_metric_angular_timelive_L_out.json	1	0		0	NO	0
ROOT::simple_metric_angular_timelive_L_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_asymptotics.py	1	1	B3_LIFT;B4_GLOBAL	2	NO	0
ROOT::simple_metric_asymptotics_data.json	1	1	B4_GLOBAL	1	NO	0
ROOT::simple_metric_asymptotics_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::simple_metric_bao_cf_process_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_bao_disk_inventory_out.json	1	0		0	NO	0
ROOT::simple_metric_bao_disk_inventory_results.md	1	0		0	NO	0
ROOT::simple_metric_bao_lya_cf_peaks_out.json	1	0		0	NO	0
ROOT::simple_metric_bao_lya_constrained_fit_out.json	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_bao_lya_fullfit_out.json	1	0		0	NO	0
ROOT::simple_metric_bao_process_out.json	1	0		0	NO	0
ROOT::simple_metric_bao_proper_pass_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::simple_metric_bao_pure_AP_character_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_bao_pure_AP_eboss_out.json	1	0		0	NO	0
ROOT::simple_metric_bao_pure_AP_out.json	1	0		0	NO	0
ROOT::simple_metric_c_analogy_MAP.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_c_analogy_rederive_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_cascade_C2_C5_J1.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_center_dS_external_verify_pass_results.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::simple_metric_continue_hard_out.json	1	0		0	NO	0
ROOT::simple_metric_cross_sector_root_check.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_dS_native_any_alpha_closed_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_distance_profile_dimensional_MAP.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_dotted_line.py	1	0		0	NO	0
ROOT::simple_metric_dotted_line_out.json	1	0		0	NO	0
ROOT::simple_metric_elegance_SNe_character_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_elegance_uncover.py	1	0		0	NO	0
ROOT::simple_metric_elegance_uncover_out.json	1	0		0	NO	0
ROOT::simple_metric_freeDA_lowz_observe.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::simple_metric_freeDA_lowz_observe_out.json	1	0		0	NO	0
ROOT::simple_metric_freeDA_lowz_observe_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_freeDA_unquarantine_HUNT.md	1	0		0	NO	0
ROOT::simple_metric_hard_explore_out.json	1	0		0	NO	0
ROOT::simple_metric_hard_explore_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_hyperbolic_J1.py	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_hyperbolic_derive.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_hyperbolic_refine_AGENDA.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_kaleidoscope_K1_out.json	1	0		0	NO	0
ROOT::simple_metric_kaleidoscope_K1_results.md	1	0		0	NO	0
ROOT::simple_metric_kaleidoscope_K2_out.json	1	0		0	NO	0
ROOT::simple_metric_kaleidoscope_K2_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_kaleidoscope_K2b_out.json	1	0		0	NO	0
ROOT::simple_metric_kaleidoscope_K3_out.json	1	1	B1_FOUNDING	1	NO	0
ROOT::simple_metric_kaleidoscope_K3_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_kaleidoscope_K4_out.json	1	1	B4_GLOBAL	1	NO	0
ROOT::simple_metric_kaleidoscope_K4_results.md	1	0		0	NO	0
ROOT::simple_metric_kaleidoscope_MAP.md	1	0		0	NO	0
ROOT::simple_metric_kaleidoscope_MINE_out.json	1	0		0	NO	0
ROOT::simple_metric_kaleidoscope_MINE_results.md	1	0		0	NO	0
ROOT::simple_metric_kinetic_ledger.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_legacy_double_fix_side_excursion.md	1	0		0	NO	0
ROOT::simple_metric_local_cavity_HG_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_lowz_linear_native_derive.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::simple_metric_macro_elegance_ZOOM.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_mass_xmax_cascade.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_matter_asymptotics.py	1	1	B4_GLOBAL	1	NO	0
ROOT::simple_metric_matter_asymptotics_data.json	1	0		0	NO	0
ROOT::simple_metric_matter_asymptotics_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::simple_metric_mine_EH_constraint.py	1	1	B1_FOUNDING	1	NO	0
ROOT::simple_metric_mine_EH_constraint_out.json	1	1	B1_FOUNDING	1	NO	0
ROOT::simple_metric_mine_EH_constraint_results.md	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::simple_metric_mine_SSS_Einstein.py	1	1	B1_FOUNDING	1	NO	0
ROOT::simple_metric_mine_SSS_Einstein_out.json	1	1	B1_FOUNDING	1	NO	0
ROOT::simple_metric_mine_SSS_Einstein_results.md	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::simple_metric_mine_junction.py	1	1	B1_FOUNDING	1	NO	0
ROOT::simple_metric_mine_junction_out.json	1	0		0	NO	0
ROOT::simple_metric_mine_junction_results.md	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::simple_metric_near_miss_explore_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_operator_inspiration_SEARCH.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::simple_metric_operator_inventory.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_pantheon_xmax_fit.py	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_pantheon_xmax_fit_fullcov.py	1	0		0	NO	0
ROOT::simple_metric_pantheon_xmax_fit_fullcov_out.json	1	0		0	NO	0
ROOT::simple_metric_pantheon_xmax_fit_out.json	1	0		0	NO	0
ROOT::simple_metric_pantheon_xmax_fit_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_path_areal_split_observe.py	1	1	B3_LIFT	1	NO	0
ROOT::simple_metric_path_areal_split_out.json	1	0		0	NO	0
ROOT::simple_metric_path_areal_split_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_promising_candidates_ZOOM.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_promising_candidates_zoom.py	1	1	B3_LIFT	1	NO	0
ROOT::simple_metric_promising_candidates_zoom_out.json	1	0		0	NO	0
ROOT::simple_metric_relational_rooms_continue.py	1	0		0	NO	0
ROOT::simple_metric_relational_rooms_continue_out.json	1	0		0	NO	0
ROOT::simple_metric_relational_rooms_continue_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_rooms_filled_local.py	1	1	B1_FOUNDING	1	NO	0
ROOT::simple_metric_rooms_filled_local_out.json	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_rooms_filled_local_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_root_upstream_MAP.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::simple_metric_session_self_audit_2026-07-09.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_skeleton_reach_closure.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::simple_metric_skeleton_reach_closure_out.json	1	0		0	NO	0
ROOT::simple_metric_skeleton_reach_closure_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_sne_validator_reconstruct_MAP.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_solution_space_MAP.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_solution_space_ZOOM.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_sourced_profile_observe.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::simple_metric_sourced_profile_observe_out.json	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_sourced_profile_observe_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_sphere_ceiling.py	1	0		0	NO	0
ROOT::simple_metric_sphere_ceiling_build.py	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_sphere_ceiling_build_out.json	1	0		0	NO	0
ROOT::simple_metric_sphere_ceiling_build_results.md	1	1	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::simple_metric_sphere_ceiling_select_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_third_path_derive.md	1	1	B1_FOUNDING;B2_DEPTH;B4_GLOBAL;B5_JOINT	4	NO	0
ROOT::simple_metric_timelive_AP_exact_derive_results.md	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::simple_metric_timelive_AP_intermediate_out.json	1	0		0	NO	0
ROOT::simple_metric_timelive_AP_intermediate_results.md	1	1	B5_JOINT	1	NO	0
ROOT::simple_metric_timelive_AP_out.json	1	0		0	NO	0
ROOT::simple_metric_timelive_AP_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::simple_metric_timelive_residual_appearance_MAP.md	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::simple_metric_xmax_POSTULATE.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::smoke_composite_E2a.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::sne_native_background_n2.py	1	1	B5_JOINT	1	NO	0
ROOT::sne_test_derived_law.py	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::sne_test_derived_n.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
ROOT::sne_test_transverse_geometry.py	1	1	B1_FOUNDING;B3_LIFT;B5_JOINT	3	NO	0
ROOT::solar_light_sector_confrontation_results.md	1	1	B1_FOUNDING;B5_JOINT	2	NO	0
ROOT::solution_space_map.md	1	1	B5_JOINT	1	NO	0
ROOT::solver_action.py	1	1	B5_JOINT	1	NO	0
ROOT::solver_build_MAP.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::solver_pack.py	1	0		0	NO	0
ROOT::sourced_second_jet_results.md	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::spectral_cheb.py	1	0		0	NO	0
ROOT::spectral_radial_soliton.py	1	1	B5_JOINT	1	NO	0
ROOT::spectral_sph.py	1	0		0	NO	0
ROOT::spectral_sph_exact.py	1	0		0	NO	0
ROOT::stability_branch_follow_256.py	1	0		0	NO	0
ROOT::stability_branch_follow_256_DECISION.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::stability_branch_follow_256_out.json	1	0		0	NO	0
ROOT::stability_checkerboard_audit.py	1	0		0	NO	0
ROOT::stability_checkerboard_audit_out.json	1	0		0	NO	0
ROOT::stability_eigenmode_256.py	1	0		0	NO	0
ROOT::stability_eigenmode_256_out.json	1	0		0	NO	0
ROOT::stability_filter_miniMAP.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::stability_operator_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::stability_stage2_results.md	1	1	B4_GLOBAL;B5_JOINT	2	NO	0
ROOT::stage1_edge_scan.py	1	1	B3_LIFT;B4_GLOBAL;B5_JOINT	3	NO	0
ROOT::stageD_bv_compare.py	1	1	B3_LIFT;B5_JOINT	2	NO	0
